,date,value,name_B085R8VXH4
75,2020-08-06,4906.0,Acupuncture
76,2020-08-07,4906.0,Acupuncture
77,2020-08-08,5111.0,Acupuncture
78,2020-08-09,5165.0,Acupuncture
79,2020-08-10,5165.0,Acupuncture
80,2020-08-11,5165.0,Acupuncture
81,2020-08-12,6908.0,Acupuncture
82,2020-08-13,8263.0,Acupuncture
83,2020-08-14,8263.0,Acupuncture
84,2020-08-15,8263.0,Acupuncture
85,2020-08-16,5222.0,Acupuncture
86,2020-08-17,6263.0,Acupuncture
87,2020-08-18,6263.0,Acupuncture
88,2020-08-19,6263.0,Acupuncture
89,2020-08-20,5386.0,Acupuncture
90,2020-08-21,5386.0,Acupuncture
91,2020-08-22,5386.0,Acupuncture
92,2020-08-23,5249.0,Acupuncture
93,2020-08-24,6021.0,Acupuncture
94,2020-08-25,6021.0,Acupuncture
95,2020-08-26,6021.0,Acupuncture
96,2020-08-27,5238.0,Acupuncture
97,2020-08-28,5518.0,Acupuncture
98,2020-08-29,5518.0,Acupuncture
99,2020-08-30,5518.0,Acupuncture
100,2020-08-31,5518.0,Acupuncture
101,2020-09-01,6772.0,Acupuncture
102,2020-09-02,6034.0,Acupuncture
103,2020-09-03,6034.0,Acupuncture
104,2020-09-04,6034.0,Acupuncture
105,2020-09-05,5822.0,Acupuncture
106,2020-09-06,5822.0,Acupuncture
107,2020-09-07,5822.0,Acupuncture
108,2020-09-08,6402.0,Acupuncture
109,2020-09-09,6402.0,Acupuncture
110,2020-09-10,6402.0,Acupuncture
111,2020-09-11,5428.0,Acupuncture
112,2020-09-12,5428.0,Acupuncture
113,2020-09-13,6687.0,Acupuncture
114,2020-09-14,6687.0,Acupuncture
115,2020-09-15,7923.0,Acupuncture
116,2020-09-16,6988.0,Acupuncture
117,2020-09-17,6988.0,Acupuncture
118,2020-09-18,6988.0,Acupuncture
119,2020-09-19,6041.0,Acupuncture
120,2020-09-20,6041.0,Acupuncture
121,2020-09-21,8227.0,Acupuncture
122,2020-09-22,8227.0,Acupuncture
123,2020-09-23,8508.0,Acupuncture
124,2020-09-24,7809.0,Acupuncture
125,2020-09-25,7809.0,Acupuncture
126,2020-09-26,7809.0,Acupuncture
127,2020-09-27,7809.0,Acupuncture
128,2020-09-28,8949.0,Acupuncture
129,2020-09-29,8949.0,Acupuncture
130,2020-09-30,8949.0,Acupuncture
131,2020-10-01,8949.0,Acupuncture
132,2020-10-02,6764.0,Acupuncture
133,2020-10-03,6764.0,Acupuncture
134,2020-10-04,6764.0,Acupuncture
135,2020-10-05,8568.0,Acupuncture
136,2020-10-06,7504.0,Acupuncture
137,2020-10-07,7504.0,Acupuncture
138,2020-10-08,7504.0,Acupuncture
139,2020-10-09,7267.0,Acupuncture
140,2020-10-10,6273.0,Acupuncture
141,2020-10-11,8278.0,Acupuncture
142,2020-10-12,8269.0,Acupuncture
143,2020-10-13,8269.0,Acupuncture
144,2020-10-14,8269.0,Acupuncture
145,2020-10-15,8269.0,Acupuncture
146,2020-10-16,7949.0,Acupuncture
147,2020-10-17,7949.0,Acupuncture
148,2020-10-18,7949.0,Acupuncture
149,2020-10-19,7712.0,Acupuncture
150,2020-10-20,7712.0,Acupuncture
151,2020-10-21,6904.0,Acupuncture
152,2020-10-22,6904.0,Acupuncture
153,2020-10-23,6904.0,Acupuncture
154,2020-10-24,6904.0,Acupuncture
155,2020-10-25,6904.0,Acupuncture
156,2020-10-26,7757.0,Acupuncture
157,2020-10-27,8119.0,Acupuncture
158,2020-10-28,8119.0,Acupuncture
159,2020-10-29,7573.0,Acupuncture
160,2020-10-30,7573.0,Acupuncture
161,2020-10-31,7460.0,Acupuncture
162,2020-11-01,7460.0,Acupuncture
163,2020-11-02,7880.0,Acupuncture
164,2020-11-03,7880.0,Acupuncture
165,2020-11-04,7880.0,Acupuncture
166,2020-11-05,6175.0,Acupuncture
167,2020-11-06,6738.0,Acupuncture
168,2020-11-07,6349.0,Acupuncture
169,2020-11-08,6349.0,Acupuncture
170,2020-11-09,6901.0,Acupuncture
171,2020-11-10,8215.0,Acupuncture
172,2020-11-11,8215.0,Acupuncture
173,2020-11-12,8215.0,Acupuncture
174,2020-11-13,8215.0,Acupuncture
175,2020-11-14,6893.0,Acupuncture
176,2020-11-15,7078.0,Acupuncture
177,2020-11-16,7078.0,Acupuncture
178,2020-11-17,7078.0,Acupuncture
179,2020-11-18,7078.0,Acupuncture
180,2020-11-19,6894.0,Acupuncture
181,2020-11-20,6583.0,Acupuncture
182,2020-11-21,6583.0,Acupuncture
183,2020-11-22,6583.0,Acupuncture
184,2020-11-23,6583.0,Acupuncture
185,2020-11-24,8047.0,Acupuncture
186,2020-11-25,8047.0,Acupuncture
187,2020-11-26,8047.0,Acupuncture
188,2020-11-27,8007.0,Acupuncture
189,2020-11-28,8007.0,Acupuncture
190,2020-11-29,8007.0,Acupuncture
191,2020-11-30,10099.0,Acupuncture
192,2020-12-01,8816.0,Acupuncture
193,2020-12-02,8816.0,Acupuncture
194,2020-12-03,8816.0,Acupuncture
195,2020-12-04,8017.0,Acupuncture
196,2020-12-05,8017.0,Acupuncture
197,2020-12-06,8017.0,Acupuncture
198,2020-12-07,8857.0,Acupuncture
199,2020-12-08,8857.0,Acupuncture
200,2020-12-09,8554.0,Acupuncture
201,2020-12-10,8554.0,Acupuncture
202,2020-12-11,8554.0,Acupuncture
203,2020-12-12,8554.0,Acupuncture
204,2020-12-13,7322.0,Acupuncture
205,2020-12-14,6912.0,Acupuncture
206,2020-12-15,6787.0,Acupuncture
207,2020-12-16,6787.0,Acupuncture
208,2020-12-17,6787.0,Acupuncture
209,2020-12-18,6787.0,Acupuncture
210,2020-12-19,6963.0,Acupuncture
211,2020-12-20,6570.0,Acupuncture
212,2020-12-21,6570.0,Acupuncture
213,2020-12-22,7213.0,Acupuncture
214,2020-12-23,7145.0,Acupuncture
215,2020-12-24,7759.0,Acupuncture
216,2020-12-25,7759.0,Acupuncture
217,2020-12-26,7759.0,Acupuncture
218,2020-12-27,9838.0,Acupuncture
219,2020-12-28,9838.0,Acupuncture
220,2020-12-29,9838.0,Acupuncture
221,2020-12-30,7991.0,Acupuncture
222,2020-12-31,7991.0,Acupuncture
223,2021-01-01,7991.0,Acupuncture
224,2021-01-02,7828.0,Acupuncture
225,2021-01-03,7828.0,Acupuncture
226,2021-01-04,7828.0,Acupuncture
227,2021-01-05,7828.0,Acupuncture
228,2021-01-06,9718.0,Acupuncture
229,2021-01-07,9718.0,Acupuncture
230,2021-01-08,9718.0,Acupuncture
231,2021-01-09,9718.0,Acupuncture
232,2021-01-10,7532.0,Acupuncture
233,2021-01-11,7532.0,Acupuncture
234,2021-01-12,7080.0,Acupuncture
235,2021-01-13,7080.0,Acupuncture
236,2021-01-14,7080.0,Acupuncture
237,2021-01-15,6780.0,Acupuncture
238,2021-01-16,6780.0,Acupuncture
239,2021-01-17,6780.0,Acupuncture
240,2021-01-18,6780.0,Acupuncture
241,2021-01-19,6436.0,Acupuncture
242,2021-01-20,6849.0,Acupuncture
243,2021-01-21,6849.0,Acupuncture
244,2021-01-22,6849.0,Acupuncture
245,2021-01-23,6849.0,Acupuncture
246,2021-01-24,6849.0,Acupuncture
247,2021-01-25,6849.0,Acupuncture
248,2021-01-26,8102.0,Acupuncture
249,2021-01-27,7314.0,Acupuncture
250,2021-01-28,7314.0,Acupuncture
251,2021-01-29,7314.0,Acupuncture
252,2021-01-30,7314.0,Acupuncture
253,2021-01-31,7314.0,Acupuncture
254,2021-02-01,6374.0,Acupuncture
255,2021-02-02,6374.0,Acupuncture
256,2021-02-03,6374.0,Acupuncture
257,2021-02-04,6825.0,Acupuncture
258,2021-02-05,6825.0,Acupuncture
259,2021-02-06,6825.0,Acupuncture
260,2021-02-07,6186.0,Acupuncture
261,2021-02-08,6765.0,Acupuncture
262,2021-02-09,6765.0,Acupuncture
263,2021-02-10,6765.0,Acupuncture
264,2021-02-11,5126.0,Acupuncture
265,2021-02-12,5126.0,Acupuncture
266,2021-02-13,5126.0,Acupuncture
267,2021-02-14,5118.0,Acupuncture
268,2021-02-15,5118.0,Acupuncture
269,2021-02-16,5118.0,Acupuncture
270,2021-02-17,4546.0,Acupuncture
271,2021-02-18,4546.0,Acupuncture
272,2021-02-19,4546.0,Acupuncture
273,2021-02-20,4861.0,Acupuncture
274,2021-02-21,4861.0,Acupuncture
275,2021-02-22,4861.0,Acupuncture
276,2021-02-23,5034.0,Acupuncture
277,2021-02-24,5034.0,Acupuncture
278,2021-02-25,5034.0,Acupuncture
279,2021-02-26,4236.0,Acupuncture
280,2021-02-27,4236.0,Acupuncture
281,2021-02-28,4236.0,Acupuncture
282,2021-03-01,4199.0,Acupuncture
283,2021-03-02,4199.0,Acupuncture
284,2021-03-03,3594.0,Acupuncture
285,2021-03-04,3594.0,Acupuncture
286,2021-03-05,3594.0,Acupuncture
287,2021-03-06,3573.0,Acupuncture
288,2021-03-07,3573.0,Acupuncture
289,2021-03-08,3573.0,Acupuncture
290,2021-03-09,3622.0,Acupuncture
291,2021-03-10,3247.0,Acupuncture
292,2021-03-11,3247.0,Acupuncture
293,2021-03-12,3534.0,Acupuncture
294,2021-03-13,3420.0,Acupuncture
295,2021-03-14,3495.0,Acupuncture
296,2021-03-15,3495.0,Acupuncture
297,2021-03-16,3818.0,Acupuncture
298,2021-03-17,3580.0,Acupuncture
299,2021-03-18,3580.0,Acupuncture
300,2021-03-19,3580.0,Acupuncture
301,2021-03-20,3580.0,Acupuncture
302,2021-03-21,3341.0,Acupuncture
303,2021-03-22,3341.0,Acupuncture
304,2021-03-23,3341.0,Acupuncture
305,2021-03-24,2999.0,Acupuncture
306,2021-03-25,2862.0,Acupuncture
307,2021-03-26,3164.0,Acupuncture
308,2021-03-27,3164.0,Acupuncture
309,2021-03-28,3119.0,Acupuncture
310,2021-03-29,3119.0,Acupuncture
311,2021-03-30,3202.0,Acupuncture
312,2021-03-31,3202.0,Acupuncture
313,2021-04-01,3202.0,Acupuncture
314,2021-04-02,2412.0,Acupuncture
315,2021-04-03,2412.0,Acupuncture
316,2021-04-04,2412.0,Acupuncture
317,2021-04-05,2649.0,Acupuncture
318,2021-04-06,3095.0,Acupuncture
319,2021-04-07,3095.0,Acupuncture
320,2021-04-08,3095.0,Acupuncture
321,2021-04-09,3316.0,Acupuncture
322,2021-04-10,3316.0,Acupuncture
323,2021-04-11,3316.0,Acupuncture
324,2021-04-12,3841.0,Acupuncture
325,2021-04-13,4032.0,Acupuncture
326,2021-04-14,4032.0,Acupuncture
327,2021-04-15,4253.0,Acupuncture
328,2021-04-16,4253.0,Acupuncture
329,2021-04-17,3786.0,Acupuncture
330,2021-04-18,3786.0,Acupuncture
331,2021-04-19,3957.0,Acupuncture
332,2021-04-20,3557.0,Acupuncture
333,2021-04-21,3632.0,Acupuncture
334,2021-04-22,3632.0,Acupuncture
335,2021-04-23,3320.0,Acupuncture
336,2021-04-24,3320.0,Acupuncture
337,2021-04-25,3189.0,Acupuncture
338,2021-04-26,3189.0,Acupuncture
339,2021-04-27,3454.0,Acupuncture
340,2021-04-28,3743.0,Acupuncture
341,2021-04-29,3243.0,Acupuncture
342,2021-04-30,3243.0,Acupuncture
343,2021-05-01,2922.0,Acupuncture
344,2021-05-02,2922.0,Acupuncture
345,2021-05-03,3846.0,Acupuncture
346,2021-05-04,3846.0,Acupuncture
347,2021-05-05,3846.0,Acupuncture
348,2021-05-06,3923.0,Acupuncture
349,2021-05-07,3920.0,Acupuncture
350,2021-05-08,4011.0,Acupuncture
351,2021-05-09,4007.0,Acupuncture
352,2021-05-10,4484.0,Acupuncture
353,2021-05-11,4484.0,Acupuncture
354,2021-05-12,3858.0,Acupuncture
355,2021-05-13,3858.0,Acupuncture
356,2021-05-14,3177.0,Acupuncture
357,2021-05-15,3177.0,Acupuncture
358,2021-05-16,3030.0,Acupuncture
359,2021-05-17,3030.0,Acupuncture
360,2021-05-18,3707.0,Acupuncture
361,2021-05-19,3715.0,Acupuncture
362,2021-05-20,3157.0,Acupuncture
363,2021-05-21,2914.0,Acupuncture
364,2021-05-22,2914.0,Acupuncture
365,2021-05-23,3625.0,Acupuncture
366,2021-05-24,3678.0,Acupuncture
367,2021-05-25,3678.0,Acupuncture
368,2021-05-26,3562.0,Acupuncture
369,2021-05-27,3562.0,Acupuncture
370,2021-05-28,3471.0,Acupuncture
371,2021-05-29,3223.0,Acupuncture
372,2021-05-30,3223.0,Acupuncture
373,2021-05-31,3104.0,Acupuncture
374,2021-06-01,3588.0,Acupuncture
375,2021-06-02,3914.0,Acupuncture
376,2021-06-03,3914.0,Acupuncture
377,2021-06-04,3218.0,Acupuncture
378,2021-06-05,3218.0,Acupuncture
379,2021-06-06,3183.0,Acupuncture
380,2021-06-07,3183.0,Acupuncture
381,2021-06-08,3976.0,Acupuncture
382,2021-06-09,3976.0,Acupuncture
383,2021-06-10,4153.0,Acupuncture
384,2021-06-11,3443.0,Acupuncture
385,2021-06-12,3443.0,Acupuncture
386,2021-06-13,2986.0,Acupuncture
387,2021-06-14,2986.0,Acupuncture
388,2021-06-15,2986.0,Acupuncture
389,2021-06-16,3505.0,Acupuncture
390,2021-06-17,3249.0,Acupuncture
391,2021-06-18,3249.0,Acupuncture
392,2021-06-19,2793.0,Acupuncture
393,2021-06-20,2793.0,Acupuncture
394,2021-06-21,3029.0,Acupuncture
395,2021-06-22,3207.0,Acupuncture
396,2021-06-23,3207.0,Acupuncture
397,2021-06-24,2901.0,Acupuncture
398,2021-06-25,2901.0,Acupuncture
399,2021-06-26,2421.0,Acupuncture
400,2021-06-27,2421.0,Acupuncture
401,2021-06-28,3054.0,Acupuncture
402,2021-06-29,2981.0,Acupuncture
403,2021-06-30,3431.0,Acupuncture
404,2021-07-01,3431.0,Acupuncture
405,2021-07-02,2983.0,Acupuncture
406,2021-07-03,2983.0,Acupuncture
407,2021-07-04,3139.0,Acupuncture
408,2021-07-05,3139.0,Acupuncture
409,2021-07-06,3128.0,Acupuncture
410,2021-07-07,3128.0,Acupuncture
411,2021-07-08,3418.0,Acupuncture
412,2021-07-09,3390.0,Acupuncture
413,2021-07-10,3390.0,Acupuncture
414,2021-07-11,3103.0,Acupuncture
