,date,value,name_B07BMTMMLK
100,2020-06-03,15340.0,First Aid Tape
101,2020-06-04,15340.0,First Aid Tape
102,2020-06-05,15340.0,First Aid Tape
103,2020-06-06,15340.0,First Aid Tape
104,2020-06-07,15340.0,First Aid Tape
105,2020-06-08,20511.0,First Aid Tape
106,2020-06-09,20511.0,First Aid Tape
107,2020-06-10,23690.0,First Aid Tape
108,2020-06-11,23690.0,First Aid Tape
109,2020-06-12,23690.0,First Aid Tape
110,2020-06-13,23690.0,First Aid Tape
111,2020-06-14,27018.0,First Aid Tape
112,2020-06-15,27018.0,First Aid Tape
113,2020-06-16,27018.0,First Aid Tape
114,2020-06-17,26181.0,First Aid Tape
115,2020-06-18,26181.0,First Aid Tape
116,2020-06-19,26181.0,First Aid Tape
117,2020-06-20,15207.0,First Aid Tape
118,2020-06-21,15207.0,First Aid Tape
119,2020-06-22,16444.0,First Aid Tape
120,2020-06-23,16444.0,First Aid Tape
121,2020-06-24,15461.0,First Aid Tape
122,2020-06-25,15461.0,First Aid Tape
123,2020-06-26,16525.0,First Aid Tape
124,2020-06-27,16525.0,First Aid Tape
125,2020-06-28,16525.0,First Aid Tape
126,2020-06-29,11437.0,First Aid Tape
127,2020-06-30,11437.0,First Aid Tape
128,2020-07-01,12985.0,First Aid Tape
129,2020-07-02,12985.0,First Aid Tape
130,2020-07-03,11533.0,First Aid Tape
131,2020-07-04,11533.0,First Aid Tape
132,2020-07-05,11533.0,First Aid Tape
133,2020-07-06,12399.0,First Aid Tape
134,2020-07-07,12399.0,First Aid Tape
135,2020-07-08,13290.0,First Aid Tape
136,2020-07-09,13290.0,First Aid Tape
137,2020-07-10,13290.0,First Aid Tape
138,2020-07-11,12775.0,First Aid Tape
139,2020-07-12,16159.0,First Aid Tape
140,2020-07-13,16159.0,First Aid Tape
141,2020-07-14,16159.0,First Aid Tape
142,2020-07-15,14017.0,First Aid Tape
143,2020-07-16,14017.0,First Aid Tape
144,2020-07-17,14017.0,First Aid Tape
145,2020-07-18,15155.0,First Aid Tape
146,2020-07-19,15155.0,First Aid Tape
147,2020-07-20,15155.0,First Aid Tape
148,2020-07-21,15301.0,First Aid Tape
149,2020-07-22,15301.0,First Aid Tape
150,2020-07-23,15301.0,First Aid Tape
151,2020-07-24,13179.0,First Aid Tape
152,2020-07-25,13179.0,First Aid Tape
153,2020-07-26,14628.0,First Aid Tape
154,2020-07-27,14628.0,First Aid Tape
155,2020-07-28,14628.0,First Aid Tape
156,2020-07-29,15532.0,First Aid Tape
157,2020-07-30,15532.0,First Aid Tape
158,2020-07-31,15532.0,First Aid Tape
159,2020-08-01,15532.0,First Aid Tape
160,2020-08-02,15532.0,First Aid Tape
161,2020-08-03,17595.0,First Aid Tape
162,2020-08-04,17595.0,First Aid Tape
163,2020-08-05,17595.0,First Aid Tape
164,2020-08-06,15499.0,First Aid Tape
165,2020-08-07,15499.0,First Aid Tape
166,2020-08-08,17732.0,First Aid Tape
167,2020-08-09,17732.0,First Aid Tape
168,2020-08-10,15773.0,First Aid Tape
169,2020-08-11,15773.0,First Aid Tape
170,2020-08-12,14256.0,First Aid Tape
171,2020-08-13,13190.0,First Aid Tape
172,2020-08-14,15231.0,First Aid Tape
173,2020-08-15,16557.0,First Aid Tape
174,2020-08-16,16557.0,First Aid Tape
175,2020-08-17,16557.0,First Aid Tape
176,2020-08-18,16557.0,First Aid Tape
177,2020-08-19,17185.0,First Aid Tape
178,2020-08-20,17185.0,First Aid Tape
179,2020-08-21,16567.0,First Aid Tape
180,2020-08-22,16567.0,First Aid Tape
181,2020-08-23,16567.0,First Aid Tape
182,2020-08-24,16567.0,First Aid Tape
183,2020-08-25,16567.0,First Aid Tape
184,2020-08-26,13905.0,First Aid Tape
185,2020-08-27,13905.0,First Aid Tape
186,2020-08-28,13905.0,First Aid Tape
187,2020-08-29,13995.0,First Aid Tape
188,2020-08-30,13995.0,First Aid Tape
189,2020-08-31,18367.0,First Aid Tape
190,2020-09-01,17099.0,First Aid Tape
191,2020-09-02,17099.0,First Aid Tape
192,2020-09-03,17099.0,First Aid Tape
193,2020-09-04,13256.0,First Aid Tape
194,2020-09-05,13256.0,First Aid Tape
195,2020-09-06,13256.0,First Aid Tape
196,2020-09-07,15252.0,First Aid Tape
197,2020-09-08,15252.0,First Aid Tape
198,2020-09-09,15252.0,First Aid Tape
199,2020-09-10,14811.0,First Aid Tape
200,2020-09-11,15859.0,First Aid Tape
201,2020-09-12,15859.0,First Aid Tape
202,2020-09-13,14802.0,First Aid Tape
203,2020-09-14,14802.0,First Aid Tape
204,2020-09-15,19890.0,First Aid Tape
205,2020-09-16,19890.0,First Aid Tape
206,2020-09-17,17637.0,First Aid Tape
207,2020-09-18,17637.0,First Aid Tape
208,2020-09-19,17637.0,First Aid Tape
209,2020-09-20,17637.0,First Aid Tape
210,2020-09-21,14281.0,First Aid Tape
211,2020-09-22,14281.0,First Aid Tape
212,2020-09-23,14281.0,First Aid Tape
213,2020-09-24,13830.0,First Aid Tape
214,2020-09-25,13830.0,First Aid Tape
215,2020-09-26,13830.0,First Aid Tape
216,2020-09-27,11964.0,First Aid Tape
217,2020-09-28,11964.0,First Aid Tape
218,2020-09-29,11964.0,First Aid Tape
219,2020-09-30,11828.0,First Aid Tape
220,2020-10-01,11828.0,First Aid Tape
221,2020-10-02,12773.0,First Aid Tape
222,2020-10-03,12773.0,First Aid Tape
223,2020-10-04,12773.0,First Aid Tape
224,2020-10-05,11362.0,First Aid Tape
225,2020-10-06,12776.0,First Aid Tape
226,2020-10-07,12081.0,First Aid Tape
227,2020-10-08,13864.0,First Aid Tape
228,2020-10-09,13864.0,First Aid Tape
229,2020-10-10,13568.0,First Aid Tape
230,2020-10-11,13568.0,First Aid Tape
231,2020-10-12,13568.0,First Aid Tape
232,2020-10-13,16449.0,First Aid Tape
233,2020-10-14,16449.0,First Aid Tape
234,2020-10-15,16449.0,First Aid Tape
235,2020-10-16,12262.0,First Aid Tape
236,2020-10-17,12262.0,First Aid Tape
237,2020-10-18,12262.0,First Aid Tape
238,2020-10-19,12262.0,First Aid Tape
239,2020-10-20,12385.0,First Aid Tape
240,2020-10-21,12385.0,First Aid Tape
241,2020-10-22,12465.0,First Aid Tape
242,2020-10-23,11452.0,First Aid Tape
243,2020-10-24,11452.0,First Aid Tape
244,2020-10-25,12723.0,First Aid Tape
245,2020-10-26,13203.0,First Aid Tape
246,2020-10-27,13203.0,First Aid Tape
247,2020-10-28,13203.0,First Aid Tape
248,2020-10-29,13203.0,First Aid Tape
249,2020-10-30,14192.0,First Aid Tape
250,2020-10-31,13364.0,First Aid Tape
251,2020-11-01,13364.0,First Aid Tape
252,2020-11-02,11608.0,First Aid Tape
253,2020-11-03,11608.0,First Aid Tape
254,2020-11-04,9229.0,First Aid Tape
255,2020-11-05,10781.0,First Aid Tape
256,2020-11-06,10781.0,First Aid Tape
257,2020-11-07,8461.0,First Aid Tape
258,2020-11-08,8461.0,First Aid Tape
259,2020-11-09,8461.0,First Aid Tape
260,2020-11-10,11138.0,First Aid Tape
261,2020-11-11,11138.0,First Aid Tape
262,2020-11-12,11138.0,First Aid Tape
263,2020-11-13,9324.0,First Aid Tape
264,2020-11-14,9324.0,First Aid Tape
265,2020-11-15,9174.0,First Aid Tape
266,2020-11-16,9174.0,First Aid Tape
267,2020-11-17,10383.0,First Aid Tape
268,2020-11-18,9920.0,First Aid Tape
269,2020-11-19,9920.0,First Aid Tape
270,2020-11-20,9920.0,First Aid Tape
271,2020-11-21,7390.0,First Aid Tape
272,2020-11-22,7390.0,First Aid Tape
273,2020-11-23,10067.0,First Aid Tape
274,2020-11-24,10652.0,First Aid Tape
275,2020-11-25,10652.0,First Aid Tape
276,2020-11-26,10652.0,First Aid Tape
277,2020-11-27,10652.0,First Aid Tape
278,2020-11-28,12978.0,First Aid Tape
279,2020-11-29,12978.0,First Aid Tape
280,2020-11-30,14179.0,First Aid Tape
281,2020-12-01,17058.0,First Aid Tape
282,2020-12-02,17058.0,First Aid Tape
283,2020-12-03,14416.0,First Aid Tape
284,2020-12-04,14416.0,First Aid Tape
285,2020-12-05,13641.0,First Aid Tape
286,2020-12-06,13641.0,First Aid Tape
287,2020-12-07,11854.0,First Aid Tape
288,2020-12-08,11854.0,First Aid Tape
289,2020-12-09,11854.0,First Aid Tape
290,2020-12-10,13587.0,First Aid Tape
291,2020-12-11,13587.0,First Aid Tape
292,2020-12-12,13587.0,First Aid Tape
293,2020-12-13,11118.0,First Aid Tape
294,2020-12-14,11118.0,First Aid Tape
295,2020-12-15,11118.0,First Aid Tape
296,2020-12-16,12914.0,First Aid Tape
297,2020-12-17,12914.0,First Aid Tape
298,2020-12-18,12914.0,First Aid Tape
299,2020-12-19,12914.0,First Aid Tape
300,2020-12-20,13121.0,First Aid Tape
301,2020-12-21,13121.0,First Aid Tape
302,2020-12-22,12584.0,First Aid Tape
303,2020-12-23,12422.0,First Aid Tape
304,2020-12-24,12392.0,First Aid Tape
305,2020-12-25,12392.0,First Aid Tape
306,2020-12-26,12392.0,First Aid Tape
307,2020-12-27,10897.0,First Aid Tape
308,2020-12-28,10897.0,First Aid Tape
309,2020-12-29,10897.0,First Aid Tape
310,2020-12-30,11012.0,First Aid Tape
311,2020-12-31,11012.0,First Aid Tape
312,2021-01-01,11012.0,First Aid Tape
313,2021-01-02,9975.0,First Aid Tape
314,2021-01-03,9975.0,First Aid Tape
315,2021-01-04,9975.0,First Aid Tape
316,2021-01-05,8812.0,First Aid Tape
317,2021-01-06,9987.0,First Aid Tape
318,2021-01-07,9987.0,First Aid Tape
319,2021-01-08,8505.0,First Aid Tape
320,2021-01-09,8505.0,First Aid Tape
321,2021-01-10,9410.0,First Aid Tape
322,2021-01-11,9410.0,First Aid Tape
323,2021-01-12,9410.0,First Aid Tape
324,2021-01-13,7800.0,First Aid Tape
325,2021-01-14,7800.0,First Aid Tape
326,2021-01-15,7644.0,First Aid Tape
327,2021-01-16,7644.0,First Aid Tape
328,2021-01-17,7644.0,First Aid Tape
329,2021-01-18,9011.0,First Aid Tape
330,2021-01-19,9109.0,First Aid Tape
331,2021-01-20,9244.0,First Aid Tape
332,2021-01-21,9244.0,First Aid Tape
333,2021-01-22,9244.0,First Aid Tape
334,2021-01-23,8495.0,First Aid Tape
335,2021-01-24,8495.0,First Aid Tape
336,2021-01-25,8495.0,First Aid Tape
337,2021-01-26,8158.0,First Aid Tape
338,2021-01-27,8158.0,First Aid Tape
339,2021-01-28,8158.0,First Aid Tape
340,2021-01-29,8158.0,First Aid Tape
341,2021-01-30,7417.0,First Aid Tape
342,2021-01-31,7417.0,First Aid Tape
343,2021-02-01,9477.0,First Aid Tape
344,2021-02-02,9477.0,First Aid Tape
345,2021-02-03,9477.0,First Aid Tape
346,2021-02-04,7842.0,First Aid Tape
347,2021-02-05,7842.0,First Aid Tape
348,2021-02-06,7842.0,First Aid Tape
349,2021-02-07,12932.0,First Aid Tape
350,2021-02-08,14058.0,First Aid Tape
351,2021-02-09,14058.0,First Aid Tape
352,2021-02-10,14058.0,First Aid Tape
353,2021-02-11,16876.0,First Aid Tape
354,2021-02-12,16876.0,First Aid Tape
355,2021-02-13,16876.0,First Aid Tape
356,2021-02-14,13158.0,First Aid Tape
357,2021-02-15,12086.0,First Aid Tape
358,2021-02-16,12086.0,First Aid Tape
359,2021-02-17,12086.0,First Aid Tape
360,2021-02-18,12586.0,First Aid Tape
361,2021-02-19,12586.0,First Aid Tape
362,2021-02-20,12173.0,First Aid Tape
363,2021-02-21,12173.0,First Aid Tape
364,2021-02-22,12173.0,First Aid Tape
365,2021-02-23,15739.0,First Aid Tape
366,2021-02-24,15739.0,First Aid Tape
367,2021-02-25,16128.0,First Aid Tape
368,2021-02-26,16979.0,First Aid Tape
369,2021-02-27,16979.0,First Aid Tape
370,2021-02-28,13152.0,First Aid Tape
371,2021-03-01,13152.0,First Aid Tape
372,2021-03-02,13152.0,First Aid Tape
373,2021-03-03,11328.0,First Aid Tape
374,2021-03-04,11328.0,First Aid Tape
375,2021-03-05,10467.0,First Aid Tape
376,2021-03-06,10467.0,First Aid Tape
377,2021-03-07,10715.0,First Aid Tape
378,2021-03-08,12631.0,First Aid Tape
379,2021-03-09,10032.0,First Aid Tape
380,2021-03-10,10032.0,First Aid Tape
381,2021-03-11,10032.0,First Aid Tape
382,2021-03-12,8814.0,First Aid Tape
383,2021-03-13,9234.0,First Aid Tape
384,2021-03-14,9234.0,First Aid Tape
385,2021-03-15,10897.0,First Aid Tape
386,2021-03-16,10897.0,First Aid Tape
387,2021-03-17,11698.0,First Aid Tape
388,2021-03-18,11698.0,First Aid Tape
389,2021-03-19,11698.0,First Aid Tape
390,2021-03-20,11497.0,First Aid Tape
391,2021-03-21,11497.0,First Aid Tape
392,2021-03-22,11497.0,First Aid Tape
393,2021-03-23,12716.0,First Aid Tape
394,2021-03-24,12716.0,First Aid Tape
395,2021-03-25,12716.0,First Aid Tape
396,2021-03-26,10663.0,First Aid Tape
397,2021-03-27,10663.0,First Aid Tape
398,2021-03-28,10663.0,First Aid Tape
399,2021-03-29,10663.0,First Aid Tape
400,2021-03-30,10663.0,First Aid Tape
401,2021-03-31,10663.0,First Aid Tape
402,2021-04-01,14700.0,First Aid Tape
403,2021-04-02,14700.0,First Aid Tape
404,2021-04-03,14700.0,First Aid Tape
405,2021-04-04,14700.0,First Aid Tape
406,2021-04-05,11488.0,First Aid Tape
407,2021-04-06,11488.0,First Aid Tape
408,2021-04-07,11693.0,First Aid Tape
409,2021-04-08,11693.0,First Aid Tape
410,2021-04-09,11693.0,First Aid Tape
411,2021-04-10,10823.0,First Aid Tape
412,2021-04-11,10823.0,First Aid Tape
413,2021-04-12,11034.0,First Aid Tape
414,2021-04-13,11034.0,First Aid Tape
415,2021-04-14,11034.0,First Aid Tape
416,2021-04-15,10208.0,First Aid Tape
417,2021-04-16,9844.0,First Aid Tape
418,2021-04-17,9997.0,First Aid Tape
419,2021-04-18,10650.0,First Aid Tape
420,2021-04-19,10650.0,First Aid Tape
421,2021-04-20,10076.0,First Aid Tape
422,2021-04-21,8020.0,First Aid Tape
423,2021-04-22,8020.0,First Aid Tape
424,2021-04-23,8570.0,First Aid Tape
425,2021-04-24,8570.0,First Aid Tape
426,2021-04-25,8570.0,First Aid Tape
427,2021-04-26,9059.0,First Aid Tape
428,2021-04-27,9059.0,First Aid Tape
429,2021-04-28,8782.0,First Aid Tape
430,2021-04-29,8782.0,First Aid Tape
431,2021-04-30,8575.0,First Aid Tape
432,2021-05-01,8575.0,First Aid Tape
433,2021-05-02,9440.0,First Aid Tape
434,2021-05-03,9440.0,First Aid Tape
435,2021-05-04,9440.0,First Aid Tape
436,2021-05-05,8798.0,First Aid Tape
437,2021-05-06,7921.0,First Aid Tape
438,2021-05-07,7820.0,First Aid Tape
439,2021-05-08,7820.0,First Aid Tape
440,2021-05-09,8565.0,First Aid Tape
441,2021-05-10,8565.0,First Aid Tape
442,2021-05-11,10558.0,First Aid Tape
443,2021-05-12,10558.0,First Aid Tape
444,2021-05-13,13607.0,First Aid Tape
445,2021-05-14,13607.0,First Aid Tape
446,2021-05-15,13607.0,First Aid Tape
447,2021-05-16,9623.0,First Aid Tape
448,2021-05-17,9623.0,First Aid Tape
449,2021-05-18,9623.0,First Aid Tape
450,2021-05-19,10505.0,First Aid Tape
451,2021-05-20,8065.0,First Aid Tape
452,2021-05-21,8664.0,First Aid Tape
453,2021-05-22,12705.0,First Aid Tape
454,2021-05-23,12705.0,First Aid Tape
455,2021-05-24,17052.0,First Aid Tape
456,2021-05-25,17052.0,First Aid Tape
457,2021-05-26,13685.0,First Aid Tape
458,2021-05-27,13685.0,First Aid Tape
459,2021-05-28,14561.0,First Aid Tape
460,2021-05-29,14561.0,First Aid Tape
461,2021-05-30,14027.0,First Aid Tape
462,2021-05-31,14027.0,First Aid Tape
463,2021-06-01,14027.0,First Aid Tape
464,2021-06-02,11831.0,First Aid Tape
465,2021-06-03,11831.0,First Aid Tape
466,2021-06-04,14890.0,First Aid Tape
467,2021-06-05,14890.0,First Aid Tape
468,2021-06-06,14890.0,First Aid Tape
469,2021-06-07,15215.0,First Aid Tape
470,2021-06-08,13874.0,First Aid Tape
471,2021-06-09,13874.0,First Aid Tape
472,2021-06-10,13259.0,First Aid Tape
473,2021-06-11,13259.0,First Aid Tape
474,2021-06-12,11827.0,First Aid Tape
475,2021-06-13,11827.0,First Aid Tape
476,2021-06-14,16629.0,First Aid Tape
477,2021-06-15,17440.0,First Aid Tape
478,2021-06-16,17440.0,First Aid Tape
479,2021-06-17,10243.0,First Aid Tape
480,2021-06-18,10243.0,First Aid Tape
481,2021-06-19,10522.0,First Aid Tape
482,2021-06-20,10522.0,First Aid Tape
483,2021-06-21,13661.0,First Aid Tape
484,2021-06-22,12646.0,First Aid Tape
485,2021-06-23,12646.0,First Aid Tape
486,2021-06-24,13524.0,First Aid Tape
487,2021-06-25,13524.0,First Aid Tape
488,2021-06-26,13524.0,First Aid Tape
489,2021-06-27,13524.0,First Aid Tape
490,2021-06-28,13524.0,First Aid Tape
491,2021-06-29,12173.0,First Aid Tape
492,2021-06-30,12173.0,First Aid Tape
493,2021-07-01,13203.0,First Aid Tape
494,2021-07-02,9557.0,First Aid Tape
495,2021-07-03,8747.0,First Aid Tape
496,2021-07-04,8747.0,First Aid Tape
497,2021-07-05,8825.0,First Aid Tape
498,2021-07-06,9884.0,First Aid Tape
499,2021-07-07,9884.0,First Aid Tape
500,2021-07-08,9884.0,First Aid Tape
501,2021-07-09,11198.0,First Aid Tape
502,2021-07-10,9881.0,First Aid Tape
503,2021-07-11,9001.0,First Aid Tape
