,date,value,name_B073V4QZ2K
169,2020-11-09,12192.0,Medicinal Sleep Aids
170,2020-11-10,12192.0,Medicinal Sleep Aids
171,2020-11-11,12237.0,Medicinal Sleep Aids
172,2020-11-12,12674.0,Medicinal Sleep Aids
173,2020-11-13,12695.0,Medicinal Sleep Aids
174,2020-11-14,12695.0,Medicinal Sleep Aids
175,2020-11-15,13122.0,Medicinal Sleep Aids
176,2020-11-16,13122.0,Medicinal Sleep Aids
177,2020-11-17,11724.0,Medicinal Sleep Aids
178,2020-11-18,11724.0,Medicinal Sleep Aids
179,2020-11-19,12923.0,Medicinal Sleep Aids
180,2020-11-20,12923.0,Medicinal Sleep Aids
181,2020-11-21,13157.0,Medicinal Sleep Aids
182,2020-11-22,13157.0,Medicinal Sleep Aids
183,2020-11-23,13848.0,Medicinal Sleep Aids
184,2020-11-24,13848.0,Medicinal Sleep Aids
185,2020-11-25,12165.0,Medicinal Sleep Aids
186,2020-11-26,12165.0,Medicinal Sleep Aids
187,2020-11-27,15684.0,Medicinal Sleep Aids
188,2020-11-28,15684.0,Medicinal Sleep Aids
189,2020-11-29,13834.0,Medicinal Sleep Aids
190,2020-11-30,15578.0,Medicinal Sleep Aids
191,2020-12-01,13939.0,Medicinal Sleep Aids
192,2020-12-02,12688.0,Medicinal Sleep Aids
193,2020-12-03,12688.0,Medicinal Sleep Aids
194,2020-12-04,12688.0,Medicinal Sleep Aids
195,2020-12-05,14925.0,Medicinal Sleep Aids
196,2020-12-06,14925.0,Medicinal Sleep Aids
197,2020-12-07,13612.0,Medicinal Sleep Aids
198,2020-12-08,13612.0,Medicinal Sleep Aids
199,2020-12-09,14145.0,Medicinal Sleep Aids
200,2020-12-10,14145.0,Medicinal Sleep Aids
201,2020-12-11,14582.0,Medicinal Sleep Aids
202,2020-12-12,14582.0,Medicinal Sleep Aids
203,2020-12-13,15671.0,Medicinal Sleep Aids
204,2020-12-14,14752.0,Medicinal Sleep Aids
205,2020-12-15,14752.0,Medicinal Sleep Aids
206,2020-12-16,12575.0,Medicinal Sleep Aids
207,2020-12-17,14437.0,Medicinal Sleep Aids
208,2020-12-18,14437.0,Medicinal Sleep Aids
209,2020-12-19,12960.0,Medicinal Sleep Aids
210,2020-12-20,12870.0,Medicinal Sleep Aids
211,2020-12-21,12484.0,Medicinal Sleep Aids
212,2020-12-22,13482.0,Medicinal Sleep Aids
213,2020-12-23,13482.0,Medicinal Sleep Aids
214,2020-12-24,9398.0,Medicinal Sleep Aids
215,2020-12-25,9432.0,Medicinal Sleep Aids
216,2020-12-26,9432.0,Medicinal Sleep Aids
217,2020-12-27,11531.0,Medicinal Sleep Aids
218,2020-12-28,11531.0,Medicinal Sleep Aids
219,2020-12-29,12043.0,Medicinal Sleep Aids
220,2020-12-30,12043.0,Medicinal Sleep Aids
221,2020-12-31,9797.0,Medicinal Sleep Aids
222,2021-01-01,9797.0,Medicinal Sleep Aids
223,2021-01-02,11350.0,Medicinal Sleep Aids
224,2021-01-03,11350.0,Medicinal Sleep Aids
225,2021-01-04,13060.0,Medicinal Sleep Aids
226,2021-01-05,13133.0,Medicinal Sleep Aids
227,2021-01-06,13133.0,Medicinal Sleep Aids
228,2021-01-07,12278.0,Medicinal Sleep Aids
229,2021-01-08,12278.0,Medicinal Sleep Aids
230,2021-01-09,11023.0,Medicinal Sleep Aids
231,2021-01-10,11035.0,Medicinal Sleep Aids
232,2021-01-11,12622.0,Medicinal Sleep Aids
233,2021-01-12,12622.0,Medicinal Sleep Aids
234,2021-01-13,11781.0,Medicinal Sleep Aids
235,2021-01-14,11781.0,Medicinal Sleep Aids
236,2021-01-15,11729.0,Medicinal Sleep Aids
237,2021-01-16,11729.0,Medicinal Sleep Aids
238,2021-01-17,13827.0,Medicinal Sleep Aids
239,2021-01-18,13827.0,Medicinal Sleep Aids
240,2021-01-19,13675.0,Medicinal Sleep Aids
241,2021-01-20,11044.0,Medicinal Sleep Aids
242,2021-01-21,11044.0,Medicinal Sleep Aids
243,2021-01-22,11044.0,Medicinal Sleep Aids
244,2021-01-23,11004.0,Medicinal Sleep Aids
245,2021-01-24,11004.0,Medicinal Sleep Aids
246,2021-01-25,11960.0,Medicinal Sleep Aids
247,2021-01-26,11960.0,Medicinal Sleep Aids
248,2021-01-27,13562.0,Medicinal Sleep Aids
249,2021-01-28,13562.0,Medicinal Sleep Aids
250,2021-01-29,17410.0,Medicinal Sleep Aids
251,2021-01-30,14917.0,Medicinal Sleep Aids
252,2021-01-31,14760.0,Medicinal Sleep Aids
253,2021-02-01,14760.0,Medicinal Sleep Aids
254,2021-02-02,11690.0,Medicinal Sleep Aids
255,2021-02-03,11690.0,Medicinal Sleep Aids
256,2021-02-04,11690.0,Medicinal Sleep Aids
257,2021-02-05,14429.0,Medicinal Sleep Aids
258,2021-02-06,14429.0,Medicinal Sleep Aids
259,2021-02-07,15944.0,Medicinal Sleep Aids
260,2021-02-08,15944.0,Medicinal Sleep Aids
261,2021-02-09,12609.0,Medicinal Sleep Aids
262,2021-02-10,13717.0,Medicinal Sleep Aids
263,2021-02-11,11408.0,Medicinal Sleep Aids
264,2021-02-12,11408.0,Medicinal Sleep Aids
265,2021-02-13,11993.0,Medicinal Sleep Aids
266,2021-02-14,11993.0,Medicinal Sleep Aids
267,2021-02-15,11800.0,Medicinal Sleep Aids
268,2021-02-16,13020.0,Medicinal Sleep Aids
269,2021-02-17,13020.0,Medicinal Sleep Aids
270,2021-02-18,14371.0,Medicinal Sleep Aids
271,2021-02-19,14371.0,Medicinal Sleep Aids
272,2021-02-20,11598.0,Medicinal Sleep Aids
273,2021-02-21,11598.0,Medicinal Sleep Aids
274,2021-02-22,11313.0,Medicinal Sleep Aids
275,2021-02-23,11313.0,Medicinal Sleep Aids
276,2021-02-24,13941.0,Medicinal Sleep Aids
277,2021-02-25,13941.0,Medicinal Sleep Aids
278,2021-02-26,13941.0,Medicinal Sleep Aids
279,2021-02-27,10470.0,Medicinal Sleep Aids
280,2021-02-28,10470.0,Medicinal Sleep Aids
281,2021-03-01,10504.0,Medicinal Sleep Aids
282,2021-03-02,12465.0,Medicinal Sleep Aids
283,2021-03-03,12465.0,Medicinal Sleep Aids
284,2021-03-04,11532.0,Medicinal Sleep Aids
285,2021-03-05,11934.0,Medicinal Sleep Aids
286,2021-03-06,11934.0,Medicinal Sleep Aids
287,2021-03-07,14041.0,Medicinal Sleep Aids
288,2021-03-08,11421.0,Medicinal Sleep Aids
289,2021-03-09,12167.0,Medicinal Sleep Aids
290,2021-03-10,12193.0,Medicinal Sleep Aids
291,2021-03-11,12193.0,Medicinal Sleep Aids
292,2021-03-12,15008.0,Medicinal Sleep Aids
293,2021-03-13,15008.0,Medicinal Sleep Aids
294,2021-03-14,15531.0,Medicinal Sleep Aids
295,2021-03-15,17999.0,Medicinal Sleep Aids
296,2021-03-16,17999.0,Medicinal Sleep Aids
297,2021-03-17,15918.0,Medicinal Sleep Aids
298,2021-03-18,15918.0,Medicinal Sleep Aids
299,2021-03-19,13977.0,Medicinal Sleep Aids
300,2021-03-20,13977.0,Medicinal Sleep Aids
301,2021-03-21,12843.0,Medicinal Sleep Aids
302,2021-03-22,12843.0,Medicinal Sleep Aids
303,2021-03-23,12044.0,Medicinal Sleep Aids
304,2021-03-24,12044.0,Medicinal Sleep Aids
305,2021-03-25,13562.0,Medicinal Sleep Aids
306,2021-03-26,13562.0,Medicinal Sleep Aids
307,2021-03-27,12168.0,Medicinal Sleep Aids
308,2021-03-28,12168.0,Medicinal Sleep Aids
309,2021-03-29,13347.0,Medicinal Sleep Aids
310,2021-03-30,13347.0,Medicinal Sleep Aids
311,2021-03-31,11542.0,Medicinal Sleep Aids
312,2021-04-01,11542.0,Medicinal Sleep Aids
313,2021-04-02,15371.0,Medicinal Sleep Aids
314,2021-04-03,15371.0,Medicinal Sleep Aids
315,2021-04-04,12817.0,Medicinal Sleep Aids
316,2021-04-05,11788.0,Medicinal Sleep Aids
317,2021-04-06,12763.0,Medicinal Sleep Aids
318,2021-04-07,11806.0,Medicinal Sleep Aids
319,2021-04-08,11806.0,Medicinal Sleep Aids
320,2021-04-09,11792.0,Medicinal Sleep Aids
321,2021-04-10,11792.0,Medicinal Sleep Aids
322,2021-04-11,10764.0,Medicinal Sleep Aids
323,2021-04-12,10764.0,Medicinal Sleep Aids
324,2021-04-13,10557.0,Medicinal Sleep Aids
325,2021-04-14,10557.0,Medicinal Sleep Aids
326,2021-04-15,12907.0,Medicinal Sleep Aids
327,2021-04-16,12814.0,Medicinal Sleep Aids
328,2021-04-17,16082.0,Medicinal Sleep Aids
329,2021-04-18,16082.0,Medicinal Sleep Aids
330,2021-04-19,13300.0,Medicinal Sleep Aids
331,2021-04-20,11568.0,Medicinal Sleep Aids
332,2021-04-21,12366.0,Medicinal Sleep Aids
333,2021-04-22,12366.0,Medicinal Sleep Aids
334,2021-04-23,12649.0,Medicinal Sleep Aids
335,2021-04-24,12649.0,Medicinal Sleep Aids
336,2021-04-25,12336.0,Medicinal Sleep Aids
337,2021-04-26,12336.0,Medicinal Sleep Aids
338,2021-04-27,14572.0,Medicinal Sleep Aids
339,2021-04-28,14572.0,Medicinal Sleep Aids
340,2021-04-29,17558.0,Medicinal Sleep Aids
341,2021-04-30,17558.0,Medicinal Sleep Aids
342,2021-05-01,13688.0,Medicinal Sleep Aids
343,2021-05-02,13688.0,Medicinal Sleep Aids
344,2021-05-03,14200.0,Medicinal Sleep Aids
345,2021-05-04,14200.0,Medicinal Sleep Aids
346,2021-05-05,14594.0,Medicinal Sleep Aids
347,2021-05-06,15369.0,Medicinal Sleep Aids
348,2021-05-07,15369.0,Medicinal Sleep Aids
349,2021-05-08,13809.0,Medicinal Sleep Aids
350,2021-05-09,13809.0,Medicinal Sleep Aids
351,2021-05-10,14577.0,Medicinal Sleep Aids
352,2021-05-11,14577.0,Medicinal Sleep Aids
353,2021-05-12,11812.0,Medicinal Sleep Aids
354,2021-05-13,11812.0,Medicinal Sleep Aids
355,2021-05-14,15793.0,Medicinal Sleep Aids
356,2021-05-15,15793.0,Medicinal Sleep Aids
357,2021-05-16,12405.0,Medicinal Sleep Aids
358,2021-05-17,12763.0,Medicinal Sleep Aids
359,2021-05-18,12763.0,Medicinal Sleep Aids
360,2021-05-19,17626.0,Medicinal Sleep Aids
361,2021-05-20,15597.0,Medicinal Sleep Aids
362,2021-05-21,14289.0,Medicinal Sleep Aids
363,2021-05-22,14289.0,Medicinal Sleep Aids
364,2021-05-23,12888.0,Medicinal Sleep Aids
365,2021-05-24,12888.0,Medicinal Sleep Aids
366,2021-05-25,11182.0,Medicinal Sleep Aids
367,2021-05-26,11182.0,Medicinal Sleep Aids
368,2021-05-27,13355.0,Medicinal Sleep Aids
369,2021-05-28,13355.0,Medicinal Sleep Aids
370,2021-05-29,13087.0,Medicinal Sleep Aids
371,2021-05-30,13087.0,Medicinal Sleep Aids
372,2021-05-31,12286.0,Medicinal Sleep Aids
373,2021-06-01,13580.0,Medicinal Sleep Aids
374,2021-06-02,13580.0,Medicinal Sleep Aids
375,2021-06-03,14446.0,Medicinal Sleep Aids
376,2021-06-04,14446.0,Medicinal Sleep Aids
377,2021-06-05,16900.0,Medicinal Sleep Aids
378,2021-06-06,16900.0,Medicinal Sleep Aids
379,2021-06-07,14787.0,Medicinal Sleep Aids
380,2021-06-08,14787.0,Medicinal Sleep Aids
381,2021-06-09,17581.0,Medicinal Sleep Aids
382,2021-06-10,17581.0,Medicinal Sleep Aids
383,2021-06-11,15942.0,Medicinal Sleep Aids
384,2021-06-12,15942.0,Medicinal Sleep Aids
385,2021-06-13,15356.0,Medicinal Sleep Aids
386,2021-06-14,16976.0,Medicinal Sleep Aids
387,2021-06-15,16976.0,Medicinal Sleep Aids
388,2021-06-16,13543.0,Medicinal Sleep Aids
389,2021-06-17,13181.0,Medicinal Sleep Aids
390,2021-06-18,16531.0,Medicinal Sleep Aids
391,2021-06-19,16531.0,Medicinal Sleep Aids
392,2021-06-20,15494.0,Medicinal Sleep Aids
393,2021-06-21,16983.0,Medicinal Sleep Aids
394,2021-06-22,16322.0,Medicinal Sleep Aids
395,2021-06-23,16322.0,Medicinal Sleep Aids
396,2021-06-24,15118.0,Medicinal Sleep Aids
397,2021-06-25,15118.0,Medicinal Sleep Aids
398,2021-06-26,15118.0,Medicinal Sleep Aids
399,2021-06-27,15118.0,Medicinal Sleep Aids
400,2021-06-28,14296.0,Medicinal Sleep Aids
401,2021-06-29,14296.0,Medicinal Sleep Aids
402,2021-06-30,14722.0,Medicinal Sleep Aids
403,2021-07-01,14722.0,Medicinal Sleep Aids
404,2021-07-02,14046.0,Medicinal Sleep Aids
405,2021-07-03,13233.0,Medicinal Sleep Aids
406,2021-07-04,15112.0,Medicinal Sleep Aids
407,2021-07-05,15112.0,Medicinal Sleep Aids
408,2021-07-06,14539.0,Medicinal Sleep Aids
409,2021-07-07,14539.0,Medicinal Sleep Aids
410,2021-07-08,12474.0,Medicinal Sleep Aids
411,2021-07-09,12474.0,Medicinal Sleep Aids
412,2021-07-10,12474.0,Medicinal Sleep Aids
413,2021-07-11,14879.0,Medicinal Sleep Aids
