,date,value,name_B07GZXN3BR
50,2020-07-13,3808.0,Hip & Joint Care
51,2020-07-14,3808.0,Hip & Joint Care
52,2020-07-15,3254.0,Hip & Joint Care
53,2020-07-16,3254.0,Hip & Joint Care
54,2020-07-17,3254.0,Hip & Joint Care
55,2020-07-18,3254.0,Hip & Joint Care
56,2020-07-19,3223.0,Hip & Joint Care
57,2020-07-20,3223.0,Hip & Joint Care
58,2020-07-21,3223.0,Hip & Joint Care
59,2020-07-22,3438.0,Hip & Joint Care
60,2020-07-23,3257.0,Hip & Joint Care
61,2020-07-24,3257.0,Hip & Joint Care
62,2020-07-25,3257.0,Hip & Joint Care
63,2020-07-26,2994.0,Hip & Joint Care
64,2020-07-27,3149.0,Hip & Joint Care
65,2020-07-28,3149.0,Hip & Joint Care
66,2020-07-29,3149.0,Hip & Joint Care
67,2020-07-30,3398.0,Hip & Joint Care
68,2020-07-31,3398.0,Hip & Joint Care
69,2020-08-01,3398.0,Hip & Joint Care
70,2020-08-02,2799.0,Hip & Joint Care
71,2020-08-03,2777.0,Hip & Joint Care
72,2020-08-04,2777.0,Hip & Joint Care
73,2020-08-05,2777.0,Hip & Joint Care
74,2020-08-06,3160.0,Hip & Joint Care
75,2020-08-07,3160.0,Hip & Joint Care
76,2020-08-08,2617.0,Hip & Joint Care
77,2020-08-09,2617.0,Hip & Joint Care
78,2020-08-10,2617.0,Hip & Joint Care
79,2020-08-11,3007.0,Hip & Joint Care
80,2020-08-12,3007.0,Hip & Joint Care
81,2020-08-13,3007.0,Hip & Joint Care
82,2020-08-14,2747.0,Hip & Joint Care
83,2020-08-15,2747.0,Hip & Joint Care
84,2020-08-16,2429.0,Hip & Joint Care
85,2020-08-17,2429.0,Hip & Joint Care
86,2020-08-18,2429.0,Hip & Joint Care
87,2020-08-19,2429.0,Hip & Joint Care
88,2020-08-20,3378.0,Hip & Joint Care
89,2020-08-21,3378.0,Hip & Joint Care
90,2020-08-22,2971.0,Hip & Joint Care
91,2020-08-23,2971.0,Hip & Joint Care
92,2020-08-24,2971.0,Hip & Joint Care
93,2020-08-25,3167.0,Hip & Joint Care
94,2020-08-26,3167.0,Hip & Joint Care
95,2020-08-27,3167.0,Hip & Joint Care
96,2020-08-28,3167.0,Hip & Joint Care
97,2020-08-29,3632.0,Hip & Joint Care
98,2020-08-30,3632.0,Hip & Joint Care
99,2020-08-31,3454.0,Hip & Joint Care
100,2020-09-01,3247.0,Hip & Joint Care
101,2020-09-02,3247.0,Hip & Joint Care
102,2020-09-03,3247.0,Hip & Joint Care
103,2020-09-04,3247.0,Hip & Joint Care
104,2020-09-05,3286.0,Hip & Joint Care
105,2020-09-06,3286.0,Hip & Joint Care
106,2020-09-07,3286.0,Hip & Joint Care
107,2020-09-08,3286.0,Hip & Joint Care
108,2020-09-09,3317.0,Hip & Joint Care
109,2020-09-10,3317.0,Hip & Joint Care
110,2020-09-11,3317.0,Hip & Joint Care
111,2020-09-12,3317.0,Hip & Joint Care
112,2020-09-13,3098.0,Hip & Joint Care
113,2020-09-14,3098.0,Hip & Joint Care
114,2020-09-15,2337.0,Hip & Joint Care
115,2020-09-16,2337.0,Hip & Joint Care
116,2020-09-17,2337.0,Hip & Joint Care
117,2020-09-18,2903.0,Hip & Joint Care
118,2020-09-19,2903.0,Hip & Joint Care
119,2020-09-20,3525.0,Hip & Joint Care
120,2020-09-21,3273.0,Hip & Joint Care
121,2020-09-22,3273.0,Hip & Joint Care
122,2020-09-23,3177.0,Hip & Joint Care
123,2020-09-24,3604.0,Hip & Joint Care
124,2020-09-25,4782.0,Hip & Joint Care
125,2020-09-26,4782.0,Hip & Joint Care
126,2020-09-27,4782.0,Hip & Joint Care
127,2020-09-28,4046.0,Hip & Joint Care
128,2020-09-29,4046.0,Hip & Joint Care
129,2020-09-30,4046.0,Hip & Joint Care
130,2020-10-01,3607.0,Hip & Joint Care
131,2020-10-02,3607.0,Hip & Joint Care
132,2020-10-03,3607.0,Hip & Joint Care
133,2020-10-04,4023.0,Hip & Joint Care
134,2020-10-05,4023.0,Hip & Joint Care
135,2020-10-06,4023.0,Hip & Joint Care
136,2020-10-07,3115.0,Hip & Joint Care
137,2020-10-08,3115.0,Hip & Joint Care
138,2020-10-09,3115.0,Hip & Joint Care
139,2020-10-10,3115.0,Hip & Joint Care
140,2020-10-11,3577.0,Hip & Joint Care
141,2020-10-12,3577.0,Hip & Joint Care
142,2020-10-13,3405.0,Hip & Joint Care
143,2020-10-14,3630.0,Hip & Joint Care
144,2020-10-15,3630.0,Hip & Joint Care
145,2020-10-16,3630.0,Hip & Joint Care
146,2020-10-17,2340.0,Hip & Joint Care
147,2020-10-18,2340.0,Hip & Joint Care
148,2020-10-19,2340.0,Hip & Joint Care
149,2020-10-20,2351.0,Hip & Joint Care
150,2020-10-21,2351.0,Hip & Joint Care
151,2020-10-22,2351.0,Hip & Joint Care
152,2020-10-23,2351.0,Hip & Joint Care
153,2020-10-24,2219.0,Hip & Joint Care
154,2020-10-25,2219.0,Hip & Joint Care
155,2020-10-26,2395.0,Hip & Joint Care
156,2020-10-27,2395.0,Hip & Joint Care
157,2020-10-28,2963.0,Hip & Joint Care
158,2020-10-29,2963.0,Hip & Joint Care
159,2020-10-30,2963.0,Hip & Joint Care
160,2020-10-31,3213.0,Hip & Joint Care
161,2020-11-01,2768.0,Hip & Joint Care
162,2020-11-02,2788.0,Hip & Joint Care
163,2020-11-03,2788.0,Hip & Joint Care
164,2020-11-04,2788.0,Hip & Joint Care
165,2020-11-05,2788.0,Hip & Joint Care
166,2020-11-06,3237.0,Hip & Joint Care
167,2020-11-07,3237.0,Hip & Joint Care
168,2020-11-08,3237.0,Hip & Joint Care
169,2020-11-09,3345.0,Hip & Joint Care
170,2020-11-10,3376.0,Hip & Joint Care
171,2020-11-11,3035.0,Hip & Joint Care
172,2020-11-12,3035.0,Hip & Joint Care
173,2020-11-13,3035.0,Hip & Joint Care
174,2020-11-14,3035.0,Hip & Joint Care
175,2020-11-15,2458.0,Hip & Joint Care
176,2020-11-16,2458.0,Hip & Joint Care
177,2020-11-17,2458.0,Hip & Joint Care
178,2020-11-18,2058.0,Hip & Joint Care
179,2020-11-19,2058.0,Hip & Joint Care
180,2020-11-20,2058.0,Hip & Joint Care
181,2020-11-21,2058.0,Hip & Joint Care
182,2020-11-22,2350.0,Hip & Joint Care
183,2020-11-23,2350.0,Hip & Joint Care
184,2020-11-24,2350.0,Hip & Joint Care
185,2020-11-25,2847.0,Hip & Joint Care
186,2020-11-26,2847.0,Hip & Joint Care
187,2020-11-27,2847.0,Hip & Joint Care
188,2020-11-28,3999.0,Hip & Joint Care
189,2020-11-29,3999.0,Hip & Joint Care
190,2020-11-30,3999.0,Hip & Joint Care
191,2020-12-01,4063.0,Hip & Joint Care
192,2020-12-02,4063.0,Hip & Joint Care
193,2020-12-03,4063.0,Hip & Joint Care
194,2020-12-04,3906.0,Hip & Joint Care
195,2020-12-05,3906.0,Hip & Joint Care
196,2020-12-06,3906.0,Hip & Joint Care
197,2020-12-07,4448.0,Hip & Joint Care
198,2020-12-08,3469.0,Hip & Joint Care
199,2020-12-09,3469.0,Hip & Joint Care
200,2020-12-10,3409.0,Hip & Joint Care
201,2020-12-11,3409.0,Hip & Joint Care
202,2020-12-12,3409.0,Hip & Joint Care
203,2020-12-13,3409.0,Hip & Joint Care
204,2020-12-14,2992.0,Hip & Joint Care
205,2020-12-15,2992.0,Hip & Joint Care
206,2020-12-16,2992.0,Hip & Joint Care
207,2020-12-17,2599.0,Hip & Joint Care
208,2020-12-18,2599.0,Hip & Joint Care
209,2020-12-19,2873.0,Hip & Joint Care
210,2020-12-20,2873.0,Hip & Joint Care
211,2020-12-21,2873.0,Hip & Joint Care
212,2020-12-22,2747.0,Hip & Joint Care
213,2020-12-23,2853.0,Hip & Joint Care
214,2020-12-24,2410.0,Hip & Joint Care
215,2020-12-25,2410.0,Hip & Joint Care
216,2020-12-26,2410.0,Hip & Joint Care
217,2020-12-27,2273.0,Hip & Joint Care
218,2020-12-28,2273.0,Hip & Joint Care
219,2020-12-29,2273.0,Hip & Joint Care
220,2020-12-30,2273.0,Hip & Joint Care
221,2020-12-31,2855.0,Hip & Joint Care
222,2021-01-01,2855.0,Hip & Joint Care
223,2021-01-02,2855.0,Hip & Joint Care
224,2021-01-03,2855.0,Hip & Joint Care
225,2021-01-04,3031.0,Hip & Joint Care
226,2021-01-05,3031.0,Hip & Joint Care
227,2021-01-06,2843.0,Hip & Joint Care
228,2021-01-07,2843.0,Hip & Joint Care
229,2021-01-08,2843.0,Hip & Joint Care
230,2021-01-09,2843.0,Hip & Joint Care
231,2021-01-10,2808.0,Hip & Joint Care
232,2021-01-11,2643.0,Hip & Joint Care
233,2021-01-12,2643.0,Hip & Joint Care
234,2021-01-13,3455.0,Hip & Joint Care
235,2021-01-14,3455.0,Hip & Joint Care
236,2021-01-15,3455.0,Hip & Joint Care
237,2021-01-16,2608.0,Hip & Joint Care
238,2021-01-17,2565.0,Hip & Joint Care
239,2021-01-18,2470.0,Hip & Joint Care
240,2021-01-19,2470.0,Hip & Joint Care
241,2021-01-20,3448.0,Hip & Joint Care
242,2021-01-21,3448.0,Hip & Joint Care
243,2021-01-22,3448.0,Hip & Joint Care
244,2021-01-23,3721.0,Hip & Joint Care
245,2021-01-24,3721.0,Hip & Joint Care
246,2021-01-25,2654.0,Hip & Joint Care
247,2021-01-26,2919.0,Hip & Joint Care
248,2021-01-27,2919.0,Hip & Joint Care
249,2021-01-28,2919.0,Hip & Joint Care
250,2021-01-29,4294.0,Hip & Joint Care
251,2021-01-30,4294.0,Hip & Joint Care
252,2021-01-31,2965.0,Hip & Joint Care
253,2021-02-01,2965.0,Hip & Joint Care
254,2021-02-02,2965.0,Hip & Joint Care
255,2021-02-03,3483.0,Hip & Joint Care
256,2021-02-04,3483.0,Hip & Joint Care
257,2021-02-05,3483.0,Hip & Joint Care
258,2021-02-06,4190.0,Hip & Joint Care
259,2021-02-07,4190.0,Hip & Joint Care
260,2021-02-08,4190.0,Hip & Joint Care
261,2021-02-09,4190.0,Hip & Joint Care
262,2021-02-10,4975.0,Hip & Joint Care
263,2021-02-11,4975.0,Hip & Joint Care
264,2021-02-12,8970.0,Hip & Joint Care
265,2021-02-13,8970.0,Hip & Joint Care
266,2021-02-14,8844.0,Hip & Joint Care
267,2021-02-15,8844.0,Hip & Joint Care
268,2021-02-16,8844.0,Hip & Joint Care
269,2021-02-17,8844.0,Hip & Joint Care
270,2021-02-18,11400.0,Hip & Joint Care
271,2021-02-19,11400.0,Hip & Joint Care
272,2021-02-20,11400.0,Hip & Joint Care
273,2021-02-21,6965.0,Hip & Joint Care
274,2021-02-22,6965.0,Hip & Joint Care
275,2021-02-23,12420.0,Hip & Joint Care
276,2021-02-24,12420.0,Hip & Joint Care
277,2021-02-25,12420.0,Hip & Joint Care
278,2021-02-26,6556.0,Hip & Joint Care
279,2021-02-27,6556.0,Hip & Joint Care
280,2021-02-28,6556.0,Hip & Joint Care
281,2021-03-01,6556.0,Hip & Joint Care
282,2021-03-02,10901.0,Hip & Joint Care
283,2021-03-03,10901.0,Hip & Joint Care
284,2021-03-04,10901.0,Hip & Joint Care
285,2021-03-05,5046.0,Hip & Joint Care
286,2021-03-06,5046.0,Hip & Joint Care
287,2021-03-07,1201.0,Hip & Joint Care
288,2021-03-08,2528.0,Hip & Joint Care
289,2021-03-09,2528.0,Hip & Joint Care
290,2021-03-10,2528.0,Hip & Joint Care
291,2021-03-11,3379.0,Hip & Joint Care
292,2021-03-12,3379.0,Hip & Joint Care
293,2021-03-13,3379.0,Hip & Joint Care
294,2021-03-14,3379.0,Hip & Joint Care
295,2021-03-15,3780.0,Hip & Joint Care
296,2021-03-16,3780.0,Hip & Joint Care
297,2021-03-17,4619.0,Hip & Joint Care
298,2021-03-18,4619.0,Hip & Joint Care
299,2021-03-19,4619.0,Hip & Joint Care
300,2021-03-20,4619.0,Hip & Joint Care
301,2021-03-21,4477.0,Hip & Joint Care
302,2021-03-22,4477.0,Hip & Joint Care
303,2021-03-23,4477.0,Hip & Joint Care
304,2021-03-24,4039.0,Hip & Joint Care
305,2021-03-25,4039.0,Hip & Joint Care
306,2021-03-26,4039.0,Hip & Joint Care
307,2021-03-27,3241.0,Hip & Joint Care
308,2021-03-28,3241.0,Hip & Joint Care
309,2021-03-29,3241.0,Hip & Joint Care
310,2021-03-30,2746.0,Hip & Joint Care
311,2021-03-31,2746.0,Hip & Joint Care
312,2021-04-01,3291.0,Hip & Joint Care
313,2021-04-02,3291.0,Hip & Joint Care
314,2021-04-03,3291.0,Hip & Joint Care
315,2021-04-04,2473.0,Hip & Joint Care
316,2021-04-05,2473.0,Hip & Joint Care
317,2021-04-06,2473.0,Hip & Joint Care
318,2021-04-07,2867.0,Hip & Joint Care
319,2021-04-08,2867.0,Hip & Joint Care
320,2021-04-09,3373.0,Hip & Joint Care
321,2021-04-10,3676.0,Hip & Joint Care
322,2021-04-11,3676.0,Hip & Joint Care
323,2021-04-12,3614.0,Hip & Joint Care
324,2021-04-13,3614.0,Hip & Joint Care
325,2021-04-14,3614.0,Hip & Joint Care
326,2021-04-15,4079.0,Hip & Joint Care
327,2021-04-16,4079.0,Hip & Joint Care
328,2021-04-17,3340.0,Hip & Joint Care
329,2021-04-18,3340.0,Hip & Joint Care
330,2021-04-19,3373.0,Hip & Joint Care
331,2021-04-20,3373.0,Hip & Joint Care
332,2021-04-21,3501.0,Hip & Joint Care
333,2021-04-22,3501.0,Hip & Joint Care
334,2021-04-23,3432.0,Hip & Joint Care
335,2021-04-24,3432.0,Hip & Joint Care
336,2021-04-25,4026.0,Hip & Joint Care
337,2021-04-26,4026.0,Hip & Joint Care
338,2021-04-27,3398.0,Hip & Joint Care
339,2021-04-28,3398.0,Hip & Joint Care
340,2021-04-29,3398.0,Hip & Joint Care
341,2021-04-30,3744.0,Hip & Joint Care
342,2021-05-01,3744.0,Hip & Joint Care
343,2021-05-02,3881.0,Hip & Joint Care
344,2021-05-03,4191.0,Hip & Joint Care
345,2021-05-04,4191.0,Hip & Joint Care
346,2021-05-05,4283.0,Hip & Joint Care
347,2021-05-06,3920.0,Hip & Joint Care
348,2021-05-07,3920.0,Hip & Joint Care
349,2021-05-08,3637.0,Hip & Joint Care
350,2021-05-09,3637.0,Hip & Joint Care
351,2021-05-10,3637.0,Hip & Joint Care
352,2021-05-11,3718.0,Hip & Joint Care
353,2021-05-12,3718.0,Hip & Joint Care
354,2021-05-13,4486.0,Hip & Joint Care
355,2021-05-14,4486.0,Hip & Joint Care
356,2021-05-15,4486.0,Hip & Joint Care
357,2021-05-16,2867.0,Hip & Joint Care
358,2021-05-17,2867.0,Hip & Joint Care
359,2021-05-18,3384.0,Hip & Joint Care
360,2021-05-19,3019.0,Hip & Joint Care
361,2021-05-20,2799.0,Hip & Joint Care
362,2021-05-21,2799.0,Hip & Joint Care
363,2021-05-22,3674.0,Hip & Joint Care
364,2021-05-23,3674.0,Hip & Joint Care
365,2021-05-24,3701.0,Hip & Joint Care
366,2021-05-25,3701.0,Hip & Joint Care
367,2021-05-26,3007.0,Hip & Joint Care
368,2021-05-27,3007.0,Hip & Joint Care
369,2021-05-28,3502.0,Hip & Joint Care
370,2021-05-29,3502.0,Hip & Joint Care
371,2021-05-30,3298.0,Hip & Joint Care
372,2021-05-31,3298.0,Hip & Joint Care
373,2021-06-01,3364.0,Hip & Joint Care
374,2021-06-02,3364.0,Hip & Joint Care
375,2021-06-03,3517.0,Hip & Joint Care
376,2021-06-04,3517.0,Hip & Joint Care
377,2021-06-05,3517.0,Hip & Joint Care
378,2021-06-06,4146.0,Hip & Joint Care
379,2021-06-07,4146.0,Hip & Joint Care
380,2021-06-08,4332.0,Hip & Joint Care
381,2021-06-09,4332.0,Hip & Joint Care
382,2021-06-10,5094.0,Hip & Joint Care
383,2021-06-11,5094.0,Hip & Joint Care
384,2021-06-12,4287.0,Hip & Joint Care
385,2021-06-13,4287.0,Hip & Joint Care
386,2021-06-14,3662.0,Hip & Joint Care
387,2021-06-15,3662.0,Hip & Joint Care
388,2021-06-16,3662.0,Hip & Joint Care
389,2021-06-17,3196.0,Hip & Joint Care
390,2021-06-18,3196.0,Hip & Joint Care
391,2021-06-19,3471.0,Hip & Joint Care
392,2021-06-20,3471.0,Hip & Joint Care
393,2021-06-21,3471.0,Hip & Joint Care
394,2021-06-22,3471.0,Hip & Joint Care
395,2021-06-23,5085.0,Hip & Joint Care
396,2021-06-24,5085.0,Hip & Joint Care
397,2021-06-25,5085.0,Hip & Joint Care
398,2021-06-26,5085.0,Hip & Joint Care
399,2021-06-27,5085.0,Hip & Joint Care
400,2021-06-28,18113.0,Hip & Joint Care
401,2021-06-29,18113.0,Hip & Joint Care
402,2021-06-30,4155.0,Hip & Joint Care
403,2021-07-01,4155.0,Hip & Joint Care
404,2021-07-02,4729.0,Hip & Joint Care
405,2021-07-03,4729.0,Hip & Joint Care
406,2021-07-04,3353.0,Hip & Joint Care
407,2021-07-05,4540.0,Hip & Joint Care
408,2021-07-06,4540.0,Hip & Joint Care
409,2021-07-07,4540.0,Hip & Joint Care
410,2021-07-08,3943.0,Hip & Joint Care
411,2021-07-09,3943.0,Hip & Joint Care
412,2021-07-10,4344.0,Hip & Joint Care
