,date,value,name_B01IPMMM3C
75,2020-05-08,-1.0,"Braces, Splints & Supports"
76,2020-05-09,-1.0,"Braces, Splints & Supports"
77,2020-05-10,-1.0,"Braces, Splints & Supports"
78,2020-05-11,-1.0,"Braces, Splints & Supports"
79,2020-05-12,-1.0,"Braces, Splints & Supports"
80,2020-05-13,-1.0,"Braces, Splints & Supports"
81,2020-05-14,-1.0,"Braces, Splints & Supports"
82,2020-05-15,-1.0,"Braces, Splints & Supports"
83,2020-05-16,-1.0,"Braces, Splints & Supports"
84,2020-05-17,-1.0,"Braces, Splints & Supports"
85,2020-05-18,-1.0,"Braces, Splints & Supports"
86,2020-05-19,-1.0,"Braces, Splints & Supports"
87,2020-05-20,-1.0,"Braces, Splints & Supports"
88,2020-05-21,-1.0,"Braces, Splints & Supports"
89,2020-05-22,12032.0,"Braces, Splints & Supports"
90,2020-05-23,12032.0,"Braces, Splints & Supports"
91,2020-05-24,12032.0,"Braces, Splints & Supports"
92,2020-05-25,13225.0,"Braces, Splints & Supports"
93,2020-05-26,13225.0,"Braces, Splints & Supports"
94,2020-05-27,11310.0,"Braces, Splints & Supports"
95,2020-05-28,11298.0,"Braces, Splints & Supports"
96,2020-05-29,11298.0,"Braces, Splints & Supports"
97,2020-05-30,13751.0,"Braces, Splints & Supports"
98,2020-05-31,13751.0,"Braces, Splints & Supports"
99,2020-06-01,15525.0,"Braces, Splints & Supports"
100,2020-06-02,13592.0,"Braces, Splints & Supports"
101,2020-06-03,12272.0,"Braces, Splints & Supports"
102,2020-06-04,14227.0,"Braces, Splints & Supports"
103,2020-06-05,11717.0,"Braces, Splints & Supports"
104,2020-06-06,11717.0,"Braces, Splints & Supports"
105,2020-06-07,13219.0,"Braces, Splints & Supports"
106,2020-06-08,13219.0,"Braces, Splints & Supports"
107,2020-06-09,13219.0,"Braces, Splints & Supports"
108,2020-06-10,13339.0,"Braces, Splints & Supports"
109,2020-06-11,13339.0,"Braces, Splints & Supports"
110,2020-06-12,13339.0,"Braces, Splints & Supports"
111,2020-06-13,13339.0,"Braces, Splints & Supports"
112,2020-06-14,12657.0,"Braces, Splints & Supports"
113,2020-06-15,13863.0,"Braces, Splints & Supports"
114,2020-06-16,13354.0,"Braces, Splints & Supports"
115,2020-06-17,13626.0,"Braces, Splints & Supports"
116,2020-06-18,13626.0,"Braces, Splints & Supports"
117,2020-06-19,13626.0,"Braces, Splints & Supports"
118,2020-06-20,13409.0,"Braces, Splints & Supports"
119,2020-06-21,13409.0,"Braces, Splints & Supports"
120,2020-06-22,13409.0,"Braces, Splints & Supports"
121,2020-06-23,12332.0,"Braces, Splints & Supports"
122,2020-06-24,11377.0,"Braces, Splints & Supports"
123,2020-06-25,13800.0,"Braces, Splints & Supports"
124,2020-06-26,11088.0,"Braces, Splints & Supports"
125,2020-06-27,13009.0,"Braces, Splints & Supports"
126,2020-06-28,11036.0,"Braces, Splints & Supports"
127,2020-06-29,12813.0,"Braces, Splints & Supports"
128,2020-06-30,12813.0,"Braces, Splints & Supports"
129,2020-07-01,11297.0,"Braces, Splints & Supports"
130,2020-07-02,11930.0,"Braces, Splints & Supports"
131,2020-07-03,11930.0,"Braces, Splints & Supports"
132,2020-07-04,11473.0,"Braces, Splints & Supports"
133,2020-07-05,11473.0,"Braces, Splints & Supports"
134,2020-07-06,11473.0,"Braces, Splints & Supports"
135,2020-07-07,11107.0,"Braces, Splints & Supports"
136,2020-07-08,11107.0,"Braces, Splints & Supports"
137,2020-07-09,13054.0,"Braces, Splints & Supports"
138,2020-07-10,12475.0,"Braces, Splints & Supports"
139,2020-07-11,11018.0,"Braces, Splints & Supports"
140,2020-07-12,12254.0,"Braces, Splints & Supports"
141,2020-07-13,12254.0,"Braces, Splints & Supports"
142,2020-07-14,12254.0,"Braces, Splints & Supports"
143,2020-07-15,10758.0,"Braces, Splints & Supports"
144,2020-07-16,11262.0,"Braces, Splints & Supports"
145,2020-07-17,11262.0,"Braces, Splints & Supports"
146,2020-07-18,12915.0,"Braces, Splints & Supports"
147,2020-07-19,11079.0,"Braces, Splints & Supports"
148,2020-07-20,10821.0,"Braces, Splints & Supports"
149,2020-07-21,10821.0,"Braces, Splints & Supports"
150,2020-07-22,10821.0,"Braces, Splints & Supports"
151,2020-07-23,10576.0,"Braces, Splints & Supports"
152,2020-07-24,9343.0,"Braces, Splints & Supports"
153,2020-07-25,9343.0,"Braces, Splints & Supports"
154,2020-07-26,9282.0,"Braces, Splints & Supports"
155,2020-07-27,9282.0,"Braces, Splints & Supports"
156,2020-07-28,8771.0,"Braces, Splints & Supports"
157,2020-07-29,8771.0,"Braces, Splints & Supports"
158,2020-07-30,8771.0,"Braces, Splints & Supports"
159,2020-07-31,11918.0,"Braces, Splints & Supports"
160,2020-08-01,11918.0,"Braces, Splints & Supports"
161,2020-08-02,11918.0,"Braces, Splints & Supports"
162,2020-08-03,11918.0,"Braces, Splints & Supports"
163,2020-08-04,15318.0,"Braces, Splints & Supports"
164,2020-08-05,14492.0,"Braces, Splints & Supports"
165,2020-08-06,14492.0,"Braces, Splints & Supports"
166,2020-08-07,12957.0,"Braces, Splints & Supports"
167,2020-08-08,12957.0,"Braces, Splints & Supports"
168,2020-08-09,12957.0,"Braces, Splints & Supports"
169,2020-08-10,13602.0,"Braces, Splints & Supports"
170,2020-08-11,12676.0,"Braces, Splints & Supports"
171,2020-08-12,13410.0,"Braces, Splints & Supports"
172,2020-08-13,13410.0,"Braces, Splints & Supports"
173,2020-08-14,11147.0,"Braces, Splints & Supports"
174,2020-08-15,11147.0,"Braces, Splints & Supports"
175,2020-08-16,11147.0,"Braces, Splints & Supports"
176,2020-08-17,15742.0,"Braces, Splints & Supports"
177,2020-08-18,15742.0,"Braces, Splints & Supports"
178,2020-08-19,13420.0,"Braces, Splints & Supports"
179,2020-08-20,12549.0,"Braces, Splints & Supports"
180,2020-08-21,12549.0,"Braces, Splints & Supports"
181,2020-08-22,14744.0,"Braces, Splints & Supports"
182,2020-08-23,9823.0,"Braces, Splints & Supports"
183,2020-08-24,13828.0,"Braces, Splints & Supports"
184,2020-08-25,11622.0,"Braces, Splints & Supports"
185,2020-08-26,12074.0,"Braces, Splints & Supports"
186,2020-08-27,10596.0,"Braces, Splints & Supports"
187,2020-08-28,10596.0,"Braces, Splints & Supports"
188,2020-08-29,11007.0,"Braces, Splints & Supports"
189,2020-08-30,12674.0,"Braces, Splints & Supports"
190,2020-08-31,12674.0,"Braces, Splints & Supports"
191,2020-09-01,12674.0,"Braces, Splints & Supports"
192,2020-09-02,8947.0,"Braces, Splints & Supports"
193,2020-09-03,9322.0,"Braces, Splints & Supports"
194,2020-09-04,9322.0,"Braces, Splints & Supports"
195,2020-09-05,9322.0,"Braces, Splints & Supports"
196,2020-09-06,9728.0,"Braces, Splints & Supports"
197,2020-09-07,9728.0,"Braces, Splints & Supports"
198,2020-09-08,9728.0,"Braces, Splints & Supports"
199,2020-09-09,9723.0,"Braces, Splints & Supports"
200,2020-09-10,9723.0,"Braces, Splints & Supports"
201,2020-09-11,9926.0,"Braces, Splints & Supports"
202,2020-09-12,9926.0,"Braces, Splints & Supports"
203,2020-09-13,9926.0,"Braces, Splints & Supports"
204,2020-09-14,13133.0,"Braces, Splints & Supports"
205,2020-09-15,13133.0,"Braces, Splints & Supports"
206,2020-09-16,13433.0,"Braces, Splints & Supports"
207,2020-09-17,13433.0,"Braces, Splints & Supports"
208,2020-09-18,13433.0,"Braces, Splints & Supports"
209,2020-09-19,60304.0,"Braces, Splints & Supports"
210,2020-09-20,60304.0,"Braces, Splints & Supports"
211,2020-09-21,60304.0,"Braces, Splints & Supports"
212,2020-09-22,14334.0,"Braces, Splints & Supports"
213,2020-09-23,13792.0,"Braces, Splints & Supports"
214,2020-09-24,12371.0,"Braces, Splints & Supports"
215,2020-09-25,12371.0,"Braces, Splints & Supports"
216,2020-09-26,12371.0,"Braces, Splints & Supports"
217,2020-09-27,15228.0,"Braces, Splints & Supports"
218,2020-09-28,15228.0,"Braces, Splints & Supports"
219,2020-09-29,14418.0,"Braces, Splints & Supports"
220,2020-09-30,15235.0,"Braces, Splints & Supports"
221,2020-10-01,12698.0,"Braces, Splints & Supports"
222,2020-10-02,12698.0,"Braces, Splints & Supports"
223,2020-10-03,14228.0,"Braces, Splints & Supports"
224,2020-10-04,14228.0,"Braces, Splints & Supports"
225,2020-10-05,15408.0,"Braces, Splints & Supports"
226,2020-10-06,16422.0,"Braces, Splints & Supports"
227,2020-10-07,16422.0,"Braces, Splints & Supports"
228,2020-10-08,16422.0,"Braces, Splints & Supports"
229,2020-10-09,14014.0,"Braces, Splints & Supports"
230,2020-10-10,13663.0,"Braces, Splints & Supports"
231,2020-10-11,13663.0,"Braces, Splints & Supports"
232,2020-10-12,13663.0,"Braces, Splints & Supports"
233,2020-10-13,12243.0,"Braces, Splints & Supports"
234,2020-10-14,12243.0,"Braces, Splints & Supports"
235,2020-10-15,19110.0,"Braces, Splints & Supports"
236,2020-10-16,19110.0,"Braces, Splints & Supports"
237,2020-10-17,19110.0,"Braces, Splints & Supports"
238,2020-10-18,17864.0,"Braces, Splints & Supports"
239,2020-10-19,22967.0,"Braces, Splints & Supports"
240,2020-10-20,15409.0,"Braces, Splints & Supports"
241,2020-10-21,15897.0,"Braces, Splints & Supports"
242,2020-10-22,15897.0,"Braces, Splints & Supports"
243,2020-10-23,27940.0,"Braces, Splints & Supports"
244,2020-10-24,26949.0,"Braces, Splints & Supports"
245,2020-10-25,26949.0,"Braces, Splints & Supports"
246,2020-10-26,13228.0,"Braces, Splints & Supports"
247,2020-10-27,13228.0,"Braces, Splints & Supports"
248,2020-10-28,12433.0,"Braces, Splints & Supports"
249,2020-10-29,12433.0,"Braces, Splints & Supports"
250,2020-10-30,12548.0,"Braces, Splints & Supports"
251,2020-10-31,12274.0,"Braces, Splints & Supports"
252,2020-11-01,12274.0,"Braces, Splints & Supports"
253,2020-11-02,12274.0,"Braces, Splints & Supports"
254,2020-11-03,12144.0,"Braces, Splints & Supports"
255,2020-11-04,12144.0,"Braces, Splints & Supports"
256,2020-11-05,11855.0,"Braces, Splints & Supports"
257,2020-11-06,11855.0,"Braces, Splints & Supports"
258,2020-11-07,11118.0,"Braces, Splints & Supports"
259,2020-11-08,10373.0,"Braces, Splints & Supports"
260,2020-11-09,14295.0,"Braces, Splints & Supports"
261,2020-11-10,13133.0,"Braces, Splints & Supports"
262,2020-11-11,13133.0,"Braces, Splints & Supports"
263,2020-11-12,13104.0,"Braces, Splints & Supports"
264,2020-11-13,13104.0,"Braces, Splints & Supports"
265,2020-11-14,10886.0,"Braces, Splints & Supports"
266,2020-11-15,12730.0,"Braces, Splints & Supports"
267,2020-11-16,13348.0,"Braces, Splints & Supports"
268,2020-11-17,12769.0,"Braces, Splints & Supports"
269,2020-11-18,10343.0,"Braces, Splints & Supports"
270,2020-11-19,10343.0,"Braces, Splints & Supports"
271,2020-11-20,10343.0,"Braces, Splints & Supports"
272,2020-11-21,10343.0,"Braces, Splints & Supports"
273,2020-11-22,9104.0,"Braces, Splints & Supports"
274,2020-11-23,10619.0,"Braces, Splints & Supports"
275,2020-11-24,10938.0,"Braces, Splints & Supports"
276,2020-11-25,9718.0,"Braces, Splints & Supports"
277,2020-11-26,11050.0,"Braces, Splints & Supports"
278,2020-11-27,9805.0,"Braces, Splints & Supports"
279,2020-11-28,9805.0,"Braces, Splints & Supports"
280,2020-11-29,9805.0,"Braces, Splints & Supports"
281,2020-11-30,11328.0,"Braces, Splints & Supports"
282,2020-12-01,14787.0,"Braces, Splints & Supports"
283,2020-12-02,14787.0,"Braces, Splints & Supports"
284,2020-12-03,14787.0,"Braces, Splints & Supports"
285,2020-12-04,13497.0,"Braces, Splints & Supports"
286,2020-12-05,13497.0,"Braces, Splints & Supports"
287,2020-12-06,11044.0,"Braces, Splints & Supports"
288,2020-12-07,11044.0,"Braces, Splints & Supports"
289,2020-12-08,11150.0,"Braces, Splints & Supports"
290,2020-12-09,12257.0,"Braces, Splints & Supports"
291,2020-12-10,10739.0,"Braces, Splints & Supports"
292,2020-12-11,10235.0,"Braces, Splints & Supports"
293,2020-12-12,11247.0,"Braces, Splints & Supports"
294,2020-12-13,9249.0,"Braces, Splints & Supports"
295,2020-12-14,12408.0,"Braces, Splints & Supports"
296,2020-12-15,11770.0,"Braces, Splints & Supports"
297,2020-12-16,12576.0,"Braces, Splints & Supports"
298,2020-12-17,10488.0,"Braces, Splints & Supports"
299,2020-12-18,9494.0,"Braces, Splints & Supports"
300,2020-12-19,9537.0,"Braces, Splints & Supports"
301,2020-12-20,11716.0,"Braces, Splints & Supports"
302,2020-12-21,11531.0,"Braces, Splints & Supports"
303,2020-12-22,10762.0,"Braces, Splints & Supports"
304,2020-12-23,8835.0,"Braces, Splints & Supports"
305,2020-12-24,9321.0,"Braces, Splints & Supports"
306,2020-12-25,10070.0,"Braces, Splints & Supports"
307,2020-12-26,10583.0,"Braces, Splints & Supports"
308,2020-12-27,10397.0,"Braces, Splints & Supports"
309,2020-12-28,10397.0,"Braces, Splints & Supports"
310,2020-12-29,9429.0,"Braces, Splints & Supports"
311,2020-12-30,9429.0,"Braces, Splints & Supports"
312,2020-12-31,9429.0,"Braces, Splints & Supports"
313,2021-01-01,9429.0,"Braces, Splints & Supports"
314,2021-01-02,9264.0,"Braces, Splints & Supports"
315,2021-01-03,9264.0,"Braces, Splints & Supports"
316,2021-01-04,9264.0,"Braces, Splints & Supports"
317,2021-01-05,8395.0,"Braces, Splints & Supports"
318,2021-01-06,7803.0,"Braces, Splints & Supports"
319,2021-01-07,7803.0,"Braces, Splints & Supports"
320,2021-01-08,7803.0,"Braces, Splints & Supports"
321,2021-01-09,9865.0,"Braces, Splints & Supports"
322,2021-01-10,11972.0,"Braces, Splints & Supports"
323,2021-01-11,10624.0,"Braces, Splints & Supports"
324,2021-01-12,10726.0,"Braces, Splints & Supports"
325,2021-01-13,10726.0,"Braces, Splints & Supports"
326,2021-01-14,11650.0,"Braces, Splints & Supports"
327,2021-01-15,12975.0,"Braces, Splints & Supports"
328,2021-01-16,12840.0,"Braces, Splints & Supports"
329,2021-01-17,12840.0,"Braces, Splints & Supports"
330,2021-01-18,12840.0,"Braces, Splints & Supports"
331,2021-01-19,12840.0,"Braces, Splints & Supports"
332,2021-01-20,9195.0,"Braces, Splints & Supports"
333,2021-01-21,9195.0,"Braces, Splints & Supports"
334,2021-01-22,9195.0,"Braces, Splints & Supports"
335,2021-01-23,9195.0,"Braces, Splints & Supports"
336,2021-01-24,9296.0,"Braces, Splints & Supports"
337,2021-01-25,9948.0,"Braces, Splints & Supports"
338,2021-01-26,8677.0,"Braces, Splints & Supports"
339,2021-01-27,8677.0,"Braces, Splints & Supports"
340,2021-01-28,9595.0,"Braces, Splints & Supports"
341,2021-01-29,8609.0,"Braces, Splints & Supports"
342,2021-01-30,8609.0,"Braces, Splints & Supports"
343,2021-01-31,8609.0,"Braces, Splints & Supports"
344,2021-02-01,10065.0,"Braces, Splints & Supports"
345,2021-02-02,10065.0,"Braces, Splints & Supports"
346,2021-02-03,10169.0,"Braces, Splints & Supports"
347,2021-02-04,10169.0,"Braces, Splints & Supports"
348,2021-02-05,9330.0,"Braces, Splints & Supports"
349,2021-02-06,9330.0,"Braces, Splints & Supports"
350,2021-02-07,9330.0,"Braces, Splints & Supports"
351,2021-02-08,9350.0,"Braces, Splints & Supports"
352,2021-02-09,9350.0,"Braces, Splints & Supports"
353,2021-02-10,9350.0,"Braces, Splints & Supports"
354,2021-02-11,10108.0,"Braces, Splints & Supports"
355,2021-02-12,10108.0,"Braces, Splints & Supports"
356,2021-02-13,10108.0,"Braces, Splints & Supports"
357,2021-02-14,9076.0,"Braces, Splints & Supports"
358,2021-02-15,10387.0,"Braces, Splints & Supports"
359,2021-02-16,11231.0,"Braces, Splints & Supports"
360,2021-02-17,9644.0,"Braces, Splints & Supports"
361,2021-02-18,11278.0,"Braces, Splints & Supports"
362,2021-02-19,11278.0,"Braces, Splints & Supports"
363,2021-02-20,11382.0,"Braces, Splints & Supports"
364,2021-02-21,10126.0,"Braces, Splints & Supports"
365,2021-02-22,9883.0,"Braces, Splints & Supports"
366,2021-02-23,9883.0,"Braces, Splints & Supports"
367,2021-02-24,9624.0,"Braces, Splints & Supports"
368,2021-02-25,8423.0,"Braces, Splints & Supports"
369,2021-02-26,8423.0,"Braces, Splints & Supports"
370,2021-02-27,9019.0,"Braces, Splints & Supports"
371,2021-02-28,9019.0,"Braces, Splints & Supports"
372,2021-03-01,10163.0,"Braces, Splints & Supports"
373,2021-03-02,10163.0,"Braces, Splints & Supports"
374,2021-03-03,10163.0,"Braces, Splints & Supports"
375,2021-03-04,9466.0,"Braces, Splints & Supports"
376,2021-03-05,8401.0,"Braces, Splints & Supports"
377,2021-03-06,8401.0,"Braces, Splints & Supports"
378,2021-03-07,8401.0,"Braces, Splints & Supports"
379,2021-03-08,8436.0,"Braces, Splints & Supports"
380,2021-03-09,8436.0,"Braces, Splints & Supports"
381,2021-03-10,9216.0,"Braces, Splints & Supports"
382,2021-03-11,10706.0,"Braces, Splints & Supports"
383,2021-03-12,9201.0,"Braces, Splints & Supports"
384,2021-03-13,9201.0,"Braces, Splints & Supports"
385,2021-03-14,8890.0,"Braces, Splints & Supports"
386,2021-03-15,9175.0,"Braces, Splints & Supports"
387,2021-03-16,9175.0,"Braces, Splints & Supports"
388,2021-03-17,9398.0,"Braces, Splints & Supports"
389,2021-03-18,9851.0,"Braces, Splints & Supports"
390,2021-03-19,9851.0,"Braces, Splints & Supports"
391,2021-03-20,9851.0,"Braces, Splints & Supports"
392,2021-03-21,9851.0,"Braces, Splints & Supports"
393,2021-03-22,11671.0,"Braces, Splints & Supports"
394,2021-03-23,11671.0,"Braces, Splints & Supports"
395,2021-03-24,10053.0,"Braces, Splints & Supports"
396,2021-03-25,10053.0,"Braces, Splints & Supports"
397,2021-03-26,10053.0,"Braces, Splints & Supports"
398,2021-03-27,11525.0,"Braces, Splints & Supports"
399,2021-03-28,11525.0,"Braces, Splints & Supports"
400,2021-03-29,11651.0,"Braces, Splints & Supports"
401,2021-03-30,11651.0,"Braces, Splints & Supports"
402,2021-03-31,12539.0,"Braces, Splints & Supports"
403,2021-04-01,12539.0,"Braces, Splints & Supports"
404,2021-04-02,11245.0,"Braces, Splints & Supports"
405,2021-04-03,10130.0,"Braces, Splints & Supports"
406,2021-04-04,10911.0,"Braces, Splints & Supports"
407,2021-04-05,12394.0,"Braces, Splints & Supports"
408,2021-04-06,12240.0,"Braces, Splints & Supports"
409,2021-04-07,10239.0,"Braces, Splints & Supports"
410,2021-04-08,10541.0,"Braces, Splints & Supports"
411,2021-04-09,11203.0,"Braces, Splints & Supports"
412,2021-04-10,9022.0,"Braces, Splints & Supports"
413,2021-04-11,9022.0,"Braces, Splints & Supports"
414,2021-04-12,10339.0,"Braces, Splints & Supports"
415,2021-04-13,9622.0,"Braces, Splints & Supports"
416,2021-04-14,9622.0,"Braces, Splints & Supports"
417,2021-04-15,11582.0,"Braces, Splints & Supports"
418,2021-04-16,11582.0,"Braces, Splints & Supports"
419,2021-04-17,11582.0,"Braces, Splints & Supports"
420,2021-04-18,11351.0,"Braces, Splints & Supports"
421,2021-04-19,11351.0,"Braces, Splints & Supports"
422,2021-04-20,10597.0,"Braces, Splints & Supports"
423,2021-04-21,9459.0,"Braces, Splints & Supports"
424,2021-04-22,8564.0,"Braces, Splints & Supports"
425,2021-04-23,9763.0,"Braces, Splints & Supports"
426,2021-04-24,9763.0,"Braces, Splints & Supports"
427,2021-04-25,9720.0,"Braces, Splints & Supports"
428,2021-04-26,8857.0,"Braces, Splints & Supports"
429,2021-04-27,11300.0,"Braces, Splints & Supports"
430,2021-04-28,11300.0,"Braces, Splints & Supports"
431,2021-04-29,10758.0,"Braces, Splints & Supports"
432,2021-04-30,11050.0,"Braces, Splints & Supports"
433,2021-05-01,10209.0,"Braces, Splints & Supports"
434,2021-05-02,8942.0,"Braces, Splints & Supports"
435,2021-05-03,9248.0,"Braces, Splints & Supports"
436,2021-05-04,11505.0,"Braces, Splints & Supports"
437,2021-05-05,11489.0,"Braces, Splints & Supports"
438,2021-05-06,11489.0,"Braces, Splints & Supports"
439,2021-05-07,11486.0,"Braces, Splints & Supports"
440,2021-05-08,11649.0,"Braces, Splints & Supports"
441,2021-05-09,11081.0,"Braces, Splints & Supports"
442,2021-05-10,10538.0,"Braces, Splints & Supports"
443,2021-05-11,12805.0,"Braces, Splints & Supports"
444,2021-05-12,12805.0,"Braces, Splints & Supports"
445,2021-05-13,12805.0,"Braces, Splints & Supports"
446,2021-05-14,10802.0,"Braces, Splints & Supports"
447,2021-05-15,11980.0,"Braces, Splints & Supports"
448,2021-05-16,10770.0,"Braces, Splints & Supports"
449,2021-05-17,12612.0,"Braces, Splints & Supports"
450,2021-05-18,11910.0,"Braces, Splints & Supports"
451,2021-05-19,11910.0,"Braces, Splints & Supports"
452,2021-05-20,11189.0,"Braces, Splints & Supports"
453,2021-05-21,12452.0,"Braces, Splints & Supports"
454,2021-05-22,12914.0,"Braces, Splints & Supports"
455,2021-05-23,13896.0,"Braces, Splints & Supports"
456,2021-05-24,12633.0,"Braces, Splints & Supports"
457,2021-05-25,11436.0,"Braces, Splints & Supports"
458,2021-05-26,9479.0,"Braces, Splints & Supports"
459,2021-05-27,9479.0,"Braces, Splints & Supports"
460,2021-05-28,9780.0,"Braces, Splints & Supports"
461,2021-05-29,9164.0,"Braces, Splints & Supports"
462,2021-05-30,9164.0,"Braces, Splints & Supports"
463,2021-05-31,9164.0,"Braces, Splints & Supports"
464,2021-06-01,11350.0,"Braces, Splints & Supports"
465,2021-06-02,11350.0,"Braces, Splints & Supports"
466,2021-06-03,11350.0,"Braces, Splints & Supports"
467,2021-06-04,10011.0,"Braces, Splints & Supports"
468,2021-06-05,10011.0,"Braces, Splints & Supports"
469,2021-06-06,9463.0,"Braces, Splints & Supports"
470,2021-06-07,9958.0,"Braces, Splints & Supports"
471,2021-06-08,9882.0,"Braces, Splints & Supports"
472,2021-06-09,8313.0,"Braces, Splints & Supports"
473,2021-06-10,7987.0,"Braces, Splints & Supports"
474,2021-06-11,7987.0,"Braces, Splints & Supports"
475,2021-06-12,8471.0,"Braces, Splints & Supports"
476,2021-06-13,8471.0,"Braces, Splints & Supports"
477,2021-06-14,12530.0,"Braces, Splints & Supports"
478,2021-06-15,12530.0,"Braces, Splints & Supports"
479,2021-06-16,12530.0,"Braces, Splints & Supports"
480,2021-06-17,9802.0,"Braces, Splints & Supports"
481,2021-06-18,10573.0,"Braces, Splints & Supports"
482,2021-06-19,10573.0,"Braces, Splints & Supports"
483,2021-06-20,10544.0,"Braces, Splints & Supports"
484,2021-06-21,13055.0,"Braces, Splints & Supports"
485,2021-06-22,11058.0,"Braces, Splints & Supports"
486,2021-06-23,10777.0,"Braces, Splints & Supports"
487,2021-06-24,10027.0,"Braces, Splints & Supports"
488,2021-06-25,9834.0,"Braces, Splints & Supports"
489,2021-06-26,8596.0,"Braces, Splints & Supports"
490,2021-06-27,9928.0,"Braces, Splints & Supports"
491,2021-06-28,10886.0,"Braces, Splints & Supports"
492,2021-06-29,10306.0,"Braces, Splints & Supports"
493,2021-06-30,9542.0,"Braces, Splints & Supports"
494,2021-07-01,8690.0,"Braces, Splints & Supports"
495,2021-07-02,8519.0,"Braces, Splints & Supports"
496,2021-07-03,7941.0,"Braces, Splints & Supports"
497,2021-07-04,7941.0,"Braces, Splints & Supports"
