,date,value,name_B07X8QT534
165,2020-11-09,5702.0,Multidrug Tests
166,2020-11-10,4682.0,Multidrug Tests
167,2020-11-11,4406.0,Multidrug Tests
168,2020-11-12,4406.0,Multidrug Tests
169,2020-11-13,4777.0,Multidrug Tests
170,2020-11-14,5087.0,Multidrug Tests
171,2020-11-15,5071.0,Multidrug Tests
172,2020-11-16,6583.0,Multidrug Tests
173,2020-11-17,6583.0,Multidrug Tests
174,2020-11-18,5190.0,Multidrug Tests
175,2020-11-19,5001.0,Multidrug Tests
176,2020-11-20,5001.0,Multidrug Tests
177,2020-11-21,5001.0,Multidrug Tests
178,2020-11-22,5699.0,Multidrug Tests
179,2020-11-23,5699.0,Multidrug Tests
180,2020-11-24,4624.0,Multidrug Tests
181,2020-11-25,5316.0,Multidrug Tests
182,2020-11-26,6083.0,Multidrug Tests
183,2020-11-27,6083.0,Multidrug Tests
184,2020-11-28,6083.0,Multidrug Tests
185,2020-11-29,7696.0,Multidrug Tests
186,2020-11-30,7696.0,Multidrug Tests
187,2020-12-01,7631.0,Multidrug Tests
188,2020-12-02,7631.0,Multidrug Tests
189,2020-12-03,7631.0,Multidrug Tests
190,2020-12-04,4902.0,Multidrug Tests
191,2020-12-05,4902.0,Multidrug Tests
192,2020-12-06,4902.0,Multidrug Tests
193,2020-12-07,5844.0,Multidrug Tests
194,2020-12-08,4579.0,Multidrug Tests
195,2020-12-09,4579.0,Multidrug Tests
196,2020-12-10,4495.0,Multidrug Tests
197,2020-12-11,4493.0,Multidrug Tests
198,2020-12-12,4815.0,Multidrug Tests
199,2020-12-13,6114.0,Multidrug Tests
200,2020-12-14,7164.0,Multidrug Tests
201,2020-12-15,6151.0,Multidrug Tests
202,2020-12-16,5839.0,Multidrug Tests
203,2020-12-17,6574.0,Multidrug Tests
204,2020-12-18,6030.0,Multidrug Tests
205,2020-12-19,6049.0,Multidrug Tests
206,2020-12-20,6123.0,Multidrug Tests
207,2020-12-21,6260.0,Multidrug Tests
208,2020-12-22,5781.0,Multidrug Tests
209,2020-12-23,5567.0,Multidrug Tests
210,2020-12-24,5494.0,Multidrug Tests
211,2020-12-25,5689.0,Multidrug Tests
212,2020-12-26,7446.0,Multidrug Tests
213,2020-12-27,7822.0,Multidrug Tests
214,2020-12-28,7169.0,Multidrug Tests
215,2020-12-29,6009.0,Multidrug Tests
216,2020-12-30,5863.0,Multidrug Tests
217,2020-12-31,4791.0,Multidrug Tests
218,2021-01-01,5349.0,Multidrug Tests
219,2021-01-02,5358.0,Multidrug Tests
220,2021-01-03,6535.0,Multidrug Tests
221,2021-01-04,5611.0,Multidrug Tests
222,2021-01-05,5234.0,Multidrug Tests
223,2021-01-06,5279.0,Multidrug Tests
224,2021-01-07,5842.0,Multidrug Tests
225,2021-01-08,5295.0,Multidrug Tests
226,2021-01-09,4949.0,Multidrug Tests
227,2021-01-10,4949.0,Multidrug Tests
228,2021-01-11,5755.0,Multidrug Tests
229,2021-01-12,5755.0,Multidrug Tests
230,2021-01-13,5755.0,Multidrug Tests
231,2021-01-14,4740.0,Multidrug Tests
232,2021-01-15,4740.0,Multidrug Tests
233,2021-01-16,4740.0,Multidrug Tests
234,2021-01-17,5805.0,Multidrug Tests
235,2021-01-18,6142.0,Multidrug Tests
236,2021-01-19,6142.0,Multidrug Tests
237,2021-01-20,5234.0,Multidrug Tests
238,2021-01-21,5234.0,Multidrug Tests
239,2021-01-22,5234.0,Multidrug Tests
240,2021-01-23,5171.0,Multidrug Tests
241,2021-01-24,5171.0,Multidrug Tests
242,2021-01-25,5722.0,Multidrug Tests
243,2021-01-26,5709.0,Multidrug Tests
244,2021-01-27,5709.0,Multidrug Tests
245,2021-01-28,5138.0,Multidrug Tests
246,2021-01-29,4960.0,Multidrug Tests
247,2021-01-30,4960.0,Multidrug Tests
248,2021-01-31,4960.0,Multidrug Tests
249,2021-02-01,6818.0,Multidrug Tests
250,2021-02-02,6818.0,Multidrug Tests
251,2021-02-03,4767.0,Multidrug Tests
252,2021-02-04,4767.0,Multidrug Tests
253,2021-02-05,4767.0,Multidrug Tests
254,2021-02-06,4767.0,Multidrug Tests
255,2021-02-07,5711.0,Multidrug Tests
256,2021-02-08,5982.0,Multidrug Tests
257,2021-02-09,4409.0,Multidrug Tests
258,2021-02-10,5135.0,Multidrug Tests
259,2021-02-11,4790.0,Multidrug Tests
260,2021-02-12,4190.0,Multidrug Tests
261,2021-02-13,4190.0,Multidrug Tests
262,2021-02-14,5340.0,Multidrug Tests
263,2021-02-15,5396.0,Multidrug Tests
264,2021-02-16,5280.0,Multidrug Tests
265,2021-02-17,5280.0,Multidrug Tests
266,2021-02-18,4801.0,Multidrug Tests
267,2021-02-19,4814.0,Multidrug Tests
268,2021-02-20,4100.0,Multidrug Tests
269,2021-02-21,4100.0,Multidrug Tests
270,2021-02-22,4100.0,Multidrug Tests
271,2021-02-23,4798.0,Multidrug Tests
272,2021-02-24,3887.0,Multidrug Tests
273,2021-02-25,3937.0,Multidrug Tests
274,2021-02-26,3937.0,Multidrug Tests
275,2021-02-27,3937.0,Multidrug Tests
276,2021-02-28,4844.0,Multidrug Tests
277,2021-03-01,4844.0,Multidrug Tests
278,2021-03-02,3982.0,Multidrug Tests
279,2021-03-03,3982.0,Multidrug Tests
280,2021-03-04,4843.0,Multidrug Tests
281,2021-03-05,4843.0,Multidrug Tests
282,2021-03-06,4843.0,Multidrug Tests
283,2021-03-07,4453.0,Multidrug Tests
284,2021-03-08,4453.0,Multidrug Tests
285,2021-03-09,4600.0,Multidrug Tests
286,2021-03-10,4600.0,Multidrug Tests
287,2021-03-11,4155.0,Multidrug Tests
288,2021-03-12,4155.0,Multidrug Tests
289,2021-03-13,4155.0,Multidrug Tests
290,2021-03-14,4968.0,Multidrug Tests
291,2021-03-15,4968.0,Multidrug Tests
292,2021-03-16,4968.0,Multidrug Tests
293,2021-03-17,4149.0,Multidrug Tests
294,2021-03-18,4245.0,Multidrug Tests
295,2021-03-19,4245.0,Multidrug Tests
296,2021-03-20,4245.0,Multidrug Tests
297,2021-03-21,4699.0,Multidrug Tests
298,2021-03-22,4699.0,Multidrug Tests
299,2021-03-23,4699.0,Multidrug Tests
300,2021-03-24,3985.0,Multidrug Tests
301,2021-03-25,3985.0,Multidrug Tests
302,2021-03-26,3820.0,Multidrug Tests
303,2021-03-27,3820.0,Multidrug Tests
304,2021-03-28,4257.0,Multidrug Tests
305,2021-03-29,4195.0,Multidrug Tests
306,2021-03-30,4195.0,Multidrug Tests
307,2021-03-31,4195.0,Multidrug Tests
308,2021-04-01,3952.0,Multidrug Tests
309,2021-04-02,3952.0,Multidrug Tests
310,2021-04-03,3952.0,Multidrug Tests
311,2021-04-04,3952.0,Multidrug Tests
312,2021-04-05,4002.0,Multidrug Tests
313,2021-04-06,4002.0,Multidrug Tests
314,2021-04-07,3489.0,Multidrug Tests
315,2021-04-08,3489.0,Multidrug Tests
316,2021-04-09,3501.0,Multidrug Tests
317,2021-04-10,3501.0,Multidrug Tests
318,2021-04-11,3501.0,Multidrug Tests
319,2021-04-12,4320.0,Multidrug Tests
320,2021-04-13,4320.0,Multidrug Tests
321,2021-04-14,4320.0,Multidrug Tests
322,2021-04-15,3006.0,Multidrug Tests
323,2021-04-16,3006.0,Multidrug Tests
324,2021-04-17,4075.0,Multidrug Tests
325,2021-04-18,4075.0,Multidrug Tests
326,2021-04-19,4541.0,Multidrug Tests
327,2021-04-20,3696.0,Multidrug Tests
328,2021-04-21,3696.0,Multidrug Tests
329,2021-04-22,3696.0,Multidrug Tests
330,2021-04-23,3876.0,Multidrug Tests
331,2021-04-24,3876.0,Multidrug Tests
332,2021-04-25,3876.0,Multidrug Tests
333,2021-04-26,4286.0,Multidrug Tests
334,2021-04-27,4286.0,Multidrug Tests
335,2021-04-28,3905.0,Multidrug Tests
336,2021-04-29,3905.0,Multidrug Tests
337,2021-04-30,3511.0,Multidrug Tests
338,2021-05-01,3511.0,Multidrug Tests
339,2021-05-02,3967.0,Multidrug Tests
340,2021-05-03,3967.0,Multidrug Tests
341,2021-05-04,3967.0,Multidrug Tests
342,2021-05-05,2530.0,Multidrug Tests
343,2021-05-06,2530.0,Multidrug Tests
344,2021-05-07,2355.0,Multidrug Tests
345,2021-05-08,2425.0,Multidrug Tests
346,2021-05-09,2978.0,Multidrug Tests
347,2021-05-10,3131.0,Multidrug Tests
348,2021-05-11,2867.0,Multidrug Tests
349,2021-05-12,2867.0,Multidrug Tests
350,2021-05-13,2766.0,Multidrug Tests
351,2021-05-14,2766.0,Multidrug Tests
352,2021-05-15,2541.0,Multidrug Tests
353,2021-05-16,2541.0,Multidrug Tests
354,2021-05-17,3712.0,Multidrug Tests
355,2021-05-18,3708.0,Multidrug Tests
356,2021-05-19,3316.0,Multidrug Tests
357,2021-05-20,3023.0,Multidrug Tests
358,2021-05-21,2689.0,Multidrug Tests
359,2021-05-22,2689.0,Multidrug Tests
360,2021-05-23,3321.0,Multidrug Tests
361,2021-05-24,3321.0,Multidrug Tests
362,2021-05-25,3257.0,Multidrug Tests
363,2021-05-26,3539.0,Multidrug Tests
364,2021-05-27,3539.0,Multidrug Tests
365,2021-05-28,3539.0,Multidrug Tests
366,2021-05-29,3229.0,Multidrug Tests
367,2021-05-30,3229.0,Multidrug Tests
368,2021-05-31,3512.0,Multidrug Tests
369,2021-06-01,3787.0,Multidrug Tests
370,2021-06-02,3787.0,Multidrug Tests
371,2021-06-03,3787.0,Multidrug Tests
372,2021-06-04,3659.0,Multidrug Tests
373,2021-06-05,3659.0,Multidrug Tests
374,2021-06-06,4223.0,Multidrug Tests
375,2021-06-07,4223.0,Multidrug Tests
376,2021-06-08,4223.0,Multidrug Tests
377,2021-06-09,3286.0,Multidrug Tests
378,2021-06-10,3286.0,Multidrug Tests
379,2021-06-11,3210.0,Multidrug Tests
380,2021-06-12,3432.0,Multidrug Tests
381,2021-06-13,3432.0,Multidrug Tests
382,2021-06-14,4469.0,Multidrug Tests
383,2021-06-15,4469.0,Multidrug Tests
384,2021-06-16,3754.0,Multidrug Tests
385,2021-06-17,4016.0,Multidrug Tests
386,2021-06-18,4016.0,Multidrug Tests
387,2021-06-19,3734.0,Multidrug Tests
388,2021-06-20,3734.0,Multidrug Tests
389,2021-06-21,3944.0,Multidrug Tests
390,2021-06-22,5300.0,Multidrug Tests
391,2021-06-23,5300.0,Multidrug Tests
392,2021-06-24,4340.0,Multidrug Tests
393,2021-06-25,4340.0,Multidrug Tests
394,2021-06-26,4340.0,Multidrug Tests
395,2021-06-27,3852.0,Multidrug Tests
396,2021-06-28,3852.0,Multidrug Tests
397,2021-06-29,3763.0,Multidrug Tests
398,2021-06-30,3672.0,Multidrug Tests
399,2021-07-01,4087.0,Multidrug Tests
400,2021-07-02,4087.0,Multidrug Tests
401,2021-07-03,3786.0,Multidrug Tests
402,2021-07-04,3937.0,Multidrug Tests
403,2021-07-05,4515.0,Multidrug Tests
404,2021-07-06,4383.0,Multidrug Tests
405,2021-07-07,4383.0,Multidrug Tests
406,2021-07-08,3213.0,Multidrug Tests
407,2021-07-09,3213.0,Multidrug Tests
408,2021-07-10,3460.0,Multidrug Tests
