,date,value,name_B06WCZSVBR
69,2020-08-07,22741.0,Urinary Tract Infection Treatments
70,2020-08-08,22741.0,Urinary Tract Infection Treatments
71,2020-08-09,22741.0,Urinary Tract Infection Treatments
72,2020-08-10,22379.0,Urinary Tract Infection Treatments
73,2020-08-11,22379.0,Urinary Tract Infection Treatments
74,2020-08-12,22379.0,Urinary Tract Infection Treatments
75,2020-08-13,22379.0,Urinary Tract Infection Treatments
76,2020-08-14,22379.0,Urinary Tract Infection Treatments
77,2020-08-15,22173.0,Urinary Tract Infection Treatments
78,2020-08-16,17781.0,Urinary Tract Infection Treatments
79,2020-08-17,17781.0,Urinary Tract Infection Treatments
80,2020-08-18,17781.0,Urinary Tract Infection Treatments
81,2020-08-19,17781.0,Urinary Tract Infection Treatments
82,2020-08-20,20796.0,Urinary Tract Infection Treatments
83,2020-08-21,20796.0,Urinary Tract Infection Treatments
84,2020-08-22,20796.0,Urinary Tract Infection Treatments
85,2020-08-23,20796.0,Urinary Tract Infection Treatments
86,2020-08-24,23620.0,Urinary Tract Infection Treatments
87,2020-08-25,23620.0,Urinary Tract Infection Treatments
88,2020-08-26,23620.0,Urinary Tract Infection Treatments
89,2020-08-27,23620.0,Urinary Tract Infection Treatments
90,2020-08-28,23890.0,Urinary Tract Infection Treatments
91,2020-08-29,23890.0,Urinary Tract Infection Treatments
92,2020-08-30,23890.0,Urinary Tract Infection Treatments
93,2020-08-31,23890.0,Urinary Tract Infection Treatments
94,2020-09-01,23890.0,Urinary Tract Infection Treatments
95,2020-09-02,23890.0,Urinary Tract Infection Treatments
96,2020-09-03,23890.0,Urinary Tract Infection Treatments
97,2020-09-04,23890.0,Urinary Tract Infection Treatments
98,2020-09-05,20463.0,Urinary Tract Infection Treatments
99,2020-09-06,15362.0,Urinary Tract Infection Treatments
100,2020-09-07,22276.0,Urinary Tract Infection Treatments
101,2020-09-08,22276.0,Urinary Tract Infection Treatments
102,2020-09-09,22276.0,Urinary Tract Infection Treatments
103,2020-09-10,22276.0,Urinary Tract Infection Treatments
104,2020-09-11,22493.0,Urinary Tract Infection Treatments
105,2020-09-12,24450.0,Urinary Tract Infection Treatments
106,2020-09-13,24450.0,Urinary Tract Infection Treatments
107,2020-09-14,24450.0,Urinary Tract Infection Treatments
108,2020-09-15,24450.0,Urinary Tract Infection Treatments
109,2020-09-16,23279.0,Urinary Tract Infection Treatments
110,2020-09-17,23279.0,Urinary Tract Infection Treatments
111,2020-09-18,23279.0,Urinary Tract Infection Treatments
112,2020-09-19,23279.0,Urinary Tract Infection Treatments
113,2020-09-20,23279.0,Urinary Tract Infection Treatments
114,2020-09-21,21459.0,Urinary Tract Infection Treatments
115,2020-09-22,21459.0,Urinary Tract Infection Treatments
116,2020-09-23,23691.0,Urinary Tract Infection Treatments
117,2020-09-24,23691.0,Urinary Tract Infection Treatments
118,2020-09-25,23691.0,Urinary Tract Infection Treatments
119,2020-09-26,22996.0,Urinary Tract Infection Treatments
120,2020-09-27,22849.0,Urinary Tract Infection Treatments
121,2020-09-28,22849.0,Urinary Tract Infection Treatments
122,2020-09-29,28071.0,Urinary Tract Infection Treatments
123,2020-09-30,28071.0,Urinary Tract Infection Treatments
124,2020-10-01,28071.0,Urinary Tract Infection Treatments
125,2020-10-02,21467.0,Urinary Tract Infection Treatments
126,2020-10-03,21467.0,Urinary Tract Infection Treatments
127,2020-10-04,21467.0,Urinary Tract Infection Treatments
128,2020-10-05,21467.0,Urinary Tract Infection Treatments
129,2020-10-06,22978.0,Urinary Tract Infection Treatments
130,2020-10-07,20530.0,Urinary Tract Infection Treatments
131,2020-10-08,20530.0,Urinary Tract Infection Treatments
132,2020-10-09,20530.0,Urinary Tract Infection Treatments
133,2020-10-10,25973.0,Urinary Tract Infection Treatments
134,2020-10-11,25973.0,Urinary Tract Infection Treatments
135,2020-10-12,30493.0,Urinary Tract Infection Treatments
136,2020-10-13,30493.0,Urinary Tract Infection Treatments
137,2020-10-14,30493.0,Urinary Tract Infection Treatments
138,2020-10-15,30493.0,Urinary Tract Infection Treatments
139,2020-10-16,30493.0,Urinary Tract Infection Treatments
140,2020-10-17,30493.0,Urinary Tract Infection Treatments
141,2020-10-18,21060.0,Urinary Tract Infection Treatments
142,2020-10-19,21060.0,Urinary Tract Infection Treatments
143,2020-10-20,21060.0,Urinary Tract Infection Treatments
144,2020-10-21,21060.0,Urinary Tract Infection Treatments
145,2020-10-22,21060.0,Urinary Tract Infection Treatments
146,2020-10-23,19231.0,Urinary Tract Infection Treatments
147,2020-10-24,19231.0,Urinary Tract Infection Treatments
148,2020-10-25,19231.0,Urinary Tract Infection Treatments
149,2020-10-26,22360.0,Urinary Tract Infection Treatments
150,2020-10-27,22360.0,Urinary Tract Infection Treatments
151,2020-10-28,17606.0,Urinary Tract Infection Treatments
152,2020-10-29,17606.0,Urinary Tract Infection Treatments
153,2020-10-30,17606.0,Urinary Tract Infection Treatments
154,2020-10-31,17606.0,Urinary Tract Infection Treatments
155,2020-11-01,20859.0,Urinary Tract Infection Treatments
156,2020-11-02,20859.0,Urinary Tract Infection Treatments
157,2020-11-03,20859.0,Urinary Tract Infection Treatments
158,2020-11-04,16848.0,Urinary Tract Infection Treatments
159,2020-11-05,16848.0,Urinary Tract Infection Treatments
160,2020-11-06,16848.0,Urinary Tract Infection Treatments
161,2020-11-07,27741.0,Urinary Tract Infection Treatments
162,2020-11-08,19223.0,Urinary Tract Infection Treatments
163,2020-11-09,19223.0,Urinary Tract Infection Treatments
164,2020-11-10,19223.0,Urinary Tract Infection Treatments
165,2020-11-11,19223.0,Urinary Tract Infection Treatments
166,2020-11-12,19223.0,Urinary Tract Infection Treatments
167,2020-11-13,19223.0,Urinary Tract Infection Treatments
168,2020-11-14,19223.0,Urinary Tract Infection Treatments
169,2020-11-15,23571.0,Urinary Tract Infection Treatments
170,2020-11-16,23571.0,Urinary Tract Infection Treatments
171,2020-11-17,23571.0,Urinary Tract Infection Treatments
172,2020-11-18,19754.0,Urinary Tract Infection Treatments
173,2020-11-19,23640.0,Urinary Tract Infection Treatments
174,2020-11-20,23640.0,Urinary Tract Infection Treatments
175,2020-11-21,23640.0,Urinary Tract Infection Treatments
176,2020-11-22,23135.0,Urinary Tract Infection Treatments
177,2020-11-23,23135.0,Urinary Tract Infection Treatments
178,2020-11-24,23135.0,Urinary Tract Infection Treatments
179,2020-11-25,27388.0,Urinary Tract Infection Treatments
180,2020-11-26,27388.0,Urinary Tract Infection Treatments
181,2020-11-27,27388.0,Urinary Tract Infection Treatments
182,2020-11-28,27388.0,Urinary Tract Infection Treatments
183,2020-11-29,27388.0,Urinary Tract Infection Treatments
184,2020-11-30,28834.0,Urinary Tract Infection Treatments
185,2020-12-01,28834.0,Urinary Tract Infection Treatments
186,2020-12-02,28834.0,Urinary Tract Infection Treatments
187,2020-12-03,28834.0,Urinary Tract Infection Treatments
188,2020-12-04,28576.0,Urinary Tract Infection Treatments
189,2020-12-05,28576.0,Urinary Tract Infection Treatments
190,2020-12-06,28576.0,Urinary Tract Infection Treatments
191,2020-12-07,28576.0,Urinary Tract Infection Treatments
192,2020-12-08,21997.0,Urinary Tract Infection Treatments
193,2020-12-09,21997.0,Urinary Tract Infection Treatments
194,2020-12-10,21997.0,Urinary Tract Infection Treatments
195,2020-12-11,26750.0,Urinary Tract Infection Treatments
196,2020-12-12,26750.0,Urinary Tract Infection Treatments
197,2020-12-13,26750.0,Urinary Tract Infection Treatments
198,2020-12-14,26750.0,Urinary Tract Infection Treatments
199,2020-12-15,26750.0,Urinary Tract Infection Treatments
200,2020-12-16,19731.0,Urinary Tract Infection Treatments
201,2020-12-17,19731.0,Urinary Tract Infection Treatments
202,2020-12-18,18411.0,Urinary Tract Infection Treatments
203,2020-12-19,18411.0,Urinary Tract Infection Treatments
204,2020-12-20,26480.0,Urinary Tract Infection Treatments
205,2020-12-21,26481.0,Urinary Tract Infection Treatments
206,2020-12-22,17837.0,Urinary Tract Infection Treatments
207,2020-12-23,17837.0,Urinary Tract Infection Treatments
208,2020-12-24,17837.0,Urinary Tract Infection Treatments
209,2020-12-25,17837.0,Urinary Tract Infection Treatments
210,2020-12-26,19633.0,Urinary Tract Infection Treatments
211,2020-12-27,19633.0,Urinary Tract Infection Treatments
212,2020-12-28,19633.0,Urinary Tract Infection Treatments
213,2020-12-29,19633.0,Urinary Tract Infection Treatments
214,2020-12-30,19633.0,Urinary Tract Infection Treatments
215,2020-12-31,25390.0,Urinary Tract Infection Treatments
216,2021-01-01,22613.0,Urinary Tract Infection Treatments
217,2021-01-02,22613.0,Urinary Tract Infection Treatments
218,2021-01-03,22613.0,Urinary Tract Infection Treatments
219,2021-01-04,22613.0,Urinary Tract Infection Treatments
220,2021-01-05,22613.0,Urinary Tract Infection Treatments
221,2021-01-06,22613.0,Urinary Tract Infection Treatments
222,2021-01-07,22613.0,Urinary Tract Infection Treatments
223,2021-01-08,22613.0,Urinary Tract Infection Treatments
224,2021-01-09,22613.0,Urinary Tract Infection Treatments
225,2021-01-10,22613.0,Urinary Tract Infection Treatments
226,2021-01-11,22613.0,Urinary Tract Infection Treatments
227,2021-01-12,26076.0,Urinary Tract Infection Treatments
228,2021-01-13,26076.0,Urinary Tract Infection Treatments
229,2021-01-14,26076.0,Urinary Tract Infection Treatments
230,2021-01-15,26076.0,Urinary Tract Infection Treatments
231,2021-01-16,26076.0,Urinary Tract Infection Treatments
232,2021-01-17,26076.0,Urinary Tract Infection Treatments
233,2021-01-18,26076.0,Urinary Tract Infection Treatments
234,2021-01-19,23296.0,Urinary Tract Infection Treatments
235,2021-01-20,28154.0,Urinary Tract Infection Treatments
236,2021-01-21,28154.0,Urinary Tract Infection Treatments
237,2021-01-22,21834.0,Urinary Tract Infection Treatments
238,2021-01-23,21834.0,Urinary Tract Infection Treatments
239,2021-01-24,21834.0,Urinary Tract Infection Treatments
240,2021-01-25,19137.0,Urinary Tract Infection Treatments
241,2021-01-26,22724.0,Urinary Tract Infection Treatments
242,2021-01-27,22724.0,Urinary Tract Infection Treatments
243,2021-01-28,22724.0,Urinary Tract Infection Treatments
244,2021-01-29,22724.0,Urinary Tract Infection Treatments
245,2021-01-30,22724.0,Urinary Tract Infection Treatments
246,2021-01-31,22724.0,Urinary Tract Infection Treatments
247,2021-02-01,22724.0,Urinary Tract Infection Treatments
248,2021-02-02,30125.0,Urinary Tract Infection Treatments
249,2021-02-03,30125.0,Urinary Tract Infection Treatments
250,2021-02-04,30125.0,Urinary Tract Infection Treatments
251,2021-02-05,37401.0,Urinary Tract Infection Treatments
252,2021-02-06,37401.0,Urinary Tract Infection Treatments
253,2021-02-07,37401.0,Urinary Tract Infection Treatments
254,2021-02-08,37401.0,Urinary Tract Infection Treatments
255,2021-02-09,37401.0,Urinary Tract Infection Treatments
256,2021-02-10,37401.0,Urinary Tract Infection Treatments
257,2021-02-11,69670.0,Urinary Tract Infection Treatments
258,2021-02-12,69670.0,Urinary Tract Infection Treatments
259,2021-02-13,69670.0,Urinary Tract Infection Treatments
260,2021-02-14,70242.0,Urinary Tract Infection Treatments
261,2021-02-15,70242.0,Urinary Tract Infection Treatments
262,2021-02-16,70242.0,Urinary Tract Infection Treatments
263,2021-02-17,70242.0,Urinary Tract Infection Treatments
264,2021-02-18,70242.0,Urinary Tract Infection Treatments
265,2021-02-19,21292.0,Urinary Tract Infection Treatments
266,2021-02-20,24572.0,Urinary Tract Infection Treatments
267,2021-02-21,24572.0,Urinary Tract Infection Treatments
268,2021-02-22,24572.0,Urinary Tract Infection Treatments
269,2021-02-23,24572.0,Urinary Tract Infection Treatments
270,2021-02-24,24572.0,Urinary Tract Infection Treatments
271,2021-02-25,27836.0,Urinary Tract Infection Treatments
272,2021-02-26,32413.0,Urinary Tract Infection Treatments
273,2021-02-27,32413.0,Urinary Tract Infection Treatments
274,2021-02-28,32413.0,Urinary Tract Infection Treatments
275,2021-03-01,29101.0,Urinary Tract Infection Treatments
276,2021-03-02,29101.0,Urinary Tract Infection Treatments
277,2021-03-03,29101.0,Urinary Tract Infection Treatments
278,2021-03-04,30896.0,Urinary Tract Infection Treatments
279,2021-03-05,30896.0,Urinary Tract Infection Treatments
280,2021-03-06,30896.0,Urinary Tract Infection Treatments
281,2021-03-07,24805.0,Urinary Tract Infection Treatments
282,2021-03-08,24805.0,Urinary Tract Infection Treatments
283,2021-03-09,27054.0,Urinary Tract Infection Treatments
284,2021-03-10,27054.0,Urinary Tract Infection Treatments
285,2021-03-11,27054.0,Urinary Tract Infection Treatments
286,2021-03-12,23825.0,Urinary Tract Infection Treatments
287,2021-03-13,23825.0,Urinary Tract Infection Treatments
288,2021-03-14,23825.0,Urinary Tract Infection Treatments
289,2021-03-15,23389.0,Urinary Tract Infection Treatments
290,2021-03-16,23389.0,Urinary Tract Infection Treatments
291,2021-03-17,22408.0,Urinary Tract Infection Treatments
292,2021-03-18,26669.0,Urinary Tract Infection Treatments
293,2021-03-19,26669.0,Urinary Tract Infection Treatments
294,2021-03-20,26669.0,Urinary Tract Infection Treatments
295,2021-03-21,32815.0,Urinary Tract Infection Treatments
296,2021-03-22,32815.0,Urinary Tract Infection Treatments
297,2021-03-23,32815.0,Urinary Tract Infection Treatments
298,2021-03-24,23173.0,Urinary Tract Infection Treatments
299,2021-03-25,23173.0,Urinary Tract Infection Treatments
300,2021-03-26,24406.0,Urinary Tract Infection Treatments
301,2021-03-27,24406.0,Urinary Tract Infection Treatments
302,2021-03-28,24406.0,Urinary Tract Infection Treatments
303,2021-03-29,24406.0,Urinary Tract Infection Treatments
304,2021-03-30,31123.0,Urinary Tract Infection Treatments
305,2021-03-31,27669.0,Urinary Tract Infection Treatments
306,2021-04-01,27669.0,Urinary Tract Infection Treatments
307,2021-04-02,27669.0,Urinary Tract Infection Treatments
308,2021-04-03,18006.0,Urinary Tract Infection Treatments
309,2021-04-04,18006.0,Urinary Tract Infection Treatments
310,2021-04-05,18006.0,Urinary Tract Infection Treatments
311,2021-04-06,18006.0,Urinary Tract Infection Treatments
312,2021-04-07,29528.0,Urinary Tract Infection Treatments
313,2021-04-08,29528.0,Urinary Tract Infection Treatments
314,2021-04-09,32756.0,Urinary Tract Infection Treatments
315,2021-04-10,32756.0,Urinary Tract Infection Treatments
316,2021-04-11,32756.0,Urinary Tract Infection Treatments
317,2021-04-12,19808.0,Urinary Tract Infection Treatments
318,2021-04-13,27729.0,Urinary Tract Infection Treatments
319,2021-04-14,27729.0,Urinary Tract Infection Treatments
320,2021-04-15,23058.0,Urinary Tract Infection Treatments
321,2021-04-16,23058.0,Urinary Tract Infection Treatments
322,2021-04-17,23058.0,Urinary Tract Infection Treatments
323,2021-04-18,27077.0,Urinary Tract Infection Treatments
324,2021-04-19,27077.0,Urinary Tract Infection Treatments
325,2021-04-20,28108.0,Urinary Tract Infection Treatments
326,2021-04-21,26216.0,Urinary Tract Infection Treatments
327,2021-04-22,30175.0,Urinary Tract Infection Treatments
328,2021-04-23,28472.0,Urinary Tract Infection Treatments
329,2021-04-24,28472.0,Urinary Tract Infection Treatments
330,2021-04-25,26923.0,Urinary Tract Infection Treatments
331,2021-04-26,26923.0,Urinary Tract Infection Treatments
332,2021-04-27,26704.0,Urinary Tract Infection Treatments
333,2021-04-28,26704.0,Urinary Tract Infection Treatments
334,2021-04-29,26704.0,Urinary Tract Infection Treatments
335,2021-04-30,26269.0,Urinary Tract Infection Treatments
336,2021-05-01,26269.0,Urinary Tract Infection Treatments
337,2021-05-02,26269.0,Urinary Tract Infection Treatments
338,2021-05-03,26648.0,Urinary Tract Infection Treatments
339,2021-05-04,26648.0,Urinary Tract Infection Treatments
340,2021-05-05,28783.0,Urinary Tract Infection Treatments
341,2021-05-06,28783.0,Urinary Tract Infection Treatments
342,2021-05-07,27831.0,Urinary Tract Infection Treatments
343,2021-05-08,28902.0,Urinary Tract Infection Treatments
344,2021-05-09,28902.0,Urinary Tract Infection Treatments
345,2021-05-10,31803.0,Urinary Tract Infection Treatments
346,2021-05-11,31803.0,Urinary Tract Infection Treatments
347,2021-05-12,31598.0,Urinary Tract Infection Treatments
348,2021-05-13,31419.0,Urinary Tract Infection Treatments
349,2021-05-14,31419.0,Urinary Tract Infection Treatments
350,2021-05-15,18530.0,Urinary Tract Infection Treatments
351,2021-05-16,18530.0,Urinary Tract Infection Treatments
352,2021-05-17,22218.0,Urinary Tract Infection Treatments
353,2021-05-18,22218.0,Urinary Tract Infection Treatments
354,2021-05-19,22013.0,Urinary Tract Infection Treatments
355,2021-05-20,23694.0,Urinary Tract Infection Treatments
356,2021-05-21,23646.0,Urinary Tract Infection Treatments
357,2021-05-22,23646.0,Urinary Tract Infection Treatments
358,2021-05-23,22286.0,Urinary Tract Infection Treatments
359,2021-05-24,21597.0,Urinary Tract Infection Treatments
360,2021-05-25,21966.0,Urinary Tract Infection Treatments
361,2021-05-26,21966.0,Urinary Tract Infection Treatments
362,2021-05-27,24107.0,Urinary Tract Infection Treatments
363,2021-05-28,24107.0,Urinary Tract Infection Treatments
364,2021-05-29,29138.0,Urinary Tract Infection Treatments
365,2021-05-30,30242.0,Urinary Tract Infection Treatments
366,2021-05-31,31704.0,Urinary Tract Infection Treatments
367,2021-06-01,31704.0,Urinary Tract Infection Treatments
368,2021-06-02,26424.0,Urinary Tract Infection Treatments
369,2021-06-03,26424.0,Urinary Tract Infection Treatments
370,2021-06-04,26424.0,Urinary Tract Infection Treatments
371,2021-06-05,28158.0,Urinary Tract Infection Treatments
372,2021-06-06,28158.0,Urinary Tract Infection Treatments
373,2021-06-07,25937.0,Urinary Tract Infection Treatments
374,2021-06-08,25937.0,Urinary Tract Infection Treatments
375,2021-06-09,25937.0,Urinary Tract Infection Treatments
376,2021-06-10,32590.0,Urinary Tract Infection Treatments
377,2021-06-11,32590.0,Urinary Tract Infection Treatments
378,2021-06-12,27526.0,Urinary Tract Infection Treatments
379,2021-06-13,27526.0,Urinary Tract Infection Treatments
380,2021-06-14,27526.0,Urinary Tract Infection Treatments
381,2021-06-15,27634.0,Urinary Tract Infection Treatments
382,2021-06-16,23198.0,Urinary Tract Infection Treatments
383,2021-06-17,23198.0,Urinary Tract Infection Treatments
384,2021-06-18,23198.0,Urinary Tract Infection Treatments
385,2021-06-19,26078.0,Urinary Tract Infection Treatments
386,2021-06-20,26078.0,Urinary Tract Infection Treatments
387,2021-06-21,24614.0,Urinary Tract Infection Treatments
388,2021-06-22,29845.0,Urinary Tract Infection Treatments
389,2021-06-23,29845.0,Urinary Tract Infection Treatments
390,2021-06-24,29845.0,Urinary Tract Infection Treatments
391,2021-06-25,31739.0,Urinary Tract Infection Treatments
392,2021-06-26,31739.0,Urinary Tract Infection Treatments
393,2021-06-27,31739.0,Urinary Tract Infection Treatments
394,2021-06-28,24993.0,Urinary Tract Infection Treatments
395,2021-06-29,24993.0,Urinary Tract Infection Treatments
396,2021-06-30,24993.0,Urinary Tract Infection Treatments
397,2021-07-01,31441.0,Urinary Tract Infection Treatments
398,2021-07-02,31441.0,Urinary Tract Infection Treatments
399,2021-07-03,31441.0,Urinary Tract Infection Treatments
400,2021-07-04,25859.0,Urinary Tract Infection Treatments
401,2021-07-05,25859.0,Urinary Tract Infection Treatments
402,2021-07-06,26452.0,Urinary Tract Infection Treatments
403,2021-07-07,26452.0,Urinary Tract Infection Treatments
404,2021-07-08,26452.0,Urinary Tract Infection Treatments
405,2021-07-09,26452.0,Urinary Tract Infection Treatments
406,2021-07-10,32526.0,Urinary Tract Infection Treatments
