,date,value,name_B07VLBMZLC
83,2019-10-21,401629.0,Water Treatment
84,2019-10-22,401629.0,Water Treatment
85,2019-10-23,401629.0,Water Treatment
86,2019-10-24,401629.0,Water Treatment
87,2019-10-25,401629.0,Water Treatment
88,2019-10-26,401629.0,Water Treatment
89,2019-10-27,401629.0,Water Treatment
90,2019-10-28,401629.0,Water Treatment
91,2019-10-29,401629.0,Water Treatment
92,2019-10-30,401629.0,Water Treatment
93,2019-10-31,401629.0,Water Treatment
94,2019-11-01,401629.0,Water Treatment
95,2019-11-02,401629.0,Water Treatment
96,2019-11-03,401629.0,Water Treatment
97,2019-11-04,401629.0,Water Treatment
98,2019-11-05,401629.0,Water Treatment
99,2019-11-06,401629.0,Water Treatment
100,2019-11-07,401629.0,Water Treatment
101,2019-11-08,401629.0,Water Treatment
102,2019-11-09,401629.0,Water Treatment
103,2019-11-10,401629.0,Water Treatment
104,2019-11-11,401629.0,Water Treatment
105,2019-11-12,401629.0,Water Treatment
106,2019-11-13,401629.0,Water Treatment
107,2019-11-14,401629.0,Water Treatment
108,2019-11-15,401629.0,Water Treatment
109,2019-11-16,401629.0,Water Treatment
110,2019-11-17,401629.0,Water Treatment
111,2019-11-18,401629.0,Water Treatment
112,2019-11-19,401629.0,Water Treatment
113,2019-11-20,401629.0,Water Treatment
114,2019-11-21,401629.0,Water Treatment
115,2019-11-22,401629.0,Water Treatment
116,2019-11-23,401629.0,Water Treatment
117,2019-11-24,401629.0,Water Treatment
118,2019-11-25,100530.0,Water Treatment
119,2019-11-26,100530.0,Water Treatment
120,2019-11-27,100530.0,Water Treatment
121,2019-11-28,100530.0,Water Treatment
122,2019-11-29,100530.0,Water Treatment
123,2019-11-30,100530.0,Water Treatment
124,2019-12-01,100530.0,Water Treatment
125,2019-12-02,100530.0,Water Treatment
126,2019-12-03,100530.0,Water Treatment
127,2019-12-04,100530.0,Water Treatment
128,2019-12-05,100530.0,Water Treatment
129,2019-12-06,100530.0,Water Treatment
130,2019-12-07,100530.0,Water Treatment
131,2019-12-08,100530.0,Water Treatment
132,2019-12-09,100530.0,Water Treatment
133,2019-12-10,100530.0,Water Treatment
134,2019-12-11,100530.0,Water Treatment
135,2019-12-12,100530.0,Water Treatment
136,2019-12-13,100530.0,Water Treatment
137,2019-12-14,100530.0,Water Treatment
138,2019-12-15,100530.0,Water Treatment
139,2019-12-16,100530.0,Water Treatment
140,2019-12-17,68558.0,Water Treatment
141,2019-12-18,68558.0,Water Treatment
142,2019-12-19,68558.0,Water Treatment
143,2019-12-20,68558.0,Water Treatment
144,2019-12-21,68558.0,Water Treatment
145,2019-12-22,68558.0,Water Treatment
146,2019-12-23,68558.0,Water Treatment
147,2019-12-24,68558.0,Water Treatment
148,2019-12-25,68558.0,Water Treatment
149,2019-12-26,68558.0,Water Treatment
150,2019-12-27,68558.0,Water Treatment
151,2019-12-28,68558.0,Water Treatment
152,2019-12-29,79589.0,Water Treatment
153,2019-12-30,79589.0,Water Treatment
154,2019-12-31,79589.0,Water Treatment
155,2020-01-01,79589.0,Water Treatment
156,2020-01-02,79589.0,Water Treatment
157,2020-01-03,79589.0,Water Treatment
158,2020-01-04,79589.0,Water Treatment
159,2020-01-05,79589.0,Water Treatment
160,2020-01-06,79589.0,Water Treatment
161,2020-01-07,79589.0,Water Treatment
162,2020-01-08,79589.0,Water Treatment
163,2020-01-09,79589.0,Water Treatment
164,2020-01-10,72730.0,Water Treatment
165,2020-01-11,72730.0,Water Treatment
166,2020-01-12,72730.0,Water Treatment
167,2020-01-13,72730.0,Water Treatment
168,2020-01-14,72730.0,Water Treatment
169,2020-01-15,72730.0,Water Treatment
170,2020-01-16,72730.0,Water Treatment
171,2020-01-17,72730.0,Water Treatment
172,2020-01-18,98451.0,Water Treatment
173,2020-01-19,98451.0,Water Treatment
174,2020-01-20,98451.0,Water Treatment
175,2020-01-21,98451.0,Water Treatment
176,2020-01-22,98451.0,Water Treatment
177,2020-01-23,98451.0,Water Treatment
178,2020-01-24,98451.0,Water Treatment
179,2020-01-25,98451.0,Water Treatment
180,2020-01-26,98451.0,Water Treatment
181,2020-01-27,98451.0,Water Treatment
182,2020-01-28,98451.0,Water Treatment
183,2020-01-29,126127.0,Water Treatment
184,2020-01-30,126127.0,Water Treatment
185,2020-01-31,126127.0,Water Treatment
186,2020-02-01,126127.0,Water Treatment
187,2020-02-02,126127.0,Water Treatment
188,2020-02-03,126127.0,Water Treatment
189,2020-02-04,126127.0,Water Treatment
190,2020-02-05,126127.0,Water Treatment
191,2020-02-06,29283.0,Water Treatment
192,2020-02-07,29283.0,Water Treatment
193,2020-02-08,29283.0,Water Treatment
194,2020-02-09,29283.0,Water Treatment
195,2020-02-10,29283.0,Water Treatment
196,2020-02-11,29283.0,Water Treatment
197,2020-02-12,29283.0,Water Treatment
198,2020-02-13,29283.0,Water Treatment
199,2020-02-14,29283.0,Water Treatment
200,2020-02-15,29283.0,Water Treatment
201,2020-02-16,29283.0,Water Treatment
202,2020-02-17,46592.0,Water Treatment
203,2020-02-18,46592.0,Water Treatment
204,2020-02-19,46592.0,Water Treatment
205,2020-02-20,46592.0,Water Treatment
206,2020-02-21,82892.0,Water Treatment
207,2020-02-22,82892.0,Water Treatment
208,2020-02-23,82892.0,Water Treatment
209,2020-02-24,82892.0,Water Treatment
210,2020-02-25,81543.0,Water Treatment
211,2020-02-26,81543.0,Water Treatment
212,2020-02-27,81543.0,Water Treatment
213,2020-02-28,81543.0,Water Treatment
214,2020-02-29,81543.0,Water Treatment
215,2020-03-01,81543.0,Water Treatment
216,2020-03-02,81543.0,Water Treatment
217,2020-03-03,38408.0,Water Treatment
218,2020-03-04,38408.0,Water Treatment
219,2020-03-05,45638.0,Water Treatment
220,2020-03-06,45638.0,Water Treatment
221,2020-03-07,45638.0,Water Treatment
222,2020-03-08,45638.0,Water Treatment
223,2020-03-09,45638.0,Water Treatment
224,2020-03-10,45638.0,Water Treatment
225,2020-03-11,45638.0,Water Treatment
226,2020-03-12,45638.0,Water Treatment
227,2020-03-13,45638.0,Water Treatment
228,2020-03-14,45638.0,Water Treatment
229,2020-03-15,19915.0,Water Treatment
230,2020-03-16,19915.0,Water Treatment
231,2020-03-17,19915.0,Water Treatment
232,2020-03-18,19915.0,Water Treatment
233,2020-03-19,30952.0,Water Treatment
234,2020-03-20,30952.0,Water Treatment
235,2020-03-21,30952.0,Water Treatment
236,2020-03-22,30952.0,Water Treatment
237,2020-03-23,30952.0,Water Treatment
238,2020-03-24,30952.0,Water Treatment
239,2020-03-25,30952.0,Water Treatment
240,2020-03-26,30952.0,Water Treatment
241,2020-03-27,30952.0,Water Treatment
242,2020-03-28,30952.0,Water Treatment
243,2020-03-29,30952.0,Water Treatment
244,2020-03-30,30952.0,Water Treatment
245,2020-03-31,30952.0,Water Treatment
246,2020-04-01,30952.0,Water Treatment
247,2020-04-02,30952.0,Water Treatment
248,2020-04-03,30952.0,Water Treatment
249,2020-04-04,22275.0,Water Treatment
250,2020-04-05,22275.0,Water Treatment
251,2020-04-06,22275.0,Water Treatment
252,2020-04-07,22275.0,Water Treatment
253,2020-04-08,16879.0,Water Treatment
254,2020-04-09,16879.0,Water Treatment
255,2020-04-10,16879.0,Water Treatment
256,2020-04-11,16879.0,Water Treatment
257,2020-04-12,23497.0,Water Treatment
258,2020-04-13,17172.0,Water Treatment
259,2020-04-14,17172.0,Water Treatment
260,2020-04-15,17172.0,Water Treatment
261,2020-04-16,17172.0,Water Treatment
262,2020-04-17,17172.0,Water Treatment
263,2020-04-18,17172.0,Water Treatment
264,2020-04-19,17172.0,Water Treatment
265,2020-04-20,17172.0,Water Treatment
266,2020-04-21,17172.0,Water Treatment
267,2020-04-22,17557.0,Water Treatment
268,2020-04-23,17557.0,Water Treatment
269,2020-04-24,17557.0,Water Treatment
270,2020-04-25,17557.0,Water Treatment
271,2020-04-26,17557.0,Water Treatment
272,2020-04-27,17557.0,Water Treatment
273,2020-04-28,17557.0,Water Treatment
274,2020-04-29,17557.0,Water Treatment
275,2020-04-30,17443.0,Water Treatment
276,2020-05-01,17443.0,Water Treatment
277,2020-05-02,17443.0,Water Treatment
278,2020-05-03,17443.0,Water Treatment
279,2020-05-04,17443.0,Water Treatment
280,2020-05-05,17443.0,Water Treatment
281,2020-05-06,17443.0,Water Treatment
282,2020-05-07,17443.0,Water Treatment
283,2020-05-08,17443.0,Water Treatment
284,2020-05-09,17443.0,Water Treatment
285,2020-05-10,17443.0,Water Treatment
286,2020-05-11,17443.0,Water Treatment
287,2020-05-12,17443.0,Water Treatment
288,2020-05-13,17443.0,Water Treatment
289,2020-05-14,17443.0,Water Treatment
290,2020-05-15,24339.0,Water Treatment
291,2020-05-16,24339.0,Water Treatment
292,2020-05-17,24339.0,Water Treatment
293,2020-05-18,24339.0,Water Treatment
294,2020-05-19,24339.0,Water Treatment
295,2020-05-20,21788.0,Water Treatment
296,2020-05-21,21788.0,Water Treatment
297,2020-05-22,21788.0,Water Treatment
298,2020-05-23,21788.0,Water Treatment
299,2020-05-24,21788.0,Water Treatment
300,2020-05-25,21788.0,Water Treatment
301,2020-05-26,21788.0,Water Treatment
302,2020-05-27,21788.0,Water Treatment
303,2020-05-28,21788.0,Water Treatment
304,2020-05-29,21788.0,Water Treatment
305,2020-05-30,21788.0,Water Treatment
306,2020-05-31,21788.0,Water Treatment
307,2020-06-01,21788.0,Water Treatment
308,2020-06-02,21788.0,Water Treatment
309,2020-06-03,21788.0,Water Treatment
310,2020-06-04,21788.0,Water Treatment
311,2020-06-05,21788.0,Water Treatment
312,2020-06-06,21788.0,Water Treatment
313,2020-06-07,21788.0,Water Treatment
314,2020-06-08,23952.0,Water Treatment
315,2020-06-09,23952.0,Water Treatment
316,2020-06-10,23952.0,Water Treatment
317,2020-06-11,23952.0,Water Treatment
318,2020-06-12,23952.0,Water Treatment
319,2020-06-13,23952.0,Water Treatment
320,2020-06-14,23952.0,Water Treatment
321,2020-06-15,23952.0,Water Treatment
322,2020-06-16,23952.0,Water Treatment
323,2020-06-17,23952.0,Water Treatment
324,2020-06-18,23952.0,Water Treatment
325,2020-06-19,23952.0,Water Treatment
326,2020-06-20,23952.0,Water Treatment
327,2020-06-21,23952.0,Water Treatment
328,2020-06-22,42129.0,Water Treatment
329,2020-06-23,42129.0,Water Treatment
330,2020-06-24,42129.0,Water Treatment
331,2020-06-25,42129.0,Water Treatment
332,2020-06-26,42129.0,Water Treatment
333,2020-06-27,42129.0,Water Treatment
334,2020-06-28,42129.0,Water Treatment
335,2020-06-29,42129.0,Water Treatment
336,2020-06-30,42129.0,Water Treatment
337,2020-07-01,42129.0,Water Treatment
338,2020-07-02,42129.0,Water Treatment
339,2020-07-03,42129.0,Water Treatment
340,2020-07-04,42129.0,Water Treatment
341,2020-07-05,31339.0,Water Treatment
342,2020-07-06,31339.0,Water Treatment
343,2020-07-07,31339.0,Water Treatment
344,2020-07-08,23758.0,Water Treatment
345,2020-07-09,23758.0,Water Treatment
346,2020-07-10,23758.0,Water Treatment
347,2020-07-11,23758.0,Water Treatment
348,2020-07-12,23758.0,Water Treatment
349,2020-07-13,23758.0,Water Treatment
350,2020-07-14,23758.0,Water Treatment
351,2020-07-15,23758.0,Water Treatment
352,2020-07-16,23758.0,Water Treatment
353,2020-07-17,23758.0,Water Treatment
354,2020-07-18,23758.0,Water Treatment
355,2020-07-19,23758.0,Water Treatment
356,2020-07-20,23758.0,Water Treatment
357,2020-07-21,23758.0,Water Treatment
358,2020-07-22,23758.0,Water Treatment
359,2020-07-23,23758.0,Water Treatment
360,2020-07-24,23758.0,Water Treatment
361,2020-07-25,23758.0,Water Treatment
362,2020-07-26,23758.0,Water Treatment
363,2020-07-27,23758.0,Water Treatment
364,2020-07-28,23758.0,Water Treatment
365,2020-07-29,23758.0,Water Treatment
366,2020-07-30,25655.0,Water Treatment
367,2020-07-31,25655.0,Water Treatment
368,2020-08-01,25655.0,Water Treatment
369,2020-08-02,25655.0,Water Treatment
370,2020-08-03,25655.0,Water Treatment
371,2020-08-04,25655.0,Water Treatment
372,2020-08-05,25655.0,Water Treatment
373,2020-08-06,46649.0,Water Treatment
374,2020-08-07,46649.0,Water Treatment
375,2020-08-08,46649.0,Water Treatment
376,2020-08-09,46649.0,Water Treatment
377,2020-08-10,46649.0,Water Treatment
378,2020-08-11,46649.0,Water Treatment
379,2020-08-12,46649.0,Water Treatment
380,2020-08-13,46649.0,Water Treatment
381,2020-08-14,30375.0,Water Treatment
382,2020-08-15,30375.0,Water Treatment
383,2020-08-16,30375.0,Water Treatment
384,2020-08-17,30375.0,Water Treatment
385,2020-08-18,18137.0,Water Treatment
386,2020-08-19,23899.0,Water Treatment
387,2020-08-20,23899.0,Water Treatment
388,2020-08-21,23899.0,Water Treatment
389,2020-08-22,23899.0,Water Treatment
390,2020-08-23,23899.0,Water Treatment
391,2020-08-24,23899.0,Water Treatment
392,2020-08-25,23899.0,Water Treatment
393,2020-08-26,23899.0,Water Treatment
394,2020-08-27,23899.0,Water Treatment
395,2020-08-28,28287.0,Water Treatment
396,2020-08-29,53569.0,Water Treatment
397,2020-08-30,53569.0,Water Treatment
398,2020-08-31,53569.0,Water Treatment
399,2020-09-01,53569.0,Water Treatment
400,2020-09-02,53569.0,Water Treatment
401,2020-09-03,57951.0,Water Treatment
402,2020-09-04,57951.0,Water Treatment
403,2020-09-05,57951.0,Water Treatment
404,2020-09-06,57951.0,Water Treatment
405,2020-09-07,57951.0,Water Treatment
406,2020-09-08,57951.0,Water Treatment
407,2020-09-09,57951.0,Water Treatment
408,2020-09-10,57951.0,Water Treatment
409,2020-09-11,57951.0,Water Treatment
410,2020-09-12,57951.0,Water Treatment
411,2020-09-13,57951.0,Water Treatment
412,2020-09-14,30438.0,Water Treatment
413,2020-09-15,30438.0,Water Treatment
414,2020-09-16,30438.0,Water Treatment
415,2020-09-17,56374.0,Water Treatment
416,2020-09-18,56374.0,Water Treatment
417,2020-09-19,56374.0,Water Treatment
418,2020-09-20,56374.0,Water Treatment
419,2020-09-21,56374.0,Water Treatment
420,2020-09-22,29576.0,Water Treatment
421,2020-09-23,29576.0,Water Treatment
422,2020-09-24,29576.0,Water Treatment
423,2020-09-25,29576.0,Water Treatment
424,2020-09-26,29576.0,Water Treatment
425,2020-09-27,29576.0,Water Treatment
426,2020-09-28,67306.0,Water Treatment
427,2020-09-29,67306.0,Water Treatment
428,2020-09-30,67306.0,Water Treatment
429,2020-10-01,67306.0,Water Treatment
430,2020-10-02,48000.0,Water Treatment
431,2020-10-03,48000.0,Water Treatment
432,2020-10-04,48000.0,Water Treatment
433,2020-10-05,48000.0,Water Treatment
434,2020-10-06,48000.0,Water Treatment
435,2020-10-07,48000.0,Water Treatment
436,2020-10-08,48000.0,Water Treatment
437,2020-10-09,69540.0,Water Treatment
438,2020-10-10,69540.0,Water Treatment
439,2020-10-11,69540.0,Water Treatment
440,2020-10-12,69540.0,Water Treatment
441,2020-10-13,99382.0,Water Treatment
442,2020-10-14,99382.0,Water Treatment
443,2020-10-15,99382.0,Water Treatment
444,2020-10-16,48026.0,Water Treatment
445,2020-10-17,48026.0,Water Treatment
446,2020-10-18,48026.0,Water Treatment
447,2020-10-19,64412.0,Water Treatment
448,2020-10-20,64412.0,Water Treatment
449,2020-10-21,64412.0,Water Treatment
450,2020-10-22,64412.0,Water Treatment
451,2020-10-23,64412.0,Water Treatment
452,2020-10-24,95815.0,Water Treatment
453,2020-10-25,95815.0,Water Treatment
454,2020-10-26,95815.0,Water Treatment
455,2020-10-27,72604.0,Water Treatment
456,2020-10-28,72604.0,Water Treatment
457,2020-10-29,72604.0,Water Treatment
458,2020-10-30,72604.0,Water Treatment
459,2020-10-31,72604.0,Water Treatment
460,2020-11-01,72604.0,Water Treatment
461,2020-11-02,72604.0,Water Treatment
462,2020-11-03,72604.0,Water Treatment
463,2020-11-04,78433.0,Water Treatment
464,2020-11-05,78433.0,Water Treatment
465,2020-11-06,78433.0,Water Treatment
466,2020-11-07,78433.0,Water Treatment
467,2020-11-08,78433.0,Water Treatment
468,2020-11-09,78433.0,Water Treatment
469,2020-11-10,83334.0,Water Treatment
470,2020-11-11,83334.0,Water Treatment
471,2020-11-12,83334.0,Water Treatment
472,2020-11-13,83334.0,Water Treatment
473,2020-11-14,83334.0,Water Treatment
474,2020-11-15,83334.0,Water Treatment
475,2020-11-16,270982.0,Water Treatment
476,2020-11-17,270982.0,Water Treatment
477,2020-11-18,270982.0,Water Treatment
478,2020-11-19,270982.0,Water Treatment
479,2020-11-20,270982.0,Water Treatment
480,2020-11-21,270982.0,Water Treatment
481,2020-11-22,270982.0,Water Treatment
482,2020-11-23,270982.0,Water Treatment
483,2020-11-24,270982.0,Water Treatment
484,2020-11-25,270982.0,Water Treatment
485,2020-11-26,270982.0,Water Treatment
486,2020-11-27,104688.0,Water Treatment
487,2020-11-28,104688.0,Water Treatment
488,2020-11-29,104688.0,Water Treatment
489,2020-11-30,104688.0,Water Treatment
490,2020-12-01,104688.0,Water Treatment
491,2020-12-02,104688.0,Water Treatment
492,2020-12-03,104688.0,Water Treatment
493,2020-12-04,104688.0,Water Treatment
494,2020-12-05,104688.0,Water Treatment
495,2020-12-06,104688.0,Water Treatment
496,2020-12-07,104688.0,Water Treatment
497,2020-12-08,76948.0,Water Treatment
498,2020-12-09,76948.0,Water Treatment
499,2020-12-10,76948.0,Water Treatment
500,2020-12-11,76948.0,Water Treatment
501,2020-12-12,76948.0,Water Treatment
502,2020-12-13,76948.0,Water Treatment
503,2020-12-14,48313.0,Water Treatment
504,2020-12-15,48313.0,Water Treatment
505,2020-12-16,48313.0,Water Treatment
506,2020-12-17,88088.0,Water Treatment
507,2020-12-18,88088.0,Water Treatment
508,2020-12-19,88088.0,Water Treatment
509,2020-12-20,88088.0,Water Treatment
510,2020-12-21,88088.0,Water Treatment
511,2020-12-22,88088.0,Water Treatment
512,2020-12-23,126000.0,Water Treatment
513,2020-12-24,126000.0,Water Treatment
514,2020-12-25,66021.0,Water Treatment
515,2020-12-26,93915.0,Water Treatment
516,2020-12-27,112344.0,Water Treatment
517,2020-12-28,129546.0,Water Treatment
518,2020-12-29,139876.0,Water Treatment
519,2020-12-30,146588.0,Water Treatment
520,2020-12-31,148104.0,Water Treatment
521,2021-01-01,148570.0,Water Treatment
522,2021-01-02,56285.0,Water Treatment
523,2021-01-03,113267.0,Water Treatment
524,2021-01-04,134124.0,Water Treatment
525,2021-01-05,67416.0,Water Treatment
526,2021-01-06,100236.0,Water Treatment
527,2021-01-07,114913.0,Water Treatment
528,2021-01-08,82793.0,Water Treatment
529,2021-01-09,82793.0,Water Treatment
530,2021-01-10,82793.0,Water Treatment
531,2021-01-11,128274.0,Water Treatment
532,2021-01-12,128274.0,Water Treatment
533,2021-01-13,128274.0,Water Treatment
534,2021-01-14,128274.0,Water Treatment
535,2021-01-15,116507.0,Water Treatment
536,2021-01-16,116507.0,Water Treatment
537,2021-01-17,116507.0,Water Treatment
538,2021-01-18,116507.0,Water Treatment
539,2021-01-19,116507.0,Water Treatment
540,2021-01-20,116507.0,Water Treatment
541,2021-01-21,116507.0,Water Treatment
542,2021-01-22,116507.0,Water Treatment
543,2021-01-23,47177.0,Water Treatment
544,2021-01-24,47177.0,Water Treatment
545,2021-01-25,47177.0,Water Treatment
546,2021-01-26,47177.0,Water Treatment
547,2021-01-27,47177.0,Water Treatment
548,2021-01-28,116435.0,Water Treatment
549,2021-01-29,116435.0,Water Treatment
550,2021-01-30,116435.0,Water Treatment
551,2021-01-31,116435.0,Water Treatment
552,2021-02-01,116435.0,Water Treatment
553,2021-02-02,116435.0,Water Treatment
554,2021-02-03,92483.0,Water Treatment
555,2021-02-04,92483.0,Water Treatment
556,2021-02-05,92483.0,Water Treatment
557,2021-02-06,92483.0,Water Treatment
558,2021-02-07,92483.0,Water Treatment
559,2021-02-08,92483.0,Water Treatment
560,2021-02-09,92483.0,Water Treatment
561,2021-02-10,92483.0,Water Treatment
562,2021-02-11,56626.0,Water Treatment
563,2021-02-12,56626.0,Water Treatment
564,2021-02-13,44317.0,Water Treatment
565,2021-02-14,44317.0,Water Treatment
566,2021-02-15,84720.0,Water Treatment
567,2021-02-16,84720.0,Water Treatment
568,2021-02-17,84720.0,Water Treatment
569,2021-02-18,89569.0,Water Treatment
570,2021-02-19,89569.0,Water Treatment
571,2021-02-20,122950.0,Water Treatment
572,2021-02-21,122950.0,Water Treatment
573,2021-02-22,122950.0,Water Treatment
574,2021-02-23,122950.0,Water Treatment
575,2021-02-24,122950.0,Water Treatment
576,2021-02-25,122950.0,Water Treatment
577,2021-02-26,122950.0,Water Treatment
578,2021-02-27,122950.0,Water Treatment
579,2021-02-28,122950.0,Water Treatment
580,2021-03-01,122950.0,Water Treatment
581,2021-03-02,24959.0,Water Treatment
582,2021-03-03,24959.0,Water Treatment
583,2021-03-04,24959.0,Water Treatment
584,2021-03-05,24959.0,Water Treatment
585,2021-03-06,24959.0,Water Treatment
586,2021-03-07,24959.0,Water Treatment
587,2021-03-08,22911.0,Water Treatment
588,2021-03-09,22911.0,Water Treatment
589,2021-03-10,22911.0,Water Treatment
590,2021-03-11,22911.0,Water Treatment
591,2021-03-12,22911.0,Water Treatment
592,2021-03-13,22911.0,Water Treatment
593,2021-03-14,18979.0,Water Treatment
594,2021-03-15,18979.0,Water Treatment
595,2021-03-16,18979.0,Water Treatment
596,2021-03-17,18979.0,Water Treatment
597,2021-03-18,24326.0,Water Treatment
598,2021-03-19,24326.0,Water Treatment
599,2021-03-20,24326.0,Water Treatment
600,2021-03-21,24326.0,Water Treatment
601,2021-03-22,24326.0,Water Treatment
602,2021-03-23,24326.0,Water Treatment
603,2021-03-24,16607.0,Water Treatment
604,2021-03-25,22400.0,Water Treatment
605,2021-03-26,22400.0,Water Treatment
606,2021-03-27,13731.0,Water Treatment
607,2021-03-28,13731.0,Water Treatment
608,2021-03-29,13731.0,Water Treatment
609,2021-03-30,16466.0,Water Treatment
610,2021-03-31,14990.0,Water Treatment
611,2021-04-01,16308.0,Water Treatment
612,2021-04-02,16308.0,Water Treatment
613,2021-04-03,16308.0,Water Treatment
614,2021-04-04,16308.0,Water Treatment
615,2021-04-05,12640.0,Water Treatment
616,2021-04-06,8189.0,Water Treatment
617,2021-04-07,8189.0,Water Treatment
618,2021-04-08,8189.0,Water Treatment
619,2021-04-09,9269.0,Water Treatment
620,2021-04-10,9269.0,Water Treatment
621,2021-04-11,9269.0,Water Treatment
622,2021-04-12,9269.0,Water Treatment
623,2021-04-13,9269.0,Water Treatment
624,2021-04-14,13296.0,Water Treatment
625,2021-04-15,13296.0,Water Treatment
626,2021-04-16,10260.0,Water Treatment
627,2021-04-17,10260.0,Water Treatment
628,2021-04-18,10260.0,Water Treatment
629,2021-04-19,9345.0,Water Treatment
630,2021-04-20,9345.0,Water Treatment
631,2021-04-21,12072.0,Water Treatment
632,2021-04-22,12420.0,Water Treatment
633,2021-04-23,12420.0,Water Treatment
634,2021-04-24,12420.0,Water Treatment
635,2021-04-25,12420.0,Water Treatment
636,2021-04-26,12420.0,Water Treatment
637,2021-04-27,7736.0,Water Treatment
638,2021-04-28,7736.0,Water Treatment
639,2021-04-29,8865.0,Water Treatment
640,2021-04-30,8676.0,Water Treatment
641,2021-05-01,13117.0,Water Treatment
642,2021-05-02,13117.0,Water Treatment
643,2021-05-03,13117.0,Water Treatment
644,2021-05-04,9688.0,Water Treatment
645,2021-05-05,9688.0,Water Treatment
646,2021-05-06,12350.0,Water Treatment
647,2021-05-07,12350.0,Water Treatment
648,2021-05-08,12350.0,Water Treatment
649,2021-05-09,9085.0,Water Treatment
650,2021-05-10,9085.0,Water Treatment
651,2021-05-11,11089.0,Water Treatment
652,2021-05-12,11089.0,Water Treatment
653,2021-05-13,11565.0,Water Treatment
654,2021-05-14,11565.0,Water Treatment
655,2021-05-15,11565.0,Water Treatment
656,2021-05-16,11565.0,Water Treatment
657,2021-05-17,6884.0,Water Treatment
658,2021-05-18,6884.0,Water Treatment
659,2021-05-19,6884.0,Water Treatment
660,2021-05-20,6884.0,Water Treatment
661,2021-05-21,6884.0,Water Treatment
662,2021-05-22,6884.0,Water Treatment
663,2021-05-23,6884.0,Water Treatment
664,2021-05-24,6884.0,Water Treatment
