,date,value,name_B07FSQCW7B
40,2019-11-12,8562.0,"Braces, Splints & Supports"
41,2019-11-13,8274.0,"Braces, Splints & Supports"
42,2019-11-14,8274.0,"Braces, Splints & Supports"
43,2019-11-15,8787.0,"Braces, Splints & Supports"
44,2019-11-16,9731.0,"Braces, Splints & Supports"
45,2019-11-17,9731.0,"Braces, Splints & Supports"
46,2019-11-18,8129.0,"Braces, Splints & Supports"
47,2019-11-19,8107.0,"Braces, Splints & Supports"
48,2019-11-20,8107.0,"Braces, Splints & Supports"
49,2019-11-21,8107.0,"Braces, Splints & Supports"
50,2019-11-22,40638.0,"Braces, Splints & Supports"
51,2019-11-23,42725.0,"Braces, Splints & Supports"
52,2019-11-24,42725.0,"Braces, Splints & Supports"
53,2019-11-25,42725.0,"Braces, Splints & Supports"
54,2019-11-26,37500.0,"Braces, Splints & Supports"
55,2019-11-27,35326.0,"Braces, Splints & Supports"
56,2019-11-28,35326.0,"Braces, Splints & Supports"
57,2019-11-29,35326.0,"Braces, Splints & Supports"
58,2019-11-30,35326.0,"Braces, Splints & Supports"
59,2019-12-01,45555.0,"Braces, Splints & Supports"
60,2019-12-02,45555.0,"Braces, Splints & Supports"
61,2019-12-03,45555.0,"Braces, Splints & Supports"
62,2019-12-04,54532.0,"Braces, Splints & Supports"
63,2019-12-05,54532.0,"Braces, Splints & Supports"
64,2019-12-06,44628.0,"Braces, Splints & Supports"
65,2019-12-07,44628.0,"Braces, Splints & Supports"
66,2019-12-08,44628.0,"Braces, Splints & Supports"
67,2019-12-09,39315.0,"Braces, Splints & Supports"
68,2019-12-10,39315.0,"Braces, Splints & Supports"
69,2019-12-11,39315.0,"Braces, Splints & Supports"
70,2019-12-12,37462.0,"Braces, Splints & Supports"
71,2019-12-13,41325.0,"Braces, Splints & Supports"
72,2019-12-14,41325.0,"Braces, Splints & Supports"
73,2019-12-15,35196.0,"Braces, Splints & Supports"
74,2019-12-16,35196.0,"Braces, Splints & Supports"
75,2019-12-17,35196.0,"Braces, Splints & Supports"
76,2019-12-18,35196.0,"Braces, Splints & Supports"
77,2019-12-19,37169.0,"Braces, Splints & Supports"
78,2019-12-20,37169.0,"Braces, Splints & Supports"
79,2019-12-21,37169.0,"Braces, Splints & Supports"
80,2019-12-22,37169.0,"Braces, Splints & Supports"
81,2019-12-23,35337.0,"Braces, Splints & Supports"
82,2019-12-24,38899.0,"Braces, Splints & Supports"
83,2019-12-25,38899.0,"Braces, Splints & Supports"
84,2019-12-26,28092.0,"Braces, Splints & Supports"
85,2019-12-27,28092.0,"Braces, Splints & Supports"
86,2019-12-28,28092.0,"Braces, Splints & Supports"
87,2019-12-29,28092.0,"Braces, Splints & Supports"
88,2019-12-30,33654.0,"Braces, Splints & Supports"
89,2019-12-31,44573.0,"Braces, Splints & Supports"
90,2020-01-01,44573.0,"Braces, Splints & Supports"
91,2020-01-02,44573.0,"Braces, Splints & Supports"
92,2020-01-03,36944.0,"Braces, Splints & Supports"
93,2020-01-04,29170.0,"Braces, Splints & Supports"
94,2020-01-05,18572.0,"Braces, Splints & Supports"
95,2020-01-06,18572.0,"Braces, Splints & Supports"
96,2020-01-07,23144.0,"Braces, Splints & Supports"
97,2020-01-08,23903.0,"Braces, Splints & Supports"
98,2020-01-09,23269.0,"Braces, Splints & Supports"
99,2020-01-10,22712.0,"Braces, Splints & Supports"
100,2020-01-11,22712.0,"Braces, Splints & Supports"
101,2020-01-12,22712.0,"Braces, Splints & Supports"
102,2020-01-13,18803.0,"Braces, Splints & Supports"
103,2020-01-14,18803.0,"Braces, Splints & Supports"
104,2020-01-15,18803.0,"Braces, Splints & Supports"
105,2020-01-16,18803.0,"Braces, Splints & Supports"
106,2020-01-17,19259.0,"Braces, Splints & Supports"
107,2020-01-18,19259.0,"Braces, Splints & Supports"
108,2020-01-19,22275.0,"Braces, Splints & Supports"
109,2020-01-20,22275.0,"Braces, Splints & Supports"
110,2020-01-21,22275.0,"Braces, Splints & Supports"
111,2020-01-22,22275.0,"Braces, Splints & Supports"
112,2020-01-23,22275.0,"Braces, Splints & Supports"
113,2020-01-24,47874.0,"Braces, Splints & Supports"
114,2020-01-25,47874.0,"Braces, Splints & Supports"
115,2020-01-26,30959.0,"Braces, Splints & Supports"
116,2020-01-27,31334.0,"Braces, Splints & Supports"
117,2020-01-28,31334.0,"Braces, Splints & Supports"
118,2020-01-29,31334.0,"Braces, Splints & Supports"
119,2020-01-30,31334.0,"Braces, Splints & Supports"
120,2020-01-31,31145.0,"Braces, Splints & Supports"
121,2020-02-01,31145.0,"Braces, Splints & Supports"
122,2020-02-02,31145.0,"Braces, Splints & Supports"
123,2020-02-03,31145.0,"Braces, Splints & Supports"
124,2020-02-04,31145.0,"Braces, Splints & Supports"
125,2020-02-05,31145.0,"Braces, Splints & Supports"
126,2020-02-06,24640.0,"Braces, Splints & Supports"
127,2020-02-07,24640.0,"Braces, Splints & Supports"
128,2020-02-08,24640.0,"Braces, Splints & Supports"
129,2020-02-09,24640.0,"Braces, Splints & Supports"
130,2020-02-10,24640.0,"Braces, Splints & Supports"
131,2020-02-11,26660.0,"Braces, Splints & Supports"
132,2020-02-12,26660.0,"Braces, Splints & Supports"
133,2020-02-13,26660.0,"Braces, Splints & Supports"
134,2020-02-14,15537.0,"Braces, Splints & Supports"
135,2020-02-15,15537.0,"Braces, Splints & Supports"
136,2020-02-16,15537.0,"Braces, Splints & Supports"
137,2020-02-17,19545.0,"Braces, Splints & Supports"
138,2020-02-18,19545.0,"Braces, Splints & Supports"
139,2020-02-19,18776.0,"Braces, Splints & Supports"
140,2020-02-20,18776.0,"Braces, Splints & Supports"
141,2020-02-21,18776.0,"Braces, Splints & Supports"
142,2020-02-22,18776.0,"Braces, Splints & Supports"
143,2020-02-23,1387.0,"Braces, Splints & Supports"
144,2020-02-24,1839.0,"Braces, Splints & Supports"
145,2020-02-25,1671.0,"Braces, Splints & Supports"
146,2020-02-26,1671.0,"Braces, Splints & Supports"
147,2020-02-27,1671.0,"Braces, Splints & Supports"
148,2020-02-28,1671.0,"Braces, Splints & Supports"
149,2020-02-29,1671.0,"Braces, Splints & Supports"
150,2020-03-01,18063.0,"Braces, Splints & Supports"
151,2020-03-02,18063.0,"Braces, Splints & Supports"
152,2020-03-03,18063.0,"Braces, Splints & Supports"
153,2020-03-04,16158.0,"Braces, Splints & Supports"
154,2020-03-05,16158.0,"Braces, Splints & Supports"
155,2020-03-06,15728.0,"Braces, Splints & Supports"
156,2020-03-07,15728.0,"Braces, Splints & Supports"
157,2020-03-08,15728.0,"Braces, Splints & Supports"
158,2020-03-09,18960.0,"Braces, Splints & Supports"
159,2020-03-10,30930.0,"Braces, Splints & Supports"
160,2020-03-11,30930.0,"Braces, Splints & Supports"
161,2020-03-12,-1.0,"Braces, Splints & Supports"
162,2020-03-13,-1.0,"Braces, Splints & Supports"
163,2020-03-14,-1.0,"Braces, Splints & Supports"
164,2020-03-15,-1.0,"Braces, Splints & Supports"
165,2020-03-16,-1.0,"Braces, Splints & Supports"
166,2020-03-17,-1.0,"Braces, Splints & Supports"
167,2020-03-18,-1.0,"Braces, Splints & Supports"
168,2020-03-19,-1.0,"Braces, Splints & Supports"
169,2020-03-20,-1.0,"Braces, Splints & Supports"
170,2020-03-21,-1.0,"Braces, Splints & Supports"
171,2020-03-22,-1.0,"Braces, Splints & Supports"
172,2020-03-23,-1.0,"Braces, Splints & Supports"
173,2020-03-24,-1.0,"Braces, Splints & Supports"
174,2020-03-25,-1.0,"Braces, Splints & Supports"
175,2020-03-26,-1.0,"Braces, Splints & Supports"
176,2020-03-27,-1.0,"Braces, Splints & Supports"
177,2020-03-28,-1.0,"Braces, Splints & Supports"
178,2020-03-29,-1.0,"Braces, Splints & Supports"
179,2020-03-30,-1.0,"Braces, Splints & Supports"
180,2020-03-31,-1.0,"Braces, Splints & Supports"
181,2020-04-01,-1.0,"Braces, Splints & Supports"
182,2020-04-02,-1.0,"Braces, Splints & Supports"
183,2020-04-03,-1.0,"Braces, Splints & Supports"
184,2020-04-04,-1.0,"Braces, Splints & Supports"
185,2020-04-05,-1.0,"Braces, Splints & Supports"
186,2020-04-06,-1.0,"Braces, Splints & Supports"
187,2020-04-07,-1.0,"Braces, Splints & Supports"
188,2020-04-08,-1.0,"Braces, Splints & Supports"
189,2020-04-09,-1.0,"Braces, Splints & Supports"
190,2020-04-10,-1.0,"Braces, Splints & Supports"
191,2020-04-11,-1.0,"Braces, Splints & Supports"
192,2020-04-12,-1.0,"Braces, Splints & Supports"
193,2020-04-13,-1.0,"Braces, Splints & Supports"
194,2020-04-14,-1.0,"Braces, Splints & Supports"
195,2020-04-15,-1.0,"Braces, Splints & Supports"
196,2020-04-16,-1.0,"Braces, Splints & Supports"
197,2020-04-17,-1.0,"Braces, Splints & Supports"
198,2020-04-18,-1.0,"Braces, Splints & Supports"
199,2020-04-19,-1.0,"Braces, Splints & Supports"
200,2020-04-20,-1.0,"Braces, Splints & Supports"
201,2020-04-21,-1.0,"Braces, Splints & Supports"
202,2020-04-22,-1.0,"Braces, Splints & Supports"
203,2020-04-23,-1.0,"Braces, Splints & Supports"
204,2020-04-24,-1.0,"Braces, Splints & Supports"
205,2020-04-25,-1.0,"Braces, Splints & Supports"
206,2020-04-26,-1.0,"Braces, Splints & Supports"
207,2020-04-27,-1.0,"Braces, Splints & Supports"
208,2020-04-28,-1.0,"Braces, Splints & Supports"
209,2020-04-29,-1.0,"Braces, Splints & Supports"
210,2020-04-30,-1.0,"Braces, Splints & Supports"
211,2020-05-01,-1.0,"Braces, Splints & Supports"
212,2020-05-02,-1.0,"Braces, Splints & Supports"
213,2020-05-03,-1.0,"Braces, Splints & Supports"
214,2020-05-04,-1.0,"Braces, Splints & Supports"
215,2020-05-05,-1.0,"Braces, Splints & Supports"
216,2020-05-06,-1.0,"Braces, Splints & Supports"
217,2020-05-07,-1.0,"Braces, Splints & Supports"
218,2020-05-08,-1.0,"Braces, Splints & Supports"
219,2020-05-09,-1.0,"Braces, Splints & Supports"
220,2020-05-10,-1.0,"Braces, Splints & Supports"
221,2020-05-11,-1.0,"Braces, Splints & Supports"
222,2020-05-12,-1.0,"Braces, Splints & Supports"
223,2020-05-13,-1.0,"Braces, Splints & Supports"
224,2020-05-14,-1.0,"Braces, Splints & Supports"
225,2020-05-15,-1.0,"Braces, Splints & Supports"
226,2020-05-16,-1.0,"Braces, Splints & Supports"
227,2020-05-17,-1.0,"Braces, Splints & Supports"
228,2020-05-18,-1.0,"Braces, Splints & Supports"
229,2020-05-19,-1.0,"Braces, Splints & Supports"
230,2020-05-20,-1.0,"Braces, Splints & Supports"
231,2020-05-21,-1.0,"Braces, Splints & Supports"
232,2020-05-22,-1.0,"Braces, Splints & Supports"
233,2020-05-23,-1.0,"Braces, Splints & Supports"
234,2020-05-24,6378.0,"Braces, Splints & Supports"
235,2020-05-25,5639.0,"Braces, Splints & Supports"
236,2020-05-26,5639.0,"Braces, Splints & Supports"
237,2020-05-27,5177.0,"Braces, Splints & Supports"
238,2020-05-28,5082.0,"Braces, Splints & Supports"
239,2020-05-29,5082.0,"Braces, Splints & Supports"
240,2020-05-30,5082.0,"Braces, Splints & Supports"
241,2020-05-31,5082.0,"Braces, Splints & Supports"
242,2020-06-01,5082.0,"Braces, Splints & Supports"
243,2020-06-02,5082.0,"Braces, Splints & Supports"
244,2020-06-03,5082.0,"Braces, Splints & Supports"
245,2020-06-04,5082.0,"Braces, Splints & Supports"
246,2020-06-05,5082.0,"Braces, Splints & Supports"
247,2020-06-06,5082.0,"Braces, Splints & Supports"
248,2020-06-07,5082.0,"Braces, Splints & Supports"
249,2020-06-08,5082.0,"Braces, Splints & Supports"
250,2020-06-09,5082.0,"Braces, Splints & Supports"
251,2020-06-10,5082.0,"Braces, Splints & Supports"
252,2020-06-11,5082.0,"Braces, Splints & Supports"
253,2020-06-12,5082.0,"Braces, Splints & Supports"
254,2020-06-13,5082.0,"Braces, Splints & Supports"
255,2020-06-14,5082.0,"Braces, Splints & Supports"
256,2020-06-15,-1.0,"Braces, Splints & Supports"
257,2020-06-16,-1.0,"Braces, Splints & Supports"
258,2020-06-17,-1.0,"Braces, Splints & Supports"
259,2020-06-18,-1.0,"Braces, Splints & Supports"
260,2020-06-19,-1.0,"Braces, Splints & Supports"
261,2020-06-20,-1.0,"Braces, Splints & Supports"
262,2020-06-21,-1.0,"Braces, Splints & Supports"
263,2020-06-22,-1.0,"Braces, Splints & Supports"
264,2020-06-23,-1.0,"Braces, Splints & Supports"
265,2020-06-24,-1.0,"Braces, Splints & Supports"
266,2020-06-25,-1.0,"Braces, Splints & Supports"
267,2020-06-26,-1.0,"Braces, Splints & Supports"
268,2020-06-27,-1.0,"Braces, Splints & Supports"
269,2020-06-28,-1.0,"Braces, Splints & Supports"
270,2020-06-29,-1.0,"Braces, Splints & Supports"
271,2020-06-30,-1.0,"Braces, Splints & Supports"
272,2020-07-01,-1.0,"Braces, Splints & Supports"
273,2020-07-02,-1.0,"Braces, Splints & Supports"
274,2020-07-03,-1.0,"Braces, Splints & Supports"
275,2020-07-04,-1.0,"Braces, Splints & Supports"
276,2020-07-05,-1.0,"Braces, Splints & Supports"
277,2020-07-06,-1.0,"Braces, Splints & Supports"
278,2020-07-07,-1.0,"Braces, Splints & Supports"
279,2020-07-08,-1.0,"Braces, Splints & Supports"
280,2020-07-09,-1.0,"Braces, Splints & Supports"
281,2020-07-10,-1.0,"Braces, Splints & Supports"
282,2020-07-11,-1.0,"Braces, Splints & Supports"
283,2020-07-12,-1.0,"Braces, Splints & Supports"
284,2020-07-13,-1.0,"Braces, Splints & Supports"
285,2020-07-14,-1.0,"Braces, Splints & Supports"
286,2020-07-15,-1.0,"Braces, Splints & Supports"
287,2020-07-16,-1.0,"Braces, Splints & Supports"
288,2020-07-17,-1.0,"Braces, Splints & Supports"
289,2020-07-18,-1.0,"Braces, Splints & Supports"
290,2020-07-19,-1.0,"Braces, Splints & Supports"
291,2020-07-20,-1.0,"Braces, Splints & Supports"
292,2020-07-21,-1.0,"Braces, Splints & Supports"
293,2020-07-22,-1.0,"Braces, Splints & Supports"
294,2020-07-23,-1.0,"Braces, Splints & Supports"
295,2020-07-24,-1.0,"Braces, Splints & Supports"
296,2020-07-25,-1.0,"Braces, Splints & Supports"
297,2020-07-26,-1.0,"Braces, Splints & Supports"
298,2020-07-27,-1.0,"Braces, Splints & Supports"
299,2020-07-28,-1.0,"Braces, Splints & Supports"
300,2020-07-29,-1.0,"Braces, Splints & Supports"
301,2020-07-30,-1.0,"Braces, Splints & Supports"
302,2020-07-31,-1.0,"Braces, Splints & Supports"
303,2020-08-01,-1.0,"Braces, Splints & Supports"
304,2020-08-02,-1.0,"Braces, Splints & Supports"
305,2020-08-03,-1.0,"Braces, Splints & Supports"
306,2020-08-04,-1.0,"Braces, Splints & Supports"
307,2020-08-05,-1.0,"Braces, Splints & Supports"
308,2020-08-06,-1.0,"Braces, Splints & Supports"
309,2020-08-07,-1.0,"Braces, Splints & Supports"
310,2020-08-08,-1.0,"Braces, Splints & Supports"
311,2020-08-09,-1.0,"Braces, Splints & Supports"
312,2020-08-10,-1.0,"Braces, Splints & Supports"
313,2020-08-11,-1.0,"Braces, Splints & Supports"
314,2020-08-12,-1.0,"Braces, Splints & Supports"
315,2020-08-13,-1.0,"Braces, Splints & Supports"
316,2020-08-14,-1.0,"Braces, Splints & Supports"
317,2020-08-15,-1.0,"Braces, Splints & Supports"
318,2020-08-16,-1.0,"Braces, Splints & Supports"
319,2020-08-17,-1.0,"Braces, Splints & Supports"
320,2020-08-18,16227.0,"Braces, Splints & Supports"
321,2020-08-19,16227.0,"Braces, Splints & Supports"
322,2020-08-20,16227.0,"Braces, Splints & Supports"
323,2020-08-21,6627.0,"Braces, Splints & Supports"
324,2020-08-22,5570.0,"Braces, Splints & Supports"
325,2020-08-23,5570.0,"Braces, Splints & Supports"
326,2020-08-24,5570.0,"Braces, Splints & Supports"
327,2020-08-25,5570.0,"Braces, Splints & Supports"
328,2020-08-26,5009.0,"Braces, Splints & Supports"
329,2020-08-27,5009.0,"Braces, Splints & Supports"
330,2020-08-28,5962.0,"Braces, Splints & Supports"
331,2020-08-29,5962.0,"Braces, Splints & Supports"
332,2020-08-30,5962.0,"Braces, Splints & Supports"
333,2020-08-31,5962.0,"Braces, Splints & Supports"
334,2020-09-01,5962.0,"Braces, Splints & Supports"
335,2020-09-02,5334.0,"Braces, Splints & Supports"
336,2020-09-03,5156.0,"Braces, Splints & Supports"
337,2020-09-04,5156.0,"Braces, Splints & Supports"
338,2020-09-05,4883.0,"Braces, Splints & Supports"
339,2020-09-06,4883.0,"Braces, Splints & Supports"
340,2020-09-07,5603.0,"Braces, Splints & Supports"
341,2020-09-08,5603.0,"Braces, Splints & Supports"
342,2020-09-09,5540.0,"Braces, Splints & Supports"
343,2020-09-10,4874.0,"Braces, Splints & Supports"
344,2020-09-11,4874.0,"Braces, Splints & Supports"
345,2020-09-12,4874.0,"Braces, Splints & Supports"
346,2020-09-13,5313.0,"Braces, Splints & Supports"
347,2020-09-14,5313.0,"Braces, Splints & Supports"
348,2020-09-15,5918.0,"Braces, Splints & Supports"
349,2020-09-16,6162.0,"Braces, Splints & Supports"
350,2020-09-17,6073.0,"Braces, Splints & Supports"
351,2020-09-18,6073.0,"Braces, Splints & Supports"
352,2020-09-19,6073.0,"Braces, Splints & Supports"
353,2020-09-20,5288.0,"Braces, Splints & Supports"
354,2020-09-21,5614.0,"Braces, Splints & Supports"
355,2020-09-22,5614.0,"Braces, Splints & Supports"
356,2020-09-23,5010.0,"Braces, Splints & Supports"
357,2020-09-24,5703.0,"Braces, Splints & Supports"
358,2020-09-25,5893.0,"Braces, Splints & Supports"
359,2020-09-26,5893.0,"Braces, Splints & Supports"
360,2020-09-27,5026.0,"Braces, Splints & Supports"
361,2020-09-28,5026.0,"Braces, Splints & Supports"
362,2020-09-29,5026.0,"Braces, Splints & Supports"
363,2020-09-30,4518.0,"Braces, Splints & Supports"
364,2020-10-01,4518.0,"Braces, Splints & Supports"
365,2020-10-02,4888.0,"Braces, Splints & Supports"
366,2020-10-03,4888.0,"Braces, Splints & Supports"
367,2020-10-04,5956.0,"Braces, Splints & Supports"
368,2020-10-05,5956.0,"Braces, Splints & Supports"
369,2020-10-06,11079.0,"Braces, Splints & Supports"
370,2020-10-07,11079.0,"Braces, Splints & Supports"
371,2020-10-08,11079.0,"Braces, Splints & Supports"
372,2020-10-09,6104.0,"Braces, Splints & Supports"
373,2020-10-10,5121.0,"Braces, Splints & Supports"
374,2020-10-11,5121.0,"Braces, Splints & Supports"
375,2020-10-12,6684.0,"Braces, Splints & Supports"
376,2020-10-13,6304.0,"Braces, Splints & Supports"
377,2020-10-14,7803.0,"Braces, Splints & Supports"
378,2020-10-15,7803.0,"Braces, Splints & Supports"
379,2020-10-16,7941.0,"Braces, Splints & Supports"
380,2020-10-17,6839.0,"Braces, Splints & Supports"
381,2020-10-18,6839.0,"Braces, Splints & Supports"
382,2020-10-19,6883.0,"Braces, Splints & Supports"
383,2020-10-20,6883.0,"Braces, Splints & Supports"
384,2020-10-21,6883.0,"Braces, Splints & Supports"
385,2020-10-22,6679.0,"Braces, Splints & Supports"
386,2020-10-23,5348.0,"Braces, Splints & Supports"
387,2020-10-24,5348.0,"Braces, Splints & Supports"
388,2020-10-25,5348.0,"Braces, Splints & Supports"
389,2020-10-26,7648.0,"Braces, Splints & Supports"
390,2020-10-27,7331.0,"Braces, Splints & Supports"
391,2020-10-28,7331.0,"Braces, Splints & Supports"
392,2020-10-29,7331.0,"Braces, Splints & Supports"
393,2020-10-30,7331.0,"Braces, Splints & Supports"
394,2020-10-31,6060.0,"Braces, Splints & Supports"
395,2020-11-01,6060.0,"Braces, Splints & Supports"
396,2020-11-02,6060.0,"Braces, Splints & Supports"
397,2020-11-03,7341.0,"Braces, Splints & Supports"
398,2020-11-04,6722.0,"Braces, Splints & Supports"
399,2020-11-05,6722.0,"Braces, Splints & Supports"
400,2020-11-06,6722.0,"Braces, Splints & Supports"
401,2020-11-07,6316.0,"Braces, Splints & Supports"
402,2020-11-08,6316.0,"Braces, Splints & Supports"
403,2020-11-09,6316.0,"Braces, Splints & Supports"
404,2020-11-10,6597.0,"Braces, Splints & Supports"
405,2020-11-11,5461.0,"Braces, Splints & Supports"
406,2020-11-12,5714.0,"Braces, Splints & Supports"
407,2020-11-13,5462.0,"Braces, Splints & Supports"
408,2020-11-14,5462.0,"Braces, Splints & Supports"
409,2020-11-15,6385.0,"Braces, Splints & Supports"
410,2020-11-16,6385.0,"Braces, Splints & Supports"
411,2020-11-17,6385.0,"Braces, Splints & Supports"
412,2020-11-18,7424.0,"Braces, Splints & Supports"
413,2020-11-19,6577.0,"Braces, Splints & Supports"
414,2020-11-20,6577.0,"Braces, Splints & Supports"
415,2020-11-21,6550.0,"Braces, Splints & Supports"
416,2020-11-22,6550.0,"Braces, Splints & Supports"
417,2020-11-23,7080.0,"Braces, Splints & Supports"
418,2020-11-24,7080.0,"Braces, Splints & Supports"
419,2020-11-25,5936.0,"Braces, Splints & Supports"
420,2020-11-26,5936.0,"Braces, Splints & Supports"
421,2020-11-27,6414.0,"Braces, Splints & Supports"
422,2020-11-28,6414.0,"Braces, Splints & Supports"
423,2020-11-29,6414.0,"Braces, Splints & Supports"
424,2020-11-30,7576.0,"Braces, Splints & Supports"
425,2020-12-01,7110.0,"Braces, Splints & Supports"
426,2020-12-02,7110.0,"Braces, Splints & Supports"
427,2020-12-03,6469.0,"Braces, Splints & Supports"
428,2020-12-04,6469.0,"Braces, Splints & Supports"
429,2020-12-05,6993.0,"Braces, Splints & Supports"
430,2020-12-06,6993.0,"Braces, Splints & Supports"
431,2020-12-07,6993.0,"Braces, Splints & Supports"
432,2020-12-08,8141.0,"Braces, Splints & Supports"
433,2020-12-09,7537.0,"Braces, Splints & Supports"
434,2020-12-10,7508.0,"Braces, Splints & Supports"
435,2020-12-11,7482.0,"Braces, Splints & Supports"
436,2020-12-12,6809.0,"Braces, Splints & Supports"
437,2020-12-13,6918.0,"Braces, Splints & Supports"
438,2020-12-14,7564.0,"Braces, Splints & Supports"
439,2020-12-15,6941.0,"Braces, Splints & Supports"
440,2020-12-16,8184.0,"Braces, Splints & Supports"
441,2020-12-17,7936.0,"Braces, Splints & Supports"
442,2020-12-18,7527.0,"Braces, Splints & Supports"
443,2020-12-19,8900.0,"Braces, Splints & Supports"
444,2020-12-20,8629.0,"Braces, Splints & Supports"
445,2020-12-21,8328.0,"Braces, Splints & Supports"
446,2020-12-22,7918.0,"Braces, Splints & Supports"
447,2020-12-23,8184.0,"Braces, Splints & Supports"
448,2020-12-24,7723.0,"Braces, Splints & Supports"
449,2020-12-25,7577.0,"Braces, Splints & Supports"
450,2020-12-26,8658.0,"Braces, Splints & Supports"
451,2020-12-27,7239.0,"Braces, Splints & Supports"
452,2020-12-28,7317.0,"Braces, Splints & Supports"
453,2020-12-29,7362.0,"Braces, Splints & Supports"
454,2020-12-30,6344.0,"Braces, Splints & Supports"
455,2020-12-31,7322.0,"Braces, Splints & Supports"
456,2021-01-01,7322.0,"Braces, Splints & Supports"
457,2021-01-02,7322.0,"Braces, Splints & Supports"
458,2021-01-03,7322.0,"Braces, Splints & Supports"
459,2021-01-04,8679.0,"Braces, Splints & Supports"
460,2021-01-05,8225.0,"Braces, Splints & Supports"
461,2021-01-06,8225.0,"Braces, Splints & Supports"
462,2021-01-07,7963.0,"Braces, Splints & Supports"
463,2021-01-08,8866.0,"Braces, Splints & Supports"
464,2021-01-09,8866.0,"Braces, Splints & Supports"
465,2021-01-10,8866.0,"Braces, Splints & Supports"
466,2021-01-11,7357.0,"Braces, Splints & Supports"
467,2021-01-12,7357.0,"Braces, Splints & Supports"
468,2021-01-13,7357.0,"Braces, Splints & Supports"
469,2021-01-14,7817.0,"Braces, Splints & Supports"
470,2021-01-15,7817.0,"Braces, Splints & Supports"
471,2021-01-16,7817.0,"Braces, Splints & Supports"
472,2021-01-17,6978.0,"Braces, Splints & Supports"
473,2021-01-18,7858.0,"Braces, Splints & Supports"
474,2021-01-19,7957.0,"Braces, Splints & Supports"
475,2021-01-20,8034.0,"Braces, Splints & Supports"
476,2021-01-21,8034.0,"Braces, Splints & Supports"
477,2021-01-22,8034.0,"Braces, Splints & Supports"
478,2021-01-23,5065.0,"Braces, Splints & Supports"
479,2021-01-24,5065.0,"Braces, Splints & Supports"
480,2021-01-25,5633.0,"Braces, Splints & Supports"
481,2021-01-26,5743.0,"Braces, Splints & Supports"
482,2021-01-27,5743.0,"Braces, Splints & Supports"
483,2021-01-28,5743.0,"Braces, Splints & Supports"
484,2021-01-29,5745.0,"Braces, Splints & Supports"
485,2021-01-30,5745.0,"Braces, Splints & Supports"
486,2021-01-31,5745.0,"Braces, Splints & Supports"
487,2021-02-01,6423.0,"Braces, Splints & Supports"
488,2021-02-02,6423.0,"Braces, Splints & Supports"
489,2021-02-03,5495.0,"Braces, Splints & Supports"
490,2021-02-04,5495.0,"Braces, Splints & Supports"
491,2021-02-05,5485.0,"Braces, Splints & Supports"
492,2021-02-06,5485.0,"Braces, Splints & Supports"
493,2021-02-07,6041.0,"Braces, Splints & Supports"
494,2021-02-08,6041.0,"Braces, Splints & Supports"
495,2021-02-09,6041.0,"Braces, Splints & Supports"
496,2021-02-10,5926.0,"Braces, Splints & Supports"
497,2021-02-11,5934.0,"Braces, Splints & Supports"
