,date,value,name_B07BJCPLHC
244,2020-10-22,21730.0,First Aid Tape
245,2020-10-23,17524.0,First Aid Tape
246,2020-10-24,17213.0,First Aid Tape
247,2020-10-25,17873.0,First Aid Tape
248,2020-10-26,18424.0,First Aid Tape
249,2020-10-27,16937.0,First Aid Tape
250,2020-10-28,17524.0,First Aid Tape
251,2020-10-29,18373.0,First Aid Tape
252,2020-10-30,19216.0,First Aid Tape
253,2020-10-31,20008.0,First Aid Tape
254,2020-11-01,20631.0,First Aid Tape
255,2020-11-02,19378.0,First Aid Tape
256,2020-11-03,20743.0,First Aid Tape
257,2020-11-04,17396.0,First Aid Tape
258,2020-11-05,18686.0,First Aid Tape
259,2020-11-06,20884.0,First Aid Tape
260,2020-11-07,21872.0,First Aid Tape
261,2020-11-08,18200.0,First Aid Tape
262,2020-11-09,19651.0,First Aid Tape
263,2020-11-10,19688.0,First Aid Tape
264,2020-11-11,19017.0,First Aid Tape
265,2020-11-12,18936.0,First Aid Tape
266,2020-11-13,20638.0,First Aid Tape
267,2020-11-14,23120.0,First Aid Tape
268,2020-11-15,19115.0,First Aid Tape
269,2020-11-16,23069.0,First Aid Tape
270,2020-11-17,23268.0,First Aid Tape
271,2020-11-18,23328.0,First Aid Tape
272,2020-11-19,24159.0,First Aid Tape
273,2020-11-20,22320.0,First Aid Tape
274,2020-11-21,22648.0,First Aid Tape
275,2020-11-22,25580.0,First Aid Tape
276,2020-11-23,24669.0,First Aid Tape
277,2020-11-24,25364.0,First Aid Tape
278,2020-11-25,27015.0,First Aid Tape
279,2020-11-26,32716.0,First Aid Tape
280,2020-11-27,36250.0,First Aid Tape
281,2020-11-28,23071.0,First Aid Tape
282,2020-11-29,28621.0,First Aid Tape
283,2020-11-30,32217.0,First Aid Tape
284,2020-12-01,32539.0,First Aid Tape
285,2020-12-02,32707.0,First Aid Tape
286,2020-12-03,36570.0,First Aid Tape
287,2020-12-04,39163.0,First Aid Tape
288,2020-12-05,33302.0,First Aid Tape
289,2020-12-06,27411.0,First Aid Tape
290,2020-12-07,28033.0,First Aid Tape
291,2020-12-08,27472.0,First Aid Tape
292,2020-12-09,37589.0,First Aid Tape
293,2020-12-10,35393.0,First Aid Tape
294,2020-12-11,29661.0,First Aid Tape
295,2020-12-12,29661.0,First Aid Tape
296,2020-12-13,23600.0,First Aid Tape
297,2020-12-14,24409.0,First Aid Tape
298,2020-12-15,24409.0,First Aid Tape
299,2020-12-16,22749.0,First Aid Tape
300,2020-12-17,24362.0,First Aid Tape
301,2020-12-18,24362.0,First Aid Tape
302,2020-12-19,24362.0,First Aid Tape
303,2020-12-20,26924.0,First Aid Tape
304,2020-12-21,23240.0,First Aid Tape
305,2020-12-22,27082.0,First Aid Tape
306,2020-12-23,24712.0,First Aid Tape
307,2020-12-24,24712.0,First Aid Tape
308,2020-12-25,24712.0,First Aid Tape
309,2020-12-26,28924.0,First Aid Tape
310,2020-12-27,26692.0,First Aid Tape
311,2020-12-28,31231.0,First Aid Tape
312,2020-12-29,31231.0,First Aid Tape
313,2020-12-30,23998.0,First Aid Tape
314,2020-12-31,26202.0,First Aid Tape
315,2021-01-01,27368.0,First Aid Tape
316,2021-01-02,29677.0,First Aid Tape
317,2021-01-03,29677.0,First Aid Tape
318,2021-01-04,26785.0,First Aid Tape
319,2021-01-05,24235.0,First Aid Tape
320,2021-01-06,27695.0,First Aid Tape
321,2021-01-07,27695.0,First Aid Tape
322,2021-01-08,27695.0,First Aid Tape
323,2021-01-09,22098.0,First Aid Tape
324,2021-01-10,22098.0,First Aid Tape
325,2021-01-11,22098.0,First Aid Tape
326,2021-01-12,24269.0,First Aid Tape
327,2021-01-13,24269.0,First Aid Tape
328,2021-01-14,24269.0,First Aid Tape
329,2021-01-15,24269.0,First Aid Tape
330,2021-01-16,21545.0,First Aid Tape
331,2021-01-17,21545.0,First Aid Tape
332,2021-01-18,21545.0,First Aid Tape
333,2021-01-19,21545.0,First Aid Tape
334,2021-01-20,25155.0,First Aid Tape
335,2021-01-21,25606.0,First Aid Tape
336,2021-01-22,26205.0,First Aid Tape
337,2021-01-23,26205.0,First Aid Tape
338,2021-01-24,26120.0,First Aid Tape
339,2021-01-25,26120.0,First Aid Tape
340,2021-01-26,23942.0,First Aid Tape
341,2021-01-27,23942.0,First Aid Tape
342,2021-01-28,23942.0,First Aid Tape
343,2021-01-29,23942.0,First Aid Tape
344,2021-01-30,23942.0,First Aid Tape
345,2021-01-31,23942.0,First Aid Tape
346,2021-02-01,25063.0,First Aid Tape
347,2021-02-02,25063.0,First Aid Tape
348,2021-02-03,23095.0,First Aid Tape
349,2021-02-04,26095.0,First Aid Tape
350,2021-02-05,19975.0,First Aid Tape
351,2021-02-06,19975.0,First Aid Tape
352,2021-02-07,19975.0,First Aid Tape
353,2021-02-08,25279.0,First Aid Tape
354,2021-02-09,30137.0,First Aid Tape
355,2021-02-10,30137.0,First Aid Tape
356,2021-02-11,21658.0,First Aid Tape
357,2021-02-12,21658.0,First Aid Tape
358,2021-02-13,21658.0,First Aid Tape
359,2021-02-14,20598.0,First Aid Tape
360,2021-02-15,17871.0,First Aid Tape
361,2021-02-16,17871.0,First Aid Tape
362,2021-02-17,17871.0,First Aid Tape
363,2021-02-18,19366.0,First Aid Tape
364,2021-02-19,19366.0,First Aid Tape
365,2021-02-20,21450.0,First Aid Tape
366,2021-02-21,21450.0,First Aid Tape
367,2021-02-22,21450.0,First Aid Tape
368,2021-02-23,22127.0,First Aid Tape
369,2021-02-24,18578.0,First Aid Tape
370,2021-02-25,18578.0,First Aid Tape
371,2021-02-26,18578.0,First Aid Tape
372,2021-02-27,15792.0,First Aid Tape
373,2021-02-28,19699.0,First Aid Tape
374,2021-03-01,18300.0,First Aid Tape
375,2021-03-02,18300.0,First Aid Tape
376,2021-03-03,18300.0,First Aid Tape
377,2021-03-04,17618.0,First Aid Tape
378,2021-03-05,16972.0,First Aid Tape
379,2021-03-06,16972.0,First Aid Tape
380,2021-03-07,16972.0,First Aid Tape
381,2021-03-08,22452.0,First Aid Tape
382,2021-03-09,22503.0,First Aid Tape
383,2021-03-10,22503.0,First Aid Tape
384,2021-03-11,22503.0,First Aid Tape
385,2021-03-12,23406.0,First Aid Tape
386,2021-03-13,23406.0,First Aid Tape
387,2021-03-14,23406.0,First Aid Tape
388,2021-03-15,20525.0,First Aid Tape
389,2021-03-16,19403.0,First Aid Tape
390,2021-03-17,17986.0,First Aid Tape
391,2021-03-18,20330.0,First Aid Tape
392,2021-03-19,20330.0,First Aid Tape
393,2021-03-20,20330.0,First Aid Tape
394,2021-03-21,25651.0,First Aid Tape
395,2021-03-22,25651.0,First Aid Tape
396,2021-03-23,25651.0,First Aid Tape
397,2021-03-24,25329.0,First Aid Tape
398,2021-03-25,25329.0,First Aid Tape
399,2021-03-26,22851.0,First Aid Tape
400,2021-03-27,22851.0,First Aid Tape
401,2021-03-28,22851.0,First Aid Tape
402,2021-03-29,23725.0,First Aid Tape
403,2021-03-30,23725.0,First Aid Tape
404,2021-03-31,23725.0,First Aid Tape
405,2021-04-01,17643.0,First Aid Tape
406,2021-04-02,17643.0,First Aid Tape
407,2021-04-03,17540.0,First Aid Tape
408,2021-04-04,17540.0,First Aid Tape
409,2021-04-05,19640.0,First Aid Tape
410,2021-04-06,19640.0,First Aid Tape
411,2021-04-07,19640.0,First Aid Tape
412,2021-04-08,17750.0,First Aid Tape
413,2021-04-09,17750.0,First Aid Tape
414,2021-04-10,17370.0,First Aid Tape
415,2021-04-11,20810.0,First Aid Tape
416,2021-04-12,20810.0,First Aid Tape
417,2021-04-13,16561.0,First Aid Tape
418,2021-04-14,16178.0,First Aid Tape
419,2021-04-15,16862.0,First Aid Tape
420,2021-04-16,16460.0,First Aid Tape
421,2021-04-17,17215.0,First Aid Tape
422,2021-04-18,17539.0,First Aid Tape
423,2021-04-19,17539.0,First Aid Tape
424,2021-04-20,18640.0,First Aid Tape
425,2021-04-21,18034.0,First Aid Tape
426,2021-04-22,17480.0,First Aid Tape
427,2021-04-23,18744.0,First Aid Tape
428,2021-04-24,18744.0,First Aid Tape
429,2021-04-25,19466.0,First Aid Tape
430,2021-04-26,19466.0,First Aid Tape
431,2021-04-27,19466.0,First Aid Tape
432,2021-04-28,18687.0,First Aid Tape
433,2021-04-29,18687.0,First Aid Tape
434,2021-04-30,18313.0,First Aid Tape
435,2021-05-01,18313.0,First Aid Tape
436,2021-05-02,20987.0,First Aid Tape
437,2021-05-03,23054.0,First Aid Tape
438,2021-05-04,23054.0,First Aid Tape
439,2021-05-05,21507.0,First Aid Tape
440,2021-05-06,21507.0,First Aid Tape
441,2021-05-07,19235.0,First Aid Tape
442,2021-05-08,19235.0,First Aid Tape
443,2021-05-09,17893.0,First Aid Tape
444,2021-05-10,17893.0,First Aid Tape
445,2021-05-11,17893.0,First Aid Tape
446,2021-05-12,20631.0,First Aid Tape
447,2021-05-13,23422.0,First Aid Tape
448,2021-05-14,23422.0,First Aid Tape
449,2021-05-15,22938.0,First Aid Tape
450,2021-05-16,22938.0,First Aid Tape
451,2021-05-17,22938.0,First Aid Tape
452,2021-05-18,22815.0,First Aid Tape
453,2021-05-19,22815.0,First Aid Tape
454,2021-05-20,21989.0,First Aid Tape
455,2021-05-21,16577.0,First Aid Tape
456,2021-05-22,16786.0,First Aid Tape
457,2021-05-23,16786.0,First Aid Tape
458,2021-05-24,22537.0,First Aid Tape
459,2021-05-25,22537.0,First Aid Tape
460,2021-05-26,17175.0,First Aid Tape
461,2021-05-27,17175.0,First Aid Tape
462,2021-05-28,20463.0,First Aid Tape
463,2021-05-29,20463.0,First Aid Tape
464,2021-05-30,22605.0,First Aid Tape
465,2021-05-31,22605.0,First Aid Tape
466,2021-06-01,25224.0,First Aid Tape
467,2021-06-02,19919.0,First Aid Tape
468,2021-06-03,19919.0,First Aid Tape
469,2021-06-04,23055.0,First Aid Tape
470,2021-06-05,23055.0,First Aid Tape
471,2021-06-06,23055.0,First Aid Tape
472,2021-06-07,21092.0,First Aid Tape
473,2021-06-08,20937.0,First Aid Tape
474,2021-06-09,17992.0,First Aid Tape
475,2021-06-10,21575.0,First Aid Tape
476,2021-06-11,21575.0,First Aid Tape
477,2021-06-12,18574.0,First Aid Tape
478,2021-06-13,18574.0,First Aid Tape
479,2021-06-14,17058.0,First Aid Tape
480,2021-06-15,17058.0,First Aid Tape
481,2021-06-16,13440.0,First Aid Tape
482,2021-06-17,20616.0,First Aid Tape
483,2021-06-18,20616.0,First Aid Tape
484,2021-06-19,20616.0,First Aid Tape
485,2021-06-20,16817.0,First Aid Tape
486,2021-06-21,18352.0,First Aid Tape
487,2021-06-22,18648.0,First Aid Tape
488,2021-06-23,15214.0,First Aid Tape
489,2021-06-24,21026.0,First Aid Tape
490,2021-06-25,19133.0,First Aid Tape
491,2021-06-26,19133.0,First Aid Tape
492,2021-06-27,18361.0,First Aid Tape
493,2021-06-28,18361.0,First Aid Tape
494,2021-06-29,18911.0,First Aid Tape
495,2021-06-30,18911.0,First Aid Tape
496,2021-07-01,18911.0,First Aid Tape
497,2021-07-02,15560.0,First Aid Tape
498,2021-07-03,15560.0,First Aid Tape
499,2021-07-04,15697.0,First Aid Tape
500,2021-07-05,19980.0,First Aid Tape
501,2021-07-06,19980.0,First Aid Tape
502,2021-07-07,19980.0,First Aid Tape
503,2021-07-08,21786.0,First Aid Tape
504,2021-07-09,19074.0,First Aid Tape
505,2021-07-10,19074.0,First Aid Tape
506,2021-07-11,16727.0,First Aid Tape
