,date,value,name_B01BFHG9OM
142,2020-10-16,13055.0,Multidrug Tests
143,2020-10-17,13055.0,Multidrug Tests
144,2020-10-18,13055.0,Multidrug Tests
145,2020-10-19,18495.0,Multidrug Tests
146,2020-10-20,18495.0,Multidrug Tests
147,2020-10-21,18495.0,Multidrug Tests
148,2020-10-22,18495.0,Multidrug Tests
149,2020-10-23,18495.0,Multidrug Tests
150,2020-10-24,13391.0,Multidrug Tests
151,2020-10-25,13391.0,Multidrug Tests
152,2020-10-26,13391.0,Multidrug Tests
153,2020-10-27,13391.0,Multidrug Tests
154,2020-10-28,12826.0,Multidrug Tests
155,2020-10-29,12826.0,Multidrug Tests
156,2020-10-30,12826.0,Multidrug Tests
157,2020-10-31,11653.0,Multidrug Tests
158,2020-11-01,11653.0,Multidrug Tests
159,2020-11-02,14914.0,Multidrug Tests
160,2020-11-03,11746.0,Multidrug Tests
161,2020-11-04,11623.0,Multidrug Tests
162,2020-11-05,11623.0,Multidrug Tests
163,2020-11-06,11623.0,Multidrug Tests
164,2020-11-07,12893.0,Multidrug Tests
165,2020-11-08,12893.0,Multidrug Tests
166,2020-11-09,12893.0,Multidrug Tests
167,2020-11-10,11662.0,Multidrug Tests
168,2020-11-11,11662.0,Multidrug Tests
169,2020-11-12,11662.0,Multidrug Tests
170,2020-11-13,11662.0,Multidrug Tests
171,2020-11-14,11662.0,Multidrug Tests
172,2020-11-15,15295.0,Multidrug Tests
173,2020-11-16,15295.0,Multidrug Tests
174,2020-11-17,15295.0,Multidrug Tests
175,2020-11-18,15295.0,Multidrug Tests
176,2020-11-19,13587.0,Multidrug Tests
177,2020-11-20,13587.0,Multidrug Tests
178,2020-11-21,13555.0,Multidrug Tests
179,2020-11-22,13555.0,Multidrug Tests
180,2020-11-23,15625.0,Multidrug Tests
181,2020-11-24,15625.0,Multidrug Tests
182,2020-11-25,13504.0,Multidrug Tests
183,2020-11-26,12359.0,Multidrug Tests
184,2020-11-27,12359.0,Multidrug Tests
185,2020-11-28,12359.0,Multidrug Tests
186,2020-11-29,12359.0,Multidrug Tests
187,2020-11-30,12359.0,Multidrug Tests
188,2020-12-01,15978.0,Multidrug Tests
189,2020-12-02,15978.0,Multidrug Tests
190,2020-12-03,15978.0,Multidrug Tests
191,2020-12-04,15978.0,Multidrug Tests
192,2020-12-05,15978.0,Multidrug Tests
193,2020-12-06,15978.0,Multidrug Tests
194,2020-12-07,16952.0,Multidrug Tests
195,2020-12-08,16952.0,Multidrug Tests
196,2020-12-09,16952.0,Multidrug Tests
197,2020-12-10,15023.0,Multidrug Tests
198,2020-12-11,12308.0,Multidrug Tests
199,2020-12-12,14533.0,Multidrug Tests
200,2020-12-13,17898.0,Multidrug Tests
201,2020-12-14,17284.0,Multidrug Tests
202,2020-12-15,17503.0,Multidrug Tests
203,2020-12-16,14715.0,Multidrug Tests
204,2020-12-17,14614.0,Multidrug Tests
205,2020-12-18,14583.0,Multidrug Tests
206,2020-12-19,14583.0,Multidrug Tests
207,2020-12-20,16653.0,Multidrug Tests
208,2020-12-21,16455.0,Multidrug Tests
209,2020-12-22,13394.0,Multidrug Tests
210,2020-12-23,12814.0,Multidrug Tests
211,2020-12-24,15023.0,Multidrug Tests
212,2020-12-25,15403.0,Multidrug Tests
213,2020-12-26,15334.0,Multidrug Tests
214,2020-12-27,13796.0,Multidrug Tests
215,2020-12-28,15582.0,Multidrug Tests
216,2020-12-29,15421.0,Multidrug Tests
217,2020-12-30,11174.0,Multidrug Tests
218,2020-12-31,13195.0,Multidrug Tests
219,2021-01-01,14643.0,Multidrug Tests
220,2021-01-02,17125.0,Multidrug Tests
221,2021-01-03,16584.0,Multidrug Tests
222,2021-01-04,16584.0,Multidrug Tests
223,2021-01-05,16584.0,Multidrug Tests
224,2021-01-06,16584.0,Multidrug Tests
225,2021-01-07,16584.0,Multidrug Tests
226,2021-01-08,16584.0,Multidrug Tests
227,2021-01-09,11714.0,Multidrug Tests
228,2021-01-10,11714.0,Multidrug Tests
229,2021-01-11,18712.0,Multidrug Tests
230,2021-01-12,18712.0,Multidrug Tests
231,2021-01-13,18712.0,Multidrug Tests
232,2021-01-14,18712.0,Multidrug Tests
233,2021-01-15,12522.0,Multidrug Tests
234,2021-01-16,12522.0,Multidrug Tests
235,2021-01-17,12522.0,Multidrug Tests
236,2021-01-18,15216.0,Multidrug Tests
237,2021-01-19,15216.0,Multidrug Tests
238,2021-01-20,10612.0,Multidrug Tests
239,2021-01-21,10612.0,Multidrug Tests
240,2021-01-22,10612.0,Multidrug Tests
241,2021-01-23,10612.0,Multidrug Tests
242,2021-01-24,10612.0,Multidrug Tests
243,2021-01-25,18346.0,Multidrug Tests
244,2021-01-26,12658.0,Multidrug Tests
245,2021-01-27,12658.0,Multidrug Tests
246,2021-01-28,12658.0,Multidrug Tests
247,2021-01-29,13335.0,Multidrug Tests
248,2021-01-30,14388.0,Multidrug Tests
249,2021-01-31,14388.0,Multidrug Tests
250,2021-02-01,14388.0,Multidrug Tests
251,2021-02-02,14388.0,Multidrug Tests
252,2021-02-03,14388.0,Multidrug Tests
253,2021-02-04,15836.0,Multidrug Tests
254,2021-02-05,15836.0,Multidrug Tests
255,2021-02-06,15836.0,Multidrug Tests
256,2021-02-07,15836.0,Multidrug Tests
257,2021-02-08,12902.0,Multidrug Tests
258,2021-02-09,12902.0,Multidrug Tests
259,2021-02-10,12902.0,Multidrug Tests
260,2021-02-11,12902.0,Multidrug Tests
261,2021-02-12,11678.0,Multidrug Tests
262,2021-02-13,11678.0,Multidrug Tests
263,2021-02-14,11678.0,Multidrug Tests
264,2021-02-15,14815.0,Multidrug Tests
265,2021-02-16,14815.0,Multidrug Tests
266,2021-02-17,14815.0,Multidrug Tests
267,2021-02-18,14815.0,Multidrug Tests
268,2021-02-19,14815.0,Multidrug Tests
269,2021-02-20,11961.0,Multidrug Tests
270,2021-02-21,11961.0,Multidrug Tests
271,2021-02-22,11961.0,Multidrug Tests
272,2021-02-23,13791.0,Multidrug Tests
273,2021-02-24,13791.0,Multidrug Tests
274,2021-02-25,12840.0,Multidrug Tests
275,2021-02-26,12840.0,Multidrug Tests
276,2021-02-27,12840.0,Multidrug Tests
277,2021-02-28,12840.0,Multidrug Tests
278,2021-03-01,16722.0,Multidrug Tests
279,2021-03-02,16722.0,Multidrug Tests
280,2021-03-03,16722.0,Multidrug Tests
281,2021-03-04,10628.0,Multidrug Tests
282,2021-03-05,10334.0,Multidrug Tests
283,2021-03-06,10334.0,Multidrug Tests
284,2021-03-07,10334.0,Multidrug Tests
285,2021-03-08,10334.0,Multidrug Tests
286,2021-03-09,10334.0,Multidrug Tests
287,2021-03-10,10334.0,Multidrug Tests
288,2021-03-11,13822.0,Multidrug Tests
289,2021-03-12,13822.0,Multidrug Tests
290,2021-03-13,13822.0,Multidrug Tests
291,2021-03-14,13762.0,Multidrug Tests
292,2021-03-15,13762.0,Multidrug Tests
293,2021-03-16,13762.0,Multidrug Tests
294,2021-03-17,11358.0,Multidrug Tests
295,2021-03-18,11358.0,Multidrug Tests
296,2021-03-19,11358.0,Multidrug Tests
297,2021-03-20,13082.0,Multidrug Tests
298,2021-03-21,13082.0,Multidrug Tests
299,2021-03-22,13082.0,Multidrug Tests
300,2021-03-23,14444.0,Multidrug Tests
301,2021-03-24,14444.0,Multidrug Tests
302,2021-03-25,14444.0,Multidrug Tests
303,2021-03-26,14444.0,Multidrug Tests
304,2021-03-27,14444.0,Multidrug Tests
305,2021-03-28,15056.0,Multidrug Tests
306,2021-03-29,13316.0,Multidrug Tests
307,2021-03-30,13316.0,Multidrug Tests
308,2021-03-31,13316.0,Multidrug Tests
309,2021-04-01,13316.0,Multidrug Tests
310,2021-04-02,11419.0,Multidrug Tests
311,2021-04-03,11419.0,Multidrug Tests
312,2021-04-04,11419.0,Multidrug Tests
313,2021-04-05,12834.0,Multidrug Tests
314,2021-04-06,12834.0,Multidrug Tests
315,2021-04-07,12834.0,Multidrug Tests
316,2021-04-08,12834.0,Multidrug Tests
317,2021-04-09,10894.0,Multidrug Tests
318,2021-04-10,10894.0,Multidrug Tests
319,2021-04-11,10894.0,Multidrug Tests
320,2021-04-12,10894.0,Multidrug Tests
321,2021-04-13,10644.0,Multidrug Tests
322,2021-04-14,10644.0,Multidrug Tests
323,2021-04-15,10644.0,Multidrug Tests
324,2021-04-16,10644.0,Multidrug Tests
325,2021-04-17,10644.0,Multidrug Tests
326,2021-04-18,10644.0,Multidrug Tests
327,2021-04-19,10644.0,Multidrug Tests
328,2021-04-20,12539.0,Multidrug Tests
329,2021-04-21,12539.0,Multidrug Tests
330,2021-04-22,12539.0,Multidrug Tests
331,2021-04-23,9940.0,Multidrug Tests
332,2021-04-24,9940.0,Multidrug Tests
333,2021-04-25,9940.0,Multidrug Tests
334,2021-04-26,13430.0,Multidrug Tests
335,2021-04-27,13430.0,Multidrug Tests
336,2021-04-28,11768.0,Multidrug Tests
337,2021-04-29,11768.0,Multidrug Tests
338,2021-04-30,11768.0,Multidrug Tests
339,2021-05-01,11768.0,Multidrug Tests
340,2021-05-02,11768.0,Multidrug Tests
341,2021-05-03,15149.0,Multidrug Tests
342,2021-05-04,13088.0,Multidrug Tests
343,2021-05-05,13088.0,Multidrug Tests
344,2021-05-06,13088.0,Multidrug Tests
345,2021-05-07,10747.0,Multidrug Tests
346,2021-05-08,10747.0,Multidrug Tests
347,2021-05-09,15461.0,Multidrug Tests
348,2021-05-10,15461.0,Multidrug Tests
349,2021-05-11,11897.0,Multidrug Tests
350,2021-05-12,11897.0,Multidrug Tests
351,2021-05-13,11897.0,Multidrug Tests
352,2021-05-14,11613.0,Multidrug Tests
353,2021-05-15,11613.0,Multidrug Tests
354,2021-05-16,11613.0,Multidrug Tests
355,2021-05-17,13590.0,Multidrug Tests
356,2021-05-18,13590.0,Multidrug Tests
357,2021-05-19,13590.0,Multidrug Tests
358,2021-05-20,10472.0,Multidrug Tests
359,2021-05-21,11507.0,Multidrug Tests
360,2021-05-22,11507.0,Multidrug Tests
361,2021-05-23,12454.0,Multidrug Tests
362,2021-05-24,12454.0,Multidrug Tests
363,2021-05-25,12454.0,Multidrug Tests
364,2021-05-26,11384.0,Multidrug Tests
365,2021-05-27,11384.0,Multidrug Tests
366,2021-05-28,11480.0,Multidrug Tests
367,2021-05-29,11480.0,Multidrug Tests
368,2021-05-30,11480.0,Multidrug Tests
369,2021-05-31,14672.0,Multidrug Tests
370,2021-06-01,14672.0,Multidrug Tests
371,2021-06-02,14672.0,Multidrug Tests
372,2021-06-03,11269.0,Multidrug Tests
373,2021-06-04,11416.0,Multidrug Tests
374,2021-06-05,11416.0,Multidrug Tests
375,2021-06-06,13231.0,Multidrug Tests
376,2021-06-07,16676.0,Multidrug Tests
377,2021-06-08,16676.0,Multidrug Tests
378,2021-06-09,16676.0,Multidrug Tests
379,2021-06-10,9585.0,Multidrug Tests
380,2021-06-11,9585.0,Multidrug Tests
381,2021-06-12,11033.0,Multidrug Tests
382,2021-06-13,11033.0,Multidrug Tests
383,2021-06-14,11033.0,Multidrug Tests
384,2021-06-15,13293.0,Multidrug Tests
385,2021-06-16,13293.0,Multidrug Tests
386,2021-06-17,15265.0,Multidrug Tests
387,2021-06-18,15265.0,Multidrug Tests
388,2021-06-19,14672.0,Multidrug Tests
389,2021-06-20,14672.0,Multidrug Tests
390,2021-06-21,15596.0,Multidrug Tests
391,2021-06-22,18904.0,Multidrug Tests
392,2021-06-23,18904.0,Multidrug Tests
393,2021-06-24,18904.0,Multidrug Tests
394,2021-06-25,18904.0,Multidrug Tests
395,2021-06-26,13221.0,Multidrug Tests
396,2021-06-27,13221.0,Multidrug Tests
397,2021-06-28,13221.0,Multidrug Tests
398,2021-06-29,16945.0,Multidrug Tests
399,2021-06-30,12503.0,Multidrug Tests
400,2021-07-01,12503.0,Multidrug Tests
401,2021-07-02,12503.0,Multidrug Tests
402,2021-07-03,12923.0,Multidrug Tests
403,2021-07-04,17673.0,Multidrug Tests
404,2021-07-05,14400.0,Multidrug Tests
405,2021-07-06,15635.0,Multidrug Tests
406,2021-07-07,14043.0,Multidrug Tests
407,2021-07-08,14043.0,Multidrug Tests
408,2021-07-09,14241.0,Multidrug Tests
409,2021-07-10,13909.0,Multidrug Tests
