,date,value,name_B07SNHJZ9H
210,2020-09-30,46903.0,Back Braces
211,2020-10-01,46903.0,Back Braces
212,2020-10-02,46903.0,Back Braces
213,2020-10-03,32770.0,Back Braces
214,2020-10-04,40224.0,Back Braces
215,2020-10-05,40224.0,Back Braces
216,2020-10-06,40224.0,Back Braces
217,2020-10-07,40224.0,Back Braces
218,2020-10-08,40224.0,Back Braces
219,2020-10-09,35369.0,Back Braces
220,2020-10-10,30797.0,Back Braces
221,2020-10-11,30797.0,Back Braces
222,2020-10-12,35445.0,Back Braces
223,2020-10-13,35445.0,Back Braces
224,2020-10-14,35445.0,Back Braces
225,2020-10-15,35445.0,Back Braces
226,2020-10-16,35445.0,Back Braces
227,2020-10-17,26255.0,Back Braces
228,2020-10-18,26255.0,Back Braces
229,2020-10-19,26255.0,Back Braces
230,2020-10-20,26255.0,Back Braces
231,2020-10-21,26255.0,Back Braces
232,2020-10-22,37106.0,Back Braces
233,2020-10-23,37106.0,Back Braces
234,2020-10-24,37106.0,Back Braces
235,2020-10-25,37106.0,Back Braces
236,2020-10-26,37106.0,Back Braces
237,2020-10-27,37198.0,Back Braces
238,2020-10-28,72746.0,Back Braces
239,2020-10-29,72746.0,Back Braces
240,2020-10-30,72746.0,Back Braces
241,2020-10-31,72746.0,Back Braces
242,2020-11-01,72746.0,Back Braces
243,2020-11-02,72746.0,Back Braces
244,2020-11-03,72746.0,Back Braces
245,2020-11-04,57504.0,Back Braces
246,2020-11-05,57504.0,Back Braces
247,2020-11-06,45892.0,Back Braces
248,2020-11-07,45892.0,Back Braces
249,2020-11-08,45892.0,Back Braces
250,2020-11-09,45892.0,Back Braces
251,2020-11-10,36564.0,Back Braces
252,2020-11-11,36564.0,Back Braces
253,2020-11-12,44925.0,Back Braces
254,2020-11-13,44925.0,Back Braces
255,2020-11-14,44925.0,Back Braces
256,2020-11-15,40779.0,Back Braces
257,2020-11-16,46083.0,Back Braces
258,2020-11-17,46083.0,Back Braces
259,2020-11-18,46083.0,Back Braces
260,2020-11-19,46083.0,Back Braces
261,2020-11-20,40905.0,Back Braces
262,2020-11-21,40905.0,Back Braces
263,2020-11-22,34602.0,Back Braces
264,2020-11-23,37312.0,Back Braces
265,2020-11-24,37312.0,Back Braces
266,2020-11-25,37312.0,Back Braces
267,2020-11-26,37312.0,Back Braces
268,2020-11-27,36182.0,Back Braces
269,2020-11-28,36182.0,Back Braces
270,2020-11-29,36182.0,Back Braces
271,2020-11-30,33191.0,Back Braces
272,2020-12-01,33191.0,Back Braces
273,2020-12-02,33191.0,Back Braces
274,2020-12-03,44489.0,Back Braces
275,2020-12-04,44489.0,Back Braces
276,2020-12-05,44489.0,Back Braces
277,2020-12-06,68754.0,Back Braces
278,2020-12-07,68754.0,Back Braces
279,2020-12-08,68754.0,Back Braces
280,2020-12-09,68754.0,Back Braces
281,2020-12-10,53530.0,Back Braces
282,2020-12-11,53530.0,Back Braces
283,2020-12-12,53530.0,Back Braces
284,2020-12-13,53530.0,Back Braces
285,2020-12-14,53530.0,Back Braces
286,2020-12-15,53530.0,Back Braces
287,2020-12-16,40752.0,Back Braces
288,2020-12-17,40752.0,Back Braces
289,2020-12-18,38732.0,Back Braces
290,2020-12-19,38732.0,Back Braces
291,2020-12-20,39974.0,Back Braces
292,2020-12-21,39974.0,Back Braces
293,2020-12-22,47436.0,Back Braces
294,2020-12-23,47436.0,Back Braces
295,2020-12-24,47436.0,Back Braces
296,2020-12-25,47436.0,Back Braces
297,2020-12-26,36136.0,Back Braces
298,2020-12-27,36136.0,Back Braces
299,2020-12-28,36136.0,Back Braces
300,2020-12-29,36136.0,Back Braces
301,2020-12-30,51690.0,Back Braces
302,2020-12-31,62702.0,Back Braces
303,2021-01-01,62702.0,Back Braces
304,2021-01-02,62702.0,Back Braces
305,2021-01-03,40266.0,Back Braces
306,2021-01-04,40266.0,Back Braces
307,2021-01-05,40266.0,Back Braces
308,2021-01-06,40266.0,Back Braces
309,2021-01-07,55357.0,Back Braces
310,2021-01-08,42748.0,Back Braces
311,2021-01-09,42748.0,Back Braces
312,2021-01-10,42748.0,Back Braces
313,2021-01-11,42748.0,Back Braces
314,2021-01-12,42748.0,Back Braces
315,2021-01-13,62686.0,Back Braces
316,2021-01-14,62686.0,Back Braces
317,2021-01-15,62686.0,Back Braces
318,2021-01-16,62686.0,Back Braces
319,2021-01-17,62686.0,Back Braces
320,2021-01-18,62686.0,Back Braces
321,2021-01-19,62686.0,Back Braces
322,2021-01-20,62686.0,Back Braces
323,2021-01-21,33693.0,Back Braces
324,2021-01-22,33693.0,Back Braces
325,2021-01-23,33693.0,Back Braces
326,2021-01-24,33693.0,Back Braces
327,2021-01-25,26480.0,Back Braces
328,2021-01-26,26480.0,Back Braces
329,2021-01-27,26480.0,Back Braces
330,2021-01-28,26480.0,Back Braces
331,2021-01-29,26480.0,Back Braces
332,2021-01-30,26480.0,Back Braces
333,2021-01-31,26480.0,Back Braces
334,2021-02-01,35333.0,Back Braces
335,2021-02-02,35333.0,Back Braces
336,2021-02-03,35333.0,Back Braces
337,2021-02-04,35333.0,Back Braces
338,2021-02-05,35333.0,Back Braces
339,2021-02-06,35333.0,Back Braces
340,2021-02-07,35333.0,Back Braces
341,2021-02-08,24664.0,Back Braces
342,2021-02-09,24664.0,Back Braces
343,2021-02-10,33047.0,Back Braces
344,2021-02-11,33047.0,Back Braces
345,2021-02-12,33047.0,Back Braces
346,2021-02-13,24398.0,Back Braces
347,2021-02-14,24398.0,Back Braces
348,2021-02-15,24398.0,Back Braces
349,2021-02-16,24398.0,Back Braces
350,2021-02-17,24398.0,Back Braces
351,2021-02-18,24398.0,Back Braces
352,2021-02-19,22453.0,Back Braces
353,2021-02-20,27686.0,Back Braces
354,2021-02-21,24580.0,Back Braces
355,2021-02-22,35343.0,Back Braces
356,2021-02-23,35343.0,Back Braces
357,2021-02-24,35343.0,Back Braces
358,2021-02-25,35343.0,Back Braces
359,2021-02-26,35343.0,Back Braces
360,2021-02-27,24723.0,Back Braces
361,2021-02-28,24723.0,Back Braces
362,2021-03-01,24723.0,Back Braces
363,2021-03-02,26084.0,Back Braces
364,2021-03-03,26084.0,Back Braces
365,2021-03-04,26084.0,Back Braces
366,2021-03-05,26669.0,Back Braces
367,2021-03-06,25031.0,Back Braces
368,2021-03-07,33152.0,Back Braces
369,2021-03-08,32446.0,Back Braces
370,2021-03-09,43925.0,Back Braces
371,2021-03-10,43925.0,Back Braces
372,2021-03-11,43925.0,Back Braces
373,2021-03-12,43925.0,Back Braces
374,2021-03-13,43925.0,Back Braces
375,2021-03-14,28219.0,Back Braces
376,2021-03-15,25435.0,Back Braces
377,2021-03-16,25435.0,Back Braces
378,2021-03-17,25435.0,Back Braces
379,2021-03-18,24551.0,Back Braces
380,2021-03-19,24551.0,Back Braces
381,2021-03-20,24551.0,Back Braces
382,2021-03-21,24551.0,Back Braces
383,2021-03-22,24551.0,Back Braces
384,2021-03-23,22929.0,Back Braces
385,2021-03-24,22929.0,Back Braces
386,2021-03-25,22929.0,Back Braces
387,2021-03-26,22929.0,Back Braces
388,2021-03-27,16274.0,Back Braces
389,2021-03-28,16274.0,Back Braces
390,2021-03-29,16274.0,Back Braces
391,2021-03-30,27502.0,Back Braces
392,2021-03-31,27502.0,Back Braces
393,2021-04-01,27502.0,Back Braces
394,2021-04-02,31975.0,Back Braces
395,2021-04-03,23461.0,Back Braces
396,2021-04-04,25176.0,Back Braces
397,2021-04-05,25176.0,Back Braces
398,2021-04-06,25176.0,Back Braces
399,2021-04-07,25176.0,Back Braces
400,2021-04-08,36100.0,Back Braces
401,2021-04-09,36100.0,Back Braces
402,2021-04-10,36100.0,Back Braces
403,2021-04-11,36100.0,Back Braces
404,2021-04-12,30647.0,Back Braces
405,2021-04-13,30647.0,Back Braces
406,2021-04-14,30647.0,Back Braces
407,2021-04-15,30647.0,Back Braces
408,2021-04-16,30647.0,Back Braces
409,2021-04-17,30647.0,Back Braces
410,2021-04-18,21677.0,Back Braces
411,2021-04-19,21677.0,Back Braces
412,2021-04-20,21677.0,Back Braces
413,2021-04-21,28231.0,Back Braces
414,2021-04-22,28231.0,Back Braces
415,2021-04-23,18733.0,Back Braces
416,2021-04-24,18733.0,Back Braces
417,2021-04-25,18733.0,Back Braces
418,2021-04-26,22694.0,Back Braces
419,2021-04-27,27425.0,Back Braces
420,2021-04-28,27425.0,Back Braces
421,2021-04-29,28359.0,Back Braces
422,2021-04-30,28359.0,Back Braces
423,2021-05-01,28359.0,Back Braces
424,2021-05-02,30265.0,Back Braces
425,2021-05-03,30265.0,Back Braces
426,2021-05-04,30265.0,Back Braces
427,2021-05-05,30265.0,Back Braces
428,2021-05-06,30265.0,Back Braces
429,2021-05-07,19201.0,Back Braces
430,2021-05-08,19201.0,Back Braces
431,2021-05-09,16709.0,Back Braces
432,2021-05-10,21415.0,Back Braces
433,2021-05-11,21415.0,Back Braces
434,2021-05-12,19588.0,Back Braces
435,2021-05-13,19588.0,Back Braces
436,2021-05-14,18420.0,Back Braces
437,2021-05-15,17109.0,Back Braces
438,2021-05-16,17109.0,Back Braces
439,2021-05-17,17109.0,Back Braces
440,2021-05-18,16633.0,Back Braces
441,2021-05-19,17764.0,Back Braces
442,2021-05-20,16658.0,Back Braces
443,2021-05-21,15997.0,Back Braces
444,2021-05-22,15997.0,Back Braces
445,2021-05-23,15997.0,Back Braces
446,2021-05-24,20510.0,Back Braces
447,2021-05-25,20510.0,Back Braces
448,2021-05-26,18768.0,Back Braces
449,2021-05-27,18768.0,Back Braces
450,2021-05-28,18768.0,Back Braces
451,2021-05-29,18357.0,Back Braces
452,2021-05-30,18357.0,Back Braces
453,2021-05-31,24073.0,Back Braces
454,2021-06-01,24073.0,Back Braces
455,2021-06-02,20668.0,Back Braces
456,2021-06-03,21716.0,Back Braces
457,2021-06-04,21716.0,Back Braces
458,2021-06-05,16605.0,Back Braces
459,2021-06-06,16605.0,Back Braces
460,2021-06-07,16605.0,Back Braces
461,2021-06-08,22203.0,Back Braces
462,2021-06-09,22203.0,Back Braces
463,2021-06-10,22203.0,Back Braces
464,2021-06-11,22203.0,Back Braces
465,2021-06-12,22203.0,Back Braces
466,2021-06-13,23116.0,Back Braces
467,2021-06-14,23116.0,Back Braces
468,2021-06-15,23116.0,Back Braces
469,2021-06-16,19179.0,Back Braces
470,2021-06-17,19179.0,Back Braces
471,2021-06-18,15784.0,Back Braces
472,2021-06-19,15784.0,Back Braces
473,2021-06-20,15784.0,Back Braces
474,2021-06-21,22334.0,Back Braces
475,2021-06-22,23706.0,Back Braces
476,2021-06-23,23706.0,Back Braces
477,2021-06-24,21561.0,Back Braces
478,2021-06-25,21095.0,Back Braces
479,2021-06-26,21095.0,Back Braces
480,2021-06-27,21095.0,Back Braces
481,2021-06-28,22900.0,Back Braces
482,2021-06-29,22900.0,Back Braces
483,2021-06-30,18259.0,Back Braces
484,2021-07-01,16036.0,Back Braces
485,2021-07-02,16036.0,Back Braces
486,2021-07-03,16036.0,Back Braces
487,2021-07-04,16036.0,Back Braces
488,2021-07-05,20194.0,Back Braces
489,2021-07-06,19566.0,Back Braces
490,2021-07-07,19566.0,Back Braces
491,2021-07-08,16973.0,Back Braces
492,2021-07-09,16973.0,Back Braces
493,2021-07-10,17633.0,Back Braces
494,2021-07-11,16638.0,Back Braces
