,date,value,name_B0793BPPVN
65,2018-11-17,-1.0,Litter Mats
66,2018-11-18,-1.0,Litter Mats
67,2018-11-19,-1.0,Litter Mats
68,2018-11-20,-1.0,Litter Mats
69,2018-11-21,-1.0,Litter Mats
70,2018-11-22,-1.0,Litter Mats
71,2018-11-23,-1.0,Litter Mats
72,2018-11-24,-1.0,Litter Mats
73,2018-11-25,-1.0,Litter Mats
74,2018-11-26,-1.0,Litter Mats
75,2018-11-27,-1.0,Litter Mats
76,2018-11-28,-1.0,Litter Mats
77,2018-11-29,-1.0,Litter Mats
78,2018-11-30,-1.0,Litter Mats
79,2018-12-01,-1.0,Litter Mats
80,2018-12-02,-1.0,Litter Mats
81,2018-12-03,-1.0,Litter Mats
82,2018-12-04,-1.0,Litter Mats
83,2018-12-05,-1.0,Litter Mats
84,2018-12-06,-1.0,Litter Mats
85,2018-12-07,-1.0,Litter Mats
86,2018-12-08,-1.0,Litter Mats
87,2018-12-09,-1.0,Litter Mats
88,2018-12-10,-1.0,Litter Mats
89,2018-12-11,-1.0,Litter Mats
90,2018-12-12,-1.0,Litter Mats
91,2018-12-13,-1.0,Litter Mats
92,2018-12-14,-1.0,Litter Mats
93,2018-12-15,-1.0,Litter Mats
94,2018-12-16,-1.0,Litter Mats
95,2018-12-17,-1.0,Litter Mats
96,2018-12-18,-1.0,Litter Mats
97,2018-12-19,-1.0,Litter Mats
98,2018-12-20,-1.0,Litter Mats
99,2018-12-21,-1.0,Litter Mats
100,2018-12-22,-1.0,Litter Mats
101,2018-12-23,-1.0,Litter Mats
102,2018-12-24,-1.0,Litter Mats
103,2018-12-25,-1.0,Litter Mats
104,2018-12-26,-1.0,Litter Mats
105,2018-12-27,-1.0,Litter Mats
106,2018-12-28,-1.0,Litter Mats
107,2018-12-29,-1.0,Litter Mats
108,2018-12-30,-1.0,Litter Mats
109,2018-12-31,-1.0,Litter Mats
110,2019-01-01,-1.0,Litter Mats
111,2019-01-02,-1.0,Litter Mats
112,2019-01-03,-1.0,Litter Mats
113,2019-01-04,-1.0,Litter Mats
114,2019-01-05,-1.0,Litter Mats
115,2019-01-06,-1.0,Litter Mats
116,2019-01-07,-1.0,Litter Mats
117,2019-01-08,-1.0,Litter Mats
118,2019-01-09,-1.0,Litter Mats
119,2019-01-10,-1.0,Litter Mats
120,2019-01-11,-1.0,Litter Mats
121,2019-01-12,-1.0,Litter Mats
122,2019-01-13,-1.0,Litter Mats
123,2019-01-14,-1.0,Litter Mats
124,2019-01-15,-1.0,Litter Mats
125,2019-01-16,-1.0,Litter Mats
126,2019-01-17,-1.0,Litter Mats
127,2019-01-18,-1.0,Litter Mats
128,2019-01-19,-1.0,Litter Mats
129,2019-01-20,-1.0,Litter Mats
130,2019-01-21,-1.0,Litter Mats
131,2019-01-22,-1.0,Litter Mats
132,2019-01-23,-1.0,Litter Mats
133,2019-01-24,-1.0,Litter Mats
134,2019-01-25,-1.0,Litter Mats
135,2019-01-26,-1.0,Litter Mats
136,2019-01-27,-1.0,Litter Mats
137,2019-01-28,-1.0,Litter Mats
138,2019-01-29,-1.0,Litter Mats
139,2019-01-30,-1.0,Litter Mats
140,2019-01-31,-1.0,Litter Mats
141,2019-02-01,-1.0,Litter Mats
142,2019-02-02,-1.0,Litter Mats
143,2019-02-03,-1.0,Litter Mats
144,2019-02-04,-1.0,Litter Mats
145,2019-02-05,-1.0,Litter Mats
146,2019-02-06,-1.0,Litter Mats
147,2019-02-07,-1.0,Litter Mats
148,2019-02-08,-1.0,Litter Mats
149,2019-02-09,-1.0,Litter Mats
150,2019-02-10,-1.0,Litter Mats
151,2019-02-11,-1.0,Litter Mats
152,2019-02-12,-1.0,Litter Mats
153,2019-02-13,-1.0,Litter Mats
154,2019-02-14,-1.0,Litter Mats
155,2019-02-15,-1.0,Litter Mats
156,2019-02-16,-1.0,Litter Mats
157,2019-02-17,-1.0,Litter Mats
158,2019-02-18,-1.0,Litter Mats
159,2019-02-19,-1.0,Litter Mats
160,2019-02-20,-1.0,Litter Mats
161,2019-02-21,-1.0,Litter Mats
162,2019-02-22,-1.0,Litter Mats
163,2019-02-23,-1.0,Litter Mats
164,2019-02-24,-1.0,Litter Mats
165,2019-02-25,-1.0,Litter Mats
166,2019-02-26,-1.0,Litter Mats
167,2019-02-27,-1.0,Litter Mats
168,2019-02-28,-1.0,Litter Mats
169,2019-03-01,-1.0,Litter Mats
170,2019-03-02,-1.0,Litter Mats
171,2019-03-03,-1.0,Litter Mats
172,2019-03-04,-1.0,Litter Mats
173,2019-03-05,-1.0,Litter Mats
174,2019-03-06,-1.0,Litter Mats
175,2019-03-07,-1.0,Litter Mats
176,2019-03-08,-1.0,Litter Mats
177,2019-03-09,-1.0,Litter Mats
178,2019-03-10,-1.0,Litter Mats
179,2019-03-11,-1.0,Litter Mats
180,2019-03-12,-1.0,Litter Mats
181,2019-03-13,-1.0,Litter Mats
182,2019-03-14,-1.0,Litter Mats
183,2019-03-15,-1.0,Litter Mats
184,2019-03-16,-1.0,Litter Mats
185,2019-03-17,-1.0,Litter Mats
186,2019-03-18,-1.0,Litter Mats
187,2019-03-19,-1.0,Litter Mats
188,2019-03-20,-1.0,Litter Mats
189,2019-03-21,-1.0,Litter Mats
190,2019-03-22,-1.0,Litter Mats
191,2019-03-23,-1.0,Litter Mats
192,2019-03-24,-1.0,Litter Mats
193,2019-03-25,-1.0,Litter Mats
194,2019-03-26,-1.0,Litter Mats
195,2019-03-27,-1.0,Litter Mats
196,2019-03-28,-1.0,Litter Mats
197,2019-03-29,-1.0,Litter Mats
198,2019-03-30,-1.0,Litter Mats
199,2019-03-31,-1.0,Litter Mats
200,2019-04-01,-1.0,Litter Mats
201,2019-04-02,-1.0,Litter Mats
202,2019-04-03,-1.0,Litter Mats
203,2019-04-04,-1.0,Litter Mats
204,2019-04-05,-1.0,Litter Mats
205,2019-04-06,-1.0,Litter Mats
206,2019-04-07,-1.0,Litter Mats
207,2019-04-08,-1.0,Litter Mats
208,2019-04-09,-1.0,Litter Mats
209,2019-04-10,-1.0,Litter Mats
210,2019-04-11,-1.0,Litter Mats
211,2019-04-12,-1.0,Litter Mats
212,2019-04-13,-1.0,Litter Mats
213,2019-04-14,-1.0,Litter Mats
214,2019-04-15,-1.0,Litter Mats
215,2019-04-16,-1.0,Litter Mats
216,2019-04-17,-1.0,Litter Mats
217,2019-04-18,-1.0,Litter Mats
218,2019-04-19,-1.0,Litter Mats
219,2019-04-20,-1.0,Litter Mats
220,2019-04-21,-1.0,Litter Mats
221,2019-04-22,-1.0,Litter Mats
222,2019-04-23,-1.0,Litter Mats
223,2019-04-24,-1.0,Litter Mats
224,2019-04-25,-1.0,Litter Mats
225,2019-04-26,-1.0,Litter Mats
226,2019-04-27,-1.0,Litter Mats
227,2019-04-28,-1.0,Litter Mats
228,2019-04-29,-1.0,Litter Mats
229,2019-04-30,-1.0,Litter Mats
230,2019-05-01,-1.0,Litter Mats
231,2019-05-02,-1.0,Litter Mats
232,2019-05-03,-1.0,Litter Mats
233,2019-05-04,-1.0,Litter Mats
234,2019-05-05,-1.0,Litter Mats
235,2019-05-06,-1.0,Litter Mats
236,2019-05-07,-1.0,Litter Mats
237,2019-05-08,-1.0,Litter Mats
238,2019-05-09,-1.0,Litter Mats
239,2019-05-10,-1.0,Litter Mats
240,2019-05-11,-1.0,Litter Mats
241,2019-05-12,-1.0,Litter Mats
242,2019-05-13,-1.0,Litter Mats
243,2019-05-14,-1.0,Litter Mats
244,2019-05-15,-1.0,Litter Mats
245,2019-05-16,-1.0,Litter Mats
246,2019-05-17,-1.0,Litter Mats
247,2019-05-18,-1.0,Litter Mats
248,2019-05-19,-1.0,Litter Mats
249,2019-05-20,-1.0,Litter Mats
250,2019-05-21,-1.0,Litter Mats
251,2019-05-22,-1.0,Litter Mats
252,2019-05-23,-1.0,Litter Mats
253,2019-05-24,-1.0,Litter Mats
254,2019-05-25,-1.0,Litter Mats
255,2019-05-26,-1.0,Litter Mats
256,2019-05-27,-1.0,Litter Mats
257,2019-05-28,-1.0,Litter Mats
258,2019-05-29,-1.0,Litter Mats
259,2019-05-30,-1.0,Litter Mats
260,2019-05-31,-1.0,Litter Mats
261,2019-06-01,-1.0,Litter Mats
262,2019-06-02,-1.0,Litter Mats
263,2019-06-03,-1.0,Litter Mats
264,2019-06-04,-1.0,Litter Mats
265,2019-06-05,-1.0,Litter Mats
266,2019-06-06,-1.0,Litter Mats
267,2019-06-07,-1.0,Litter Mats
268,2019-06-08,-1.0,Litter Mats
269,2019-06-09,-1.0,Litter Mats
270,2019-06-10,-1.0,Litter Mats
271,2019-06-11,-1.0,Litter Mats
272,2019-06-12,-1.0,Litter Mats
273,2019-06-13,-1.0,Litter Mats
274,2019-06-14,-1.0,Litter Mats
275,2019-06-15,-1.0,Litter Mats
276,2019-06-16,-1.0,Litter Mats
277,2019-06-17,-1.0,Litter Mats
278,2019-06-18,-1.0,Litter Mats
279,2019-06-19,-1.0,Litter Mats
280,2019-06-20,-1.0,Litter Mats
281,2019-06-21,-1.0,Litter Mats
282,2019-06-22,-1.0,Litter Mats
283,2019-06-23,-1.0,Litter Mats
284,2019-06-24,-1.0,Litter Mats
285,2019-06-25,-1.0,Litter Mats
286,2019-06-26,-1.0,Litter Mats
287,2019-06-27,-1.0,Litter Mats
288,2019-06-28,-1.0,Litter Mats
289,2019-06-29,-1.0,Litter Mats
290,2019-06-30,-1.0,Litter Mats
291,2019-07-01,-1.0,Litter Mats
292,2019-07-02,-1.0,Litter Mats
293,2019-07-03,-1.0,Litter Mats
294,2019-07-04,-1.0,Litter Mats
295,2019-07-05,-1.0,Litter Mats
296,2019-07-06,-1.0,Litter Mats
297,2019-07-07,-1.0,Litter Mats
298,2019-07-08,-1.0,Litter Mats
299,2019-07-09,-1.0,Litter Mats
300,2019-07-10,-1.0,Litter Mats
301,2019-07-11,-1.0,Litter Mats
302,2019-07-12,-1.0,Litter Mats
303,2019-07-13,-1.0,Litter Mats
304,2019-07-14,-1.0,Litter Mats
305,2019-07-15,-1.0,Litter Mats
306,2019-07-16,-1.0,Litter Mats
307,2019-07-17,-1.0,Litter Mats
308,2019-07-18,-1.0,Litter Mats
309,2019-07-19,-1.0,Litter Mats
310,2019-07-20,-1.0,Litter Mats
311,2019-07-21,-1.0,Litter Mats
312,2019-07-22,-1.0,Litter Mats
313,2019-07-23,-1.0,Litter Mats
314,2019-07-24,-1.0,Litter Mats
315,2019-07-25,-1.0,Litter Mats
316,2019-07-26,-1.0,Litter Mats
317,2019-07-27,-1.0,Litter Mats
318,2019-07-28,-1.0,Litter Mats
319,2019-07-29,-1.0,Litter Mats
320,2019-07-30,-1.0,Litter Mats
321,2019-07-31,-1.0,Litter Mats
322,2019-08-01,-1.0,Litter Mats
323,2019-08-02,-1.0,Litter Mats
324,2019-08-03,-1.0,Litter Mats
325,2019-08-04,-1.0,Litter Mats
326,2019-08-05,-1.0,Litter Mats
327,2019-08-06,-1.0,Litter Mats
328,2019-08-07,-1.0,Litter Mats
329,2019-08-08,-1.0,Litter Mats
330,2019-08-09,-1.0,Litter Mats
331,2019-08-10,-1.0,Litter Mats
332,2019-08-11,-1.0,Litter Mats
333,2019-08-12,-1.0,Litter Mats
334,2019-08-13,-1.0,Litter Mats
335,2019-08-14,-1.0,Litter Mats
336,2019-08-15,-1.0,Litter Mats
337,2019-08-16,-1.0,Litter Mats
338,2019-08-17,-1.0,Litter Mats
339,2019-08-18,-1.0,Litter Mats
340,2019-08-19,-1.0,Litter Mats
341,2019-08-20,-1.0,Litter Mats
342,2019-08-21,-1.0,Litter Mats
343,2019-08-22,-1.0,Litter Mats
344,2019-08-23,-1.0,Litter Mats
345,2019-08-24,-1.0,Litter Mats
346,2019-08-25,-1.0,Litter Mats
347,2019-08-26,-1.0,Litter Mats
348,2019-08-27,-1.0,Litter Mats
349,2019-08-28,-1.0,Litter Mats
350,2019-08-29,-1.0,Litter Mats
351,2019-08-30,-1.0,Litter Mats
352,2019-08-31,-1.0,Litter Mats
353,2019-09-01,-1.0,Litter Mats
354,2019-09-02,-1.0,Litter Mats
355,2019-09-03,-1.0,Litter Mats
356,2019-09-04,-1.0,Litter Mats
357,2019-09-05,-1.0,Litter Mats
358,2019-09-06,-1.0,Litter Mats
359,2019-09-07,-1.0,Litter Mats
360,2019-09-08,-1.0,Litter Mats
361,2019-09-09,-1.0,Litter Mats
362,2019-09-10,-1.0,Litter Mats
363,2019-09-11,-1.0,Litter Mats
364,2019-09-12,-1.0,Litter Mats
365,2019-09-13,-1.0,Litter Mats
366,2019-09-14,-1.0,Litter Mats
367,2019-09-15,-1.0,Litter Mats
368,2019-09-16,-1.0,Litter Mats
369,2019-09-17,-1.0,Litter Mats
370,2019-09-18,-1.0,Litter Mats
371,2019-09-19,-1.0,Litter Mats
372,2019-09-20,-1.0,Litter Mats
373,2019-09-21,-1.0,Litter Mats
374,2019-09-22,-1.0,Litter Mats
375,2019-09-23,-1.0,Litter Mats
376,2019-09-24,-1.0,Litter Mats
377,2019-09-25,-1.0,Litter Mats
378,2019-09-26,-1.0,Litter Mats
379,2019-09-27,-1.0,Litter Mats
380,2019-09-28,-1.0,Litter Mats
381,2019-09-29,-1.0,Litter Mats
382,2019-09-30,-1.0,Litter Mats
383,2019-10-01,-1.0,Litter Mats
384,2019-10-02,-1.0,Litter Mats
385,2019-10-03,-1.0,Litter Mats
386,2019-10-04,-1.0,Litter Mats
387,2019-10-05,-1.0,Litter Mats
388,2019-10-06,-1.0,Litter Mats
389,2019-10-07,-1.0,Litter Mats
390,2019-10-08,-1.0,Litter Mats
391,2019-10-09,-1.0,Litter Mats
392,2019-10-10,-1.0,Litter Mats
393,2019-10-11,-1.0,Litter Mats
394,2019-10-12,-1.0,Litter Mats
395,2019-10-13,-1.0,Litter Mats
396,2019-10-14,-1.0,Litter Mats
397,2019-10-15,-1.0,Litter Mats
398,2019-10-16,-1.0,Litter Mats
399,2019-10-17,-1.0,Litter Mats
400,2019-10-18,-1.0,Litter Mats
401,2019-10-19,-1.0,Litter Mats
402,2019-10-20,-1.0,Litter Mats
403,2019-10-21,-1.0,Litter Mats
404,2019-10-22,-1.0,Litter Mats
405,2019-10-23,-1.0,Litter Mats
406,2019-10-24,-1.0,Litter Mats
407,2019-10-25,-1.0,Litter Mats
408,2019-10-26,-1.0,Litter Mats
409,2019-10-27,-1.0,Litter Mats
410,2019-10-28,-1.0,Litter Mats
411,2019-10-29,-1.0,Litter Mats
412,2019-10-30,-1.0,Litter Mats
413,2019-10-31,-1.0,Litter Mats
414,2019-11-01,-1.0,Litter Mats
415,2019-11-02,-1.0,Litter Mats
416,2019-11-03,-1.0,Litter Mats
417,2019-11-04,-1.0,Litter Mats
418,2019-11-05,-1.0,Litter Mats
419,2019-11-06,-1.0,Litter Mats
420,2019-11-07,-1.0,Litter Mats
421,2019-11-08,-1.0,Litter Mats
422,2019-11-09,-1.0,Litter Mats
423,2019-11-10,-1.0,Litter Mats
424,2019-11-11,-1.0,Litter Mats
425,2019-11-12,-1.0,Litter Mats
426,2019-11-13,-1.0,Litter Mats
427,2019-11-14,-1.0,Litter Mats
428,2019-11-15,-1.0,Litter Mats
429,2019-11-16,-1.0,Litter Mats
430,2019-11-17,-1.0,Litter Mats
431,2019-11-18,-1.0,Litter Mats
432,2019-11-19,-1.0,Litter Mats
433,2019-11-20,-1.0,Litter Mats
434,2019-11-21,-1.0,Litter Mats
435,2019-11-22,-1.0,Litter Mats
436,2019-11-23,-1.0,Litter Mats
437,2019-11-24,-1.0,Litter Mats
438,2019-11-25,-1.0,Litter Mats
439,2019-11-26,-1.0,Litter Mats
440,2019-11-27,-1.0,Litter Mats
441,2019-11-28,-1.0,Litter Mats
442,2019-11-29,-1.0,Litter Mats
443,2019-11-30,-1.0,Litter Mats
444,2019-12-01,-1.0,Litter Mats
445,2019-12-02,-1.0,Litter Mats
446,2019-12-03,-1.0,Litter Mats
447,2019-12-04,-1.0,Litter Mats
448,2019-12-05,-1.0,Litter Mats
449,2019-12-06,-1.0,Litter Mats
450,2019-12-07,-1.0,Litter Mats
451,2019-12-08,-1.0,Litter Mats
452,2019-12-09,-1.0,Litter Mats
453,2019-12-10,-1.0,Litter Mats
454,2019-12-11,-1.0,Litter Mats
455,2019-12-12,-1.0,Litter Mats
456,2019-12-13,-1.0,Litter Mats
457,2019-12-14,-1.0,Litter Mats
458,2019-12-15,-1.0,Litter Mats
459,2019-12-16,-1.0,Litter Mats
460,2019-12-17,-1.0,Litter Mats
461,2019-12-18,-1.0,Litter Mats
462,2019-12-19,-1.0,Litter Mats
463,2019-12-20,-1.0,Litter Mats
464,2019-12-21,-1.0,Litter Mats
465,2019-12-22,-1.0,Litter Mats
466,2019-12-23,-1.0,Litter Mats
467,2019-12-24,-1.0,Litter Mats
468,2019-12-25,-1.0,Litter Mats
469,2019-12-26,-1.0,Litter Mats
470,2019-12-27,-1.0,Litter Mats
471,2019-12-28,-1.0,Litter Mats
472,2019-12-29,-1.0,Litter Mats
473,2019-12-30,-1.0,Litter Mats
474,2019-12-31,-1.0,Litter Mats
475,2020-01-01,-1.0,Litter Mats
476,2020-01-02,-1.0,Litter Mats
477,2020-01-03,-1.0,Litter Mats
478,2020-01-04,-1.0,Litter Mats
479,2020-01-05,-1.0,Litter Mats
480,2020-01-06,-1.0,Litter Mats
481,2020-01-07,-1.0,Litter Mats
482,2020-01-08,-1.0,Litter Mats
483,2020-01-09,-1.0,Litter Mats
484,2020-01-10,-1.0,Litter Mats
485,2020-01-11,-1.0,Litter Mats
486,2020-01-12,-1.0,Litter Mats
487,2020-01-13,-1.0,Litter Mats
488,2020-01-14,-1.0,Litter Mats
489,2020-01-15,-1.0,Litter Mats
490,2020-01-16,-1.0,Litter Mats
491,2020-01-17,-1.0,Litter Mats
492,2020-01-18,-1.0,Litter Mats
493,2020-01-19,-1.0,Litter Mats
494,2020-01-20,-1.0,Litter Mats
495,2020-01-21,-1.0,Litter Mats
496,2020-01-22,-1.0,Litter Mats
497,2020-01-23,-1.0,Litter Mats
498,2020-01-24,-1.0,Litter Mats
499,2020-01-25,-1.0,Litter Mats
500,2020-01-26,-1.0,Litter Mats
501,2020-01-27,-1.0,Litter Mats
502,2020-01-28,-1.0,Litter Mats
503,2020-01-29,-1.0,Litter Mats
504,2020-01-30,-1.0,Litter Mats
505,2020-01-31,-1.0,Litter Mats
506,2020-02-01,-1.0,Litter Mats
507,2020-02-02,-1.0,Litter Mats
508,2020-02-03,-1.0,Litter Mats
509,2020-02-04,-1.0,Litter Mats
510,2020-02-05,-1.0,Litter Mats
511,2020-02-06,-1.0,Litter Mats
512,2020-02-07,-1.0,Litter Mats
513,2020-02-08,-1.0,Litter Mats
514,2020-02-09,-1.0,Litter Mats
515,2020-02-10,-1.0,Litter Mats
516,2020-02-11,-1.0,Litter Mats
517,2020-02-12,-1.0,Litter Mats
518,2020-02-13,-1.0,Litter Mats
519,2020-02-14,-1.0,Litter Mats
520,2020-02-15,-1.0,Litter Mats
521,2020-02-16,-1.0,Litter Mats
522,2020-02-17,-1.0,Litter Mats
523,2020-02-18,-1.0,Litter Mats
524,2020-02-19,-1.0,Litter Mats
525,2020-02-20,-1.0,Litter Mats
526,2020-02-21,-1.0,Litter Mats
527,2020-02-22,-1.0,Litter Mats
528,2020-02-23,-1.0,Litter Mats
529,2020-02-24,-1.0,Litter Mats
530,2020-02-25,-1.0,Litter Mats
531,2020-02-26,-1.0,Litter Mats
532,2020-02-27,-1.0,Litter Mats
533,2020-02-28,-1.0,Litter Mats
534,2020-02-29,-1.0,Litter Mats
535,2020-03-01,-1.0,Litter Mats
536,2020-03-02,-1.0,Litter Mats
537,2020-03-03,-1.0,Litter Mats
538,2020-03-04,-1.0,Litter Mats
539,2020-03-05,-1.0,Litter Mats
540,2020-03-06,-1.0,Litter Mats
541,2020-03-07,-1.0,Litter Mats
542,2020-03-08,-1.0,Litter Mats
543,2020-03-09,-1.0,Litter Mats
544,2020-03-10,-1.0,Litter Mats
545,2020-03-11,-1.0,Litter Mats
546,2020-03-12,-1.0,Litter Mats
547,2020-03-13,-1.0,Litter Mats
548,2020-03-14,-1.0,Litter Mats
549,2020-03-15,-1.0,Litter Mats
550,2020-03-16,-1.0,Litter Mats
551,2020-03-17,-1.0,Litter Mats
552,2020-03-18,-1.0,Litter Mats
553,2020-03-19,-1.0,Litter Mats
554,2020-03-20,-1.0,Litter Mats
555,2020-03-21,-1.0,Litter Mats
556,2020-03-22,-1.0,Litter Mats
557,2020-03-23,-1.0,Litter Mats
558,2020-03-24,-1.0,Litter Mats
559,2020-03-25,-1.0,Litter Mats
560,2020-03-26,-1.0,Litter Mats
561,2020-03-27,-1.0,Litter Mats
562,2020-03-28,-1.0,Litter Mats
563,2020-03-29,-1.0,Litter Mats
564,2020-03-30,-1.0,Litter Mats
565,2020-03-31,-1.0,Litter Mats
566,2020-04-01,-1.0,Litter Mats
567,2020-04-02,-1.0,Litter Mats
568,2020-04-03,-1.0,Litter Mats
569,2020-04-04,-1.0,Litter Mats
570,2020-04-05,-1.0,Litter Mats
571,2020-04-06,-1.0,Litter Mats
572,2020-04-07,-1.0,Litter Mats
573,2020-04-08,-1.0,Litter Mats
574,2020-04-09,-1.0,Litter Mats
575,2020-04-10,-1.0,Litter Mats
576,2020-04-11,-1.0,Litter Mats
577,2020-04-12,-1.0,Litter Mats
578,2020-04-13,-1.0,Litter Mats
579,2020-04-14,-1.0,Litter Mats
580,2020-04-15,-1.0,Litter Mats
581,2020-04-16,-1.0,Litter Mats
582,2020-04-17,-1.0,Litter Mats
583,2020-04-18,-1.0,Litter Mats
584,2020-04-19,-1.0,Litter Mats
585,2020-04-20,-1.0,Litter Mats
586,2020-04-21,-1.0,Litter Mats
587,2020-04-22,-1.0,Litter Mats
588,2020-04-23,-1.0,Litter Mats
589,2020-04-24,-1.0,Litter Mats
590,2020-04-25,-1.0,Litter Mats
591,2020-04-26,-1.0,Litter Mats
592,2020-04-27,-1.0,Litter Mats
593,2020-04-28,-1.0,Litter Mats
594,2020-04-29,-1.0,Litter Mats
595,2020-04-30,-1.0,Litter Mats
596,2020-05-01,-1.0,Litter Mats
597,2020-05-02,-1.0,Litter Mats
598,2020-05-03,-1.0,Litter Mats
599,2020-05-04,-1.0,Litter Mats
600,2020-05-05,-1.0,Litter Mats
601,2020-05-06,-1.0,Litter Mats
602,2020-05-07,-1.0,Litter Mats
603,2020-05-08,-1.0,Litter Mats
604,2020-05-09,-1.0,Litter Mats
605,2020-05-10,-1.0,Litter Mats
606,2020-05-11,-1.0,Litter Mats
607,2020-05-12,-1.0,Litter Mats
608,2020-05-13,-1.0,Litter Mats
609,2020-05-14,-1.0,Litter Mats
610,2020-05-15,-1.0,Litter Mats
611,2020-05-16,-1.0,Litter Mats
612,2020-05-17,-1.0,Litter Mats
613,2020-05-18,-1.0,Litter Mats
614,2020-05-19,-1.0,Litter Mats
615,2020-05-20,-1.0,Litter Mats
616,2020-05-21,-1.0,Litter Mats
617,2020-05-22,-1.0,Litter Mats
618,2020-05-23,-1.0,Litter Mats
619,2020-05-24,1926.0,Litter Mats
620,2020-05-25,1926.0,Litter Mats
621,2020-05-26,1926.0,Litter Mats
622,2020-05-27,2129.0,Litter Mats
623,2020-05-28,2129.0,Litter Mats
624,2020-05-29,1830.0,Litter Mats
625,2020-05-30,1830.0,Litter Mats
626,2020-05-31,1830.0,Litter Mats
627,2020-06-01,2073.0,Litter Mats
628,2020-06-02,2073.0,Litter Mats
629,2020-06-03,2073.0,Litter Mats
630,2020-06-04,2753.0,Litter Mats
631,2020-06-05,2753.0,Litter Mats
632,2020-06-06,2753.0,Litter Mats
633,2020-06-07,2846.0,Litter Mats
634,2020-06-08,2216.0,Litter Mats
635,2020-06-09,2585.0,Litter Mats
636,2020-06-10,2556.0,Litter Mats
637,2020-06-11,2556.0,Litter Mats
638,2020-06-12,2556.0,Litter Mats
639,2020-06-13,2052.0,Litter Mats
640,2020-06-14,2052.0,Litter Mats
641,2020-06-15,2052.0,Litter Mats
642,2020-06-16,2052.0,Litter Mats
643,2020-06-17,2809.0,Litter Mats
644,2020-06-18,2809.0,Litter Mats
645,2020-06-19,2809.0,Litter Mats
646,2020-06-20,2809.0,Litter Mats
647,2020-06-21,2231.0,Litter Mats
648,2020-06-22,2231.0,Litter Mats
649,2020-06-23,2231.0,Litter Mats
650,2020-06-24,2222.0,Litter Mats
651,2020-06-25,2222.0,Litter Mats
652,2020-06-26,2602.0,Litter Mats
653,2020-06-27,2602.0,Litter Mats
654,2020-06-28,2602.0,Litter Mats
655,2020-06-29,2392.0,Litter Mats
656,2020-06-30,2392.0,Litter Mats
657,2020-07-01,2392.0,Litter Mats
658,2020-07-02,2392.0,Litter Mats
659,2020-07-03,2392.0,Litter Mats
660,2020-07-04,2550.0,Litter Mats
661,2020-07-05,2550.0,Litter Mats
662,2020-07-06,2550.0,Litter Mats
663,2020-07-07,2890.0,Litter Mats
664,2020-07-08,2890.0,Litter Mats
