,date,value,name_B081VL8MZ1
65,2020-07-29,18888.0,Medical Kits
66,2020-07-30,23502.0,Medical Kits
67,2020-07-31,19999.0,Medical Kits
68,2020-08-01,16781.0,Medical Kits
69,2020-08-02,16781.0,Medical Kits
70,2020-08-03,15364.0,Medical Kits
71,2020-08-04,15364.0,Medical Kits
72,2020-08-05,21228.0,Medical Kits
73,2020-08-06,14494.0,Medical Kits
74,2020-08-07,14494.0,Medical Kits
75,2020-08-08,13260.0,Medical Kits
76,2020-08-09,13260.0,Medical Kits
77,2020-08-10,13260.0,Medical Kits
78,2020-08-11,10411.0,Medical Kits
79,2020-08-12,10411.0,Medical Kits
80,2020-08-13,10411.0,Medical Kits
81,2020-08-14,10419.0,Medical Kits
82,2020-08-15,10419.0,Medical Kits
83,2020-08-16,10419.0,Medical Kits
84,2020-08-17,15361.0,Medical Kits
85,2020-08-18,15361.0,Medical Kits
86,2020-08-19,15361.0,Medical Kits
87,2020-08-20,15361.0,Medical Kits
88,2020-08-21,15361.0,Medical Kits
89,2020-08-22,9867.0,Medical Kits
90,2020-08-23,9867.0,Medical Kits
91,2020-08-24,9867.0,Medical Kits
92,2020-08-25,9867.0,Medical Kits
93,2020-08-26,9867.0,Medical Kits
94,2020-08-27,17794.0,Medical Kits
95,2020-08-28,17794.0,Medical Kits
96,2020-08-29,17794.0,Medical Kits
97,2020-08-30,17794.0,Medical Kits
98,2020-08-31,12941.0,Medical Kits
99,2020-09-01,9578.0,Medical Kits
100,2020-09-02,9578.0,Medical Kits
101,2020-09-03,12770.0,Medical Kits
102,2020-09-04,12770.0,Medical Kits
103,2020-09-05,12770.0,Medical Kits
104,2020-09-06,12770.0,Medical Kits
105,2020-09-07,14014.0,Medical Kits
106,2020-09-08,23200.0,Medical Kits
107,2020-09-09,15008.0,Medical Kits
108,2020-09-10,15845.0,Medical Kits
109,2020-09-11,15845.0,Medical Kits
110,2020-09-12,15845.0,Medical Kits
111,2020-09-13,12520.0,Medical Kits
112,2020-09-14,8209.0,Medical Kits
113,2020-09-15,8209.0,Medical Kits
114,2020-09-16,8209.0,Medical Kits
115,2020-09-17,8209.0,Medical Kits
116,2020-09-18,7376.0,Medical Kits
117,2020-09-19,7376.0,Medical Kits
118,2020-09-20,7376.0,Medical Kits
119,2020-09-21,5247.0,Medical Kits
120,2020-09-22,5247.0,Medical Kits
121,2020-09-23,39332.0,Medical Kits
122,2020-09-24,6483.0,Medical Kits
123,2020-09-25,6303.0,Medical Kits
124,2020-09-26,5595.0,Medical Kits
125,2020-09-27,5595.0,Medical Kits
126,2020-09-28,5595.0,Medical Kits
127,2020-09-29,7515.0,Medical Kits
128,2020-09-30,7716.0,Medical Kits
129,2020-10-01,7716.0,Medical Kits
130,2020-10-02,17473.0,Medical Kits
131,2020-10-03,17473.0,Medical Kits
132,2020-10-04,17473.0,Medical Kits
133,2020-10-05,17473.0,Medical Kits
134,2020-10-06,7180.0,Medical Kits
135,2020-10-07,7180.0,Medical Kits
136,2020-10-08,7180.0,Medical Kits
137,2020-10-09,9230.0,Medical Kits
138,2020-10-10,10242.0,Medical Kits
139,2020-10-11,6797.0,Medical Kits
140,2020-10-12,6797.0,Medical Kits
141,2020-10-13,8341.0,Medical Kits
142,2020-10-14,9169.0,Medical Kits
143,2020-10-15,9169.0,Medical Kits
144,2020-10-16,12487.0,Medical Kits
145,2020-10-17,12487.0,Medical Kits
146,2020-10-18,12487.0,Medical Kits
147,2020-10-19,18886.0,Medical Kits
148,2020-10-20,18886.0,Medical Kits
149,2020-10-21,28428.0,Medical Kits
150,2020-10-22,28428.0,Medical Kits
151,2020-10-23,28428.0,Medical Kits
152,2020-10-24,28428.0,Medical Kits
153,2020-10-25,17004.0,Medical Kits
154,2020-10-26,12393.0,Medical Kits
155,2020-10-27,12328.0,Medical Kits
156,2020-10-28,12328.0,Medical Kits
157,2020-10-29,10497.0,Medical Kits
158,2020-10-30,10281.0,Medical Kits
159,2020-10-31,10281.0,Medical Kits
160,2020-11-01,10281.0,Medical Kits
161,2020-11-02,6585.0,Medical Kits
162,2020-11-03,7884.0,Medical Kits
163,2020-11-04,7884.0,Medical Kits
164,2020-11-05,7934.0,Medical Kits
165,2020-11-06,7045.0,Medical Kits
166,2020-11-07,6673.0,Medical Kits
167,2020-11-08,6673.0,Medical Kits
168,2020-11-09,6673.0,Medical Kits
169,2020-11-10,5442.0,Medical Kits
170,2020-11-11,6880.0,Medical Kits
171,2020-11-12,5962.0,Medical Kits
172,2020-11-13,6419.0,Medical Kits
173,2020-11-14,6419.0,Medical Kits
174,2020-11-15,6419.0,Medical Kits
175,2020-11-16,7268.0,Medical Kits
176,2020-11-17,6399.0,Medical Kits
177,2020-11-18,6399.0,Medical Kits
178,2020-11-19,5931.0,Medical Kits
179,2020-11-20,5931.0,Medical Kits
180,2020-11-21,5931.0,Medical Kits
181,2020-11-22,5931.0,Medical Kits
182,2020-11-23,7494.0,Medical Kits
183,2020-11-24,7494.0,Medical Kits
184,2020-11-25,7494.0,Medical Kits
185,2020-11-26,9432.0,Medical Kits
186,2020-11-27,9432.0,Medical Kits
187,2020-11-28,9432.0,Medical Kits
188,2020-11-29,11380.0,Medical Kits
189,2020-11-30,11380.0,Medical Kits
190,2020-12-01,11380.0,Medical Kits
191,2020-12-02,11380.0,Medical Kits
192,2020-12-03,14894.0,Medical Kits
193,2020-12-04,14894.0,Medical Kits
194,2020-12-05,14894.0,Medical Kits
195,2020-12-06,14894.0,Medical Kits
196,2020-12-07,14894.0,Medical Kits
197,2020-12-08,12085.0,Medical Kits
198,2020-12-09,12085.0,Medical Kits
199,2020-12-10,12085.0,Medical Kits
200,2020-12-11,12085.0,Medical Kits
201,2020-12-12,12085.0,Medical Kits
202,2020-12-13,12085.0,Medical Kits
203,2020-12-14,10049.0,Medical Kits
204,2020-12-15,10049.0,Medical Kits
205,2020-12-16,10049.0,Medical Kits
206,2020-12-17,10150.0,Medical Kits
207,2020-12-18,10026.0,Medical Kits
208,2020-12-19,10026.0,Medical Kits
209,2020-12-20,10026.0,Medical Kits
210,2020-12-21,10026.0,Medical Kits
211,2020-12-22,10426.0,Medical Kits
212,2020-12-23,10426.0,Medical Kits
213,2020-12-24,10426.0,Medical Kits
214,2020-12-25,13348.0,Medical Kits
215,2020-12-26,13348.0,Medical Kits
216,2020-12-27,13916.0,Medical Kits
217,2020-12-28,13916.0,Medical Kits
218,2020-12-29,13916.0,Medical Kits
219,2020-12-30,14334.0,Medical Kits
220,2020-12-31,14334.0,Medical Kits
221,2021-01-01,14334.0,Medical Kits
222,2021-01-02,14334.0,Medical Kits
223,2021-01-03,14334.0,Medical Kits
224,2021-01-04,18732.0,Medical Kits
225,2021-01-05,18732.0,Medical Kits
226,2021-01-06,18732.0,Medical Kits
227,2021-01-07,15685.0,Medical Kits
228,2021-01-08,15685.0,Medical Kits
229,2021-01-09,15685.0,Medical Kits
230,2021-01-10,15906.0,Medical Kits
231,2021-01-11,15906.0,Medical Kits
232,2021-01-12,15906.0,Medical Kits
233,2021-01-13,15906.0,Medical Kits
234,2021-01-14,15906.0,Medical Kits
235,2021-01-15,11157.0,Medical Kits
236,2021-01-16,11157.0,Medical Kits
237,2021-01-17,11157.0,Medical Kits
238,2021-01-18,12981.0,Medical Kits
239,2021-01-19,12981.0,Medical Kits
240,2021-01-20,12981.0,Medical Kits
241,2021-01-21,22122.0,Medical Kits
242,2021-01-22,22122.0,Medical Kits
243,2021-01-23,22122.0,Medical Kits
244,2021-01-24,22122.0,Medical Kits
245,2021-01-25,955.0,Medical Kits
246,2021-01-26,955.0,Medical Kits
247,2021-01-27,955.0,Medical Kits
248,2021-01-28,7603.0,Medical Kits
249,2021-01-29,9689.0,Medical Kits
250,2021-01-30,9689.0,Medical Kits
251,2021-01-31,9093.0,Medical Kits
252,2021-02-01,9093.0,Medical Kits
253,2021-02-02,9093.0,Medical Kits
254,2021-02-03,8643.0,Medical Kits
255,2021-02-04,8643.0,Medical Kits
256,2021-02-05,8230.0,Medical Kits
257,2021-02-06,8230.0,Medical Kits
258,2021-02-07,8230.0,Medical Kits
259,2021-02-08,8230.0,Medical Kits
260,2021-02-09,8230.0,Medical Kits
261,2021-02-10,15699.0,Medical Kits
262,2021-02-11,15699.0,Medical Kits
263,2021-02-12,15506.0,Medical Kits
264,2021-02-13,15506.0,Medical Kits
265,2021-02-14,15506.0,Medical Kits
266,2021-02-15,15506.0,Medical Kits
267,2021-02-16,22086.0,Medical Kits
268,2021-02-17,22086.0,Medical Kits
269,2021-02-18,22086.0,Medical Kits
270,2021-02-19,15551.0,Medical Kits
271,2021-02-20,15551.0,Medical Kits
272,2021-02-21,15551.0,Medical Kits
273,2021-02-22,15551.0,Medical Kits
274,2021-02-23,15551.0,Medical Kits
275,2021-02-24,15551.0,Medical Kits
276,2021-02-25,15551.0,Medical Kits
277,2021-02-26,26817.0,Medical Kits
278,2021-02-27,26817.0,Medical Kits
279,2021-02-28,26817.0,Medical Kits
280,2021-03-01,26817.0,Medical Kits
281,2021-03-02,26817.0,Medical Kits
282,2021-03-03,12919.0,Medical Kits
283,2021-03-04,12919.0,Medical Kits
284,2021-03-05,12919.0,Medical Kits
285,2021-03-06,12919.0,Medical Kits
286,2021-03-07,12919.0,Medical Kits
287,2021-03-08,13119.0,Medical Kits
288,2021-03-09,13119.0,Medical Kits
289,2021-03-10,13119.0,Medical Kits
290,2021-03-11,13119.0,Medical Kits
291,2021-03-12,13119.0,Medical Kits
292,2021-03-13,15702.0,Medical Kits
293,2021-03-14,15702.0,Medical Kits
294,2021-03-15,12844.0,Medical Kits
295,2021-03-16,12844.0,Medical Kits
296,2021-03-17,12844.0,Medical Kits
297,2021-03-18,9912.0,Medical Kits
298,2021-03-19,9912.0,Medical Kits
299,2021-03-20,9912.0,Medical Kits
300,2021-03-21,10326.0,Medical Kits
301,2021-03-22,8040.0,Medical Kits
302,2021-03-23,8040.0,Medical Kits
303,2021-03-24,10471.0,Medical Kits
304,2021-03-25,10711.0,Medical Kits
305,2021-03-26,14190.0,Medical Kits
306,2021-03-27,14190.0,Medical Kits
307,2021-03-28,14190.0,Medical Kits
308,2021-03-29,9021.0,Medical Kits
309,2021-03-30,9021.0,Medical Kits
310,2021-03-31,12489.0,Medical Kits
311,2021-04-01,12489.0,Medical Kits
312,2021-04-02,10588.0,Medical Kits
313,2021-04-03,10588.0,Medical Kits
314,2021-04-04,10588.0,Medical Kits
315,2021-04-05,15394.0,Medical Kits
316,2021-04-06,13697.0,Medical Kits
317,2021-04-07,12526.0,Medical Kits
318,2021-04-08,12526.0,Medical Kits
319,2021-04-09,12526.0,Medical Kits
320,2021-04-10,21473.0,Medical Kits
321,2021-04-11,21473.0,Medical Kits
322,2021-04-12,21473.0,Medical Kits
323,2021-04-13,21473.0,Medical Kits
324,2021-04-14,15074.0,Medical Kits
325,2021-04-15,16919.0,Medical Kits
326,2021-04-16,16919.0,Medical Kits
327,2021-04-17,9967.0,Medical Kits
328,2021-04-18,9967.0,Medical Kits
329,2021-04-19,9967.0,Medical Kits
330,2021-04-20,6498.0,Medical Kits
331,2021-04-21,6498.0,Medical Kits
332,2021-04-22,8483.0,Medical Kits
333,2021-04-23,8483.0,Medical Kits
334,2021-04-24,8241.0,Medical Kits
335,2021-04-25,8241.0,Medical Kits
336,2021-04-26,8241.0,Medical Kits
337,2021-04-27,9205.0,Medical Kits
338,2021-04-28,13111.0,Medical Kits
339,2021-04-29,12568.0,Medical Kits
340,2021-04-30,12568.0,Medical Kits
341,2021-05-01,11097.0,Medical Kits
342,2021-05-02,11097.0,Medical Kits
343,2021-05-03,12496.0,Medical Kits
344,2021-05-04,12496.0,Medical Kits
345,2021-05-05,16447.0,Medical Kits
346,2021-05-06,16447.0,Medical Kits
347,2021-05-07,11244.0,Medical Kits
348,2021-05-08,11244.0,Medical Kits
349,2021-05-09,9677.0,Medical Kits
350,2021-05-10,9677.0,Medical Kits
351,2021-05-11,12093.0,Medical Kits
352,2021-05-12,12093.0,Medical Kits
353,2021-05-13,12093.0,Medical Kits
354,2021-05-14,8002.0,Medical Kits
355,2021-05-15,8263.0,Medical Kits
356,2021-05-16,8263.0,Medical Kits
357,2021-05-17,9773.0,Medical Kits
358,2021-05-18,11661.0,Medical Kits
359,2021-05-19,11661.0,Medical Kits
360,2021-05-20,9739.0,Medical Kits
361,2021-05-21,10221.0,Medical Kits
362,2021-05-22,9763.0,Medical Kits
363,2021-05-23,9763.0,Medical Kits
364,2021-05-24,8780.0,Medical Kits
365,2021-05-25,7717.0,Medical Kits
366,2021-05-26,7717.0,Medical Kits
367,2021-05-27,11586.0,Medical Kits
368,2021-05-28,11889.0,Medical Kits
369,2021-05-29,9186.0,Medical Kits
370,2021-05-30,9186.0,Medical Kits
371,2021-05-31,9186.0,Medical Kits
372,2021-06-01,12031.0,Medical Kits
373,2021-06-02,11507.0,Medical Kits
374,2021-06-03,13800.0,Medical Kits
375,2021-06-04,13800.0,Medical Kits
376,2021-06-05,14995.0,Medical Kits
377,2021-06-06,14995.0,Medical Kits
378,2021-06-07,14995.0,Medical Kits
379,2021-06-08,10572.0,Medical Kits
380,2021-06-09,8732.0,Medical Kits
381,2021-06-10,8732.0,Medical Kits
382,2021-06-11,8732.0,Medical Kits
383,2021-06-12,8732.0,Medical Kits
384,2021-06-13,8732.0,Medical Kits
385,2021-06-14,16389.0,Medical Kits
386,2021-06-15,16389.0,Medical Kits
387,2021-06-16,16389.0,Medical Kits
388,2021-06-17,9215.0,Medical Kits
389,2021-06-18,9215.0,Medical Kits
390,2021-06-19,9215.0,Medical Kits
391,2021-06-20,13416.0,Medical Kits
392,2021-06-21,10170.0,Medical Kits
393,2021-06-22,6449.0,Medical Kits
394,2021-06-23,6648.0,Medical Kits
395,2021-06-24,6648.0,Medical Kits
396,2021-06-25,9158.0,Medical Kits
397,2021-06-26,9158.0,Medical Kits
398,2021-06-27,9158.0,Medical Kits
399,2021-06-28,7770.0,Medical Kits
400,2021-06-29,7770.0,Medical Kits
401,2021-06-30,10554.0,Medical Kits
402,2021-07-01,9319.0,Medical Kits
403,2021-07-02,9319.0,Medical Kits
404,2021-07-03,7950.0,Medical Kits
405,2021-07-04,7950.0,Medical Kits
406,2021-07-05,7950.0,Medical Kits
407,2021-07-06,10310.0,Medical Kits
408,2021-07-07,10310.0,Medical Kits
409,2021-07-08,10310.0,Medical Kits
410,2021-07-09,9646.0,Medical Kits
411,2021-07-10,12901.0,Medical Kits
412,2021-07-11,9517.0,Medical Kits
