,date,value,name_B0892JWNFB
51,2020-07-14,6767.0,Acidophilus
52,2020-07-15,6889.0,Acidophilus
53,2020-07-16,6889.0,Acidophilus
54,2020-07-17,6889.0,Acidophilus
55,2020-07-18,6889.0,Acidophilus
56,2020-07-19,4067.0,Acidophilus
57,2020-07-20,4067.0,Acidophilus
58,2020-07-21,4783.0,Acidophilus
59,2020-07-22,4590.0,Acidophilus
60,2020-07-23,5894.0,Acidophilus
61,2020-07-24,5528.0,Acidophilus
62,2020-07-25,5528.0,Acidophilus
63,2020-07-26,5801.0,Acidophilus
64,2020-07-27,6987.0,Acidophilus
65,2020-07-28,6987.0,Acidophilus
66,2020-07-29,6987.0,Acidophilus
67,2020-07-30,5036.0,Acidophilus
68,2020-07-31,5036.0,Acidophilus
69,2020-08-01,5036.0,Acidophilus
70,2020-08-02,5036.0,Acidophilus
71,2020-08-03,6920.0,Acidophilus
72,2020-08-04,6949.0,Acidophilus
73,2020-08-05,6692.0,Acidophilus
74,2020-08-06,6692.0,Acidophilus
75,2020-08-07,6559.0,Acidophilus
76,2020-08-08,6559.0,Acidophilus
77,2020-08-09,6559.0,Acidophilus
78,2020-08-10,6919.0,Acidophilus
79,2020-08-11,6919.0,Acidophilus
80,2020-08-12,6613.0,Acidophilus
81,2020-08-13,6613.0,Acidophilus
82,2020-08-14,8821.0,Acidophilus
83,2020-08-15,8821.0,Acidophilus
84,2020-08-16,8821.0,Acidophilus
85,2020-08-17,8410.0,Acidophilus
86,2020-08-18,8410.0,Acidophilus
87,2020-08-19,7924.0,Acidophilus
88,2020-08-20,7924.0,Acidophilus
89,2020-08-21,7924.0,Acidophilus
90,2020-08-22,7301.0,Acidophilus
91,2020-08-23,8909.0,Acidophilus
92,2020-08-24,8367.0,Acidophilus
93,2020-08-25,8367.0,Acidophilus
94,2020-08-26,6194.0,Acidophilus
95,2020-08-27,6828.0,Acidophilus
96,2020-08-28,6828.0,Acidophilus
97,2020-08-29,6828.0,Acidophilus
98,2020-08-30,7944.0,Acidophilus
99,2020-08-31,7255.0,Acidophilus
100,2020-09-01,7255.0,Acidophilus
101,2020-09-02,6641.0,Acidophilus
102,2020-09-03,7190.0,Acidophilus
103,2020-09-04,7190.0,Acidophilus
104,2020-09-05,7673.0,Acidophilus
105,2020-09-06,7673.0,Acidophilus
106,2020-09-07,7673.0,Acidophilus
107,2020-09-08,9810.0,Acidophilus
108,2020-09-09,9810.0,Acidophilus
109,2020-09-10,10032.0,Acidophilus
110,2020-09-11,10032.0,Acidophilus
111,2020-09-12,6939.0,Acidophilus
112,2020-09-13,6939.0,Acidophilus
113,2020-09-14,6939.0,Acidophilus
114,2020-09-15,9695.0,Acidophilus
115,2020-09-16,9695.0,Acidophilus
116,2020-09-17,7141.0,Acidophilus
117,2020-09-18,7185.0,Acidophilus
118,2020-09-19,7733.0,Acidophilus
119,2020-09-20,7093.0,Acidophilus
120,2020-09-21,7093.0,Acidophilus
121,2020-09-22,5952.0,Acidophilus
122,2020-09-23,5952.0,Acidophilus
123,2020-09-24,5952.0,Acidophilus
124,2020-09-25,5538.0,Acidophilus
125,2020-09-26,5538.0,Acidophilus
126,2020-09-27,5538.0,Acidophilus
127,2020-09-28,6980.0,Acidophilus
128,2020-09-29,6980.0,Acidophilus
129,2020-09-30,5389.0,Acidophilus
130,2020-10-01,5389.0,Acidophilus
131,2020-10-02,6584.0,Acidophilus
132,2020-10-03,5953.0,Acidophilus
133,2020-10-04,5697.0,Acidophilus
134,2020-10-05,5697.0,Acidophilus
135,2020-10-06,5527.0,Acidophilus
136,2020-10-07,5527.0,Acidophilus
137,2020-10-08,5527.0,Acidophilus
138,2020-10-09,5527.0,Acidophilus
139,2020-10-10,8429.0,Acidophilus
140,2020-10-11,8429.0,Acidophilus
141,2020-10-12,7116.0,Acidophilus
142,2020-10-13,7393.0,Acidophilus
143,2020-10-14,7668.0,Acidophilus
144,2020-10-15,8627.0,Acidophilus
145,2020-10-16,8627.0,Acidophilus
146,2020-10-17,7365.0,Acidophilus
147,2020-10-18,8120.0,Acidophilus
148,2020-10-19,8120.0,Acidophilus
149,2020-10-20,7272.0,Acidophilus
150,2020-10-21,7272.0,Acidophilus
151,2020-10-22,7272.0,Acidophilus
152,2020-10-23,7272.0,Acidophilus
153,2020-10-24,7272.0,Acidophilus
154,2020-10-25,8280.0,Acidophilus
155,2020-10-26,8280.0,Acidophilus
156,2020-10-27,8280.0,Acidophilus
157,2020-10-28,6519.0,Acidophilus
158,2020-10-29,6519.0,Acidophilus
159,2020-10-30,6519.0,Acidophilus
160,2020-10-31,8089.0,Acidophilus
161,2020-11-01,8089.0,Acidophilus
162,2020-11-02,8089.0,Acidophilus
163,2020-11-03,10579.0,Acidophilus
164,2020-11-04,11257.0,Acidophilus
165,2020-11-05,9026.0,Acidophilus
166,2020-11-06,9833.0,Acidophilus
167,2020-11-07,9097.0,Acidophilus
168,2020-11-08,9097.0,Acidophilus
169,2020-11-09,9978.0,Acidophilus
170,2020-11-10,9516.0,Acidophilus
171,2020-11-11,9516.0,Acidophilus
172,2020-11-12,9516.0,Acidophilus
173,2020-11-13,9929.0,Acidophilus
174,2020-11-14,9929.0,Acidophilus
175,2020-11-15,9950.0,Acidophilus
176,2020-11-16,9950.0,Acidophilus
177,2020-11-17,9950.0,Acidophilus
178,2020-11-18,8894.0,Acidophilus
179,2020-11-19,8894.0,Acidophilus
180,2020-11-20,8894.0,Acidophilus
181,2020-11-21,12666.0,Acidophilus
182,2020-11-22,12666.0,Acidophilus
183,2020-11-23,12666.0,Acidophilus
184,2020-11-24,11266.0,Acidophilus
185,2020-11-25,10864.0,Acidophilus
186,2020-11-26,12670.0,Acidophilus
187,2020-11-27,12670.0,Acidophilus
188,2020-11-28,12670.0,Acidophilus
189,2020-11-29,11864.0,Acidophilus
190,2020-11-30,11864.0,Acidophilus
191,2020-12-01,11864.0,Acidophilus
192,2020-12-02,12438.0,Acidophilus
193,2020-12-03,12438.0,Acidophilus
194,2020-12-04,12438.0,Acidophilus
195,2020-12-05,12438.0,Acidophilus
196,2020-12-06,10734.0,Acidophilus
197,2020-12-07,12013.0,Acidophilus
198,2020-12-08,12013.0,Acidophilus
199,2020-12-09,10749.0,Acidophilus
200,2020-12-10,10749.0,Acidophilus
201,2020-12-11,10749.0,Acidophilus
202,2020-12-12,11551.0,Acidophilus
203,2020-12-13,11551.0,Acidophilus
204,2020-12-14,11551.0,Acidophilus
205,2020-12-15,12451.0,Acidophilus
206,2020-12-16,12451.0,Acidophilus
207,2020-12-17,10144.0,Acidophilus
208,2020-12-18,10144.0,Acidophilus
209,2020-12-19,10144.0,Acidophilus
210,2020-12-20,12083.0,Acidophilus
211,2020-12-21,12083.0,Acidophilus
212,2020-12-22,12083.0,Acidophilus
213,2020-12-23,12151.0,Acidophilus
214,2020-12-24,12151.0,Acidophilus
215,2020-12-25,12151.0,Acidophilus
216,2020-12-26,12151.0,Acidophilus
217,2020-12-27,11333.0,Acidophilus
218,2020-12-28,11373.0,Acidophilus
219,2020-12-29,11373.0,Acidophilus
220,2020-12-30,11373.0,Acidophilus
221,2020-12-31,10021.0,Acidophilus
222,2021-01-01,10021.0,Acidophilus
223,2021-01-02,9839.0,Acidophilus
224,2021-01-03,9839.0,Acidophilus
225,2021-01-04,9839.0,Acidophilus
226,2021-01-05,9839.0,Acidophilus
227,2021-01-06,8834.0,Acidophilus
228,2021-01-07,9433.0,Acidophilus
229,2021-01-08,9736.0,Acidophilus
230,2021-01-09,9736.0,Acidophilus
231,2021-01-10,9736.0,Acidophilus
232,2021-01-11,10762.0,Acidophilus
233,2021-01-12,10762.0,Acidophilus
234,2021-01-13,10762.0,Acidophilus
235,2021-01-14,10762.0,Acidophilus
236,2021-01-15,10031.0,Acidophilus
237,2021-01-16,10031.0,Acidophilus
238,2021-01-17,10401.0,Acidophilus
239,2021-01-18,12892.0,Acidophilus
240,2021-01-19,12892.0,Acidophilus
241,2021-01-20,10164.0,Acidophilus
242,2021-01-21,10164.0,Acidophilus
243,2021-01-22,10164.0,Acidophilus
244,2021-01-23,9457.0,Acidophilus
245,2021-01-24,9457.0,Acidophilus
246,2021-01-25,9457.0,Acidophilus
247,2021-01-26,5616.0,Acidophilus
248,2021-01-27,5616.0,Acidophilus
249,2021-01-28,10201.0,Acidophilus
250,2021-01-29,10201.0,Acidophilus
251,2021-01-30,10201.0,Acidophilus
252,2021-01-31,10201.0,Acidophilus
253,2021-02-01,10201.0,Acidophilus
254,2021-02-02,10458.0,Acidophilus
255,2021-02-03,10458.0,Acidophilus
256,2021-02-04,10458.0,Acidophilus
257,2021-02-05,10086.0,Acidophilus
258,2021-02-06,10086.0,Acidophilus
259,2021-02-07,10086.0,Acidophilus
260,2021-02-08,11826.0,Acidophilus
261,2021-02-09,9112.0,Acidophilus
262,2021-02-10,9112.0,Acidophilus
263,2021-02-11,9112.0,Acidophilus
264,2021-02-12,7443.0,Acidophilus
265,2021-02-13,7443.0,Acidophilus
266,2021-02-14,7443.0,Acidophilus
267,2021-02-15,8933.0,Acidophilus
268,2021-02-16,8933.0,Acidophilus
269,2021-02-17,8933.0,Acidophilus
270,2021-02-18,9600.0,Acidophilus
271,2021-02-19,9600.0,Acidophilus
272,2021-02-20,8232.0,Acidophilus
273,2021-02-21,9967.0,Acidophilus
274,2021-02-22,9967.0,Acidophilus
275,2021-02-23,9967.0,Acidophilus
276,2021-02-24,9967.0,Acidophilus
277,2021-02-25,8079.0,Acidophilus
278,2021-02-26,8079.0,Acidophilus
279,2021-02-27,8079.0,Acidophilus
280,2021-02-28,7255.0,Acidophilus
281,2021-03-01,7255.0,Acidophilus
282,2021-03-02,7559.0,Acidophilus
283,2021-03-03,7559.0,Acidophilus
284,2021-03-04,8320.0,Acidophilus
285,2021-03-05,6950.0,Acidophilus
286,2021-03-06,6950.0,Acidophilus
287,2021-03-07,5951.0,Acidophilus
288,2021-03-08,5951.0,Acidophilus
289,2021-03-09,5951.0,Acidophilus
290,2021-03-10,6634.0,Acidophilus
291,2021-03-11,6634.0,Acidophilus
292,2021-03-12,6634.0,Acidophilus
293,2021-03-13,5219.0,Acidophilus
294,2021-03-14,5219.0,Acidophilus
295,2021-03-15,5219.0,Acidophilus
296,2021-03-16,5233.0,Acidophilus
297,2021-03-17,4848.0,Acidophilus
298,2021-03-18,4848.0,Acidophilus
299,2021-03-19,4848.0,Acidophilus
300,2021-03-20,5166.0,Acidophilus
301,2021-03-21,5166.0,Acidophilus
302,2021-03-22,5166.0,Acidophilus
303,2021-03-23,3921.0,Acidophilus
304,2021-03-24,3921.0,Acidophilus
305,2021-03-25,3978.0,Acidophilus
306,2021-03-26,3978.0,Acidophilus
307,2021-03-27,5047.0,Acidophilus
308,2021-03-28,5047.0,Acidophilus
309,2021-03-29,5579.0,Acidophilus
310,2021-03-30,5579.0,Acidophilus
311,2021-03-31,5579.0,Acidophilus
312,2021-04-01,3641.0,Acidophilus
313,2021-04-02,3641.0,Acidophilus
314,2021-04-03,5248.0,Acidophilus
315,2021-04-04,5248.0,Acidophilus
316,2021-04-05,5248.0,Acidophilus
317,2021-04-06,8802.0,Acidophilus
318,2021-04-07,8802.0,Acidophilus
319,2021-04-08,5953.0,Acidophilus
320,2021-04-09,5953.0,Acidophilus
321,2021-04-10,5953.0,Acidophilus
322,2021-04-11,8141.0,Acidophilus
323,2021-04-12,8141.0,Acidophilus
324,2021-04-13,8141.0,Acidophilus
325,2021-04-14,5586.0,Acidophilus
326,2021-04-15,6336.0,Acidophilus
327,2021-04-16,6336.0,Acidophilus
328,2021-04-17,6623.0,Acidophilus
329,2021-04-18,6623.0,Acidophilus
330,2021-04-19,4941.0,Acidophilus
331,2021-04-20,5163.0,Acidophilus
332,2021-04-21,6255.0,Acidophilus
333,2021-04-22,6255.0,Acidophilus
334,2021-04-23,6381.0,Acidophilus
335,2021-04-24,6381.0,Acidophilus
336,2021-04-25,6368.0,Acidophilus
337,2021-04-26,6368.0,Acidophilus
338,2021-04-27,6368.0,Acidophilus
339,2021-04-28,6368.0,Acidophilus
340,2021-04-29,6368.0,Acidophilus
341,2021-04-30,6368.0,Acidophilus
342,2021-05-01,6368.0,Acidophilus
343,2021-05-02,6368.0,Acidophilus
344,2021-05-03,6368.0,Acidophilus
345,2021-05-04,6368.0,Acidophilus
346,2021-05-05,6368.0,Acidophilus
347,2021-05-06,6368.0,Acidophilus
348,2021-05-07,6368.0,Acidophilus
349,2021-05-08,6368.0,Acidophilus
350,2021-05-09,6368.0,Acidophilus
351,2021-05-10,6368.0,Acidophilus
352,2021-05-11,6368.0,Acidophilus
353,2021-05-12,6368.0,Acidophilus
354,2021-05-13,6368.0,Acidophilus
355,2021-05-14,6368.0,Acidophilus
356,2021-05-15,6368.0,Acidophilus
357,2021-05-16,6368.0,Acidophilus
358,2021-05-17,6368.0,Acidophilus
359,2021-05-18,6368.0,Acidophilus
360,2021-05-19,6368.0,Acidophilus
361,2021-05-20,6368.0,Acidophilus
362,2021-05-21,6368.0,Acidophilus
363,2021-05-22,6368.0,Acidophilus
364,2021-05-23,6368.0,Acidophilus
365,2021-05-24,6368.0,Acidophilus
366,2021-05-25,6368.0,Acidophilus
367,2021-05-26,6368.0,Acidophilus
368,2021-05-27,6368.0,Acidophilus
369,2021-05-28,6368.0,Acidophilus
370,2021-05-29,6368.0,Acidophilus
371,2021-05-30,6368.0,Acidophilus
372,2021-05-31,6368.0,Acidophilus
373,2021-06-01,6368.0,Acidophilus
374,2021-06-02,6368.0,Acidophilus
375,2021-06-03,6368.0,Acidophilus
376,2021-06-04,6368.0,Acidophilus
377,2021-06-05,6368.0,Acidophilus
378,2021-06-06,6458.0,Acidophilus
379,2021-06-07,6536.0,Acidophilus
380,2021-06-08,6585.0,Acidophilus
381,2021-06-09,6585.0,Acidophilus
382,2021-06-10,6961.0,Acidophilus
383,2021-06-11,6961.0,Acidophilus
384,2021-06-12,6961.0,Acidophilus
385,2021-06-13,7286.0,Acidophilus
386,2021-06-14,7286.0,Acidophilus
387,2021-06-15,5631.0,Acidophilus
388,2021-06-16,6219.0,Acidophilus
389,2021-06-17,6219.0,Acidophilus
390,2021-06-18,7880.0,Acidophilus
391,2021-06-19,7880.0,Acidophilus
392,2021-06-20,6883.0,Acidophilus
393,2021-06-21,6883.0,Acidophilus
394,2021-06-22,6709.0,Acidophilus
395,2021-06-23,6709.0,Acidophilus
396,2021-06-24,7385.0,Acidophilus
397,2021-06-25,6823.0,Acidophilus
398,2021-06-26,6823.0,Acidophilus
399,2021-06-27,6701.0,Acidophilus
400,2021-06-28,6701.0,Acidophilus
401,2021-06-29,6701.0,Acidophilus
402,2021-06-30,4630.0,Acidophilus
403,2021-07-01,4630.0,Acidophilus
404,2021-07-02,4936.0,Acidophilus
405,2021-07-03,4936.0,Acidophilus
406,2021-07-04,5548.0,Acidophilus
407,2021-07-05,5745.0,Acidophilus
408,2021-07-06,5745.0,Acidophilus
409,2021-07-07,4574.0,Acidophilus
410,2021-07-08,4574.0,Acidophilus
411,2021-07-09,5196.0,Acidophilus
412,2021-07-10,5358.0,Acidophilus
