,date,value,name_B073V38LNW
148,2020-10-22,17718.0,Medicinal Sleep Aids
149,2020-10-23,17718.0,Medicinal Sleep Aids
150,2020-10-24,14536.0,Medicinal Sleep Aids
151,2020-10-25,14536.0,Medicinal Sleep Aids
152,2020-10-26,17698.0,Medicinal Sleep Aids
153,2020-10-27,19882.0,Medicinal Sleep Aids
154,2020-10-28,19882.0,Medicinal Sleep Aids
155,2020-10-29,19882.0,Medicinal Sleep Aids
156,2020-10-30,18322.0,Medicinal Sleep Aids
157,2020-10-31,15875.0,Medicinal Sleep Aids
158,2020-11-01,19986.0,Medicinal Sleep Aids
159,2020-11-02,19986.0,Medicinal Sleep Aids
160,2020-11-03,19986.0,Medicinal Sleep Aids
161,2020-11-04,18035.0,Medicinal Sleep Aids
162,2020-11-05,18035.0,Medicinal Sleep Aids
163,2020-11-06,18035.0,Medicinal Sleep Aids
164,2020-11-07,15887.0,Medicinal Sleep Aids
165,2020-11-08,15887.0,Medicinal Sleep Aids
166,2020-11-09,13619.0,Medicinal Sleep Aids
167,2020-11-10,13619.0,Medicinal Sleep Aids
168,2020-11-11,16233.0,Medicinal Sleep Aids
169,2020-11-12,19528.0,Medicinal Sleep Aids
170,2020-11-13,17770.0,Medicinal Sleep Aids
171,2020-11-14,17770.0,Medicinal Sleep Aids
172,2020-11-15,21243.0,Medicinal Sleep Aids
173,2020-11-16,21243.0,Medicinal Sleep Aids
174,2020-11-17,21243.0,Medicinal Sleep Aids
175,2020-11-18,17940.0,Medicinal Sleep Aids
176,2020-11-19,17940.0,Medicinal Sleep Aids
177,2020-11-20,17940.0,Medicinal Sleep Aids
178,2020-11-21,17940.0,Medicinal Sleep Aids
179,2020-11-22,18669.0,Medicinal Sleep Aids
180,2020-11-23,18669.0,Medicinal Sleep Aids
181,2020-11-24,18669.0,Medicinal Sleep Aids
182,2020-11-25,14453.0,Medicinal Sleep Aids
183,2020-11-26,14857.0,Medicinal Sleep Aids
184,2020-11-27,15791.0,Medicinal Sleep Aids
185,2020-11-28,15791.0,Medicinal Sleep Aids
186,2020-11-29,15791.0,Medicinal Sleep Aids
187,2020-11-30,17945.0,Medicinal Sleep Aids
188,2020-12-01,17945.0,Medicinal Sleep Aids
189,2020-12-02,17945.0,Medicinal Sleep Aids
190,2020-12-03,16510.0,Medicinal Sleep Aids
191,2020-12-04,16510.0,Medicinal Sleep Aids
192,2020-12-05,16710.0,Medicinal Sleep Aids
193,2020-12-06,16710.0,Medicinal Sleep Aids
194,2020-12-07,16710.0,Medicinal Sleep Aids
195,2020-12-08,17986.0,Medicinal Sleep Aids
196,2020-12-09,17986.0,Medicinal Sleep Aids
197,2020-12-10,17986.0,Medicinal Sleep Aids
198,2020-12-11,13336.0,Medicinal Sleep Aids
199,2020-12-12,16681.0,Medicinal Sleep Aids
200,2020-12-13,16681.0,Medicinal Sleep Aids
201,2020-12-14,13701.0,Medicinal Sleep Aids
202,2020-12-15,13618.0,Medicinal Sleep Aids
203,2020-12-16,13618.0,Medicinal Sleep Aids
204,2020-12-17,13618.0,Medicinal Sleep Aids
205,2020-12-18,14672.0,Medicinal Sleep Aids
206,2020-12-19,14672.0,Medicinal Sleep Aids
207,2020-12-20,16942.0,Medicinal Sleep Aids
208,2020-12-21,15852.0,Medicinal Sleep Aids
209,2020-12-22,15852.0,Medicinal Sleep Aids
210,2020-12-23,15852.0,Medicinal Sleep Aids
211,2020-12-24,11114.0,Medicinal Sleep Aids
212,2020-12-25,13352.0,Medicinal Sleep Aids
213,2020-12-26,13352.0,Medicinal Sleep Aids
214,2020-12-27,13352.0,Medicinal Sleep Aids
215,2020-12-28,12514.0,Medicinal Sleep Aids
216,2020-12-29,12514.0,Medicinal Sleep Aids
217,2020-12-30,13002.0,Medicinal Sleep Aids
218,2020-12-31,13002.0,Medicinal Sleep Aids
219,2021-01-01,13002.0,Medicinal Sleep Aids
220,2021-01-02,9984.0,Medicinal Sleep Aids
221,2021-01-03,10872.0,Medicinal Sleep Aids
222,2021-01-04,10337.0,Medicinal Sleep Aids
223,2021-01-05,10337.0,Medicinal Sleep Aids
224,2021-01-06,10723.0,Medicinal Sleep Aids
225,2021-01-07,10723.0,Medicinal Sleep Aids
226,2021-01-08,10124.0,Medicinal Sleep Aids
227,2021-01-09,12269.0,Medicinal Sleep Aids
228,2021-01-10,11631.0,Medicinal Sleep Aids
229,2021-01-11,11631.0,Medicinal Sleep Aids
230,2021-01-12,11631.0,Medicinal Sleep Aids
231,2021-01-13,12385.0,Medicinal Sleep Aids
232,2021-01-14,12139.0,Medicinal Sleep Aids
233,2021-01-15,12139.0,Medicinal Sleep Aids
234,2021-01-16,12139.0,Medicinal Sleep Aids
235,2021-01-17,15659.0,Medicinal Sleep Aids
236,2021-01-18,16554.0,Medicinal Sleep Aids
237,2021-01-19,16554.0,Medicinal Sleep Aids
238,2021-01-20,12842.0,Medicinal Sleep Aids
239,2021-01-21,12842.0,Medicinal Sleep Aids
240,2021-01-22,12842.0,Medicinal Sleep Aids
241,2021-01-23,12842.0,Medicinal Sleep Aids
242,2021-01-24,13979.0,Medicinal Sleep Aids
243,2021-01-25,16453.0,Medicinal Sleep Aids
244,2021-01-26,16453.0,Medicinal Sleep Aids
245,2021-01-27,20265.0,Medicinal Sleep Aids
246,2021-01-28,20265.0,Medicinal Sleep Aids
247,2021-01-29,17739.0,Medicinal Sleep Aids
248,2021-01-30,17739.0,Medicinal Sleep Aids
249,2021-01-31,17869.0,Medicinal Sleep Aids
250,2021-02-01,17869.0,Medicinal Sleep Aids
251,2021-02-02,15609.0,Medicinal Sleep Aids
252,2021-02-03,15609.0,Medicinal Sleep Aids
253,2021-02-04,17046.0,Medicinal Sleep Aids
254,2021-02-05,17046.0,Medicinal Sleep Aids
255,2021-02-06,16586.0,Medicinal Sleep Aids
256,2021-02-07,16586.0,Medicinal Sleep Aids
257,2021-02-08,14430.0,Medicinal Sleep Aids
258,2021-02-09,14430.0,Medicinal Sleep Aids
259,2021-02-10,14430.0,Medicinal Sleep Aids
260,2021-02-11,13574.0,Medicinal Sleep Aids
261,2021-02-12,13574.0,Medicinal Sleep Aids
262,2021-02-13,11255.0,Medicinal Sleep Aids
263,2021-02-14,11255.0,Medicinal Sleep Aids
264,2021-02-15,11255.0,Medicinal Sleep Aids
265,2021-02-16,12776.0,Medicinal Sleep Aids
266,2021-02-17,12776.0,Medicinal Sleep Aids
267,2021-02-18,14916.0,Medicinal Sleep Aids
268,2021-02-19,14916.0,Medicinal Sleep Aids
269,2021-02-20,14491.0,Medicinal Sleep Aids
270,2021-02-21,14491.0,Medicinal Sleep Aids
271,2021-02-22,12816.0,Medicinal Sleep Aids
272,2021-02-23,12816.0,Medicinal Sleep Aids
273,2021-02-24,12816.0,Medicinal Sleep Aids
274,2021-02-25,12410.0,Medicinal Sleep Aids
275,2021-02-26,15788.0,Medicinal Sleep Aids
276,2021-02-27,15788.0,Medicinal Sleep Aids
277,2021-02-28,12122.0,Medicinal Sleep Aids
278,2021-03-01,12122.0,Medicinal Sleep Aids
279,2021-03-02,13293.0,Medicinal Sleep Aids
280,2021-03-03,13356.0,Medicinal Sleep Aids
281,2021-03-04,13356.0,Medicinal Sleep Aids
282,2021-03-05,13356.0,Medicinal Sleep Aids
283,2021-03-06,13356.0,Medicinal Sleep Aids
284,2021-03-07,11417.0,Medicinal Sleep Aids
285,2021-03-08,12766.0,Medicinal Sleep Aids
286,2021-03-09,12766.0,Medicinal Sleep Aids
287,2021-03-10,12403.0,Medicinal Sleep Aids
288,2021-03-11,12501.0,Medicinal Sleep Aids
289,2021-03-12,11361.0,Medicinal Sleep Aids
290,2021-03-13,11361.0,Medicinal Sleep Aids
291,2021-03-14,13231.0,Medicinal Sleep Aids
292,2021-03-15,13231.0,Medicinal Sleep Aids
293,2021-03-16,13231.0,Medicinal Sleep Aids
294,2021-03-17,13393.0,Medicinal Sleep Aids
295,2021-03-18,10945.0,Medicinal Sleep Aids
296,2021-03-19,11816.0,Medicinal Sleep Aids
297,2021-03-20,12089.0,Medicinal Sleep Aids
298,2021-03-21,12089.0,Medicinal Sleep Aids
299,2021-03-22,12067.0,Medicinal Sleep Aids
300,2021-03-23,11573.0,Medicinal Sleep Aids
301,2021-03-24,11573.0,Medicinal Sleep Aids
302,2021-03-25,11573.0,Medicinal Sleep Aids
303,2021-03-26,10204.0,Medicinal Sleep Aids
304,2021-03-27,10943.0,Medicinal Sleep Aids
305,2021-03-28,10943.0,Medicinal Sleep Aids
306,2021-03-29,9254.0,Medicinal Sleep Aids
307,2021-03-30,9254.0,Medicinal Sleep Aids
308,2021-03-31,9254.0,Medicinal Sleep Aids
309,2021-04-01,9254.0,Medicinal Sleep Aids
310,2021-04-02,10875.0,Medicinal Sleep Aids
311,2021-04-03,10875.0,Medicinal Sleep Aids
312,2021-04-04,10875.0,Medicinal Sleep Aids
313,2021-04-05,11410.0,Medicinal Sleep Aids
314,2021-04-06,10823.0,Medicinal Sleep Aids
315,2021-04-07,10823.0,Medicinal Sleep Aids
316,2021-04-08,10678.0,Medicinal Sleep Aids
317,2021-04-09,10678.0,Medicinal Sleep Aids
318,2021-04-10,9820.0,Medicinal Sleep Aids
319,2021-04-11,9820.0,Medicinal Sleep Aids
320,2021-04-12,12045.0,Medicinal Sleep Aids
321,2021-04-13,12045.0,Medicinal Sleep Aids
322,2021-04-14,9557.0,Medicinal Sleep Aids
323,2021-04-15,9557.0,Medicinal Sleep Aids
324,2021-04-16,10314.0,Medicinal Sleep Aids
325,2021-04-17,11387.0,Medicinal Sleep Aids
326,2021-04-18,11387.0,Medicinal Sleep Aids
327,2021-04-19,9958.0,Medicinal Sleep Aids
328,2021-04-20,11268.0,Medicinal Sleep Aids
329,2021-04-21,8684.0,Medicinal Sleep Aids
330,2021-04-22,9892.0,Medicinal Sleep Aids
331,2021-04-23,8378.0,Medicinal Sleep Aids
332,2021-04-24,8378.0,Medicinal Sleep Aids
333,2021-04-25,9535.0,Medicinal Sleep Aids
334,2021-04-26,9535.0,Medicinal Sleep Aids
335,2021-04-27,9535.0,Medicinal Sleep Aids
336,2021-04-28,8552.0,Medicinal Sleep Aids
337,2021-04-29,8552.0,Medicinal Sleep Aids
338,2021-04-30,10519.0,Medicinal Sleep Aids
339,2021-05-01,10100.0,Medicinal Sleep Aids
340,2021-05-02,10100.0,Medicinal Sleep Aids
341,2021-05-03,14118.0,Medicinal Sleep Aids
342,2021-05-04,14118.0,Medicinal Sleep Aids
343,2021-05-05,14118.0,Medicinal Sleep Aids
344,2021-05-06,13213.0,Medicinal Sleep Aids
345,2021-05-07,13213.0,Medicinal Sleep Aids
346,2021-05-08,11060.0,Medicinal Sleep Aids
347,2021-05-09,11060.0,Medicinal Sleep Aids
348,2021-05-10,16845.0,Medicinal Sleep Aids
349,2021-05-11,16845.0,Medicinal Sleep Aids
350,2021-05-12,15308.0,Medicinal Sleep Aids
351,2021-05-13,15308.0,Medicinal Sleep Aids
352,2021-05-14,14572.0,Medicinal Sleep Aids
353,2021-05-15,14572.0,Medicinal Sleep Aids
354,2021-05-16,10054.0,Medicinal Sleep Aids
355,2021-05-17,10054.0,Medicinal Sleep Aids
356,2021-05-18,10054.0,Medicinal Sleep Aids
357,2021-05-19,11609.0,Medicinal Sleep Aids
358,2021-05-20,12087.0,Medicinal Sleep Aids
359,2021-05-21,13197.0,Medicinal Sleep Aids
360,2021-05-22,13197.0,Medicinal Sleep Aids
361,2021-05-23,13706.0,Medicinal Sleep Aids
362,2021-05-24,13706.0,Medicinal Sleep Aids
363,2021-05-25,14016.0,Medicinal Sleep Aids
364,2021-05-26,14016.0,Medicinal Sleep Aids
365,2021-05-27,14016.0,Medicinal Sleep Aids
366,2021-05-28,11851.0,Medicinal Sleep Aids
367,2021-05-29,11851.0,Medicinal Sleep Aids
368,2021-05-30,11851.0,Medicinal Sleep Aids
369,2021-05-31,13054.0,Medicinal Sleep Aids
370,2021-06-01,13054.0,Medicinal Sleep Aids
371,2021-06-02,10756.0,Medicinal Sleep Aids
372,2021-06-03,10756.0,Medicinal Sleep Aids
373,2021-06-04,11466.0,Medicinal Sleep Aids
374,2021-06-05,11466.0,Medicinal Sleep Aids
375,2021-06-06,14416.0,Medicinal Sleep Aids
376,2021-06-07,14416.0,Medicinal Sleep Aids
377,2021-06-08,14416.0,Medicinal Sleep Aids
378,2021-06-09,14840.0,Medicinal Sleep Aids
379,2021-06-10,14138.0,Medicinal Sleep Aids
380,2021-06-11,14138.0,Medicinal Sleep Aids
381,2021-06-12,14138.0,Medicinal Sleep Aids
382,2021-06-13,14138.0,Medicinal Sleep Aids
383,2021-06-14,16201.0,Medicinal Sleep Aids
384,2021-06-15,16201.0,Medicinal Sleep Aids
385,2021-06-16,15396.0,Medicinal Sleep Aids
386,2021-06-17,16538.0,Medicinal Sleep Aids
387,2021-06-18,16538.0,Medicinal Sleep Aids
388,2021-06-19,16538.0,Medicinal Sleep Aids
389,2021-06-20,17610.0,Medicinal Sleep Aids
390,2021-06-21,15737.0,Medicinal Sleep Aids
391,2021-06-22,18188.0,Medicinal Sleep Aids
392,2021-06-23,18188.0,Medicinal Sleep Aids
393,2021-06-24,18188.0,Medicinal Sleep Aids
394,2021-06-25,15328.0,Medicinal Sleep Aids
395,2021-06-26,15328.0,Medicinal Sleep Aids
396,2021-06-27,15328.0,Medicinal Sleep Aids
397,2021-06-28,15099.0,Medicinal Sleep Aids
398,2021-06-29,15099.0,Medicinal Sleep Aids
399,2021-06-30,15446.0,Medicinal Sleep Aids
400,2021-07-01,16531.0,Medicinal Sleep Aids
401,2021-07-02,16531.0,Medicinal Sleep Aids
402,2021-07-03,13467.0,Medicinal Sleep Aids
403,2021-07-04,13467.0,Medicinal Sleep Aids
404,2021-07-05,13467.0,Medicinal Sleep Aids
405,2021-07-06,9875.0,Medicinal Sleep Aids
406,2021-07-07,10854.0,Medicinal Sleep Aids
407,2021-07-08,11538.0,Medicinal Sleep Aids
408,2021-07-09,11538.0,Medicinal Sleep Aids
409,2021-07-10,14071.0,Medicinal Sleep Aids
