,date,value,name_B08BBCZ1XJ
110,2021-04-09,30036.0,Acupuncture
111,2021-04-10,35644.0,Acupuncture
112,2021-04-11,35644.0,Acupuncture
113,2021-04-12,35644.0,Acupuncture
114,2021-04-13,31050.0,Acupuncture
115,2021-04-14,40372.0,Acupuncture
116,2021-04-15,40372.0,Acupuncture
117,2021-04-16,36299.0,Acupuncture
118,2021-04-17,36299.0,Acupuncture
119,2021-04-18,36299.0,Acupuncture
120,2021-04-19,36299.0,Acupuncture
121,2021-04-20,34479.0,Acupuncture
122,2021-04-21,36824.0,Acupuncture
123,2021-04-22,36824.0,Acupuncture
124,2021-04-23,40073.0,Acupuncture
125,2021-04-24,40073.0,Acupuncture
126,2021-04-25,39223.0,Acupuncture
127,2021-04-26,37560.0,Acupuncture
128,2021-04-27,37560.0,Acupuncture
129,2021-04-28,28406.0,Acupuncture
130,2021-04-29,28406.0,Acupuncture
131,2021-04-30,41708.0,Acupuncture
132,2021-05-01,41708.0,Acupuncture
133,2021-05-02,41708.0,Acupuncture
134,2021-05-03,41708.0,Acupuncture
135,2021-05-04,29036.0,Acupuncture
136,2021-05-05,29036.0,Acupuncture
137,2021-05-06,20537.0,Acupuncture
138,2021-05-07,20537.0,Acupuncture
139,2021-05-08,20537.0,Acupuncture
140,2021-05-09,18832.0,Acupuncture
141,2021-05-10,22361.0,Acupuncture
142,2021-05-11,23923.0,Acupuncture
143,2021-05-12,30736.0,Acupuncture
144,2021-05-13,32735.0,Acupuncture
145,2021-05-14,31187.0,Acupuncture
146,2021-05-15,34953.0,Acupuncture
147,2021-05-16,31253.0,Acupuncture
148,2021-05-17,26233.0,Acupuncture
149,2021-05-18,28275.0,Acupuncture
150,2021-05-19,30682.0,Acupuncture
151,2021-05-20,24492.0,Acupuncture
152,2021-05-21,27097.0,Acupuncture
153,2021-05-22,26853.0,Acupuncture
154,2021-05-23,29586.0,Acupuncture
155,2021-05-24,29145.0,Acupuncture
156,2021-05-25,35321.0,Acupuncture
157,2021-05-26,37376.0,Acupuncture
158,2021-05-27,39302.0,Acupuncture
159,2021-05-28,37133.0,Acupuncture
160,2021-05-29,30767.0,Acupuncture
161,2021-05-30,37562.0,Acupuncture
162,2021-05-31,25012.0,Acupuncture
163,2021-06-01,28374.0,Acupuncture
164,2021-06-02,28183.0,Acupuncture
165,2021-06-03,28230.0,Acupuncture
166,2021-06-04,25207.0,Acupuncture
167,2021-06-05,27667.0,Acupuncture
168,2021-06-06,23913.0,Acupuncture
169,2021-06-07,33260.0,Acupuncture
170,2021-06-08,36893.0,Acupuncture
171,2021-06-09,30186.0,Acupuncture
172,2021-06-10,26399.0,Acupuncture
173,2021-06-11,33709.0,Acupuncture
174,2021-06-12,30107.0,Acupuncture
175,2021-06-13,32702.0,Acupuncture
176,2021-06-14,31349.0,Acupuncture
177,2021-06-15,38157.0,Acupuncture
178,2021-06-16,30856.0,Acupuncture
179,2021-06-17,33145.0,Acupuncture
180,2021-06-18,25352.0,Acupuncture
181,2021-06-19,29351.0,Acupuncture
182,2021-06-20,29316.0,Acupuncture
183,2021-06-21,36846.0,Acupuncture
184,2021-06-22,36893.0,Acupuncture
185,2021-06-23,37341.0,Acupuncture
186,2021-06-24,30801.0,Acupuncture
187,2021-06-25,34792.0,Acupuncture
188,2021-06-26,46756.0,Acupuncture
189,2021-06-27,38580.0,Acupuncture
190,2021-06-28,37655.0,Acupuncture
191,2021-06-29,36211.0,Acupuncture
192,2021-06-30,81719.0,Acupuncture
193,2021-07-01,45976.0,Acupuncture
194,2021-07-02,45190.0,Acupuncture
195,2021-07-03,50985.0,Acupuncture
196,2021-07-04,41961.0,Acupuncture
197,2021-07-05,36556.0,Acupuncture
198,2021-07-06,43520.0,Acupuncture
199,2021-07-07,32688.0,Acupuncture
200,2021-07-08,34760.0,Acupuncture
201,2021-07-09,35786.0,Acupuncture
202,2021-07-10,33785.0,Acupuncture
203,2021-07-11,34463.0,Acupuncture
