,date,value,name_B08BVR73DL
52,2020-08-20,2224.0,Allergy Medicine
53,2020-08-21,2224.0,Allergy Medicine
54,2020-08-22,2402.0,Allergy Medicine
55,2020-08-23,2402.0,Allergy Medicine
56,2020-08-24,1993.0,Allergy Medicine
57,2020-08-25,1993.0,Allergy Medicine
58,2020-08-26,1979.0,Allergy Medicine
59,2020-08-27,1886.0,Allergy Medicine
60,2020-08-28,1886.0,Allergy Medicine
61,2020-08-29,1886.0,Allergy Medicine
62,2020-08-30,2090.0,Allergy Medicine
63,2020-08-31,2090.0,Allergy Medicine
64,2020-09-01,2090.0,Allergy Medicine
65,2020-09-02,2006.0,Allergy Medicine
66,2020-09-03,1642.0,Allergy Medicine
67,2020-09-04,1642.0,Allergy Medicine
68,2020-09-05,1642.0,Allergy Medicine
69,2020-09-06,1136.0,Allergy Medicine
70,2020-09-07,1136.0,Allergy Medicine
71,2020-09-08,1122.0,Allergy Medicine
72,2020-09-09,1122.0,Allergy Medicine
73,2020-09-10,1829.0,Allergy Medicine
74,2020-09-11,1829.0,Allergy Medicine
75,2020-09-12,1829.0,Allergy Medicine
76,2020-09-13,1169.0,Allergy Medicine
77,2020-09-14,916.0,Allergy Medicine
78,2020-09-15,916.0,Allergy Medicine
79,2020-09-16,916.0,Allergy Medicine
80,2020-09-17,1066.0,Allergy Medicine
81,2020-09-18,1066.0,Allergy Medicine
82,2020-09-19,1491.0,Allergy Medicine
83,2020-09-20,1491.0,Allergy Medicine
84,2020-09-21,1491.0,Allergy Medicine
85,2020-09-22,1969.0,Allergy Medicine
86,2020-09-23,2096.0,Allergy Medicine
87,2020-09-24,2394.0,Allergy Medicine
88,2020-09-25,2394.0,Allergy Medicine
89,2020-09-26,2394.0,Allergy Medicine
90,2020-09-27,1886.0,Allergy Medicine
91,2020-09-28,1886.0,Allergy Medicine
92,2020-09-29,1894.0,Allergy Medicine
93,2020-09-30,1701.0,Allergy Medicine
94,2020-10-01,1701.0,Allergy Medicine
95,2020-10-02,1701.0,Allergy Medicine
96,2020-10-03,1727.0,Allergy Medicine
97,2020-10-04,1727.0,Allergy Medicine
98,2020-10-05,1310.0,Allergy Medicine
99,2020-10-06,1299.0,Allergy Medicine
100,2020-10-07,1236.0,Allergy Medicine
101,2020-10-08,1210.0,Allergy Medicine
102,2020-10-09,1154.0,Allergy Medicine
103,2020-10-10,1111.0,Allergy Medicine
104,2020-10-11,1111.0,Allergy Medicine
105,2020-10-12,1111.0,Allergy Medicine
106,2020-10-13,1044.0,Allergy Medicine
107,2020-10-14,1549.0,Allergy Medicine
108,2020-10-15,1549.0,Allergy Medicine
109,2020-10-16,1549.0,Allergy Medicine
110,2020-10-17,1255.0,Allergy Medicine
111,2020-10-18,1255.0,Allergy Medicine
112,2020-10-19,1255.0,Allergy Medicine
113,2020-10-20,818.0,Allergy Medicine
114,2020-10-21,979.0,Allergy Medicine
115,2020-10-22,979.0,Allergy Medicine
116,2020-10-23,979.0,Allergy Medicine
117,2020-10-24,979.0,Allergy Medicine
118,2020-10-25,979.0,Allergy Medicine
119,2020-10-26,1202.0,Allergy Medicine
120,2020-10-27,1541.0,Allergy Medicine
121,2020-10-28,1430.0,Allergy Medicine
122,2020-10-29,1578.0,Allergy Medicine
123,2020-10-30,1578.0,Allergy Medicine
124,2020-10-31,1540.0,Allergy Medicine
125,2020-11-01,1540.0,Allergy Medicine
126,2020-11-02,1924.0,Allergy Medicine
127,2020-11-03,2183.0,Allergy Medicine
128,2020-11-04,2183.0,Allergy Medicine
129,2020-11-05,2183.0,Allergy Medicine
130,2020-11-06,3482.0,Allergy Medicine
131,2020-11-07,3186.0,Allergy Medicine
132,2020-11-08,3186.0,Allergy Medicine
133,2020-11-09,3932.0,Allergy Medicine
134,2020-11-10,3932.0,Allergy Medicine
135,2020-11-11,4501.0,Allergy Medicine
136,2020-11-12,4501.0,Allergy Medicine
137,2020-11-13,4501.0,Allergy Medicine
138,2020-11-14,5311.0,Allergy Medicine
139,2020-11-15,4867.0,Allergy Medicine
140,2020-11-16,4150.0,Allergy Medicine
141,2020-11-17,4150.0,Allergy Medicine
142,2020-11-18,4368.0,Allergy Medicine
143,2020-11-19,4368.0,Allergy Medicine
144,2020-11-20,4045.0,Allergy Medicine
145,2020-11-21,4045.0,Allergy Medicine
146,2020-11-22,4678.0,Allergy Medicine
147,2020-11-23,4678.0,Allergy Medicine
148,2020-11-24,4830.0,Allergy Medicine
149,2020-11-25,4830.0,Allergy Medicine
150,2020-11-26,5363.0,Allergy Medicine
151,2020-11-27,4263.0,Allergy Medicine
152,2020-11-28,4263.0,Allergy Medicine
153,2020-11-29,1805.0,Allergy Medicine
154,2020-11-30,1632.0,Allergy Medicine
155,2020-12-01,1953.0,Allergy Medicine
156,2020-12-02,1953.0,Allergy Medicine
157,2020-12-03,1953.0,Allergy Medicine
158,2020-12-04,1609.0,Allergy Medicine
159,2020-12-05,1609.0,Allergy Medicine
160,2020-12-06,1541.0,Allergy Medicine
161,2020-12-07,1626.0,Allergy Medicine
162,2020-12-08,1626.0,Allergy Medicine
163,2020-12-09,1648.0,Allergy Medicine
164,2020-12-10,1782.0,Allergy Medicine
165,2020-12-11,1940.0,Allergy Medicine
166,2020-12-12,1973.0,Allergy Medicine
167,2020-12-13,1850.0,Allergy Medicine
168,2020-12-14,1863.0,Allergy Medicine
169,2020-12-15,1884.0,Allergy Medicine
170,2020-12-16,1765.0,Allergy Medicine
171,2020-12-17,1924.0,Allergy Medicine
172,2020-12-18,1813.0,Allergy Medicine
173,2020-12-19,1885.0,Allergy Medicine
174,2020-12-20,1743.0,Allergy Medicine
175,2020-12-21,1826.0,Allergy Medicine
176,2020-12-22,2009.0,Allergy Medicine
177,2020-12-23,2009.0,Allergy Medicine
178,2020-12-24,1904.0,Allergy Medicine
179,2020-12-25,1930.0,Allergy Medicine
180,2020-12-26,2321.0,Allergy Medicine
181,2020-12-27,2462.0,Allergy Medicine
182,2020-12-28,2937.0,Allergy Medicine
183,2020-12-29,3060.0,Allergy Medicine
184,2020-12-30,3867.0,Allergy Medicine
185,2020-12-31,4208.0,Allergy Medicine
186,2021-01-01,3861.0,Allergy Medicine
187,2021-01-02,4562.0,Allergy Medicine
188,2021-01-03,6059.0,Allergy Medicine
189,2021-01-04,5544.0,Allergy Medicine
190,2021-01-05,5544.0,Allergy Medicine
191,2021-01-06,5544.0,Allergy Medicine
192,2021-01-07,7125.0,Allergy Medicine
193,2021-01-08,5052.0,Allergy Medicine
194,2021-01-09,5311.0,Allergy Medicine
195,2021-01-10,4968.0,Allergy Medicine
196,2021-01-11,4968.0,Allergy Medicine
197,2021-01-12,4709.0,Allergy Medicine
198,2021-01-13,3999.0,Allergy Medicine
199,2021-01-14,4573.0,Allergy Medicine
200,2021-01-15,3697.0,Allergy Medicine
201,2021-01-16,3697.0,Allergy Medicine
202,2021-01-17,3697.0,Allergy Medicine
203,2021-01-18,4598.0,Allergy Medicine
204,2021-01-19,4598.0,Allergy Medicine
205,2021-01-20,3716.0,Allergy Medicine
206,2021-01-21,3716.0,Allergy Medicine
207,2021-01-22,3716.0,Allergy Medicine
208,2021-01-23,2531.0,Allergy Medicine
209,2021-01-24,2531.0,Allergy Medicine
210,2021-01-25,2531.0,Allergy Medicine
211,2021-01-26,1809.0,Allergy Medicine
212,2021-01-27,1809.0,Allergy Medicine
213,2021-01-28,1817.0,Allergy Medicine
214,2021-01-29,1817.0,Allergy Medicine
215,2021-01-30,1817.0,Allergy Medicine
216,2021-01-31,1751.0,Allergy Medicine
217,2021-02-01,1664.0,Allergy Medicine
218,2021-02-02,1664.0,Allergy Medicine
219,2021-02-03,1415.0,Allergy Medicine
220,2021-02-04,1415.0,Allergy Medicine
221,2021-02-05,1415.0,Allergy Medicine
222,2021-02-06,1419.0,Allergy Medicine
223,2021-02-07,1419.0,Allergy Medicine
224,2021-02-08,1644.0,Allergy Medicine
225,2021-02-09,1644.0,Allergy Medicine
226,2021-02-10,1573.0,Allergy Medicine
227,2021-02-11,1646.0,Allergy Medicine
228,2021-02-12,1558.0,Allergy Medicine
229,2021-02-13,1558.0,Allergy Medicine
230,2021-02-14,1263.0,Allergy Medicine
231,2021-02-15,1300.0,Allergy Medicine
232,2021-02-16,1360.0,Allergy Medicine
233,2021-02-17,1360.0,Allergy Medicine
234,2021-02-18,1415.0,Allergy Medicine
235,2021-02-19,1415.0,Allergy Medicine
236,2021-02-20,1553.0,Allergy Medicine
237,2021-02-21,1565.0,Allergy Medicine
238,2021-02-22,1565.0,Allergy Medicine
239,2021-02-23,1565.0,Allergy Medicine
240,2021-02-24,1847.0,Allergy Medicine
241,2021-02-25,1847.0,Allergy Medicine
242,2021-02-26,1847.0,Allergy Medicine
243,2021-02-27,2139.0,Allergy Medicine
244,2021-02-28,2139.0,Allergy Medicine
245,2021-03-01,2027.0,Allergy Medicine
246,2021-03-02,2408.0,Allergy Medicine
247,2021-03-03,2835.0,Allergy Medicine
248,2021-03-04,2835.0,Allergy Medicine
249,2021-03-05,3620.0,Allergy Medicine
250,2021-03-06,3620.0,Allergy Medicine
251,2021-03-07,4411.0,Allergy Medicine
252,2021-03-08,4411.0,Allergy Medicine
253,2021-03-09,4411.0,Allergy Medicine
254,2021-03-10,2458.0,Allergy Medicine
255,2021-03-11,3248.0,Allergy Medicine
256,2021-03-12,3248.0,Allergy Medicine
257,2021-03-13,3248.0,Allergy Medicine
258,2021-03-14,2504.0,Allergy Medicine
259,2021-03-15,2512.0,Allergy Medicine
260,2021-03-16,2725.0,Allergy Medicine
261,2021-03-17,2693.0,Allergy Medicine
262,2021-03-18,2693.0,Allergy Medicine
263,2021-03-19,2693.0,Allergy Medicine
264,2021-03-20,2609.0,Allergy Medicine
265,2021-03-21,1905.0,Allergy Medicine
266,2021-03-22,1905.0,Allergy Medicine
267,2021-03-23,1905.0,Allergy Medicine
268,2021-03-24,1620.0,Allergy Medicine
269,2021-03-25,1620.0,Allergy Medicine
270,2021-03-26,1360.0,Allergy Medicine
271,2021-03-27,1360.0,Allergy Medicine
272,2021-03-28,1360.0,Allergy Medicine
273,2021-03-29,974.0,Allergy Medicine
274,2021-03-30,974.0,Allergy Medicine
275,2021-03-31,939.0,Allergy Medicine
276,2021-04-01,939.0,Allergy Medicine
277,2021-04-02,1029.0,Allergy Medicine
278,2021-04-03,1029.0,Allergy Medicine
279,2021-04-04,826.0,Allergy Medicine
280,2021-04-05,826.0,Allergy Medicine
281,2021-04-06,646.0,Allergy Medicine
282,2021-04-07,646.0,Allergy Medicine
283,2021-04-08,1381.0,Allergy Medicine
284,2021-04-09,1381.0,Allergy Medicine
285,2021-04-10,2764.0,Allergy Medicine
286,2021-04-11,2941.0,Allergy Medicine
287,2021-04-12,2941.0,Allergy Medicine
288,2021-04-13,4600.0,Allergy Medicine
289,2021-04-14,4600.0,Allergy Medicine
290,2021-04-15,5773.0,Allergy Medicine
291,2021-04-16,5773.0,Allergy Medicine
292,2021-04-17,6600.0,Allergy Medicine
293,2021-04-18,6600.0,Allergy Medicine
294,2021-04-19,6600.0,Allergy Medicine
295,2021-04-20,8331.0,Allergy Medicine
296,2021-04-21,8331.0,Allergy Medicine
297,2021-04-22,8331.0,Allergy Medicine
298,2021-04-23,9622.0,Allergy Medicine
299,2021-04-24,9163.0,Allergy Medicine
300,2021-04-25,9163.0,Allergy Medicine
301,2021-04-26,9163.0,Allergy Medicine
302,2021-04-27,2670.0,Allergy Medicine
303,2021-04-28,2670.0,Allergy Medicine
304,2021-04-29,6958.0,Allergy Medicine
305,2021-04-30,6693.0,Allergy Medicine
306,2021-05-01,6693.0,Allergy Medicine
307,2021-05-02,10850.0,Allergy Medicine
308,2021-05-03,10850.0,Allergy Medicine
309,2021-05-04,8273.0,Allergy Medicine
310,2021-05-05,8273.0,Allergy Medicine
311,2021-05-06,8273.0,Allergy Medicine
312,2021-05-07,9389.0,Allergy Medicine
313,2021-05-08,10809.0,Allergy Medicine
314,2021-05-09,10713.0,Allergy Medicine
315,2021-05-10,10713.0,Allergy Medicine
316,2021-05-11,9146.0,Allergy Medicine
317,2021-05-12,9146.0,Allergy Medicine
318,2021-05-13,8461.0,Allergy Medicine
319,2021-05-14,9008.0,Allergy Medicine
320,2021-05-15,9008.0,Allergy Medicine
321,2021-05-16,9008.0,Allergy Medicine
322,2021-05-17,11329.0,Allergy Medicine
323,2021-05-18,6410.0,Allergy Medicine
324,2021-05-19,8445.0,Allergy Medicine
325,2021-05-20,10874.0,Allergy Medicine
326,2021-05-21,11581.0,Allergy Medicine
327,2021-05-22,11581.0,Allergy Medicine
328,2021-05-23,11581.0,Allergy Medicine
329,2021-05-24,11863.0,Allergy Medicine
330,2021-05-25,10144.0,Allergy Medicine
331,2021-05-26,7852.0,Allergy Medicine
332,2021-05-27,7852.0,Allergy Medicine
333,2021-05-28,7827.0,Allergy Medicine
334,2021-05-29,7827.0,Allergy Medicine
335,2021-05-30,7827.0,Allergy Medicine
336,2021-05-31,9048.0,Allergy Medicine
337,2021-06-01,9048.0,Allergy Medicine
338,2021-06-02,10493.0,Allergy Medicine
339,2021-06-03,10493.0,Allergy Medicine
340,2021-06-04,11441.0,Allergy Medicine
341,2021-06-05,4910.0,Allergy Medicine
342,2021-06-06,4910.0,Allergy Medicine
343,2021-06-07,12122.0,Allergy Medicine
344,2021-06-08,12122.0,Allergy Medicine
345,2021-06-09,12924.0,Allergy Medicine
346,2021-06-10,12924.0,Allergy Medicine
347,2021-06-11,15870.0,Allergy Medicine
348,2021-06-12,15870.0,Allergy Medicine
349,2021-06-13,11402.0,Allergy Medicine
350,2021-06-14,12123.0,Allergy Medicine
351,2021-06-15,13179.0,Allergy Medicine
352,2021-06-16,8715.0,Allergy Medicine
353,2021-06-17,8715.0,Allergy Medicine
354,2021-06-18,9608.0,Allergy Medicine
355,2021-06-19,9608.0,Allergy Medicine
356,2021-06-20,5368.0,Allergy Medicine
357,2021-06-21,5711.0,Allergy Medicine
358,2021-06-22,6051.0,Allergy Medicine
359,2021-06-23,6051.0,Allergy Medicine
360,2021-06-24,6743.0,Allergy Medicine
361,2021-06-25,6743.0,Allergy Medicine
362,2021-06-26,7915.0,Allergy Medicine
363,2021-06-27,7915.0,Allergy Medicine
364,2021-06-28,7719.0,Allergy Medicine
365,2021-06-29,7719.0,Allergy Medicine
366,2021-06-30,9391.0,Allergy Medicine
367,2021-07-01,9059.0,Allergy Medicine
368,2021-07-02,9049.0,Allergy Medicine
369,2021-07-03,9049.0,Allergy Medicine
370,2021-07-04,7323.0,Allergy Medicine
371,2021-07-05,7323.0,Allergy Medicine
372,2021-07-06,8565.0,Allergy Medicine
373,2021-07-07,8565.0,Allergy Medicine
374,2021-07-08,8565.0,Allergy Medicine
375,2021-07-09,10233.0,Allergy Medicine
376,2021-07-10,9036.0,Allergy Medicine
