,date,value,name_B07LGYGXQM
86,2020-08-26,30228.0,Medical Supplies & Equipment
87,2020-08-27,28335.0,Medical Supplies & Equipment
88,2020-08-28,28335.0,Medical Supplies & Equipment
89,2020-08-29,28335.0,Medical Supplies & Equipment
90,2020-08-30,28335.0,Medical Supplies & Equipment
91,2020-08-31,29327.0,Medical Supplies & Equipment
92,2020-09-01,29327.0,Medical Supplies & Equipment
93,2020-09-02,29327.0,Medical Supplies & Equipment
94,2020-09-03,29327.0,Medical Supplies & Equipment
95,2020-09-04,31417.0,Medical Supplies & Equipment
96,2020-09-05,31417.0,Medical Supplies & Equipment
97,2020-09-06,29826.0,Medical Supplies & Equipment
98,2020-09-07,29826.0,Medical Supplies & Equipment
99,2020-09-08,29826.0,Medical Supplies & Equipment
100,2020-09-09,37663.0,Medical Supplies & Equipment
101,2020-09-10,37663.0,Medical Supplies & Equipment
102,2020-09-11,37663.0,Medical Supplies & Equipment
103,2020-09-12,37663.0,Medical Supplies & Equipment
104,2020-09-13,37663.0,Medical Supplies & Equipment
105,2020-09-14,38442.0,Medical Supplies & Equipment
106,2020-09-15,38442.0,Medical Supplies & Equipment
107,2020-09-16,69673.0,Medical Supplies & Equipment
108,2020-09-17,69673.0,Medical Supplies & Equipment
109,2020-09-18,69673.0,Medical Supplies & Equipment
110,2020-09-19,69673.0,Medical Supplies & Equipment
111,2020-09-20,39711.0,Medical Supplies & Equipment
112,2020-09-21,39711.0,Medical Supplies & Equipment
113,2020-09-22,39711.0,Medical Supplies & Equipment
114,2020-09-23,49895.0,Medical Supplies & Equipment
115,2020-09-24,49895.0,Medical Supplies & Equipment
116,2020-09-25,49895.0,Medical Supplies & Equipment
117,2020-09-26,31302.0,Medical Supplies & Equipment
118,2020-09-27,31302.0,Medical Supplies & Equipment
119,2020-09-28,31302.0,Medical Supplies & Equipment
120,2020-09-29,31302.0,Medical Supplies & Equipment
121,2020-09-30,37052.0,Medical Supplies & Equipment
122,2020-10-01,37052.0,Medical Supplies & Equipment
123,2020-10-02,37052.0,Medical Supplies & Equipment
124,2020-10-03,37052.0,Medical Supplies & Equipment
125,2020-10-04,37052.0,Medical Supplies & Equipment
126,2020-10-05,45631.0,Medical Supplies & Equipment
127,2020-10-06,45631.0,Medical Supplies & Equipment
128,2020-10-07,44098.0,Medical Supplies & Equipment
129,2020-10-08,44098.0,Medical Supplies & Equipment
130,2020-10-09,44098.0,Medical Supplies & Equipment
131,2020-10-10,32272.0,Medical Supplies & Equipment
132,2020-10-11,32272.0,Medical Supplies & Equipment
133,2020-10-12,32272.0,Medical Supplies & Equipment
134,2020-10-13,32272.0,Medical Supplies & Equipment
135,2020-10-14,30037.0,Medical Supplies & Equipment
136,2020-10-15,30037.0,Medical Supplies & Equipment
137,2020-10-16,29684.0,Medical Supplies & Equipment
138,2020-10-17,33199.0,Medical Supplies & Equipment
139,2020-10-18,33199.0,Medical Supplies & Equipment
140,2020-10-19,33199.0,Medical Supplies & Equipment
141,2020-10-20,37958.0,Medical Supplies & Equipment
142,2020-10-21,37958.0,Medical Supplies & Equipment
143,2020-10-22,37958.0,Medical Supplies & Equipment
144,2020-10-23,30786.0,Medical Supplies & Equipment
145,2020-10-24,30786.0,Medical Supplies & Equipment
146,2020-10-25,30786.0,Medical Supplies & Equipment
147,2020-10-26,30786.0,Medical Supplies & Equipment
148,2020-10-27,30786.0,Medical Supplies & Equipment
149,2020-10-28,29849.0,Medical Supplies & Equipment
150,2020-10-29,38991.0,Medical Supplies & Equipment
151,2020-10-30,38991.0,Medical Supplies & Equipment
152,2020-10-31,38991.0,Medical Supplies & Equipment
153,2020-11-01,38991.0,Medical Supplies & Equipment
154,2020-11-02,38991.0,Medical Supplies & Equipment
155,2020-11-03,38991.0,Medical Supplies & Equipment
156,2020-11-04,29093.0,Medical Supplies & Equipment
157,2020-11-05,29093.0,Medical Supplies & Equipment
158,2020-11-06,29093.0,Medical Supplies & Equipment
159,2020-11-07,30103.0,Medical Supplies & Equipment
160,2020-11-08,30103.0,Medical Supplies & Equipment
161,2020-11-09,30103.0,Medical Supplies & Equipment
162,2020-11-10,30103.0,Medical Supplies & Equipment
163,2020-11-11,23316.0,Medical Supplies & Equipment
164,2020-11-12,23316.0,Medical Supplies & Equipment
165,2020-11-13,23316.0,Medical Supplies & Equipment
166,2020-11-14,23316.0,Medical Supplies & Equipment
167,2020-11-15,31024.0,Medical Supplies & Equipment
168,2020-11-16,31024.0,Medical Supplies & Equipment
169,2020-11-17,31024.0,Medical Supplies & Equipment
170,2020-11-18,26844.0,Medical Supplies & Equipment
171,2020-11-19,26844.0,Medical Supplies & Equipment
172,2020-11-20,26844.0,Medical Supplies & Equipment
173,2020-11-21,23284.0,Medical Supplies & Equipment
174,2020-11-22,23284.0,Medical Supplies & Equipment
175,2020-11-23,23284.0,Medical Supplies & Equipment
176,2020-11-24,27310.0,Medical Supplies & Equipment
177,2020-11-25,27310.0,Medical Supplies & Equipment
178,2020-11-26,27310.0,Medical Supplies & Equipment
179,2020-11-27,27310.0,Medical Supplies & Equipment
180,2020-11-28,27310.0,Medical Supplies & Equipment
181,2020-11-29,27310.0,Medical Supplies & Equipment
182,2020-11-30,27310.0,Medical Supplies & Equipment
183,2020-12-01,27310.0,Medical Supplies & Equipment
184,2020-12-02,27310.0,Medical Supplies & Equipment
185,2020-12-03,29448.0,Medical Supplies & Equipment
186,2020-12-04,29448.0,Medical Supplies & Equipment
187,2020-12-05,29448.0,Medical Supplies & Equipment
188,2020-12-06,29448.0,Medical Supplies & Equipment
189,2020-12-07,33729.0,Medical Supplies & Equipment
190,2020-12-08,33729.0,Medical Supplies & Equipment
191,2020-12-09,33729.0,Medical Supplies & Equipment
192,2020-12-10,26767.0,Medical Supplies & Equipment
193,2020-12-11,26767.0,Medical Supplies & Equipment
194,2020-12-12,26767.0,Medical Supplies & Equipment
195,2020-12-13,26767.0,Medical Supplies & Equipment
196,2020-12-14,36134.0,Medical Supplies & Equipment
197,2020-12-15,36134.0,Medical Supplies & Equipment
198,2020-12-16,36134.0,Medical Supplies & Equipment
199,2020-12-17,34044.0,Medical Supplies & Equipment
200,2020-12-18,34044.0,Medical Supplies & Equipment
201,2020-12-19,34044.0,Medical Supplies & Equipment
202,2020-12-20,20044.0,Medical Supplies & Equipment
203,2020-12-21,20044.0,Medical Supplies & Equipment
204,2020-12-22,20044.0,Medical Supplies & Equipment
205,2020-12-23,28852.0,Medical Supplies & Equipment
206,2020-12-24,28852.0,Medical Supplies & Equipment
207,2020-12-25,28852.0,Medical Supplies & Equipment
208,2020-12-26,28852.0,Medical Supplies & Equipment
209,2020-12-27,37963.0,Medical Supplies & Equipment
210,2020-12-28,37963.0,Medical Supplies & Equipment
211,2020-12-29,37963.0,Medical Supplies & Equipment
212,2020-12-30,24609.0,Medical Supplies & Equipment
213,2020-12-31,24609.0,Medical Supplies & Equipment
214,2021-01-01,24609.0,Medical Supplies & Equipment
215,2021-01-02,27642.0,Medical Supplies & Equipment
216,2021-01-03,27642.0,Medical Supplies & Equipment
217,2021-01-04,27642.0,Medical Supplies & Equipment
218,2021-01-05,33196.0,Medical Supplies & Equipment
219,2021-01-06,33196.0,Medical Supplies & Equipment
220,2021-01-07,27754.0,Medical Supplies & Equipment
221,2021-01-08,27754.0,Medical Supplies & Equipment
222,2021-01-09,27754.0,Medical Supplies & Equipment
223,2021-01-10,28503.0,Medical Supplies & Equipment
224,2021-01-11,28503.0,Medical Supplies & Equipment
225,2021-01-12,28503.0,Medical Supplies & Equipment
226,2021-01-13,21494.0,Medical Supplies & Equipment
227,2021-01-14,21494.0,Medical Supplies & Equipment
228,2021-01-15,21494.0,Medical Supplies & Equipment
229,2021-01-16,21494.0,Medical Supplies & Equipment
230,2021-01-17,21494.0,Medical Supplies & Equipment
231,2021-01-18,28993.0,Medical Supplies & Equipment
232,2021-01-19,28993.0,Medical Supplies & Equipment
233,2021-01-20,28993.0,Medical Supplies & Equipment
234,2021-01-21,26124.0,Medical Supplies & Equipment
235,2021-01-22,26124.0,Medical Supplies & Equipment
236,2021-01-23,26124.0,Medical Supplies & Equipment
237,2021-01-24,30156.0,Medical Supplies & Equipment
238,2021-01-25,30156.0,Medical Supplies & Equipment
239,2021-01-26,30156.0,Medical Supplies & Equipment
240,2021-01-27,32873.0,Medical Supplies & Equipment
241,2021-01-28,32873.0,Medical Supplies & Equipment
242,2021-01-29,32873.0,Medical Supplies & Equipment
243,2021-01-30,32526.0,Medical Supplies & Equipment
244,2021-01-31,32526.0,Medical Supplies & Equipment
245,2021-02-01,28171.0,Medical Supplies & Equipment
246,2021-02-02,28171.0,Medical Supplies & Equipment
247,2021-02-03,28171.0,Medical Supplies & Equipment
248,2021-02-04,28171.0,Medical Supplies & Equipment
249,2021-02-05,27428.0,Medical Supplies & Equipment
250,2021-02-06,27428.0,Medical Supplies & Equipment
251,2021-02-07,27428.0,Medical Supplies & Equipment
252,2021-02-08,27428.0,Medical Supplies & Equipment
253,2021-02-09,27428.0,Medical Supplies & Equipment
254,2021-02-10,22563.0,Medical Supplies & Equipment
255,2021-02-11,22563.0,Medical Supplies & Equipment
256,2021-02-12,22563.0,Medical Supplies & Equipment
257,2021-02-13,32439.0,Medical Supplies & Equipment
258,2021-02-14,32439.0,Medical Supplies & Equipment
259,2021-02-15,32439.0,Medical Supplies & Equipment
260,2021-02-16,33790.0,Medical Supplies & Equipment
261,2021-02-17,33790.0,Medical Supplies & Equipment
262,2021-02-18,33790.0,Medical Supplies & Equipment
263,2021-02-19,36148.0,Medical Supplies & Equipment
264,2021-02-20,31495.0,Medical Supplies & Equipment
265,2021-02-21,31495.0,Medical Supplies & Equipment
266,2021-02-22,31495.0,Medical Supplies & Equipment
267,2021-02-23,31495.0,Medical Supplies & Equipment
268,2021-02-24,31495.0,Medical Supplies & Equipment
269,2021-02-25,31037.0,Medical Supplies & Equipment
270,2021-02-26,31037.0,Medical Supplies & Equipment
271,2021-02-27,31037.0,Medical Supplies & Equipment
272,2021-02-28,31037.0,Medical Supplies & Equipment
273,2021-03-01,28042.0,Medical Supplies & Equipment
274,2021-03-02,28042.0,Medical Supplies & Equipment
275,2021-03-03,28042.0,Medical Supplies & Equipment
276,2021-03-04,25345.0,Medical Supplies & Equipment
277,2021-03-05,25345.0,Medical Supplies & Equipment
278,2021-03-06,25345.0,Medical Supplies & Equipment
279,2021-03-07,33225.0,Medical Supplies & Equipment
280,2021-03-08,33225.0,Medical Supplies & Equipment
281,2021-03-09,33225.0,Medical Supplies & Equipment
282,2021-03-10,24014.0,Medical Supplies & Equipment
283,2021-03-11,24014.0,Medical Supplies & Equipment
284,2021-03-12,24014.0,Medical Supplies & Equipment
285,2021-03-13,26063.0,Medical Supplies & Equipment
286,2021-03-14,26063.0,Medical Supplies & Equipment
287,2021-03-15,26063.0,Medical Supplies & Equipment
288,2021-03-16,31837.0,Medical Supplies & Equipment
289,2021-03-17,31837.0,Medical Supplies & Equipment
290,2021-03-18,32777.0,Medical Supplies & Equipment
291,2021-03-19,32777.0,Medical Supplies & Equipment
292,2021-03-20,32777.0,Medical Supplies & Equipment
293,2021-03-21,32777.0,Medical Supplies & Equipment
294,2021-03-22,23628.0,Medical Supplies & Equipment
295,2021-03-23,23628.0,Medical Supplies & Equipment
296,2021-03-24,23628.0,Medical Supplies & Equipment
297,2021-03-25,30684.0,Medical Supplies & Equipment
298,2021-03-26,30684.0,Medical Supplies & Equipment
299,2021-03-27,30684.0,Medical Supplies & Equipment
300,2021-03-28,26077.0,Medical Supplies & Equipment
301,2021-03-29,26077.0,Medical Supplies & Equipment
302,2021-03-30,26527.0,Medical Supplies & Equipment
303,2021-03-31,26527.0,Medical Supplies & Equipment
304,2021-04-01,26527.0,Medical Supplies & Equipment
305,2021-04-02,25562.0,Medical Supplies & Equipment
306,2021-04-03,25562.0,Medical Supplies & Equipment
307,2021-04-04,25562.0,Medical Supplies & Equipment
308,2021-04-05,18207.0,Medical Supplies & Equipment
309,2021-04-06,18207.0,Medical Supplies & Equipment
310,2021-04-07,18207.0,Medical Supplies & Equipment
311,2021-04-08,25731.0,Medical Supplies & Equipment
312,2021-04-09,27465.0,Medical Supplies & Equipment
313,2021-04-10,27465.0,Medical Supplies & Equipment
314,2021-04-11,27465.0,Medical Supplies & Equipment
315,2021-04-12,28259.0,Medical Supplies & Equipment
316,2021-04-13,28259.0,Medical Supplies & Equipment
317,2021-04-14,27940.0,Medical Supplies & Equipment
318,2021-04-15,27940.0,Medical Supplies & Equipment
319,2021-04-16,27940.0,Medical Supplies & Equipment
320,2021-04-17,26216.0,Medical Supplies & Equipment
321,2021-04-18,26216.0,Medical Supplies & Equipment
322,2021-04-19,26216.0,Medical Supplies & Equipment
323,2021-04-20,30496.0,Medical Supplies & Equipment
324,2021-04-21,31793.0,Medical Supplies & Equipment
325,2021-04-22,31793.0,Medical Supplies & Equipment
326,2021-04-23,25024.0,Medical Supplies & Equipment
327,2021-04-24,25024.0,Medical Supplies & Equipment
328,2021-04-25,23078.0,Medical Supplies & Equipment
329,2021-04-26,23078.0,Medical Supplies & Equipment
330,2021-04-27,24546.0,Medical Supplies & Equipment
331,2021-04-28,24546.0,Medical Supplies & Equipment
332,2021-04-29,24546.0,Medical Supplies & Equipment
333,2021-04-30,27444.0,Medical Supplies & Equipment
334,2021-05-01,27444.0,Medical Supplies & Equipment
335,2021-05-02,30127.0,Medical Supplies & Equipment
336,2021-05-03,30127.0,Medical Supplies & Equipment
337,2021-05-04,32538.0,Medical Supplies & Equipment
338,2021-05-05,32538.0,Medical Supplies & Equipment
339,2021-05-06,32538.0,Medical Supplies & Equipment
340,2021-05-07,29110.0,Medical Supplies & Equipment
341,2021-05-08,29110.0,Medical Supplies & Equipment
342,2021-05-09,29110.0,Medical Supplies & Equipment
343,2021-05-10,26340.0,Medical Supplies & Equipment
344,2021-05-11,26340.0,Medical Supplies & Equipment
345,2021-05-12,26340.0,Medical Supplies & Equipment
346,2021-05-13,32358.0,Medical Supplies & Equipment
347,2021-05-14,26188.0,Medical Supplies & Equipment
348,2021-05-15,26188.0,Medical Supplies & Equipment
349,2021-05-16,23188.0,Medical Supplies & Equipment
350,2021-05-17,30047.0,Medical Supplies & Equipment
351,2021-05-18,30047.0,Medical Supplies & Equipment
352,2021-05-19,27417.0,Medical Supplies & Equipment
353,2021-05-20,27900.0,Medical Supplies & Equipment
354,2021-05-21,36800.0,Medical Supplies & Equipment
355,2021-05-22,36800.0,Medical Supplies & Equipment
356,2021-05-23,36800.0,Medical Supplies & Equipment
357,2021-05-24,26725.0,Medical Supplies & Equipment
358,2021-05-25,26725.0,Medical Supplies & Equipment
359,2021-05-26,26725.0,Medical Supplies & Equipment
360,2021-05-27,45651.0,Medical Supplies & Equipment
361,2021-05-28,45651.0,Medical Supplies & Equipment
362,2021-05-29,45651.0,Medical Supplies & Equipment
363,2021-05-30,45651.0,Medical Supplies & Equipment
364,2021-05-31,29397.0,Medical Supplies & Equipment
365,2021-06-01,29397.0,Medical Supplies & Equipment
366,2021-06-02,29397.0,Medical Supplies & Equipment
367,2021-06-03,38876.0,Medical Supplies & Equipment
368,2021-06-04,38876.0,Medical Supplies & Equipment
369,2021-06-05,23276.0,Medical Supplies & Equipment
370,2021-06-06,23276.0,Medical Supplies & Equipment
371,2021-06-07,23276.0,Medical Supplies & Equipment
372,2021-06-08,42307.0,Medical Supplies & Equipment
373,2021-06-09,42307.0,Medical Supplies & Equipment
374,2021-06-10,42307.0,Medical Supplies & Equipment
375,2021-06-11,27038.0,Medical Supplies & Equipment
376,2021-06-12,27038.0,Medical Supplies & Equipment
377,2021-06-13,27038.0,Medical Supplies & Equipment
378,2021-06-14,28165.0,Medical Supplies & Equipment
379,2021-06-15,28165.0,Medical Supplies & Equipment
380,2021-06-16,28165.0,Medical Supplies & Equipment
381,2021-06-17,28165.0,Medical Supplies & Equipment
382,2021-06-18,28165.0,Medical Supplies & Equipment
383,2021-06-19,28165.0,Medical Supplies & Equipment
384,2021-06-20,28165.0,Medical Supplies & Equipment
385,2021-06-21,41424.0,Medical Supplies & Equipment
386,2021-06-22,41843.0,Medical Supplies & Equipment
387,2021-06-23,41843.0,Medical Supplies & Equipment
388,2021-06-24,41843.0,Medical Supplies & Equipment
389,2021-06-25,41843.0,Medical Supplies & Equipment
390,2021-06-26,39049.0,Medical Supplies & Equipment
391,2021-06-27,39049.0,Medical Supplies & Equipment
392,2021-06-28,39049.0,Medical Supplies & Equipment
393,2021-06-29,52800.0,Medical Supplies & Equipment
394,2021-06-30,37876.0,Medical Supplies & Equipment
395,2021-07-01,37876.0,Medical Supplies & Equipment
396,2021-07-02,37876.0,Medical Supplies & Equipment
397,2021-07-03,46231.0,Medical Supplies & Equipment
398,2021-07-04,46231.0,Medical Supplies & Equipment
399,2021-07-05,32988.0,Medical Supplies & Equipment
400,2021-07-06,32988.0,Medical Supplies & Equipment
401,2021-07-07,33975.0,Medical Supplies & Equipment
402,2021-07-08,33975.0,Medical Supplies & Equipment
403,2021-07-09,51385.0,Medical Supplies & Equipment
