,date,value,name_B08R2STNYG
167,2021-06-12,15287.0,Acupuncture
168,2021-06-13,15287.0,Acupuncture
169,2021-06-14,14767.0,Acupuncture
170,2021-06-15,14767.0,Acupuncture
171,2021-06-16,14767.0,Acupuncture
172,2021-06-17,17476.0,Acupuncture
173,2021-06-18,17476.0,Acupuncture
174,2021-06-19,19001.0,Acupuncture
175,2021-06-20,19001.0,Acupuncture
176,2021-06-21,25918.0,Acupuncture
177,2021-06-22,7666.0,Acupuncture
178,2021-06-23,7666.0,Acupuncture
179,2021-06-24,7666.0,Acupuncture
180,2021-06-25,7666.0,Acupuncture
181,2021-06-26,9978.0,Acupuncture
182,2021-06-27,9978.0,Acupuncture
183,2021-06-28,15471.0,Acupuncture
184,2021-06-29,15471.0,Acupuncture
185,2021-06-30,15471.0,Acupuncture
186,2021-07-01,15471.0,Acupuncture
187,2021-07-02,16169.0,Acupuncture
188,2021-07-03,16169.0,Acupuncture
189,2021-07-04,13922.0,Acupuncture
190,2021-07-05,13922.0,Acupuncture
191,2021-07-06,13922.0,Acupuncture
192,2021-07-07,13922.0,Acupuncture
193,2021-07-08,18347.0,Acupuncture
194,2021-07-09,15951.0,Acupuncture
195,2021-07-10,15951.0,Acupuncture
196,2021-07-11,15539.0,Acupuncture
