,date,value,name_B07D85FRMG
145,2020-10-26,24081.0,Basic Cases
146,2020-10-27,24081.0,Basic Cases
147,2020-10-28,24081.0,Basic Cases
148,2020-10-29,24081.0,Basic Cases
149,2020-10-30,24081.0,Basic Cases
150,2020-10-31,24081.0,Basic Cases
151,2020-11-01,24081.0,Basic Cases
152,2020-11-02,24081.0,Basic Cases
153,2020-11-03,24081.0,Basic Cases
154,2020-11-04,24081.0,Basic Cases
155,2020-11-05,24081.0,Basic Cases
156,2020-11-06,24081.0,Basic Cases
157,2020-11-07,24081.0,Basic Cases
158,2020-11-08,24081.0,Basic Cases
159,2020-11-09,24081.0,Basic Cases
160,2020-11-10,24081.0,Basic Cases
161,2020-11-11,24081.0,Basic Cases
162,2020-11-12,24081.0,Basic Cases
163,2020-11-13,24081.0,Basic Cases
164,2020-11-14,24081.0,Basic Cases
165,2020-11-15,24081.0,Basic Cases
166,2020-11-16,24081.0,Basic Cases
167,2020-11-17,24081.0,Basic Cases
168,2020-11-18,24081.0,Basic Cases
169,2020-11-19,24081.0,Basic Cases
170,2020-11-20,24081.0,Basic Cases
171,2020-11-21,24081.0,Basic Cases
172,2020-11-22,24081.0,Basic Cases
173,2020-11-23,24081.0,Basic Cases
174,2020-11-24,24081.0,Basic Cases
175,2020-11-25,24081.0,Basic Cases
176,2020-11-26,24081.0,Basic Cases
177,2020-11-27,24081.0,Basic Cases
178,2020-11-28,24081.0,Basic Cases
179,2020-11-29,24081.0,Basic Cases
180,2020-11-30,24081.0,Basic Cases
181,2020-12-01,24081.0,Basic Cases
182,2020-12-02,24081.0,Basic Cases
183,2020-12-03,24081.0,Basic Cases
184,2020-12-04,24081.0,Basic Cases
185,2020-12-05,24081.0,Basic Cases
186,2020-12-06,24081.0,Basic Cases
187,2020-12-07,24081.0,Basic Cases
188,2020-12-08,24081.0,Basic Cases
189,2020-12-09,24081.0,Basic Cases
190,2020-12-10,24081.0,Basic Cases
191,2020-12-11,24081.0,Basic Cases
192,2020-12-12,24081.0,Basic Cases
193,2020-12-13,24081.0,Basic Cases
194,2020-12-14,24081.0,Basic Cases
195,2020-12-15,24081.0,Basic Cases
196,2020-12-16,24081.0,Basic Cases
197,2020-12-17,24081.0,Basic Cases
198,2020-12-18,24081.0,Basic Cases
199,2020-12-19,24081.0,Basic Cases
200,2020-12-20,24081.0,Basic Cases
201,2020-12-21,20154.0,Basic Cases
202,2020-12-22,20154.0,Basic Cases
203,2020-12-23,20154.0,Basic Cases
204,2020-12-24,20154.0,Basic Cases
205,2020-12-25,20154.0,Basic Cases
206,2020-12-26,20154.0,Basic Cases
207,2020-12-27,20154.0,Basic Cases
208,2020-12-28,31007.0,Basic Cases
209,2020-12-29,31007.0,Basic Cases
210,2020-12-30,31007.0,Basic Cases
211,2020-12-31,31007.0,Basic Cases
212,2021-01-01,31007.0,Basic Cases
213,2021-01-02,31007.0,Basic Cases
214,2021-01-03,27497.0,Basic Cases
215,2021-01-04,27497.0,Basic Cases
216,2021-01-05,27497.0,Basic Cases
217,2021-01-06,20511.0,Basic Cases
218,2021-01-07,20511.0,Basic Cases
219,2021-01-08,20511.0,Basic Cases
220,2021-01-09,31655.0,Basic Cases
221,2021-01-10,31655.0,Basic Cases
222,2021-01-11,31655.0,Basic Cases
223,2021-01-12,22694.0,Basic Cases
224,2021-01-13,22647.0,Basic Cases
225,2021-01-14,22647.0,Basic Cases
226,2021-01-15,22647.0,Basic Cases
227,2021-01-16,21256.0,Basic Cases
228,2021-01-17,21256.0,Basic Cases
229,2021-01-18,21256.0,Basic Cases
230,2021-01-19,21256.0,Basic Cases
231,2021-01-20,21256.0,Basic Cases
232,2021-01-21,20167.0,Basic Cases
233,2021-01-22,20167.0,Basic Cases
234,2021-01-23,20167.0,Basic Cases
235,2021-01-24,18845.0,Basic Cases
236,2021-01-25,23169.0,Basic Cases
237,2021-01-26,24370.0,Basic Cases
238,2021-01-27,32962.0,Basic Cases
239,2021-01-28,32962.0,Basic Cases
240,2021-01-29,21165.0,Basic Cases
241,2021-01-30,21165.0,Basic Cases
242,2021-01-31,21165.0,Basic Cases
243,2021-02-01,15754.0,Basic Cases
244,2021-02-02,12593.0,Basic Cases
245,2021-02-03,12593.0,Basic Cases
246,2021-02-04,12593.0,Basic Cases
247,2021-02-05,12593.0,Basic Cases
248,2021-02-06,12593.0,Basic Cases
249,2021-02-07,12593.0,Basic Cases
250,2021-02-08,13291.0,Basic Cases
251,2021-02-09,13291.0,Basic Cases
252,2021-02-10,13291.0,Basic Cases
253,2021-02-11,13291.0,Basic Cases
254,2021-02-12,13291.0,Basic Cases
255,2021-02-13,13291.0,Basic Cases
256,2021-02-14,13291.0,Basic Cases
257,2021-02-15,13291.0,Basic Cases
258,2021-02-16,13291.0,Basic Cases
259,2021-02-17,13291.0,Basic Cases
260,2021-02-18,15769.0,Basic Cases
261,2021-02-19,15769.0,Basic Cases
262,2021-02-20,15769.0,Basic Cases
263,2021-02-21,15769.0,Basic Cases
264,2021-02-22,15769.0,Basic Cases
265,2021-02-23,11208.0,Basic Cases
266,2021-02-24,11208.0,Basic Cases
267,2021-02-25,11208.0,Basic Cases
268,2021-02-26,11208.0,Basic Cases
269,2021-02-27,11208.0,Basic Cases
270,2021-02-28,11208.0,Basic Cases
271,2021-03-01,11208.0,Basic Cases
272,2021-03-02,15466.0,Basic Cases
273,2021-03-03,15135.0,Basic Cases
274,2021-03-04,15135.0,Basic Cases
275,2021-03-05,15135.0,Basic Cases
276,2021-03-06,10294.0,Basic Cases
277,2021-03-07,10294.0,Basic Cases
278,2021-03-08,10294.0,Basic Cases
279,2021-03-09,10294.0,Basic Cases
280,2021-03-10,10294.0,Basic Cases
281,2021-03-11,10009.0,Basic Cases
282,2021-03-12,10009.0,Basic Cases
283,2021-03-13,10009.0,Basic Cases
284,2021-03-14,10009.0,Basic Cases
285,2021-03-15,7143.0,Basic Cases
286,2021-03-16,7143.0,Basic Cases
287,2021-03-17,7143.0,Basic Cases
288,2021-03-18,7143.0,Basic Cases
289,2021-03-19,8489.0,Basic Cases
290,2021-03-20,8489.0,Basic Cases
291,2021-03-21,8489.0,Basic Cases
292,2021-03-22,7666.0,Basic Cases
293,2021-03-23,7666.0,Basic Cases
294,2021-03-24,7666.0,Basic Cases
295,2021-03-25,7666.0,Basic Cases
296,2021-03-26,7666.0,Basic Cases
297,2021-03-27,7494.0,Basic Cases
298,2021-03-28,7494.0,Basic Cases
299,2021-03-29,7494.0,Basic Cases
300,2021-03-30,7494.0,Basic Cases
301,2021-03-31,17179.0,Basic Cases
302,2021-04-01,17179.0,Basic Cases
303,2021-04-02,17179.0,Basic Cases
304,2021-04-03,17179.0,Basic Cases
305,2021-04-04,22897.0,Basic Cases
306,2021-04-05,22897.0,Basic Cases
307,2021-04-06,22897.0,Basic Cases
308,2021-04-07,22897.0,Basic Cases
309,2021-04-08,22897.0,Basic Cases
310,2021-04-09,22243.0,Basic Cases
311,2021-04-10,15817.0,Basic Cases
312,2021-04-11,15817.0,Basic Cases
313,2021-04-12,15817.0,Basic Cases
314,2021-04-13,15817.0,Basic Cases
315,2021-04-14,15817.0,Basic Cases
316,2021-04-15,15817.0,Basic Cases
317,2021-04-16,7825.0,Basic Cases
318,2021-04-17,7825.0,Basic Cases
319,2021-04-18,6954.0,Basic Cases
320,2021-04-19,6954.0,Basic Cases
321,2021-04-20,9640.0,Basic Cases
322,2021-04-21,9640.0,Basic Cases
323,2021-04-22,6066.0,Basic Cases
324,2021-04-23,6066.0,Basic Cases
325,2021-04-24,6066.0,Basic Cases
326,2021-04-25,6066.0,Basic Cases
327,2021-04-26,9078.0,Basic Cases
328,2021-04-27,9078.0,Basic Cases
329,2021-04-28,9078.0,Basic Cases
330,2021-04-29,9078.0,Basic Cases
331,2021-04-30,9078.0,Basic Cases
332,2021-05-01,5606.0,Basic Cases
333,2021-05-02,5606.0,Basic Cases
334,2021-05-03,5606.0,Basic Cases
335,2021-05-04,5606.0,Basic Cases
336,2021-05-05,5606.0,Basic Cases
337,2021-05-06,5606.0,Basic Cases
338,2021-05-07,8713.0,Basic Cases
339,2021-05-08,8713.0,Basic Cases
340,2021-05-09,8551.0,Basic Cases
341,2021-05-10,8551.0,Basic Cases
342,2021-05-11,8551.0,Basic Cases
343,2021-05-12,8551.0,Basic Cases
344,2021-05-13,8551.0,Basic Cases
345,2021-05-14,7299.0,Basic Cases
346,2021-05-15,7663.0,Basic Cases
347,2021-05-16,7663.0,Basic Cases
348,2021-05-17,6640.0,Basic Cases
349,2021-05-18,6640.0,Basic Cases
350,2021-05-19,5339.0,Basic Cases
351,2021-05-20,6858.0,Basic Cases
352,2021-05-21,6209.0,Basic Cases
353,2021-05-22,6209.0,Basic Cases
354,2021-05-23,6209.0,Basic Cases
355,2021-05-24,7857.0,Basic Cases
356,2021-05-25,7857.0,Basic Cases
357,2021-05-26,5188.0,Basic Cases
358,2021-05-27,6316.0,Basic Cases
359,2021-05-28,6316.0,Basic Cases
360,2021-05-29,6316.0,Basic Cases
361,2021-05-30,4681.0,Basic Cases
362,2021-05-31,4681.0,Basic Cases
363,2021-06-01,4681.0,Basic Cases
364,2021-06-02,5831.0,Basic Cases
365,2021-06-03,5831.0,Basic Cases
366,2021-06-04,6732.0,Basic Cases
367,2021-06-05,6732.0,Basic Cases
368,2021-06-06,6732.0,Basic Cases
369,2021-06-07,7006.0,Basic Cases
370,2021-06-08,7006.0,Basic Cases
371,2021-06-09,5693.0,Basic Cases
372,2021-06-10,5693.0,Basic Cases
373,2021-06-11,5693.0,Basic Cases
374,2021-06-12,7305.0,Basic Cases
375,2021-06-13,7305.0,Basic Cases
376,2021-06-14,7513.0,Basic Cases
377,2021-06-15,7513.0,Basic Cases
378,2021-06-16,7513.0,Basic Cases
379,2021-06-17,4697.0,Basic Cases
380,2021-06-18,4697.0,Basic Cases
381,2021-06-19,4697.0,Basic Cases
382,2021-06-20,4697.0,Basic Cases
383,2021-06-21,4269.0,Basic Cases
384,2021-06-22,5346.0,Basic Cases
385,2021-06-23,5346.0,Basic Cases
386,2021-06-24,5346.0,Basic Cases
387,2021-06-25,5993.0,Basic Cases
388,2021-06-26,5993.0,Basic Cases
389,2021-06-27,5355.0,Basic Cases
390,2021-06-28,5355.0,Basic Cases
391,2021-06-29,3345.0,Basic Cases
392,2021-06-30,3345.0,Basic Cases
393,2021-07-01,3345.0,Basic Cases
394,2021-07-02,3345.0,Basic Cases
395,2021-07-03,5960.0,Basic Cases
396,2021-07-04,5960.0,Basic Cases
397,2021-07-05,5960.0,Basic Cases
398,2021-07-06,2964.0,Basic Cases
399,2021-07-07,2964.0,Basic Cases
400,2021-07-08,2964.0,Basic Cases
401,2021-07-09,2964.0,Basic Cases
402,2021-07-10,6542.0,Basic Cases
403,2021-07-11,4782.0,Basic Cases
