,date,value,name_B07V6T2J41
141,2020-10-13,21192.0,Breathalyzers
142,2020-10-14,20107.0,Breathalyzers
143,2020-10-15,20107.0,Breathalyzers
144,2020-10-16,18489.0,Breathalyzers
145,2020-10-17,18489.0,Breathalyzers
146,2020-10-18,18663.0,Breathalyzers
147,2020-10-19,18663.0,Breathalyzers
148,2020-10-20,26803.0,Breathalyzers
149,2020-10-21,26803.0,Breathalyzers
150,2020-10-22,23136.0,Breathalyzers
151,2020-10-23,23136.0,Breathalyzers
152,2020-10-24,23136.0,Breathalyzers
153,2020-10-25,23136.0,Breathalyzers
154,2020-10-26,20359.0,Breathalyzers
155,2020-10-27,20749.0,Breathalyzers
156,2020-10-28,20749.0,Breathalyzers
157,2020-10-29,20749.0,Breathalyzers
158,2020-10-30,16232.0,Breathalyzers
159,2020-10-31,20865.0,Breathalyzers
160,2020-11-01,20865.0,Breathalyzers
161,2020-11-02,20865.0,Breathalyzers
162,2020-11-03,22724.0,Breathalyzers
163,2020-11-04,20624.0,Breathalyzers
164,2020-11-05,19319.0,Breathalyzers
165,2020-11-06,19319.0,Breathalyzers
166,2020-11-07,19196.0,Breathalyzers
167,2020-11-08,15536.0,Breathalyzers
168,2020-11-09,23489.0,Breathalyzers
169,2020-11-10,23489.0,Breathalyzers
170,2020-11-11,23489.0,Breathalyzers
171,2020-11-12,23489.0,Breathalyzers
172,2020-11-13,23489.0,Breathalyzers
173,2020-11-14,23489.0,Breathalyzers
174,2020-11-15,23917.0,Breathalyzers
175,2020-11-16,23917.0,Breathalyzers
176,2020-11-17,23917.0,Breathalyzers
177,2020-11-18,23917.0,Breathalyzers
178,2020-11-19,22446.0,Breathalyzers
179,2020-11-20,22446.0,Breathalyzers
180,2020-11-21,22446.0,Breathalyzers
181,2020-11-22,21821.0,Breathalyzers
182,2020-11-23,21821.0,Breathalyzers
183,2020-11-24,19542.0,Breathalyzers
184,2020-11-25,19542.0,Breathalyzers
185,2020-11-26,19542.0,Breathalyzers
186,2020-11-27,16252.0,Breathalyzers
187,2020-11-28,16252.0,Breathalyzers
188,2020-11-29,16252.0,Breathalyzers
189,2020-11-30,16252.0,Breathalyzers
190,2020-12-01,15327.0,Breathalyzers
191,2020-12-02,15327.0,Breathalyzers
192,2020-12-03,15327.0,Breathalyzers
193,2020-12-04,15327.0,Breathalyzers
194,2020-12-05,15327.0,Breathalyzers
195,2020-12-06,15327.0,Breathalyzers
196,2020-12-07,18169.0,Breathalyzers
197,2020-12-08,18169.0,Breathalyzers
198,2020-12-09,17107.0,Breathalyzers
199,2020-12-10,17107.0,Breathalyzers
200,2020-12-11,17107.0,Breathalyzers
201,2020-12-12,15779.0,Breathalyzers
202,2020-12-13,15779.0,Breathalyzers
203,2020-12-14,15277.0,Breathalyzers
204,2020-12-15,15277.0,Breathalyzers
205,2020-12-16,15277.0,Breathalyzers
206,2020-12-17,15702.0,Breathalyzers
207,2020-12-18,15702.0,Breathalyzers
208,2020-12-19,12987.0,Breathalyzers
209,2020-12-20,11665.0,Breathalyzers
210,2020-12-21,11665.0,Breathalyzers
211,2020-12-22,8967.0,Breathalyzers
212,2020-12-23,6739.0,Breathalyzers
213,2020-12-24,8038.0,Breathalyzers
214,2020-12-25,8038.0,Breathalyzers
215,2020-12-26,8038.0,Breathalyzers
216,2020-12-27,8038.0,Breathalyzers
217,2020-12-28,7734.0,Breathalyzers
218,2020-12-29,7734.0,Breathalyzers
219,2020-12-30,5037.0,Breathalyzers
220,2020-12-31,5300.0,Breathalyzers
221,2021-01-01,6780.0,Breathalyzers
222,2021-01-02,6780.0,Breathalyzers
223,2021-01-03,6780.0,Breathalyzers
224,2021-01-04,10013.0,Breathalyzers
225,2021-01-05,10013.0,Breathalyzers
226,2021-01-06,10013.0,Breathalyzers
227,2021-01-07,11862.0,Breathalyzers
228,2021-01-08,11862.0,Breathalyzers
229,2021-01-09,9460.0,Breathalyzers
230,2021-01-10,9460.0,Breathalyzers
231,2021-01-11,10413.0,Breathalyzers
232,2021-01-12,10413.0,Breathalyzers
233,2021-01-13,10413.0,Breathalyzers
234,2021-01-14,10413.0,Breathalyzers
235,2021-01-15,7841.0,Breathalyzers
236,2021-01-16,7841.0,Breathalyzers
237,2021-01-17,8520.0,Breathalyzers
238,2021-01-18,7129.0,Breathalyzers
239,2021-01-19,7837.0,Breathalyzers
240,2021-01-20,7175.0,Breathalyzers
241,2021-01-21,7175.0,Breathalyzers
242,2021-01-22,10130.0,Breathalyzers
243,2021-01-23,10130.0,Breathalyzers
244,2021-01-24,10130.0,Breathalyzers
245,2021-01-25,7104.0,Breathalyzers
246,2021-01-26,8040.0,Breathalyzers
247,2021-01-27,8040.0,Breathalyzers
248,2021-01-28,8040.0,Breathalyzers
249,2021-01-29,10014.0,Breathalyzers
250,2021-01-30,10014.0,Breathalyzers
251,2021-01-31,10014.0,Breathalyzers
252,2021-02-01,9519.0,Breathalyzers
253,2021-02-02,10160.0,Breathalyzers
254,2021-02-03,10160.0,Breathalyzers
255,2021-02-04,10160.0,Breathalyzers
256,2021-02-05,13861.0,Breathalyzers
257,2021-02-06,13861.0,Breathalyzers
258,2021-02-07,13861.0,Breathalyzers
259,2021-02-08,10563.0,Breathalyzers
260,2021-02-09,10563.0,Breathalyzers
261,2021-02-10,10563.0,Breathalyzers
262,2021-02-11,10563.0,Breathalyzers
263,2021-02-12,10983.0,Breathalyzers
264,2021-02-13,8671.0,Breathalyzers
265,2021-02-14,8671.0,Breathalyzers
266,2021-02-15,8671.0,Breathalyzers
267,2021-02-16,11642.0,Breathalyzers
268,2021-02-17,11642.0,Breathalyzers
269,2021-02-18,11700.0,Breathalyzers
270,2021-02-19,11700.0,Breathalyzers
271,2021-02-20,12002.0,Breathalyzers
272,2021-02-21,10754.0,Breathalyzers
273,2021-02-22,10754.0,Breathalyzers
274,2021-02-23,10754.0,Breathalyzers
275,2021-02-24,10514.0,Breathalyzers
276,2021-02-25,12909.0,Breathalyzers
277,2021-02-26,12909.0,Breathalyzers
278,2021-02-27,12909.0,Breathalyzers
279,2021-02-28,12909.0,Breathalyzers
280,2021-03-01,12909.0,Breathalyzers
281,2021-03-02,12985.0,Breathalyzers
282,2021-03-03,12985.0,Breathalyzers
283,2021-03-04,12731.0,Breathalyzers
284,2021-03-05,12731.0,Breathalyzers
285,2021-03-06,12276.0,Breathalyzers
286,2021-03-07,12276.0,Breathalyzers
287,2021-03-08,12276.0,Breathalyzers
288,2021-03-09,19015.0,Breathalyzers
289,2021-03-10,19015.0,Breathalyzers
290,2021-03-11,19015.0,Breathalyzers
291,2021-03-12,15195.0,Breathalyzers
292,2021-03-13,15195.0,Breathalyzers
293,2021-03-14,15195.0,Breathalyzers
294,2021-03-15,15195.0,Breathalyzers
295,2021-03-16,15195.0,Breathalyzers
296,2021-03-17,19594.0,Breathalyzers
297,2021-03-18,19594.0,Breathalyzers
298,2021-03-19,15527.0,Breathalyzers
299,2021-03-20,15527.0,Breathalyzers
300,2021-03-21,15527.0,Breathalyzers
301,2021-03-22,16919.0,Breathalyzers
302,2021-03-23,16919.0,Breathalyzers
303,2021-03-24,16919.0,Breathalyzers
304,2021-03-25,15016.0,Breathalyzers
305,2021-03-26,15016.0,Breathalyzers
306,2021-03-27,15016.0,Breathalyzers
307,2021-03-28,10903.0,Breathalyzers
308,2021-03-29,10903.0,Breathalyzers
309,2021-03-30,10903.0,Breathalyzers
310,2021-03-31,19143.0,Breathalyzers
311,2021-04-01,15567.0,Breathalyzers
312,2021-04-02,15586.0,Breathalyzers
313,2021-04-03,15586.0,Breathalyzers
314,2021-04-04,15586.0,Breathalyzers
315,2021-04-05,13383.0,Breathalyzers
316,2021-04-06,13383.0,Breathalyzers
317,2021-04-07,15438.0,Breathalyzers
318,2021-04-08,13255.0,Breathalyzers
319,2021-04-09,13255.0,Breathalyzers
320,2021-04-10,13255.0,Breathalyzers
321,2021-04-11,12327.0,Breathalyzers
322,2021-04-12,12327.0,Breathalyzers
323,2021-04-13,12327.0,Breathalyzers
324,2021-04-14,12327.0,Breathalyzers
325,2021-04-15,18390.0,Breathalyzers
326,2021-04-16,18390.0,Breathalyzers
327,2021-04-17,18390.0,Breathalyzers
328,2021-04-18,20632.0,Breathalyzers
329,2021-04-19,20632.0,Breathalyzers
330,2021-04-20,20632.0,Breathalyzers
331,2021-04-21,19460.0,Breathalyzers
332,2021-04-22,19460.0,Breathalyzers
333,2021-04-23,11381.0,Breathalyzers
334,2021-04-24,11381.0,Breathalyzers
335,2021-04-25,11381.0,Breathalyzers
336,2021-04-26,11381.0,Breathalyzers
337,2021-04-27,11381.0,Breathalyzers
338,2021-04-28,15360.0,Breathalyzers
339,2021-04-29,15360.0,Breathalyzers
340,2021-04-30,15360.0,Breathalyzers
341,2021-05-01,15360.0,Breathalyzers
342,2021-05-02,13771.0,Breathalyzers
343,2021-05-03,13771.0,Breathalyzers
344,2021-05-04,14835.0,Breathalyzers
345,2021-05-05,14835.0,Breathalyzers
346,2021-05-06,14835.0,Breathalyzers
347,2021-05-07,9905.0,Breathalyzers
348,2021-05-08,9905.0,Breathalyzers
349,2021-05-09,9164.0,Breathalyzers
350,2021-05-10,9164.0,Breathalyzers
351,2021-05-11,8861.0,Breathalyzers
352,2021-05-12,8861.0,Breathalyzers
353,2021-05-13,7716.0,Breathalyzers
354,2021-05-14,7716.0,Breathalyzers
355,2021-05-15,7357.0,Breathalyzers
356,2021-05-16,7357.0,Breathalyzers
357,2021-05-17,9232.0,Breathalyzers
358,2021-05-18,9232.0,Breathalyzers
359,2021-05-19,11125.0,Breathalyzers
360,2021-05-20,9680.0,Breathalyzers
361,2021-05-21,9891.0,Breathalyzers
362,2021-05-22,9891.0,Breathalyzers
363,2021-05-23,9891.0,Breathalyzers
364,2021-05-24,9659.0,Breathalyzers
365,2021-05-25,13798.0,Breathalyzers
366,2021-05-26,13798.0,Breathalyzers
367,2021-05-27,13905.0,Breathalyzers
368,2021-05-28,13905.0,Breathalyzers
369,2021-05-29,14960.0,Breathalyzers
370,2021-05-30,14960.0,Breathalyzers
371,2021-05-31,10490.0,Breathalyzers
372,2021-06-01,13625.0,Breathalyzers
373,2021-06-02,13625.0,Breathalyzers
374,2021-06-03,17915.0,Breathalyzers
375,2021-06-04,17915.0,Breathalyzers
376,2021-06-05,17915.0,Breathalyzers
377,2021-06-06,17915.0,Breathalyzers
378,2021-06-07,13907.0,Breathalyzers
379,2021-06-08,11954.0,Breathalyzers
380,2021-06-09,11954.0,Breathalyzers
381,2021-06-10,11719.0,Breathalyzers
382,2021-06-11,11719.0,Breathalyzers
383,2021-06-12,11719.0,Breathalyzers
384,2021-06-13,12162.0,Breathalyzers
385,2021-06-14,12162.0,Breathalyzers
386,2021-06-15,13936.0,Breathalyzers
387,2021-06-16,13936.0,Breathalyzers
388,2021-06-17,14218.0,Breathalyzers
389,2021-06-18,16761.0,Breathalyzers
390,2021-06-19,12378.0,Breathalyzers
391,2021-06-20,12378.0,Breathalyzers
392,2021-06-21,14311.0,Breathalyzers
393,2021-06-22,16445.0,Breathalyzers
394,2021-06-23,16771.0,Breathalyzers
395,2021-06-24,16771.0,Breathalyzers
396,2021-06-25,13905.0,Breathalyzers
397,2021-06-26,13905.0,Breathalyzers
398,2021-06-27,13905.0,Breathalyzers
399,2021-06-28,11661.0,Breathalyzers
400,2021-06-29,12753.0,Breathalyzers
401,2021-06-30,12753.0,Breathalyzers
402,2021-07-01,12753.0,Breathalyzers
403,2021-07-02,12753.0,Breathalyzers
404,2021-07-03,11643.0,Breathalyzers
405,2021-07-04,11643.0,Breathalyzers
406,2021-07-05,11643.0,Breathalyzers
407,2021-07-06,11643.0,Breathalyzers
408,2021-07-07,11643.0,Breathalyzers
409,2021-07-08,11643.0,Breathalyzers
410,2021-07-09,13460.0,Breathalyzers
411,2021-07-10,11173.0,Breathalyzers
412,2021-07-11,10254.0,Breathalyzers
