,date,value,name_B01LDH7GOQ
287,2021-03-10,7877.0,B7 (Biotin)
288,2021-03-11,7877.0,B7 (Biotin)
289,2021-03-12,9144.0,B7 (Biotin)
290,2021-03-13,9144.0,B7 (Biotin)
291,2021-03-14,9144.0,B7 (Biotin)
292,2021-03-15,6346.0,B7 (Biotin)
293,2021-03-16,6346.0,B7 (Biotin)
294,2021-03-17,6346.0,B7 (Biotin)
295,2021-03-18,7680.0,B7 (Biotin)
296,2021-03-19,7680.0,B7 (Biotin)
297,2021-03-20,7747.0,B7 (Biotin)
298,2021-03-21,7747.0,B7 (Biotin)
299,2021-03-22,7747.0,B7 (Biotin)
300,2021-03-23,8741.0,B7 (Biotin)
301,2021-03-24,8741.0,B7 (Biotin)
302,2021-03-25,9205.0,B7 (Biotin)
303,2021-03-26,9205.0,B7 (Biotin)
304,2021-03-27,9205.0,B7 (Biotin)
305,2021-03-28,9205.0,B7 (Biotin)
306,2021-03-29,8015.0,B7 (Biotin)
307,2021-03-30,9247.0,B7 (Biotin)
308,2021-03-31,8313.0,B7 (Biotin)
309,2021-04-01,8313.0,B7 (Biotin)
310,2021-04-02,7797.0,B7 (Biotin)
311,2021-04-03,7797.0,B7 (Biotin)
312,2021-04-04,7797.0,B7 (Biotin)
313,2021-04-05,8059.0,B7 (Biotin)
314,2021-04-06,8725.0,B7 (Biotin)
315,2021-04-07,8725.0,B7 (Biotin)
316,2021-04-08,8725.0,B7 (Biotin)
317,2021-04-09,7696.0,B7 (Biotin)
318,2021-04-10,7696.0,B7 (Biotin)
319,2021-04-11,7696.0,B7 (Biotin)
320,2021-04-12,9418.0,B7 (Biotin)
321,2021-04-13,9418.0,B7 (Biotin)
322,2021-04-14,9418.0,B7 (Biotin)
323,2021-04-15,8590.0,B7 (Biotin)
324,2021-04-16,8590.0,B7 (Biotin)
325,2021-04-17,8590.0,B7 (Biotin)
326,2021-04-18,8183.0,B7 (Biotin)
327,2021-04-19,8183.0,B7 (Biotin)
328,2021-04-20,9729.0,B7 (Biotin)
329,2021-04-21,9729.0,B7 (Biotin)
330,2021-04-22,9729.0,B7 (Biotin)
331,2021-04-23,8766.0,B7 (Biotin)
332,2021-04-24,8766.0,B7 (Biotin)
333,2021-04-25,8766.0,B7 (Biotin)
334,2021-04-26,7370.0,B7 (Biotin)
335,2021-04-27,7370.0,B7 (Biotin)
336,2021-04-28,8076.0,B7 (Biotin)
337,2021-04-29,8076.0,B7 (Biotin)
338,2021-04-30,10267.0,B7 (Biotin)
339,2021-05-01,10267.0,B7 (Biotin)
340,2021-05-02,9224.0,B7 (Biotin)
341,2021-05-03,9224.0,B7 (Biotin)
342,2021-05-04,9224.0,B7 (Biotin)
343,2021-05-05,11076.0,B7 (Biotin)
344,2021-05-06,10293.0,B7 (Biotin)
345,2021-05-07,10293.0,B7 (Biotin)
346,2021-05-08,10293.0,B7 (Biotin)
347,2021-05-09,10293.0,B7 (Biotin)
348,2021-05-10,10998.0,B7 (Biotin)
349,2021-05-11,10998.0,B7 (Biotin)
350,2021-05-12,10998.0,B7 (Biotin)
351,2021-05-13,10034.0,B7 (Biotin)
352,2021-05-14,10034.0,B7 (Biotin)
353,2021-05-15,9895.0,B7 (Biotin)
354,2021-05-16,12324.0,B7 (Biotin)
355,2021-05-17,12324.0,B7 (Biotin)
356,2021-05-18,12324.0,B7 (Biotin)
357,2021-05-19,12324.0,B7 (Biotin)
358,2021-05-20,11388.0,B7 (Biotin)
359,2021-05-21,10498.0,B7 (Biotin)
360,2021-05-22,10498.0,B7 (Biotin)
361,2021-05-23,10498.0,B7 (Biotin)
362,2021-05-24,11043.0,B7 (Biotin)
363,2021-05-25,11241.0,B7 (Biotin)
364,2021-05-26,11241.0,B7 (Biotin)
365,2021-05-27,11808.0,B7 (Biotin)
366,2021-05-28,11808.0,B7 (Biotin)
367,2021-05-29,11808.0,B7 (Biotin)
368,2021-05-30,11808.0,B7 (Biotin)
369,2021-05-31,9539.0,B7 (Biotin)
370,2021-06-01,9539.0,B7 (Biotin)
371,2021-06-02,9506.0,B7 (Biotin)
372,2021-06-03,10775.0,B7 (Biotin)
373,2021-06-04,10775.0,B7 (Biotin)
374,2021-06-05,10775.0,B7 (Biotin)
375,2021-06-06,10775.0,B7 (Biotin)
376,2021-06-07,8529.0,B7 (Biotin)
377,2021-06-08,8529.0,B7 (Biotin)
378,2021-06-09,8529.0,B7 (Biotin)
379,2021-06-10,11548.0,B7 (Biotin)
380,2021-06-11,11548.0,B7 (Biotin)
381,2021-06-12,11548.0,B7 (Biotin)
382,2021-06-13,11548.0,B7 (Biotin)
383,2021-06-14,11727.0,B7 (Biotin)
384,2021-06-15,11727.0,B7 (Biotin)
385,2021-06-16,11727.0,B7 (Biotin)
386,2021-06-17,12553.0,B7 (Biotin)
387,2021-06-18,13271.0,B7 (Biotin)
388,2021-06-19,13271.0,B7 (Biotin)
389,2021-06-20,13271.0,B7 (Biotin)
390,2021-06-21,11221.0,B7 (Biotin)
391,2021-06-22,12891.0,B7 (Biotin)
392,2021-06-23,12891.0,B7 (Biotin)
393,2021-06-24,12891.0,B7 (Biotin)
394,2021-06-25,13241.0,B7 (Biotin)
395,2021-06-26,13241.0,B7 (Biotin)
396,2021-06-27,13241.0,B7 (Biotin)
397,2021-06-28,11610.0,B7 (Biotin)
398,2021-06-29,12296.0,B7 (Biotin)
399,2021-06-30,11134.0,B7 (Biotin)
400,2021-07-01,11134.0,B7 (Biotin)
401,2021-07-02,12103.0,B7 (Biotin)
402,2021-07-03,12103.0,B7 (Biotin)
403,2021-07-04,10866.0,B7 (Biotin)
404,2021-07-05,10866.0,B7 (Biotin)
405,2021-07-06,12248.0,B7 (Biotin)
406,2021-07-07,12248.0,B7 (Biotin)
407,2021-07-08,12248.0,B7 (Biotin)
408,2021-07-09,12248.0,B7 (Biotin)
409,2021-07-10,12164.0,B7 (Biotin)
