,date,value,name_B07Z6NJVML
329,2020-09-19,26000.0,"Braces, Splints & Supports"
330,2020-09-20,26000.0,"Braces, Splints & Supports"
331,2020-09-21,26000.0,"Braces, Splints & Supports"
332,2020-09-22,24199.0,"Braces, Splints & Supports"
333,2020-09-23,24199.0,"Braces, Splints & Supports"
334,2020-09-24,22264.0,"Braces, Splints & Supports"
335,2020-09-25,22264.0,"Braces, Splints & Supports"
336,2020-09-26,18951.0,"Braces, Splints & Supports"
337,2020-09-27,18951.0,"Braces, Splints & Supports"
338,2020-09-28,18951.0,"Braces, Splints & Supports"
339,2020-09-29,22287.0,"Braces, Splints & Supports"
340,2020-09-30,22287.0,"Braces, Splints & Supports"
341,2020-10-01,22287.0,"Braces, Splints & Supports"
342,2020-10-02,22287.0,"Braces, Splints & Supports"
343,2020-10-03,22287.0,"Braces, Splints & Supports"
344,2020-10-04,22287.0,"Braces, Splints & Supports"
345,2020-10-05,20798.0,"Braces, Splints & Supports"
346,2020-10-06,25301.0,"Braces, Splints & Supports"
347,2020-10-07,19756.0,"Braces, Splints & Supports"
348,2020-10-08,19756.0,"Braces, Splints & Supports"
349,2020-10-09,19756.0,"Braces, Splints & Supports"
350,2020-10-10,19478.0,"Braces, Splints & Supports"
351,2020-10-11,19478.0,"Braces, Splints & Supports"
352,2020-10-12,19478.0,"Braces, Splints & Supports"
353,2020-10-13,26903.0,"Braces, Splints & Supports"
354,2020-10-14,26903.0,"Braces, Splints & Supports"
355,2020-10-15,26903.0,"Braces, Splints & Supports"
356,2020-10-16,23562.0,"Braces, Splints & Supports"
357,2020-10-17,23562.0,"Braces, Splints & Supports"
358,2020-10-18,23562.0,"Braces, Splints & Supports"
359,2020-10-19,23562.0,"Braces, Splints & Supports"
360,2020-10-20,28616.0,"Braces, Splints & Supports"
361,2020-10-21,28616.0,"Braces, Splints & Supports"
362,2020-10-22,28616.0,"Braces, Splints & Supports"
363,2020-10-23,28616.0,"Braces, Splints & Supports"
364,2020-10-24,22123.0,"Braces, Splints & Supports"
365,2020-10-25,22931.0,"Braces, Splints & Supports"
366,2020-10-26,28451.0,"Braces, Splints & Supports"
367,2020-10-27,28451.0,"Braces, Splints & Supports"
368,2020-10-28,28451.0,"Braces, Splints & Supports"
369,2020-10-29,22045.0,"Braces, Splints & Supports"
370,2020-10-30,22045.0,"Braces, Splints & Supports"
371,2020-10-31,19656.0,"Braces, Splints & Supports"
372,2020-11-01,19656.0,"Braces, Splints & Supports"
373,2020-11-02,21615.0,"Braces, Splints & Supports"
374,2020-11-03,21615.0,"Braces, Splints & Supports"
375,2020-11-04,21615.0,"Braces, Splints & Supports"
376,2020-11-05,21615.0,"Braces, Splints & Supports"
377,2020-11-06,21615.0,"Braces, Splints & Supports"
378,2020-11-07,18205.0,"Braces, Splints & Supports"
379,2020-11-08,17213.0,"Braces, Splints & Supports"
380,2020-11-09,14427.0,"Braces, Splints & Supports"
381,2020-11-10,14427.0,"Braces, Splints & Supports"
382,2020-11-11,14427.0,"Braces, Splints & Supports"
383,2020-11-12,18612.0,"Braces, Splints & Supports"
384,2020-11-13,18612.0,"Braces, Splints & Supports"
385,2020-11-14,18612.0,"Braces, Splints & Supports"
386,2020-11-15,17748.0,"Braces, Splints & Supports"
387,2020-11-16,17748.0,"Braces, Splints & Supports"
388,2020-11-17,17748.0,"Braces, Splints & Supports"
389,2020-11-18,17748.0,"Braces, Splints & Supports"
390,2020-11-19,17748.0,"Braces, Splints & Supports"
391,2020-11-20,17748.0,"Braces, Splints & Supports"
392,2020-11-21,17748.0,"Braces, Splints & Supports"
393,2020-11-22,25411.0,"Braces, Splints & Supports"
394,2020-11-23,25411.0,"Braces, Splints & Supports"
395,2020-11-24,18009.0,"Braces, Splints & Supports"
396,2020-11-25,18009.0,"Braces, Splints & Supports"
397,2020-11-26,18009.0,"Braces, Splints & Supports"
398,2020-11-27,18009.0,"Braces, Splints & Supports"
399,2020-11-28,19157.0,"Braces, Splints & Supports"
400,2020-11-29,19157.0,"Braces, Splints & Supports"
401,2020-11-30,19157.0,"Braces, Splints & Supports"
402,2020-12-01,19157.0,"Braces, Splints & Supports"
403,2020-12-02,19157.0,"Braces, Splints & Supports"
404,2020-12-03,19157.0,"Braces, Splints & Supports"
405,2020-12-04,19157.0,"Braces, Splints & Supports"
406,2020-12-05,19157.0,"Braces, Splints & Supports"
407,2020-12-06,22754.0,"Braces, Splints & Supports"
408,2020-12-07,22754.0,"Braces, Splints & Supports"
409,2020-12-08,22754.0,"Braces, Splints & Supports"
410,2020-12-09,25892.0,"Braces, Splints & Supports"
411,2020-12-10,25892.0,"Braces, Splints & Supports"
412,2020-12-11,25892.0,"Braces, Splints & Supports"
413,2020-12-12,25892.0,"Braces, Splints & Supports"
414,2020-12-13,25892.0,"Braces, Splints & Supports"
415,2020-12-14,25892.0,"Braces, Splints & Supports"
416,2020-12-15,24953.0,"Braces, Splints & Supports"
417,2020-12-16,24953.0,"Braces, Splints & Supports"
418,2020-12-17,35614.0,"Braces, Splints & Supports"
419,2020-12-18,35614.0,"Braces, Splints & Supports"
420,2020-12-19,35614.0,"Braces, Splints & Supports"
421,2020-12-20,38855.0,"Braces, Splints & Supports"
422,2020-12-21,38855.0,"Braces, Splints & Supports"
423,2020-12-22,38855.0,"Braces, Splints & Supports"
424,2020-12-23,38855.0,"Braces, Splints & Supports"
425,2020-12-24,38855.0,"Braces, Splints & Supports"
426,2020-12-25,38855.0,"Braces, Splints & Supports"
427,2020-12-26,38855.0,"Braces, Splints & Supports"
428,2020-12-27,38855.0,"Braces, Splints & Supports"
429,2020-12-28,31197.0,"Braces, Splints & Supports"
430,2020-12-29,41395.0,"Braces, Splints & Supports"
431,2020-12-30,41395.0,"Braces, Splints & Supports"
432,2020-12-31,41395.0,"Braces, Splints & Supports"
433,2021-01-01,41395.0,"Braces, Splints & Supports"
434,2021-01-02,41395.0,"Braces, Splints & Supports"
435,2021-01-03,37234.0,"Braces, Splints & Supports"
436,2021-01-04,37234.0,"Braces, Splints & Supports"
437,2021-01-05,37234.0,"Braces, Splints & Supports"
438,2021-01-06,37234.0,"Braces, Splints & Supports"
439,2021-01-07,25264.0,"Braces, Splints & Supports"
440,2021-01-08,25264.0,"Braces, Splints & Supports"
441,2021-01-09,25264.0,"Braces, Splints & Supports"
442,2021-01-10,25264.0,"Braces, Splints & Supports"
443,2021-01-11,25357.0,"Braces, Splints & Supports"
444,2021-01-12,25357.0,"Braces, Splints & Supports"
445,2021-01-13,25357.0,"Braces, Splints & Supports"
446,2021-01-14,25357.0,"Braces, Splints & Supports"
447,2021-01-15,25356.0,"Braces, Splints & Supports"
448,2021-01-16,25356.0,"Braces, Splints & Supports"
449,2021-01-17,25356.0,"Braces, Splints & Supports"
450,2021-01-18,28890.0,"Braces, Splints & Supports"
451,2021-01-19,28890.0,"Braces, Splints & Supports"
452,2021-01-20,22824.0,"Braces, Splints & Supports"
453,2021-01-21,22824.0,"Braces, Splints & Supports"
454,2021-01-22,22824.0,"Braces, Splints & Supports"
455,2021-01-23,22824.0,"Braces, Splints & Supports"
456,2021-01-24,26168.0,"Braces, Splints & Supports"
457,2021-01-25,26168.0,"Braces, Splints & Supports"
458,2021-01-26,26168.0,"Braces, Splints & Supports"
459,2021-01-27,26341.0,"Braces, Splints & Supports"
460,2021-01-28,26341.0,"Braces, Splints & Supports"
461,2021-01-29,26341.0,"Braces, Splints & Supports"
462,2021-01-30,26341.0,"Braces, Splints & Supports"
463,2021-01-31,26341.0,"Braces, Splints & Supports"
464,2021-02-01,19418.0,"Braces, Splints & Supports"
465,2021-02-02,19418.0,"Braces, Splints & Supports"
466,2021-02-03,19418.0,"Braces, Splints & Supports"
467,2021-02-04,22659.0,"Braces, Splints & Supports"
468,2021-02-05,22659.0,"Braces, Splints & Supports"
469,2021-02-06,22659.0,"Braces, Splints & Supports"
470,2021-02-07,22659.0,"Braces, Splints & Supports"
471,2021-02-08,20548.0,"Braces, Splints & Supports"
472,2021-02-09,20548.0,"Braces, Splints & Supports"
473,2021-02-10,20333.0,"Braces, Splints & Supports"
474,2021-02-11,22330.0,"Braces, Splints & Supports"
475,2021-02-12,22330.0,"Braces, Splints & Supports"
476,2021-02-13,24457.0,"Braces, Splints & Supports"
477,2021-02-14,24457.0,"Braces, Splints & Supports"
478,2021-02-15,24457.0,"Braces, Splints & Supports"
479,2021-02-16,24457.0,"Braces, Splints & Supports"
480,2021-02-17,28643.0,"Braces, Splints & Supports"
481,2021-02-18,28643.0,"Braces, Splints & Supports"
482,2021-02-19,31214.0,"Braces, Splints & Supports"
483,2021-02-20,30366.0,"Braces, Splints & Supports"
484,2021-02-21,30366.0,"Braces, Splints & Supports"
485,2021-02-22,30366.0,"Braces, Splints & Supports"
486,2021-02-23,28900.0,"Braces, Splints & Supports"
487,2021-02-24,28900.0,"Braces, Splints & Supports"
488,2021-02-25,25451.0,"Braces, Splints & Supports"
489,2021-02-26,25451.0,"Braces, Splints & Supports"
490,2021-02-27,25451.0,"Braces, Splints & Supports"
491,2021-02-28,25451.0,"Braces, Splints & Supports"
492,2021-03-01,24419.0,"Braces, Splints & Supports"
493,2021-03-02,22803.0,"Braces, Splints & Supports"
494,2021-03-03,22803.0,"Braces, Splints & Supports"
495,2021-03-04,15138.0,"Braces, Splints & Supports"
496,2021-03-05,15138.0,"Braces, Splints & Supports"
497,2021-03-06,15138.0,"Braces, Splints & Supports"
