,date,value,name_B077QNWBQ7
194,2020-09-02,9681.0,Back Braces
195,2020-09-03,8998.0,Back Braces
196,2020-09-04,8998.0,Back Braces
197,2020-09-05,10933.0,Back Braces
198,2020-09-06,10390.0,Back Braces
199,2020-09-07,9968.0,Back Braces
200,2020-09-08,9309.0,Back Braces
201,2020-09-09,9309.0,Back Braces
202,2020-09-10,8822.0,Back Braces
203,2020-09-11,14932.0,Back Braces
204,2020-09-12,14505.0,Back Braces
205,2020-09-13,14505.0,Back Braces
206,2020-09-14,13137.0,Back Braces
207,2020-09-15,17548.0,Back Braces
208,2020-09-16,17548.0,Back Braces
209,2020-09-17,16654.0,Back Braces
210,2020-09-18,17582.0,Back Braces
211,2020-09-19,14041.0,Back Braces
212,2020-09-20,11382.0,Back Braces
213,2020-09-21,10962.0,Back Braces
214,2020-09-22,11683.0,Back Braces
215,2020-09-23,12475.0,Back Braces
216,2020-09-24,13449.0,Back Braces
217,2020-09-25,11627.0,Back Braces
218,2020-09-26,11627.0,Back Braces
219,2020-09-27,11627.0,Back Braces
220,2020-09-28,12613.0,Back Braces
221,2020-09-29,10379.0,Back Braces
222,2020-09-30,10379.0,Back Braces
223,2020-10-01,11199.0,Back Braces
224,2020-10-02,11199.0,Back Braces
225,2020-10-03,11199.0,Back Braces
226,2020-10-04,11199.0,Back Braces
227,2020-10-05,11503.0,Back Braces
228,2020-10-06,10326.0,Back Braces
229,2020-10-07,11430.0,Back Braces
230,2020-10-08,11430.0,Back Braces
231,2020-10-09,11430.0,Back Braces
232,2020-10-10,10866.0,Back Braces
233,2020-10-11,10866.0,Back Braces
234,2020-10-12,11420.0,Back Braces
235,2020-10-13,8667.0,Back Braces
236,2020-10-14,8667.0,Back Braces
237,2020-10-15,11782.0,Back Braces
238,2020-10-16,12809.0,Back Braces
239,2020-10-17,12809.0,Back Braces
240,2020-10-18,12809.0,Back Braces
241,2020-10-19,12809.0,Back Braces
242,2020-10-20,12809.0,Back Braces
243,2020-10-21,13288.0,Back Braces
244,2020-10-22,13288.0,Back Braces
245,2020-10-23,13288.0,Back Braces
246,2020-10-24,14739.0,Back Braces
247,2020-10-25,14481.0,Back Braces
248,2020-10-26,14481.0,Back Braces
249,2020-10-27,14481.0,Back Braces
250,2020-10-28,13394.0,Back Braces
251,2020-10-29,13394.0,Back Braces
252,2020-10-30,13394.0,Back Braces
253,2020-10-31,13177.0,Back Braces
254,2020-11-01,13177.0,Back Braces
255,2020-11-02,14493.0,Back Braces
256,2020-11-03,14394.0,Back Braces
257,2020-11-04,12866.0,Back Braces
258,2020-11-05,13446.0,Back Braces
259,2020-11-06,13446.0,Back Braces
260,2020-11-07,13141.0,Back Braces
261,2020-11-08,13141.0,Back Braces
262,2020-11-09,14504.0,Back Braces
263,2020-11-10,14404.0,Back Braces
264,2020-11-11,11070.0,Back Braces
265,2020-11-12,11070.0,Back Braces
266,2020-11-13,11070.0,Back Braces
267,2020-11-14,11070.0,Back Braces
268,2020-11-15,12942.0,Back Braces
269,2020-11-16,13305.0,Back Braces
270,2020-11-17,12445.0,Back Braces
271,2020-11-18,13606.0,Back Braces
272,2020-11-19,13606.0,Back Braces
273,2020-11-20,13606.0,Back Braces
274,2020-11-21,13951.0,Back Braces
275,2020-11-22,13946.0,Back Braces
276,2020-11-23,13946.0,Back Braces
277,2020-11-24,13946.0,Back Braces
278,2020-11-25,15250.0,Back Braces
279,2020-11-26,13275.0,Back Braces
280,2020-11-27,13275.0,Back Braces
281,2020-11-28,13275.0,Back Braces
282,2020-11-29,15942.0,Back Braces
283,2020-11-30,14322.0,Back Braces
284,2020-12-01,17492.0,Back Braces
285,2020-12-02,17492.0,Back Braces
286,2020-12-03,15924.0,Back Braces
287,2020-12-04,15924.0,Back Braces
288,2020-12-05,15924.0,Back Braces
289,2020-12-06,15412.0,Back Braces
290,2020-12-07,18303.0,Back Braces
291,2020-12-08,18303.0,Back Braces
292,2020-12-09,15318.0,Back Braces
293,2020-12-10,15318.0,Back Braces
294,2020-12-11,15318.0,Back Braces
295,2020-12-12,16176.0,Back Braces
296,2020-12-13,16176.0,Back Braces
297,2020-12-14,13673.0,Back Braces
298,2020-12-15,13544.0,Back Braces
299,2020-12-16,13544.0,Back Braces
300,2020-12-17,13544.0,Back Braces
301,2020-12-18,13938.0,Back Braces
302,2020-12-19,13938.0,Back Braces
303,2020-12-20,13647.0,Back Braces
304,2020-12-21,13647.0,Back Braces
305,2020-12-22,15348.0,Back Braces
306,2020-12-23,13822.0,Back Braces
307,2020-12-24,14006.0,Back Braces
308,2020-12-25,14006.0,Back Braces
309,2020-12-26,14006.0,Back Braces
310,2020-12-27,16884.0,Back Braces
311,2020-12-28,16049.0,Back Braces
312,2020-12-29,16049.0,Back Braces
313,2020-12-30,13207.0,Back Braces
314,2020-12-31,13207.0,Back Braces
315,2021-01-01,13207.0,Back Braces
316,2021-01-02,13207.0,Back Braces
317,2021-01-03,15157.0,Back Braces
318,2021-01-04,15518.0,Back Braces
319,2021-01-05,16222.0,Back Braces
320,2021-01-06,14415.0,Back Braces
321,2021-01-07,14035.0,Back Braces
322,2021-01-08,13225.0,Back Braces
323,2021-01-09,11369.0,Back Braces
324,2021-01-10,11369.0,Back Braces
325,2021-01-11,12038.0,Back Braces
326,2021-01-12,12747.0,Back Braces
327,2021-01-13,12613.0,Back Braces
328,2021-01-14,14342.0,Back Braces
329,2021-01-15,11950.0,Back Braces
330,2021-01-16,11950.0,Back Braces
331,2021-01-17,11950.0,Back Braces
332,2021-01-18,13417.0,Back Braces
333,2021-01-19,13417.0,Back Braces
334,2021-01-20,9593.0,Back Braces
335,2021-01-21,9593.0,Back Braces
336,2021-01-22,12517.0,Back Braces
337,2021-01-23,12517.0,Back Braces
338,2021-01-24,12517.0,Back Braces
339,2021-01-25,11879.0,Back Braces
340,2021-01-26,14329.0,Back Braces
341,2021-01-27,12276.0,Back Braces
342,2021-01-28,12276.0,Back Braces
343,2021-01-29,12276.0,Back Braces
344,2021-01-30,12276.0,Back Braces
345,2021-01-31,12709.0,Back Braces
346,2021-02-01,11359.0,Back Braces
347,2021-02-02,11777.0,Back Braces
348,2021-02-03,11777.0,Back Braces
349,2021-02-04,10571.0,Back Braces
350,2021-02-05,12398.0,Back Braces
351,2021-02-06,12398.0,Back Braces
352,2021-02-07,11809.0,Back Braces
353,2021-02-08,11809.0,Back Braces
354,2021-02-09,12651.0,Back Braces
355,2021-02-10,12651.0,Back Braces
356,2021-02-11,12651.0,Back Braces
357,2021-02-12,12972.0,Back Braces
358,2021-02-13,12972.0,Back Braces
359,2021-02-14,12972.0,Back Braces
360,2021-02-15,11080.0,Back Braces
361,2021-02-16,11080.0,Back Braces
362,2021-02-17,12318.0,Back Braces
363,2021-02-18,12373.0,Back Braces
364,2021-02-19,12373.0,Back Braces
365,2021-02-20,12447.0,Back Braces
366,2021-02-21,12447.0,Back Braces
367,2021-02-22,13531.0,Back Braces
368,2021-02-23,13531.0,Back Braces
369,2021-02-24,11635.0,Back Braces
370,2021-02-25,9359.0,Back Braces
371,2021-02-26,9487.0,Back Braces
372,2021-02-27,9487.0,Back Braces
373,2021-02-28,12964.0,Back Braces
374,2021-03-01,12992.0,Back Braces
375,2021-03-02,12992.0,Back Braces
376,2021-03-03,11401.0,Back Braces
377,2021-03-04,10812.0,Back Braces
378,2021-03-05,12544.0,Back Braces
379,2021-03-06,10358.0,Back Braces
380,2021-03-07,10358.0,Back Braces
381,2021-03-08,10358.0,Back Braces
382,2021-03-09,9238.0,Back Braces
383,2021-03-10,9238.0,Back Braces
384,2021-03-11,9238.0,Back Braces
385,2021-03-12,9583.0,Back Braces
386,2021-03-13,10707.0,Back Braces
387,2021-03-14,10707.0,Back Braces
388,2021-03-15,10707.0,Back Braces
389,2021-03-16,10344.0,Back Braces
390,2021-03-17,10495.0,Back Braces
391,2021-03-18,10495.0,Back Braces
392,2021-03-19,10495.0,Back Braces
393,2021-03-20,10495.0,Back Braces
394,2021-03-21,10495.0,Back Braces
395,2021-03-22,10495.0,Back Braces
396,2021-03-23,10077.0,Back Braces
397,2021-03-24,10077.0,Back Braces
398,2021-03-25,9968.0,Back Braces
399,2021-03-26,8850.0,Back Braces
400,2021-03-27,11646.0,Back Braces
401,2021-03-28,11646.0,Back Braces
402,2021-03-29,10764.0,Back Braces
403,2021-03-30,10764.0,Back Braces
404,2021-03-31,10874.0,Back Braces
405,2021-04-01,10874.0,Back Braces
406,2021-04-02,10874.0,Back Braces
407,2021-04-03,10874.0,Back Braces
408,2021-04-04,10874.0,Back Braces
409,2021-04-05,10286.0,Back Braces
410,2021-04-06,10286.0,Back Braces
411,2021-04-07,10286.0,Back Braces
412,2021-04-08,9759.0,Back Braces
413,2021-04-09,9759.0,Back Braces
414,2021-04-10,9759.0,Back Braces
415,2021-04-11,9759.0,Back Braces
416,2021-04-12,10605.0,Back Braces
417,2021-04-13,10605.0,Back Braces
418,2021-04-14,10605.0,Back Braces
419,2021-04-15,11050.0,Back Braces
420,2021-04-16,11213.0,Back Braces
421,2021-04-17,11213.0,Back Braces
422,2021-04-18,11213.0,Back Braces
423,2021-04-19,11213.0,Back Braces
424,2021-04-20,10132.0,Back Braces
425,2021-04-21,10132.0,Back Braces
426,2021-04-22,11294.0,Back Braces
427,2021-04-23,10902.0,Back Braces
428,2021-04-24,10902.0,Back Braces
429,2021-04-25,10902.0,Back Braces
430,2021-04-26,10909.0,Back Braces
431,2021-04-27,10909.0,Back Braces
432,2021-04-28,11096.0,Back Braces
433,2021-04-29,11096.0,Back Braces
434,2021-04-30,13663.0,Back Braces
435,2021-05-01,13663.0,Back Braces
436,2021-05-02,13663.0,Back Braces
437,2021-05-03,12638.0,Back Braces
438,2021-05-04,12638.0,Back Braces
439,2021-05-05,12638.0,Back Braces
440,2021-05-06,12638.0,Back Braces
441,2021-05-07,11724.0,Back Braces
442,2021-05-08,11724.0,Back Braces
443,2021-05-09,11724.0,Back Braces
444,2021-05-10,13068.0,Back Braces
445,2021-05-11,13068.0,Back Braces
446,2021-05-12,13202.0,Back Braces
447,2021-05-13,13202.0,Back Braces
448,2021-05-14,13202.0,Back Braces
449,2021-05-15,12493.0,Back Braces
450,2021-05-16,12493.0,Back Braces
451,2021-05-17,12493.0,Back Braces
452,2021-05-18,12493.0,Back Braces
453,2021-05-19,14470.0,Back Braces
454,2021-05-20,13778.0,Back Braces
455,2021-05-21,13895.0,Back Braces
456,2021-05-22,14474.0,Back Braces
457,2021-05-23,14474.0,Back Braces
458,2021-05-24,14474.0,Back Braces
459,2021-05-25,13178.0,Back Braces
460,2021-05-26,10955.0,Back Braces
461,2021-05-27,10955.0,Back Braces
462,2021-05-28,12913.0,Back Braces
463,2021-05-29,14405.0,Back Braces
464,2021-05-30,14405.0,Back Braces
465,2021-05-31,13733.0,Back Braces
466,2021-06-01,13733.0,Back Braces
467,2021-06-02,11117.0,Back Braces
468,2021-06-03,11117.0,Back Braces
469,2021-06-04,11238.0,Back Braces
470,2021-06-05,9954.0,Back Braces
471,2021-06-06,9954.0,Back Braces
472,2021-06-07,9599.0,Back Braces
473,2021-06-08,11373.0,Back Braces
474,2021-06-09,12007.0,Back Braces
475,2021-06-10,11096.0,Back Braces
476,2021-06-11,12550.0,Back Braces
477,2021-06-12,12550.0,Back Braces
478,2021-06-13,12550.0,Back Braces
479,2021-06-14,14924.0,Back Braces
480,2021-06-15,14607.0,Back Braces
481,2021-06-16,14536.0,Back Braces
482,2021-06-17,15715.0,Back Braces
483,2021-06-18,15715.0,Back Braces
484,2021-06-19,15715.0,Back Braces
485,2021-06-20,15715.0,Back Braces
486,2021-06-21,14328.0,Back Braces
487,2021-06-22,16589.0,Back Braces
488,2021-06-23,16589.0,Back Braces
489,2021-06-24,16589.0,Back Braces
490,2021-06-25,10978.0,Back Braces
491,2021-06-26,10978.0,Back Braces
492,2021-06-27,10978.0,Back Braces
493,2021-06-28,11937.0,Back Braces
494,2021-06-29,11372.0,Back Braces
495,2021-06-30,14779.0,Back Braces
496,2021-07-01,14779.0,Back Braces
497,2021-07-02,14779.0,Back Braces
498,2021-07-03,14779.0,Back Braces
499,2021-07-04,15352.0,Back Braces
500,2021-07-05,15352.0,Back Braces
501,2021-07-06,16175.0,Back Braces
502,2021-07-07,15080.0,Back Braces
503,2021-07-08,15080.0,Back Braces
504,2021-07-09,12611.0,Back Braces
505,2021-07-10,10609.0,Back Braces
506,2021-07-11,13612.0,Back Braces
