ds,yhat,yhat_lower,yhat_upper,file_name
2020-08-08,5403.607484928203,4546.60390924985,6313.84909645476,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-09,5457.722239101695,4582.635171561064,6333.722794030815,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-10,5449.979189266185,4606.487290619461,6407.901215587685,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-11,5250.080147132034,4302.403868735699,6119.187564968375,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-12,5216.561900427989,4254.9609761706615,6163.9462283590865,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-13,5238.5175644187475,4296.213846648319,6133.56160518436,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-14,5318.526361955315,4358.011184673689,6214.311742518917,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-15,5434.406558001699,4526.069023672138,6334.782972086919,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-16,5488.804442785976,4588.951322560486,6358.925323716134,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-17,5480.992064031963,4573.466704306421,6338.087470944497,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-18,5279.931238278193,4392.276186349614,6255.940594568753,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-19,5246.1983399153905,4342.3696939898355,6140.514154095406,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-20,5268.254604342345,4332.2670925043385,6202.313740462313,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-21,5348.693117465995,4384.353880788547,6225.403737763085,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-22,5465.205631623446,4528.758888622513,6394.018656604547,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-23,5519.886647161965,4680.37498003672,6419.127762947228,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-24,5512.00493962658,4574.039236787996,6486.160665396376,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-25,5309.782330353859,4405.248360590744,6223.922191277355,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-26,5275.834780194334,4347.305632353461,6192.540514431347,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-27,5297.991644927475,4348.950726631805,6243.086590398169,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-28,5378.859873514152,4471.23156492207,6253.811024403587,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-29,5496.00470565619,4571.153176762326,6397.259128881303,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-30,5550.968852334028,4637.134131411043,6481.695871708811,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-08-31,5543.017816395141,4679.946535970503,6466.213886639293,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-01,5339.633423926002,4454.898002608165,6285.059465072489,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-02,5305.471222454198,4355.0406028347,6166.570366081971,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-03,5327.728687997171,4452.329279116995,6162.7517210459555,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-04,5409.026632586674,4447.282113009652,6245.030697702091,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-05,5526.803783291612,4638.091645027517,6376.583859286877,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-06,5582.051060622232,4666.2412004621565,6448.897990961523,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-07,5156.899944471277,4245.082386746765,6111.318678829593,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-08,5369.484519493168,4515.999102963662,6257.889873641493,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-09,5335.107666199552,4453.034113783652,6222.191505810529,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-10,5357.46573211509,4480.0084192043605,6215.044994140129,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-11,5439.193392273973,4551.253162733674,6308.763816712323,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-12,5557.602861097412,4677.274600589851,6401.492892829308,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-13,5613.133269139388,4734.77548839063,6486.440427855251,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-14,5605.043575400164,4613.489791625319,6507.304482221508,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-15,5399.335615390026,4559.216725414977,6275.276081551587,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-16,5364.744110326891,4494.879492916276,6230.470552079373,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-17,5387.202776561719,4469.495873002915,6216.986670221561,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-18,5469.360152239267,4609.635301254491,6378.543072984243,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-19,5588.401939129692,4696.07084002123,6422.592959053473,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-20,5644.215477827973,4769.477592526983,6489.473773623904,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-21,5636.056455965437,4739.833892355566,6541.973412872612,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-22,5429.186712893866,4530.6007814294335,6349.200197095635,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-23,5394.380556765109,4478.324933282926,6361.454850683209,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-24,5416.9398241003155,4426.225020658581,6307.012103931078,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-25,5499.526916124867,4610.673002545121,6367.307083419655,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-26,5619.201021965564,4734.630727151078,6457.443218573706,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-27,5675.297692172391,4781.393656485252,6540.781629385105,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-28,5667.069341367662,4773.943152965032,6617.932894208176,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-29,5459.037814277363,4569.923941247492,6357.696425191057,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-09-30,5424.017006285088,4504.617667605174,6343.48949782539,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-01,5446.676873957889,4552.016591647818,6359.159068461336,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-02,5529.693681622066,4644.744225637233,6434.193998602659,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-03,5650.000105689663,4767.725830214044,6580.969079411364,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-04,5706.3799066489155,4811.52615848173,6625.684880292583,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-05,5698.082226945755,4828.191165278576,6591.283638280202,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-06,5488.8889158731345,4618.6450196455635,6315.021295655019,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-07,5453.6534560571645,4485.72974881333,6402.727140457481,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-08,5476.413924110404,4567.201874661287,6379.5898498656425,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-09,5559.860447375697,4704.809280789546,6505.754984034392,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-10,5680.799189631784,4784.079200297519,6611.7708013288675,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-11,5737.46212130176,4834.268131441526,6612.980668643896,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-12,5234.425034250034,4391.464494030587,6181.664313160501,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-13,5518.740017616127,4645.146757290585,6399.78455699841,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-14,5483.289905996605,4539.136811542033,6402.863466673927,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-15,5506.150974452286,4552.018934486269,6401.32455122858,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-16,5590.027213385001,4686.20729668606,6485.75790223615,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-17,5711.598273899888,4862.632111253875,6609.459296581718,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-18,5768.544336349788,4892.0795826107515,6736.653612701715,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-19,5760.107998825707,4815.012167266242,6662.393854388971,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-20,5548.5911197386795,4657.897621674205,6465.562563215772,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-21,5512.926356250264,4638.059560935205,6382.096838964236,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-22,5535.888025045574,4621.925405486972,6505.5363919715,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-23,5620.1939795860635,4729.058698216375,6538.689737891246,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-24,5742.397358352278,4824.005850518225,6633.66193200943,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-25,5799.626551571364,4841.91057339942,6687.844673772508,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-26,5791.120885156732,4893.816464035502,6747.278196806458,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-27,5578.442222067898,4743.641062627313,6449.550941953592,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-28,5542.562806760138,4669.550661518325,6473.442971960289,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-29,5565.625075948134,4665.6034974424865,6395.764123467947,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-30,5650.360746152798,4730.532131487774,6537.839726717736,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-10-31,5773.196443124514,4854.759433673511,6706.112241071835,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-01,5830.708767061931,4944.70858502963,6655.109196680782,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-02,5822.133771703016,4931.233859465731,6738.686355170521,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-03,5608.293324552114,4721.187395001267,6498.620018320414,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-04,5572.199257287617,4639.941754992007,6503.458500118099,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-05,5595.362126730917,4685.860139910363,6495.451728603716,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-06,5680.527512458854,4727.08412596836,6512.425401642761,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-07,5803.995527541917,4904.274634056275,6704.242741830429,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-08,5861.790982105279,4994.93965621742,6810.450396275067,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-09,5853.146657713496,4955.198893689066,6776.797946668527,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-10,5638.144426435906,4757.291477465718,6553.60283082358,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-11,6218.828515317599,5358.423476910743,7090.269532698965,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-12,5625.099177086019,4731.013063939067,6487.537130006405,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-13,5710.694278417842,4774.7983297513265,6626.713692168181,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-14,5834.794611694014,4889.8530809756485,6703.786892969174,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-15,5886.892212598649,4943.777123992664,6800.731821844326,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-16,5872.224256087566,4941.482204667463,6840.252601382717,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-17,5650.763264665165,4742.153932085538,6517.306567436192,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-18,5608.661023024134,4741.175902514947,6510.122502323879,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-19,5626.225519646161,4743.459765078309,6499.95115134926,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-20,5706.032067769942,4827.100428636698,6606.934689427786,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-21,5824.108174547962,4934.642387297716,6725.157268180201,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-22,5876.107536863788,4994.183817640901,6809.877372274143,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-23,5861.463635593665,4924.832297302205,6795.7816651172425,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-24,5640.405751355815,4761.21504036545,6550.598669317386,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-25,5598.377988023346,4683.055667905893,6496.8501390555275,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-26,7667.861110678692,6797.214868546365,8500.907908518975,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-27,5674.009892141544,4775.549458956671,6582.533751479191,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-28,5780.411316207709,4915.746419534113,6701.28438094814,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-29,5820.9043539951845,4931.131007674184,6729.544734296559,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-11-30,5795.303725645528,4861.239015376577,6706.610141397281,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-01,5566.059488159103,4655.184090239146,6488.4285917130765,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-02,5513.9782265823815,4595.045363113886,6369.592568673127,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-03,5520.597279453138,4598.088260609763,6466.011559927223,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-04,5588.099877647834,4651.6863421660455,6439.150880810314,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-05,5692.7005629414925,4780.9178581970245,6543.572017545972,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-06,5732.387290776504,4810.2671881315855,6688.717759836813,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-07,5698.109924776932,4836.4314859179485,6644.1222474266715,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-08,5463.964959890726,4527.366463256872,6315.895046826311,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-09,5404.137519534122,4466.905137983195,6282.477756524383,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-10,5401.874618849001,4480.850753381328,6322.573388275362,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-11,5459.029551471925,4584.540747813696,6338.479825958086,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-12,5552.1118283896485,4704.459993695281,6389.819741849592,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-13,5581.61213478051,4659.985969385222,6517.521811534989,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-14,5547.671073071765,4680.027535790332,6474.0400987751655,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-15,5319.16174806393,4404.8267923587055,6186.9905496591455,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-16,5260.375551676436,4343.089193014939,6148.4684779473,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-17,5257.624653854849,4316.633451525513,6140.783361762834,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-18,5310.357409328265,4432.684780999819,6195.121143008242,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-19,5397.936714817683,4462.005128967324,6304.856284974945,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-20,5423.611084247841,4547.811417640301,6369.035691642085,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-21,5387.619185147707,4499.711149090164,6342.817451369806,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-22,5162.792387398218,4269.05217061356,6023.8119850282255,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-23,5102.834008380508,4136.906136194614,6011.383381953442,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-24,5097.243947272933,4231.200702234659,5999.093219305883,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-25,6092.174701342651,5155.197921073137,7019.526340773867,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-26,5231.828145898336,4355.19134089365,6161.062986250031,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-27,5255.975507666475,4371.3777728205005,6107.165574074125,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-28,5220.357520059497,4335.046914551011,6094.159772661024,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-29,5001.796567258225,4126.327917517042,5915.27778908372,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-30,4942.995869299694,4058.314014268167,5864.3207581180295,../data/all_df/B01N3P9W29_415_Health & Household.csv
2020-12-31,4936.863240873182,4031.692465439119,5842.773451528956,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-01,5868.252701105331,4960.4060454254195,6799.205855597851,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-02,5065.719577294317,4164.439160940845,5946.747022194896,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-03,5088.339931466295,4146.477410540218,6018.75054527422,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-04,5053.095855415212,4160.990778636429,6003.931984984217,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-05,4840.800747484433,3980.485883733771,5738.714348089429,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-06,4783.157730521786,3891.548795665235,5665.5650867529375,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-07,4776.482534716773,3865.928581858943,5707.643438478369,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-08,4822.262540270897,3939.138152892233,5716.695961194608,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-09,4899.611008592186,3997.7548467983825,5802.107084467694,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-10,4920.704354877398,4001.976016240659,5786.026552700943,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-11,4885.834190094561,3941.783358711056,5726.279761843296,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-12,4679.804926841972,3813.688330038464,5644.928927498438,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-13,4623.31959066583,3679.483182769506,5530.551900157141,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-14,4616.101827262622,3758.5592387430966,5543.95985140494,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-15,4659.56424925436,3720.4183160278817,5607.289905728919,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-16,4733.502438545533,3814.80130153551,5613.318574805319,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-17,4753.068777157987,3803.676859964251,5631.713165229215,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-18,3547.3236110002927,2675.9298520228826,4463.23091265611,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-19,4518.809105548067,3589.1659335901318,5403.357366995741,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-20,4467.8578399945745,3526.1592286902073,5380.122357414774,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-21,4464.503609958427,3602.7330064253147,5322.398903663497,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-22,4510.2300610115,3567.418657742457,5431.592571664773,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-23,4585.586167777638,3621.089817968967,5425.27426316764,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-24,4608.382621906611,3799.4678950495445,5527.81425189704,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-25,4578.788738128856,3659.6400241628608,5499.986223918548,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-26,4388.669893788963,3493.907704004678,5248.90231386956,../data/all_df/B01N3P9W29_415_Health & Household.csv
